itemCoding	libaoType	what	money	bindrmb	unbindrmb	tili	tarothp	items	tarots	items_60	tarots_60	ratemoney	ratebindrmb	rateunbindrmb	ratetili	ratetarothp	rateitems	ratetarots	rateitems_60	ratetarots_60
28783	9	助力礼包															[(5000,28262,1),(4000,26450,4),(500,26676,3),(500,26042,1)]		[(5000,28262,1),(4000,26450,4),(500,26676,3),(500,26042,1)]	
28801	8	101xp礼包（1）	2000000	200				[(25600,50),(26032,20),(25640,50)]		[(25600,50),(26032,20),(25640,50)]										
28802	8	101xp礼包（2）	5000000	500				[(25600,100),(26044,5),(25640,100)]		[(25600,100),(26044,5),(25640,100)]										
28803	8	101xp礼包（3）	7500000	750				[(25600,120),(26026,3),(25640,120),(25837,20),(26144,20)]		[(25600,120),(26026,3),(25640,120),(25837,20),(26144,20)]										
28807	8	装备附魔礼盒						[(26479,5),(26485,1)]		[(26479,5),(26485,1)]										
28808	8	天蝎碎片礼包						[(26312,15)]		[(26312,15)]										
28809	9	幸运礼包															[(9800,26119,1),(200,26349,1)]		[(9800,26119,1),(200,26349,1)]	
28811	9	跨服鲜花排名礼包1															[(200,37031,1),(300,37032,1),(400,37033,1),(100,37034,1)]		[(200,37031,1),(300,37032,1),(400,37033,1),(100,37034,1)]	
28812	9	跨服鲜花排名礼包2															[(200,37031,1),(300,37032,1),(500,37033,1)]		[(200,37031,1),(300,37032,1),(500,37033,1)]	
28813	9	跨服鲜花排名礼包3															[(200,37031,1),(300,37032,1),(500,37033,1),(1000,26676,1)]		[(200,37031,1),(300,37032,1),(500,37033,1),(1000,26676,1)]	
28814	9	跨服鲜花排名礼包4															[(200,37031,1),(300,37032,1),(500,37033,1),(2000,26677,10)]		[(200,37031,1),(300,37032,1),(500,37033,1),(2000,26677,10)]	
28815	9	跨服鲜花排名礼包5															[(200,37032,1),(300,37033,1),(2200,26677,10)]		[(200,37032,1),(300,37033,1),(2200,26677,10)]	
28816	8	超级魔灵礼包						[(28376,5)]		[(28376,5)]										
28817	8	初级黄钻大礼						[(28700,6)]		[(28700,6)]										
28818	8	中级黄钻大礼						[(28699,1),(28700,6)]		[(28699,1),(28700,6)]										
28819	8	高级黄钻大礼						[(37058,1),(28699,1),(28700,10)]		[(37058,1),(28699,1),(28700,10)]										
28820	8	中秋狂欢礼包						[(26307,15),(28280,20),(26983,1),(26925,5),(26924,5),(27041,5),(27042,5)]		[(26307,15),(28280,20),(26983,1),(26925,5),(26924,5),(27041,5),(27042,5)]										
28821	8	国庆狂欢礼包						[(26307,25),(28651,5),(27518,5),(26227,5),(28035,5)]		[(26307,25),(28651,5),(27518,5),(26227,5),(28035,5)]										
28822	8	国庆福利礼包		200				[(26032,10),(26266,10)]		[(26032,10),(26266,10)]										
28823	8	esprit礼包	1500000																	
28824	8	欢度国庆礼包	880000		100	100		[(27369,1)]		[(27369,1)]										
28826	8	Paczka Brązowa	2000000	200				[(25600,50),(26032,20),(25640,50)]		[(25600,50),(26032,20),(25640,50)]										
28827	8	Paczka Srebrna	5000000	500				[(25600,100),(26044,5),(25640,100)]		[(25600,100),(26044,5),(25640,100)]										
28828	8	Paczka Złota	7500000	750				[(25600,120),(26026,3),(25640,120),(25837,20),(26144,20)]		[(25600,120),(26026,3),(25640,120),(25837,20),(26144,20)]										
28836	6	初级黄钻大礼						[(28700,15)]		[(28700,15)]										
28837	6	中级黄钻大礼						[(28699,3)]		[(28699,3)]										
28838	6	高级黄钻大礼						[(37056,1),(28699,6),(28700,50)]		[(37056,1),(28699,6),(28700,50)]										
28840	9	情人节套装礼包1															[(1000,37031,1),(1000,37032,1),(1000,37033,1)]		[(1000,37031,1),(1000,37032,1),(1000,37033,1)]	
28841	9	情人节套装礼包2															[(1000,37031,1),(1000,37032,1),(1000,37033,1)]		[(1000,37031,1),(1000,37032,1),(1000,37033,1)]	
28842	9	进化礼包															[(50,27492,1),(2500,27566,2),(2500,27167,1),(2500,26925,2),(2450,26924,2)]		[(50,27492,1),(2500,27566,2),(2500,27167,1),(2500,26925,2),(2450,26924,2)]	
28886	8	生命+破防双属性红魂礼包							[(59,1)]		[(59,1)]									
28889	9	四级晶石															[(1000,27744,1),(1000,27745,1),(1000,27746,1),(1000,27747,1),(1000,27748,1),(1000,27749,1),(1000,27750,1),(1000,27751,1)]		[(1000,27744,1),(1000,27745,1),(1000,27746,1),(1000,27747,1),(1000,27748,1),(1000,27749,1),(1000,27750,1),(1000,27751,1)]	
28890	9	五级晶石															[(1000,27752,1),(1000,27753,1),(1000,27754,1),(1000,27755,1),(1000,27756,1),(1000,27757,1),(1000,27758,1),(1000,27759,1)]		[(1000,27752,1),(1000,27753,1),(1000,27754,1),(1000,27755,1),(1000,27756,1),(1000,27757,1),(1000,27758,1),(1000,27759,1)]	
28891	9	六级晶石															[(1000,27760,1),(1000,27761,1),(1000,27762,1),(1000,27763,1),(1000,27764,1),(1000,27765,1),(1000,27766,1),(1000,27767,1)]		[(1000,27760,1),(1000,27761,1),(1000,27762,1),(1000,27763,1),(1000,27764,1),(1000,27765,1),(1000,27766,1),(1000,27767,1)]	
28892	9	七级晶石															[(1000,27768,1),(1000,27769,1),(1000,27770,1),(1000,27771,1),(1000,27772,1),(1000,27773,1),(1000,27774,1),(1000,27775,1)]		[(1000,27768,1),(1000,27769,1),(1000,27770,1),(1000,27771,1),(1000,27772,1),(1000,27773,1),(1000,27774,1),(1000,27775,1)]	
28893	9	八级晶石															[(1000,27776,1),(1000,27777,1),(1000,27778,1),(1000,27779,1),(1000,27780,1),(1000,27781,1),(1000,27782,1),(1000,27783,1)]		[(1000,27776,1),(1000,27777,1),(1000,27778,1),(1000,27779,1),(1000,27780,1),(1000,27781,1),(1000,27782,1),(1000,27783,1)]	
28894	9	宝石锻造大礼包															[(1000,28881,1),(1000,28882,1),(1000,28883,1)]		[(1000,28881,1),(1000,28882,1),(1000,28883,1)]	
28896	8	缤纷十月礼包	880000		100	100		[(27369,1)]		[(27369,1)]										
28900	6	管家嘉年华礼包						[(25600,30),(26144,20),(26227,1)]		[(25600,30),(26144,20),(26227,1)]										
28904	8	俄罗斯cdk（1）						[(27080,1)]		[(27080,1)]										
28905	8	俄罗斯cdk（2）						[(27080,1),(27082,1)]		[(27080,1),(27082,1)]										
28906	6	高级黄钻大礼						[(37055,1),(28699,6),(28700,50)]		[(37055,1),(28699,6),(28700,50)]										
28913	8	巅峰·冠军礼包		3000				[(27420,80),(28249,15),(27471,100),(28030,4),(26934,30),(27041,20),(27042,20),(28894,20),(27419,1)]		[(27420,80),(28249,15),(27471,100),(28030,4),(26934,30),(27041,20),(27042,20),(28894,20),(27419,1)]										
28914	8	巅峰·亚军礼包		2700				[(27420,60),(28249,12),(27471,90),(28030,3),(26934,25),(27041,20),(27042,20),(28894,15)]		[(27420,60),(28249,12),(27471,90),(28030,3),(26934,25),(27041,20),(27042,20),(28894,15)]										
28915	8	巅峰·季军礼包		2500				[(27420,40),(28249,10),(27471,80),(28030,2),(26934,20),(27041,20),(27042,20),(28894,10)]		[(27420,40),(28249,10),(27471,80),(28030,2),(26934,20),(27041,20),(27042,20),(28894,10)]										
28916	8	巅峰·八强礼包		2000				[(27420,30),(28249,5),(27471,60),(28030,1),(26934,15),(27041,15),(27042,15),(28894,5)]		[(27420,30),(28249,5),(27471,60),(28030,1),(26934,15),(27041,15),(27042,15),(28894,5)]										
28917	8	巅峰·参赛礼包		1000				[(27420,10),(28249,2),(27471,30),(28030,1),(26934,10),(27041,10),(27042,10),(28894,2)]		[(27420,10),(28249,2),(27471,30),(28030,1),(26934,10),(27041,10),(27042,10),(28894,2)]										
28918	8	精锐·冠军礼包		2500				[(27420,40),(28249,15),(27471,100),(26227,4),(26934,20),(27041,15),(27042,15),(28894,15)]		[(27420,40),(28249,15),(27471,100),(26227,4),(26934,20),(27041,15),(27042,15),(28894,15)]										
28919	8	精锐·亚军礼包		2200				[(27420,30),(28249,12),(27471,90),(26227,3),(26934,15),(27041,15),(27042,15),(28894,10)]		[(27420,30),(28249,12),(27471,90),(26227,3),(26934,15),(27041,15),(27042,15),(28894,10)]										
28920	8	精锐·季军礼包		2000				[(27420,20),(28249,10),(27471,80),(26227,2),(26934,13),(27041,15),(27042,15),(28894,8)]		[(27420,20),(28249,10),(27471,80),(26227,2),(26934,13),(27041,15),(27042,15),(28894,8)]										
28921	8	精锐·八强礼包		1500				[(27420,10),(28249,5),(27471,60),(26227,1),(26934,8),(27041,10),(27042,10),(28894,5)]		[(27420,10),(28249,5),(27471,60),(26227,1),(26934,8),(27041,10),(27042,10),(28894,5)]										
28922	8	精锐·参赛礼包		700				[(27420,5),(28249,2),(27471,30),(26227,1),(26934,4),(27041,5),(27042,5),(28894,1)]		[(27420,5),(28249,2),(27471,30),(26227,1),(26934,4),(27041,5),(27042,5),(28894,1)]										
28923	8	初级·冠军礼包		2000				[(27420,20),(28681,15),(27471,60),(27518,4),(26934,13),(27041,10),(27042,10),(28894,10)]		[(27420,20),(28681,15),(27471,60),(27518,4),(26934,13),(27041,10),(27042,10),(28894,10)]										
28924	8	初级·亚军礼包		1700				[(27420,15),(28681,12),(27471,50),(27518,3),(26934,10),(27041,10),(27042,10),(28894,8)]		[(27420,15),(28681,12),(27471,50),(27518,3),(26934,10),(27041,10),(27042,10),(28894,8)]										
28925	8	初级·季军礼包		1500				[(27420,10),(28681,10),(27471,40),(27518,2),(26934,8),(27041,10),(27042,10),(28894,6)]		[(27420,10),(28681,10),(27471,40),(27518,2),(26934,8),(27041,10),(27042,10),(28894,6)]										
28926	8	初级·八强礼包		1000				[(27420,7),(28681,5),(27471,20),(27518,1),(26934,5),(27041,5),(27042,5),(28894,4)]		[(27420,7),(28681,5),(27471,20),(27518,1),(26934,5),(27041,5),(27042,5),(28894,4)]										
28927	8	初级·参赛礼包		500				[(27420,3),(28681,2),(27471,10),(27518,1),(26934,2),(27041,3),(27042,3),(28894,1)]		[(27420,3),(28681,2),(27471,10),(27518,1),(26934,2),(27041,3),(27042,3),(28894,1)]										
28928	6	巅峰·冠军福利礼包						[(26227,3),(26144,50),(25837,50),(27471,20)]		[(26227,3),(26144,50),(25837,50),(27471,20)]										
28929	6	巅峰·亚军福利礼包						[(26227,2),(26144,40),(25837,40),(27471,15)]		[(26227,2),(26144,40),(25837,40),(27471,15)]										
28930	6	巅峰·季军福利礼包						[(26227,1),(26144,30),(25837,30),(27471,10)]		[(26227,1),(26144,30),(25837,30),(27471,10)]										
28931	6	精锐·冠军福利礼包						[(26227,3),(26144,50),(25837,50),(27471,20)]		[(26227,3),(26144,50),(25837,50),(27471,20)]										
28932	6	精锐·亚军福利礼包						[(26227,2),(26144,40),(25837,40),(27471,15)]		[(26227,2),(26144,40),(25837,40),(27471,15)]										
28933	6	精锐·季军福利礼包						[(26227,1),(26144,30),(25837,30),(27471,10)]		[(26227,1),(26144,30),(25837,30),(27471,10)]										
28934	6	初级·冠军福利礼包						[(26026,3),(25600,50),(26344,50),(27471,20)]		[(26026,3),(25600,50),(26344,50),(27471,20)]										
28935	6	初级·亚军福利礼包						[(26026,2),(25600,40),(26344,40),(27471,15)]		[(26026,2),(25600,40),(26344,40),(27471,15)]										
28936	6	初级·季军福利礼包						[(26026,1),(25600,30),(26344,30),(27471,10)]		[(26026,1),(25600,30),(26344,30),(27471,10)]										
28939	9	冒险宝箱															[(1000,28035,1),(1000,27517,1),(1000,26267,1),(1000,27518,1),(1000,27621,1),(1000,26676,1),(1000,26144,10),(1000,25837,10),(1000,26677,10),(1000,26341,50),(1000,26298,1),(1000,26479,5),(10,28886,1),(10,28940,1)]		[(1000,28035,1),(1000,27517,1),(1000,26267,1),(1000,27518,1),(1000,27621,1),(1000,26676,1),(1000,26144,10),(1000,25837,10),(1000,26677,10),(1000,26341,50),(1000,26298,1),(1000,26479,5),(10,28886,1),(10,28940,1)]	
28940	8	生命+破防双属性红魂礼包							[(60,1)]		[(60,1)]									
28942	1	200000金币	200000																	
28943	9	二级魔灵															[(1000,34006,1),(1000,34007,1),(1000,34008,1),(1000,34009,1),(1000,34010,1),(1000,34011,1)]		[(1000,34006,1),(1000,34007,1),(1000,34008,1),(1000,34009,1),(1000,34010,1),(1000,34011,1)]	
28944	9	二级宠物之灵															[(1000,26167,1),(1000,26168,1),(1000,26169,1),(1000,26170,1),(1000,26171,1),(1000,26172,1)]		[(1000,26167,1),(1000,26168,1),(1000,26169,1),(1000,26170,1),(1000,26171,1),(1000,26172,1)]	
28945	8	双十一礼包						[(27041,5),(26677,5),(26934,5)]		[(27041,5),(26677,5),(26934,5)]										
28954	9	九级晶石															[(1000,27784,1),(1000,27785,1),(1000,27786,1),(1000,27787,1),(1000,27788,1),(1000,27789,1),(1000,27790,1),(1000,27791,1)]		[(1000,27784,1),(1000,27785,1),(1000,27786,1),(1000,27787,1),(1000,27788,1),(1000,27789,1),(1000,27790,1),(1000,27791,1)]	
28955	8	双十一狂欢团购（1）						[(27521,1),(27939,5),(26330,15)]		[(27521,1),(27939,5),(26330,15)]										
28956	8	双十一狂欢团购（2）						[(27624,1),(27939,5),(26330,15)]		[(27624,1),(27939,5),(26330,15)]										
28957	8	双十一狂欢团购（3）						[(27710,1),(27939,5),(26330,15)]		[(27710,1),(27939,5),(26330,15)]										
28958	8	双十一狂欢团购（4）						[(28944,1),(27939,5),(26330,15)]		[(28944,1),(27939,5),(26330,15)]										
28959	8	双十一狂欢团购（5）						[(28032,1),(27939,5),(26330,15)]		[(28032,1),(27939,5),(26330,15)]										
28960	8	双十一狂欢团购（6）						[(28892,1),(27939,5),(26330,15)]		[(28892,1),(27939,5),(26330,15)]										
28961	8	双十一狂欢团购（7）						[(28943,1),(27939,5),(26330,15)]		[(28943,1),(27939,5),(26330,15)]										
28962	8	双十一福利宝箱01	1000000					[(27194,20),(27191,10),(26450,1)]		[(27194,20),(27191,10),(26450,1)]										
28963	8	双十一福利宝箱02	1000000					[(27194,20),(27191,10),(26450,2)]		[(27194,20),(27191,10),(26450,2)]										
28964	8	双十一福利宝箱03	1500000					[(27194,30),(27191,15),(26450,4)]		[(27194,30),(27191,15),(26450,4)]										
28965	8	双十一福利宝箱04	2000000					[(27194,40),(27191,20),(26450,6)]		[(27194,40),(27191,20),(26450,6)]										
28966	8	双十一福利宝箱05	2500000					[(27194,50),(27191,25),(26450,8)]		[(27194,50),(27191,25),(26450,8)]										
28967	8	双十一福利宝箱06	3000000					[(27194,60),(27191,30),(26450,10)]		[(27194,60),(27191,30),(26450,10)]										
28968	8	双十一福利宝箱07	4000000					[(27194,80),(27191,40),(26450,20)]		[(27194,80),(27191,40),(26450,20)]										
28970	9	宝石锻造礼盒															[(2500,28881,1),(4500,28882,1),(3000,28883,1)]		[(2500,28881,1),(4500,28882,1),(3000,28883,1)]	
28984	8	俄罗斯cdk（3）						[(26931,1)]		[(26931,1)]										
28985	8	俄罗斯cdk（4）						[(26608,1)]		[(26608,1)]										
28986	8	俄罗斯cdk（5）						[(26906,5)]		[(26906,5)]										
28987	8	俄罗斯cdk（6）						[(26676,5)]		[(26676,5)]										
28988	8	俄罗斯cdk（7）						[(26677,50)]		[(26677,50)]										
28989	8	俄罗斯cdk（8）						[(26312,100)]		[(26312,100)]										
28990	8	俄罗斯cdk（9）						[(26313,100)]		[(26313,100)]										
28991	8	俄罗斯cdk（10）						[(26932,50),(26933,50),(26934,50)]		[(26932,50),(26933,50),(26934,50)]										
28992	8	esprit俄罗斯cdk（11）	500000	200				[(25600,30),(25757,1),(25681,100)]		[(25600,30),(25757,1),(25681,100)]										
28996	1	1000金币袋	1000																	
28999	6	高级黄钻大礼						[(37057,1),(28699,6),(28700,50)]		[(37057,1),(28699,6),(28700,50)]										
29000	8	新手豪华大礼包	1000000	300				[(26032,10),(25639,99),(25656,5),(26450,5)]		[(26032,10),(25639,99),(25656,5),(26450,5)]										
29007	8	龙虎初级礼包		100				[(25600,20),(25837,20),(26042,1),(26026,1)]		[(25600,20),(25837,20),(26042,1),(26026,1)]										
29008	8	龙虎高手礼包		200				[(25837,20),(26144,20),(26924,10),(26447,10),(26227,1)]		[(25837,20),(26144,20),(26924,10),(26447,10),(26227,1)]										
29009	8	龙虎骨灰礼包		300				[(26144,20),(26925,10),(26933,20),(26934,20),(26228,1)]		[(26144,20),(26925,10),(26933,20),(26934,20),(26228,1)]										
29010	9	三级晶石															[(1000,27736,1),(1000,27737,1),(1000,27738,1),(1000,27739,1),(1000,27740,1),(1000,27741,1),(1000,27742,1),(1000,27743,1)]		[(1000,27736,1),(1000,27737,1),(1000,27738,1),(1000,27739,1),(1000,27740,1),(1000,27741,1),(1000,27742,1),(1000,27743,1)]	
29011	9	十一级宝石															[(1000,25810,1),(1000,25811,1),(1000,25812,1),(1000,25813,1),(1000,25814,1),(1000,25815,1),(1000,25816,1),(1000,25817,1),(1000,25818,1)]		[(1000,25810,1),(1000,25811,1),(1000,25812,1),(1000,25813,1),(1000,25814,1),(1000,25815,1),(1000,25816,1),(1000,25817,1),(1000,25818,1)]	
29012	6	初级黄钻大礼						[(27566,3)]		[(27566,3)]										
29013	6	中级黄钻大礼						[(28699,1),(27566,3)]		[(28699,1),(27566,3)]										
29014	6	高级黄钻大礼						[(28971,1),(28699,1),(27566,5)]		[(28971,1),(28699,1),(27566,5)]										
29016	8	感恩礼包	880000		100	100		[(27369,1)]		[(27369,1)]										
29017	8	许愿币礼包						[(26450,5)]		[(26450,5)]										
29018	8	坐骑进化石礼包						[(27566,5)]		[(27566,5)]										
29019	8	生命之源礼包						[(26925,5)]		[(26925,5)]										
29020	8	生命结晶礼包						[(26924,5)]		[(26924,5)]										
29021	8	羽翼培养石礼包						[(25837,5)]		[(25837,5)]										
29022	8	宠物圣果礼包						[(26144,5)]		[(26144,5)]										
29023	8	圣器附魔石						[(26298,5)]		[(26298,5)]										
29024	8	星灵升星礼包（大）						[(28937,1),(26934,100)]		[(28937,1),(26934,100)]										
29025	8	星灵升星礼包						[(26934,10)]		[(26934,10)]										
29026	8	时装进阶礼包						[(26676,5),(27570,25)]		[(26676,5),(27570,25)]										
29027	8	坐骑升星礼包						[(26638,1),(25600,200)]		[(26638,1),(25600,200)]										
29028	8	坐骑升星礼包（大）						[(26643,1),(25600,300)]		[(26643,1),(25600,300)]										
29029	9	九级宝石															[(1000,25792,1),(1000,25793,1),(1000,25797,1),(1000,25798,1),(1000,25799,1),(1000,25800,1)]		[(1000,25792,1),(1000,25793,1),(1000,25797,1),(1000,25798,1),(1000,25799,1),(1000,25800,1)]	
29030	8	宝石锻造礼包						[(28970,5),(29029,1)]		[(28970,5),(29029,1)]										
29031	8	宠物精华礼包						[(26221,100)]		[(26221,100)]										
29032	8	神造石礼包						[(27939,5)]		[(27939,5)]										
29033	8	时装水晶礼包						[(27570,5)]		[(27570,5)]										
29034	8	成功击杀礼包						[(25849,20),(27374,1),(29003,5)]		[(25849,20),(27374,1),(29003,5)]										
29035	8	风云榜尊贵礼包		200				[(25600,20),(25837,20),(26924,5),(26042,1),(26026,1)]		[(25600,20),(25837,20),(26924,5),(26042,1),(26026,1)]										
29039	9	炼狱秘宝															[(1,29041,1),(1,27515,1),(10,28844,1),(5,29042,1),(5,29043,1),(100,27042,10),(100,26676,1),(60,26229,1),(100,28970,1),(120,26228,1),(400,26227,1),(80,28031,1),(160,28030,1),(500,28035,1),(800,26677,3),(80,27520,1),(160,27519,1),(500,27518,1)]		[(1,29041,1),(1,27515,1),(10,28844,1),(5,29042,1),(5,29043,1),(100,27042,10),(100,26676,1),(60,26229,1),(100,28970,1),(120,26228,1),(400,26227,1),(80,28031,1),(160,28030,1),(500,28035,1),(800,26677,3),(80,27520,1),(160,27519,1),(500,27518,1)]	
29040	9	深渊秘宝															[(1,28657,1),(4,26308,30),(4,26318,30),(300,27042,8),(120,26676,1),(120,26228,1),(60,28970,1),(240,26227,1),(500,26267,1),(120,28035,1),(240,28034,1),(750,28033,1),(1200,26677,3),(120,27519,1),(240,27518,1),(750,27517,1)]		[(1,28657,1),(4,26308,30),(4,26318,30),(300,27042,8),(120,26676,1),(120,26228,1),(60,28970,1),(240,26227,1),(500,26267,1),(120,28035,1),(240,28034,1),(750,28033,1),(1200,26677,3),(120,27519,1),(240,27518,1),(750,27517,1)]	
29041	8	物攻+物防命魂礼包							[(51,1)]		[(51,1)]									
29046	8	龙骑勇士礼包	4000000	1000				[(26029,1),(26030,1),(25656,3),(26032,10),(25600,20),(26344,20),(25681,100),(25639,100)]		[(26029,1),(26030,1),(25656,3),(26032,10),(25600,20),(26344,20),(25681,100),(25639,100)]										
29047	8	龙骑尊贵礼包	5000000	3000				[(26029,1),(26030,1),(25656,5),(26032,20),(25600,40),(26344,30),(25681,150),(25639,200)]		[(26029,1),(26030,1),(25656,5),(26032,20),(25600,40),(26344,30),(25681,150),(25639,200)]										
29048	8	龙骑豪华礼包	8000000	4000				[(26029,1),(26030,1),(25656,8),(26032,25),(25600,50),(26344,40),(25681,200),(25639,300)]		[(26029,1),(26030,1),(25656,8),(26032,25),(25600,50),(26344,40),(25681,200),(25639,300)]										
29049	8	龙骑至尊礼包	10000000	5000				[(26029,1),(26030,1),(25656,10),(26032,30),(25600,60),(26344,50),(25681,250),(25639,400)]		[(26029,1),(26030,1),(25656,10),(26032,30),(25600,60),(26344,50),(25681,250),(25639,400)]										
29050	8	双旦礼包		100				[(25600,10),(26144,10),(26925,5),(26042,1)]		[(25600,10),(26144,10),(26925,5),(26042,1)]										
29054	8	初级黄钻大礼			50			[(28700,6)]		[(28700,6)]										
29055	8	中级黄钻大礼			150			[(28699,1),(28700,6)]		[(28699,1),(28700,6)]										
29056	8	高级黄钻大礼			600			[(37058,1),(28699,1),(28700,10)]		[(37058,1),(28699,1),(28700,10)]										
29061	8	俄罗斯101xpcdk（12）	2000000					[(26043,15),(25600,100),(25837,10)]		[(26043,15),(25600,100),(25837,10)]										
29062	8	俄罗斯101xpcdk（13）	3000000	300		300		[(26677,10),(25837,30)]		[(26677,10),(25837,30)]										
29063	8	俄罗斯101xpcdk（14）	5000000	500				[(27566,5),(26676,4),(25600,30),(25837,40)]		[(27566,5),(26676,4),(25600,30),(25837,40)]										
29067	8	初级团购礼包（一）						[(25756,1),(26450,5)]		[(25756,1),(26450,5)]										
29068	8	初级团购礼包（二）						[(25757,1),(26450,5)]		[(25757,1),(26450,5)]										
29069	8	初级团购礼包（三）						[(27566,5),(26450,5)]		[(27566,5),(26450,5)]										
29070	8	初级团购礼包（四）						[(26925,10),(26450,5)]		[(26925,10),(26450,5)]										
29071	8	初级团购礼包（五）						[(26924,10),(26450,5)]		[(26924,10),(26450,5)]										
29072	8	初级团购礼包（六）						[(25764,1),(26450,5)]		[(25764,1),(26450,5)]										
29073	8	初级团购礼包（七）						[(25763,1),(26450,5)]		[(25763,1),(26450,5)]										
29074	8	中级团购礼包（一）						[(25933,1),(26450,10)]		[(25933,1),(26450,10)]										
29075	8	中级团购礼包（二）						[(25922,1),(26450,10)]		[(25922,1),(26450,10)]										
29076	8	中级团购礼包（三）						[(27167,10),(26450,10)]		[(27167,10),(26450,10)]										
29077	8	中级团购礼包（四）						[(26676,3),(26677,5),(26450,10)]		[(26676,3),(26677,5),(26450,10)]										
29078	8	中级团购礼包（五）						[(29023,20),(26450,10)]		[(29023,20),(26450,10)]										
29079	8	中级团购礼包（六）						[(25932,1),(26450,10)]		[(25932,1),(26450,10)]										
29080	8	中级团购礼包（七）						[(25923,1),(26450,10)]		[(25923,1),(26450,10)]										
29081	8	高级团购礼包（一）						[(26334,15),(28571,30)]		[(26334,15),(28571,30)]										
29082	8	高级团购礼包（二）						[(26334,15),(28572,12)]		[(26334,15),(28572,12)]										
29083	8	高级团购礼包（三）						[(26334,15),(28563,30)]		[(26334,15),(28563,30)]										
29084	8	高级团购礼包（四）						[(26334,15),(28564,12)]		[(26334,15),(28564,12)]										
29085	8	高级团购礼包（五）						[(26334,15),(28571,30)]		[(26334,15),(28571,30)]										
29086	8	高级团购礼包（六）						[(26334,15),(28563,30)]		[(26334,15),(28563,30)]										
29087	8	高级团购礼包（七）						[(26334,15),(27939,5)]		[(26334,15),(27939,5)]										
29090	9	FB活动礼包															[(10,26332,100),(4440,26314,30),(3330,26314,60),(2220,26314,100)]		[(10,26332,100),(4440,26314,30),(3330,26314,60),(2220,26314,100)]	
29091	8	Christmas Connection		1000				[(26223,1),(27566,5)]		[(26223,1),(27566,5)]										
29093	8	参团礼包（一）	500000					[(27518,1)]		[(27518,1)]										
29094	8	参团礼包（二）	1000000					[(27622,1)]		[(27622,1)]										
29095	8	参团礼包（三）	2000000					[(28031,1)]		[(28031,1)]										
29096	8	时装进阶礼包（大）						[(26676,5),(26677,25)]		[(26676,5),(26677,25)]										
29100	8	腾讯风云榜礼包		100				[(25837,10),(27566,5),(26933,10),(26026,1)]		[(25837,10),(27566,5),(26933,10),(26026,1)]										
29101	8	寒冬礼包		50				[(25600,10),(26925,5),(25837,5),(26044,1)]		[(25600,10),(26925,5),(25837,5),(26044,1)]										
29102	8	雪地礼包		100				[(26144,10),(26344,20),(26924,5),(26934,5)]		[(26144,10),(26344,20),(26924,5),(26934,5)]										
29103	8	白色元旦礼包		100				[(26042,1),(26933,10),(26447,5),(26026,1)]		[(26042,1),(26933,10),(26447,5),(26026,1)]										
29104	8	新年礼包		100				[(25600,10),(25837,10),(26935,1),(26936,10),(26227,1)]		[(25600,10),(25837,10),(26935,1),(26936,10),(26227,1)]										
29108	8	俄罗斯okcdk（1）						[(26608,3),(26906,3),(26932,60),(26933,60),(26934,30),(26676,3),(26677,60),(26912,3),(26635,3),(26636,3),(26637,3),(26924,30),(26925,30),(27028,1),(27171,1),(27370,3),(27621,6),(28048,3)]		[(26608,3),(26906,3),(26932,60),(26933,60),(26934,30),(26676,3),(26677,60),(26912,3),(26635,3),(26636,3),(26637,3),(26924,30),(26925,30),(27028,1),(27171,1),(27370,3),(27621,6),(28048,3)]										
29109	8	俄罗斯okcdk（2）						[(26608,2),(26906,2),(26932,40),(26933,40),(26934,20),(26676,2),(26677,40),(26912,2),(26635,2),(26636,2),(26637,2),(26924,20),(26925,20),(27370,2),(27621,4),(28048,2)]		[(26608,2),(26906,2),(26932,40),(26933,40),(26934,20),(26676,2),(26677,40),(26912,2),(26635,2),(26636,2),(26637,2),(26924,20),(26925,20),(27370,2),(27621,4),(28048,2)]										
29110	8	俄罗斯okcdk（3）						[(26608,1),(26906,1),(26932,20),(26933,20),(26934,10),(26676,1),(26677,20),(26912,1),(26635,1),(26636,1),(26637,1),(26924,10),(26925,10),(27370,1),(27621,2),(28048,1)]		[(26608,1),(26906,1),(26932,20),(26933,20),(26934,10),(26676,1),(26677,20),(26912,1),(26635,1),(26636,1),(26637,1),(26924,10),(26925,10),(27370,1),(27621,2),(28048,1)]										
29111	8	俄罗斯okcdk（4）						[(26608,1),(26635,1),(26636,1),(26637,1),(26676,1),(26677,15),(26924,10),(26925,10),(26933,20),(26934,10),(26932,20),(28048,1)]		[(26608,1),(26635,1),(26636,1),(26637,1),(26676,1),(26677,15),(26924,10),(26925,10),(26933,20),(26934,10),(26932,20),(28048,1)]										
29112	8	俄罗斯okcdk（5）						[(26044,3),(26119,1),(26677,10),(26924,5),(26925,5),(26933,20),(26932,20),(28048,1)]		[(26044,3),(26119,1),(26677,10),(26924,5),(26925,5),(26933,20),(26932,20),(28048,1)]										
29113	8	俄罗斯okcdk（6）						[(26033,3),(26266,3),(26924,5),(26925,5),(26933,20),(26932,20),(28048,1)]		[(26033,3),(26266,3),(26924,5),(26925,5),(26933,20),(26932,20),(28048,1)]										
29215	8	连续登录3天						[(28786,10),(25600,50),(26344,50),(35619,1)]		[(28786,10),(25600,50),(26344,50),(35619,1)]										
