coding	name	Des	propsType	kinds	useLevel	useNeedItem	iconBackgroundColor	canSell	canOverlap	canUse	canUseSome	needLog	sortLevel	icon	bigIcon70	icon_FT	icon_US	icon_RU	icon_TK	icon_PL	icon_Fr	icon_EN	use	nameColor	saleBack	salePrice	saleBack2	salePrice2	doubleclick	minutes	timeoutCoding	invaluable	pbp	showGoods	kuaFuUse	jiaMi
28804	步数	数值	1	2	30		3	1	1	0	0	1	1200	zhongqiustep									幻境点#H获取途径：虚空幻境，勾选无奖励模式下获得的	紫色	0	1	0	0	0			0	0	0	1	1
28805	神树精华	道具	1	1	30		3	0	1	0	0	1	4990	shenshujinghua									可以在神树探秘中使用，代替一次神石消耗。#H获取途径:欢度国庆活动	紫色	0	0	0	0	OPEN_PASSION_ACT|13	10080	28806	0	0	0	1	1
28806	过期的神树精华	道具	1	1	30		3	1	1	0	0	1	4990	shenshujinghuaguoqi									过期的神树精华，没有用处了。	紫色	0	0	0	0	0			0	1	0	1	1
28807	装备附魔礼盒	礼包	1	1	30		3	0	1	1	1	1	4990	jiehunlibao3									打开后可获得：装备附魔石+5，装备附魔宝箱+1	紫色	0	0	0	0	0			0	0	0	1	1
28808	天蝎碎片礼包	礼包	1	1	30		3	0	1	1	1	1	4990	jiehunlibao3									打开后可获得：天蝎座女神碎片+15	紫色	0	0	0	0	0			0	0	0	1	1
28809	幸运礼包	礼包	1	1	30		3	0	1	1	1	1	4990	jiehunlibao3									打开后可随机获得其中一个：二级符文礼盒+1，闯宫证+1	紫色	0	0	0	0	0			0	0	0	1	1
28810	海盗之翼【羽翼属性】	羽翼	1	8	1		2	0	0	0	0	1	4800	qixichibang									#C(#66FF00)物攻   #C(#66FF00)500#H法攻   #C(#66FF00)500#H生命上限   #C(#66FF00)1480#H暴击   #C(#66FF00)100#H免暴   #C(#66FF00)100#H格挡   #C(#66FF00)100#H破挡   #C(#66FF00)100#H获得后为全体英雄提升强大的属性，收集多个不同羽翼属性可以叠加。【羽翼培养】	蓝色	0	0	0	0	0			0	0	0	1	0
28811	跨服鲜花排名礼包1	礼包	1	1	30		3	0	1	1	1	1	4990	jiehunlibao3									打开后可随机获得其中一个：情人玫瑰+1，情人之心+1，情人之灵+1，情人之翼+1	紫色	0	0	0	0	0			0	0	0	1	1
28812	跨服鲜花排名礼包2	礼包	1	1	30		3	0	1	1	1	1	4990	jiehunlibao3									打开后可随机获得其中一个：情人玫瑰+1，情人之心+1，情人之灵+1	紫色	0	0	0	0	0			0	0	0	1	1
28813	跨服鲜花排名礼包3	礼包	1	1	30		3	0	1	1	1	1	4990	jiehunlibao3									打开后可随机获得其中一个：情人玫瑰+1，情人之心+1，情人之灵+1，时装之魄+1	紫色	0	0	0	0	0			0	0	0	1	1
28814	跨服鲜花排名礼包4	礼包	1	1	30		3	0	1	1	1	1	4990	jiehunlibao3									打开后可随机获得其中一个：情人玫瑰+1，情人之心+1，情人之灵+1，时装精华+10	紫色	0	0	0	0	0			0	0	0	1	1
28815	跨服鲜花排名礼包5	礼包	1	1	30		3	0	1	1	1	1	4990	jiehunlibao3									打开后可随机获得其中一个：情人之心+1，情人之灵+1，时装精华+10	紫色	0	0	0	0	0			0	0	0	1	1
28816	超级魔灵礼包	礼包	1	1	120		3	0	1	1	1	1	4990	MFZ_ML_Fire_1									打开后获得五个魔灵礼包	紫色	0	0	0	0	0			0	0	0	1	1
28817	初级黄钻大礼	礼包	1	1	1		5	0	1	1	1	1	4990	jiehunlibao1									打开后可获得：华丽时装精华*6	金色	0	0	0	0	0			0	0	0	1	1
28818	中级黄钻大礼	礼包	1	1	1		5	0	1	1	1	1	4990	jiehunlibao2									打开后可获得：华丽时装之魄*1、华丽时装精华*6	金色	0	0	0	0	0			0	0	0	1	1
28819	高级黄钻大礼	礼包	1	1	1		5	0	1	1	1	1	4990	jiehunlibao3									打开后可获得：圣光赐福（翅膀）*1、华丽时装之魄*1、华丽时装精华*10	金色	0	0	0	0	0			0	0	0	1	1
28820	中秋狂欢礼包	礼包	1	1	20		4	0	0	1	0	1	4990	jiehunlibao2									打开后可获得：狮子座女神·碎片*15、魔灵洗练石*20、幸运礼包*1、生命之源*5、生命结晶*5、龙脉精魄*5、龙脉精华*5	金色	0	0	0	0	0			0	0	0	1	1
28821	国庆狂欢礼包	礼包	1	1	20		4	0	0	1	0	1	4990	jiehunlibao2									打开后可获得：狮子座女神·碎片*25、羽翼助力礼包*5、四级宝石*5、四级符文*5、三级雕纹*5	金色	0	0	0	0	0			0	0	0	1	1
28822	国庆福利礼包	礼包	1	1	20		4	0	0	1	0	1	4990	jiehunlibao2									打开后可获得：魔晶*200、一级宝石礼盒*10、一级符文礼盒*10	金色	0	0	0	0	0			0	0	0	1	1
28823	esprit礼包（1）	礼包	1	1	1		3	0	0	1	1	1	4990	jiehunlibao3									打开后可获得：金币+1500000	紫色	0	0	0	0	0			0	0	0	1	1
28824	欢度国庆礼包	礼包	1	1	1		3	0	1	1	1	1	4990	jiehunlibao2									打开后可获得：体力*100，奖励神石*100，金币*88W，代金券50*1	紫色	0	0	0	0	0			0	0	0	1	1
28825	巨蟹座女神（橙）	礼包	1	1	80		5	0	1	1	1	1	4990	xztfk4									打开后可获得：#H橙色巨蟹座女神天赋卡*1	橙色	0	0	0	0	0			0	0	0	1	1
28826	Paczka Brązowa	礼包	1	1	1		5	0	1	1	1	1	4990	jiehunlibao1									Otwórz, by otrzymać:Zablok.Diamenty*200, Złoto*2000000,Kryształ ulepszający Wierzchowca*50,1 Lv Paczka Klejnotów*20,Wino EXP S*50.	金色	0	0	0	0	0			0	0	0	1	1
28827	Paczka Srebrna	礼包	1	1	1		5	0	1	1	1	1	4990	jiehunlibao2									Otwórz, by otrzymać:Zablok.Diamenty*500, Złoto*5000000,Kryształ ulepszający Wierzchowca*100,3 Lv Paczka Klejnotów*5,Wino EXP S*100.	金色	0	0	0	0	0			0	0	0	1	1
28828	Paczka Złota	礼包	1	1	1		5	0	1	1	1	1	4990	jiehunlibao3									Otwórz, by otrzymać:Zablok.Diamenty*750, Złoto*7500000,Kryształ ulepszający Wierzchowca*120,4 Lv Paczka Klejnotów*3,Wino EXP S*120,Pióro ulepszające Skrzydła*20,Owoców Zwierzęcia*20	金色	0	0	0	0	0			0	0	0	1	1
28829	战神盔甲	英雄觉醒	1	1	160		5	1	1	1	0	1	8000	zhanshenkuijia									用于战神熊猫觉醒	红色	0	10000	0	0	YXJUEXING			0	0	0	1	1
28830	死亡头盔	英雄觉醒	1	1	160		5	1	1	1	0	1	8000	siwangtoukui									用于死亡骑士觉醒	红色	0	10000	0	0	YXJUEXING			0	0	0	1	1
28831	圣光之羽	英雄觉醒	1	1	160		5	1	1	1	0	1	8000	shengguangzhiyu									用于堕落天使觉醒	红色	0	10000	0	0	YXJUEXING			0	0	0	1	1
28832	最强之盾	英雄觉醒	1	1	160		5	1	1	1	0	1	8000	zuiqiangzhidun									用于绝对守护者觉醒	红色	0	10000	0	0	YXJUEXING			0	0	0	1	1
28833	神器淬炼石	神器淬炼	1	1	100		3	1	1	1	0	1	8000	shenqicuilianshi									用于圣器神造#H获得途径：黄金宝箱活动、一球成名活动	紫色	0	10000	0	0	OPEN_HALLOWS_SZ			0	0	0	1	1
28834	淬炼强化石	淬炼强化	1	1	100		3	1	1	1	0	1	8000	cuilianqianghuashi									用于占卜光环强化，每次占卜光环强化消耗一个占卜强化石。#H获得途径：炫酷羽翼活动、深海寻宝等活动	紫色	0	2000	0	0	OPEN_AURA_PANEL			0	0	0	1	1
28835	万圣节称号	礼包	1	1	40		5	1	1	1	1	1	4990	wanshengjiechenghao									使用道具可以获得万圣节称号	紫色	0	10000	0	0	0			0	0	0	1	1
28836	初级黄钻大礼	礼包	1	1	1		5	0	1	1	1	1	4990	jiehunlibao1									打开后可获得：华丽时装精华*15	金色	0	0	0	0	0			0	0	0	1	1
28837	中级黄钻大礼	礼包	1	1	1		5	0	1	1	1	1	4990	jiehunlibao2									打开后可获得：华丽时装之魄*3	金色	0	0	0	0	0			0	0	0	1	1
28838	高级黄钻大礼	礼包	1	1	1		5	0	1	1	1	1	4990	jiehunlibao3									打开后可获得：圣光审判（衣服）*1、华丽时装之魄*6、华丽时装精华*50	金色	0	0	0	0	0			0	0	0	1	1
28839	万圣节糖果	道具	1	1	30		3	1	1	0	0	1	4680	wanshengjietangguo									可以在2015年10月16日-2015年10月29日的兑换商店中，兑换各种珍惜道具，活动结束后不可兑换，请注意提前兑换！	紫色	0	10000	0	0	0			0	0	0	1	1
28840	情人节套装礼包1	礼包	1	1	40		3	1	1	1	1	1	4990	jiehunlibao1									打开后可随机获得其中一个：情人玫瑰+1、情人之心+1，情人之灵+1	紫色	0	10000	0	0	0			0	0	0	1	1
28841	情人节套装礼包2	礼包	1	1	40		3	1	1	1	1	1	4990	jiehunlibao2									打开后可随机获得其中一个：情人玫瑰+1、情人之心+1，情人之灵+1、情人之翼+1	紫色	0	10000	0	0	0			0	0	0	1	1
28842	进化礼包	礼包	1	1	40		3	1	1	1	1	1	4990	jiehunlibao3									打开后可随机获得其中一个：坐骑进化石+2、羽灵精魄+1、生命之源+2、生命结晶+2，并有一定几率开出紫色天赋卡礼包+1	紫色	0	10000	0	0	0			0	0	0	1	1
28843	壕无止境称号	礼包	1	1	20		5	1	1	1	1	1	4990	hwzjch									使用道具可以获得称号：壕无止境#H称号有效时间为7天。	橙色	27669	20	0	0	0			0	0	0	1	1
28844	红炎天晶	道具	1	1	80		6	1	1	1	0	1	4680	hongyantianjing									用于红色天赋卡兑换	红色	26341	20	0	0	OPEN_SKY_DUIHUAN			0	0	0	1	1
28845	十级物攻暴击宝石	宝石	5	3	120		6	1	1	1	0	1	4660	wugongbaoji10									宝石镶嵌	红色	0	10000	0	0	BS			0	0	0	1	1
28846	十级物攻免暴宝石	宝石	5	3	120		6	1	1	1	0	1	4660	wugongmianbao10									宝石镶嵌	红色	0	10000	0	0	BS			0	0	0	1	1
28847	十级物攻格挡宝石	宝石	5	3	120		6	1	1	1	0	1	4660	wugonggedang10									宝石镶嵌	红色	0	10000	0	0	BS			0	0	0	1	1
28848	十级物攻破挡宝石	宝石	5	3	120		6	1	1	1	0	1	4660	wugongpodang10									宝石镶嵌	红色	0	10000	0	0	BS			0	0	0	1	1
28849	十级法攻暴击宝石	宝石	5	3	120		6	1	1	1	0	1	4660	fagongbaoji10									宝石镶嵌	红色	0	10000	0	0	BS			0	0	0	1	1
28850	十级法攻免暴宝石	宝石	5	3	120		6	1	1	1	0	1	4660	fagongmianbao10									宝石镶嵌	红色	0	10000	0	0	BS			0	0	0	1	1
28851	十级法攻格挡宝石	宝石	5	3	120		6	1	1	1	0	1	4660	fagonggedang10									宝石镶嵌	红色	0	10000	0	0	BS			0	0	0	1	1
28852	十级法攻破挡宝石	宝石	5	3	120		6	1	1	1	0	1	4660	fagongpodang10									宝石镶嵌	红色	0	10000	0	0	BS			0	0	0	1	1
28853	十级生命暴击宝石	宝石	5	3	120		6	1	1	1	0	1	4660	shengmingbaoji10									宝石镶嵌	红色	0	10000	0	0	BS			0	0	0	1	1
28854	十级生命免暴宝石	宝石	5	3	120		6	1	1	1	0	1	4660	shengmingmianbao10									宝石镶嵌	红色	0	10000	0	0	BS			0	0	0	1	1
28855	十级生命格挡宝石	宝石	5	3	120		6	1	1	1	0	1	4660	shengminggedang10									宝石镶嵌	红色	0	10000	0	0	BS			0	0	0	1	1
28856	十级生命破挡宝石	宝石	5	3	120		6	1	1	1	0	1	4660	shengmingpodang10									宝石镶嵌	红色	0	10000	0	0	BS			0	0	0	1	1
28857	十一级物攻暴击宝石	宝石	5	3	120		6	1	1	1	0	1	4660	wugongbaoji11									宝石镶嵌	红色	0	10000	0	0	BS			0	0	0	1	1
28858	十一级物攻免暴宝石	宝石	5	3	120		6	1	1	1	0	1	4660	wugongmianbao11									宝石镶嵌	红色	0	10000	0	0	BS			0	0	0	1	1
28859	十一级物攻格挡宝石	宝石	5	3	120		6	1	1	1	0	1	4660	wugonggedang11									宝石镶嵌	红色	0	10000	0	0	BS			0	0	0	1	1
28860	十一级物攻破挡宝石	宝石	5	3	120		6	1	1	1	0	1	4660	wugongpodang11									宝石镶嵌	红色	0	10000	0	0	BS			0	0	0	1	1
28861	十一级法攻暴击宝石	宝石	5	3	120		6	1	1	1	0	1	4660	fagongbaoji11									宝石镶嵌	红色	0	10000	0	0	BS			0	0	0	1	1
28862	十一级法攻免暴宝石	宝石	5	3	120		6	1	1	1	0	1	4660	fagongmianbao11									宝石镶嵌	红色	0	10000	0	0	BS			0	0	0	1	1
28863	十一级法攻格挡宝石	宝石	5	3	120		6	1	1	1	0	1	4660	fagonggedang11									宝石镶嵌	红色	0	10000	0	0	BS			0	0	0	1	1
28864	十一级法攻破挡宝石	宝石	5	3	120		6	1	1	1	0	1	4660	fagongpodang11									宝石镶嵌	红色	0	10000	0	0	BS			0	0	0	1	1
28865	十一级生命暴击宝石	宝石	5	3	120		6	1	1	1	0	1	4660	shengmingbaoji11									宝石镶嵌	红色	0	10000	0	0	BS			0	0	0	1	1
28866	十一级生命免暴宝石	宝石	5	3	120		6	1	1	1	0	1	4660	shengmingmianbao11									宝石镶嵌	红色	0	10000	0	0	BS			0	0	0	1	1
28867	十一级生命格挡宝石	宝石	5	3	120		6	1	1	1	0	1	4660	shengminggedang11									宝石镶嵌	红色	0	10000	0	0	BS			0	0	0	1	1
28868	十一级生命破挡宝石	宝石	5	3	120		6	1	1	1	0	1	4660	shengmingpodang11									宝石镶嵌	红色	0	10000	0	0	BS			0	0	0	1	1
28869	十二级物攻暴击宝石	宝石	5	3	120		6	1	1	1	0	1	4660	wugongbaoji12									宝石镶嵌	红色	0	10000	0	0	BS			0	0	0	1	1
28870	十二级物攻免暴宝石	宝石	5	3	120		6	1	1	1	0	1	4660	wugongmianbao12									宝石镶嵌	红色	0	10000	0	0	BS			0	0	0	1	1
28871	十二级物攻格挡宝石	宝石	5	3	120		6	1	1	1	0	1	4660	wugonggedang12									宝石镶嵌	红色	0	10000	0	0	BS			0	0	0	1	1
28872	十二级物攻破挡宝石	宝石	5	3	120		6	1	1	1	0	1	4660	wugongpodang12									宝石镶嵌	红色	0	10000	0	0	BS			0	0	0	1	1
28873	十二级法攻暴击宝石	宝石	5	3	120		6	1	1	1	0	1	4660	fagongbaoji12									宝石镶嵌	红色	0	10000	0	0	BS			0	0	0	1	1
28874	十二级法攻免暴宝石	宝石	5	3	120		6	1	1	1	0	1	4660	fagongmianbao12									宝石镶嵌	红色	0	10000	0	0	BS			0	0	0	1	1
28875	十二级法攻格挡宝石	宝石	5	3	120		6	1	1	1	0	1	4660	fagonggedang12									宝石镶嵌	红色	0	10000	0	0	BS			0	0	0	1	1
28876	十二级法攻破挡宝石	宝石	5	3	120		6	1	1	1	0	1	4660	fagongpodang12									宝石镶嵌	红色	0	10000	0	0	BS			0	0	0	1	1
28877	十二级生命暴击宝石	宝石	5	3	120		6	1	1	1	0	1	4660	shengmingbaoji12									宝石镶嵌	红色	0	10000	0	0	BS			0	0	0	1	1
28878	十二级生命免暴宝石	宝石	5	3	120		6	1	1	1	0	1	4660	shengmingmianbao12									宝石镶嵌	红色	0	10000	0	0	BS			0	0	0	1	1
28879	十二级生命格挡宝石	宝石	5	3	120		6	1	1	1	0	1	4660	shengminggedang12									宝石镶嵌	红色	0	10000	0	0	BS			0	0	0	1	1
28880	十二级生命破挡宝石	宝石	5	3	120		6	1	1	1	0	1	4660	shengmingpodang12									宝石镶嵌	红色	0	10000	0	0	BS			0	0	0	1	1
28881	物攻锻造石	宝石锻造材料	1	1	120		3	1	1	1	0	1	8000	wugongduanzaoshi									用于物攻类双属性宝石锻造，十级及更高等级的宝石可以锻造成为双属性宝石。#H获取途径：众神秘宝等活动	紫色	0	1000	0	0	OPEN_BSDZ_PANEL			0	0	0	1	1
28882	法攻锻造石	宝石锻造材料	1	1	120		3	1	1	1	0	1	8000	fagongduanzaoshi									用于法攻类双属性宝石锻造，十级及更高等级的宝石可以锻造成为双属性宝石。#H获取途径：众神秘宝等活动	紫色	0	1000	0	0	OPEN_BSDZ_PANEL			0	0	0	1	1
28883	生命锻造石	宝石锻造材料	1	1	120		3	1	1	1	0	1	8000	shengmingduanzaoshi									用于生命类双属性宝石锻造，十级及更高等级的宝石可以锻造成为双属性宝石。#H获取途径：众神秘宝等活动	紫色	0	1000	0	0	OPEN_BSDZ_PANEL			0	0	0	1	1
28884	陶瓷碎片	道具	1	1	30		3	0	1	0	0	1	4990	taocisuipian									可以在藏宝商店中兑换珍贵道具#H获取途径:欢乐砸陶罐活动	紫色	0	0	0	0	OPEN_PASSION_ACT|14	10080	28885	0	0	0	1	1
28885	过期的陶瓷碎片	道具	1	1	30		3	1	1	0	0	1	4990	taocisuipianguoqi									过期的陶瓷碎片，没有用处了。	紫色	0	0	0	0	0			0	1	0	1	1
28886	生命+破防双属性红魂礼包	礼包	1	1	50		6	0	1	1	1	1	4990	mhlbhong									打开后可获得：生命+破防双属性红色命魂*1	红色	0	0	0	0	0			0	0	0	1	1
28887	彩虹勋章	道具	1	1	30		3	0	1	0	0	1	4990	caihongxunzhang									可以在幸运转盘中转取各种珍稀道具#H获取途径:缤纷十月活动	紫色	0	0	0	0	OPEN_PASSION_ACT|10	10080	28888	0	0	0	1	1
28888	过期的彩虹勋章	道具	1	1	30		3	1	1	0	0	1	4990	caihongxunzhangguoqi									过期的彩虹勋章，没有用处了。	紫色	0	0	0	0	0			0	1	0	1	1
28889	四级晶石	礼包	1	1	80		2	0	1	1	1	1	4990	wgjs4									打开随机获得一颗四级晶石	蓝色	0	1	0	0	0			0	0	0	1	0
28890	五级晶石	礼包	1	1	80		3	0	1	1	1	1	4990	wgjs5									打开随机获得一颗五级晶石	紫色	0	1	0	0	0			0	0	0	1	1
28891	六级晶石	礼包	1	1	80		3	0	1	1	1	1	4990	wgjs6									打开随机获得一颗六级晶石	紫色	0	1	0	0	0			0	0	0	1	1
28892	七级晶石	礼包	1	1	80		5	0	1	1	1	1	4990	wgjs7									打开随机获得一颗七级晶石	橙色	0	1	0	0	0			0	0	0	1	1
28893	八级晶石	礼包	1	1	80		5	0	1	1	1	1	4990	wgjs8									打开随机获得一颗八级晶石	橙色	0	1	0	0	0			0	0	0	1	1
28894	宝石锻造大礼包	礼包	1	1	80		3	0	1	1	1	1	4990	jiehunlibao3									打开随机获得物攻锻造石、法攻锻造石、生命锻造石其中一个	紫色	0	1	0	0	0			0	0	0	1	1
28895	红色天赋卡礼包	礼包	1	1	80		6	0	1	1	1	1	4990	jiehunlihe									打开礼包可获得以下一张红色女神天赋卡：红色水瓶座女神、红色双子座女神、红色双鱼座女神、红色狮子座女神、红色处女座女神、红色飞马座女神、红色仙女座女神、红色室女座女神	红色	0	0	0	0	0			0	0	0	1	1
28896	缤纷十月礼包	礼包	1	1	1		3	0	1	1	1	1	4990	jiehunlibao2									打开后可获得：体力*100，奖励神石*100，金币*88W，代金券50*1	紫色	0	0	0	0	0			0	0	0	1	1
28897	双鱼座女神（红）	礼包	1	1	80		6	0	1	1	1	1	4990	xztfk2									打开后可获得：#H红色双鱼座女神天赋卡*1	红色	0	0	0	0	0			0	0	0	1	1
28898	水瓶座女神（红）	礼包	1	1	80		6	0	1	1	1	1	4990	xztfk1									打开后可获得：#H红色水瓶座女神天赋卡*1	红色	0	0	0	0	0			0	0	0	1	1
28899	天秤座女神（橙）	礼包	1	1	80		5	0	1	1	1	1	4990	xztfk9									打开后可获得：#H橙色天秤座女神天赋卡*1	橙色	0	0	0	0	0			0	0	0	1	1
28900	管家嘉年华礼包	礼包	1	1	1		3	0	0	1	1	1	4990	jiehunlibao1									打开后可获得：坐骑培养石*30，宠物圣果*20，四级符文礼盒*1	紫色	0	0	0	0	0			0	0	0	1	1
28901	时装升星石	道具	1	1	45		6	1	0	0	0	1	4680	szsxs									提高时装升星的成功率为100%，超稀有产出。	红色	0	10000	0	0	OPEN_CLOTHES_PANEL	2880		0	0	0	1	1
28902	龙巫妖骑士称号	礼包	1	1	100		5	1	1	1	1	1	4990	longwuyaochenghao									使用道具可以获得称号：龙巫妖骑士#H若已经有该称号则不可使用#H获得途径：龙骑试炼	紫色	27669	20	0	0	0			0	0	0	1	1
28903	龙骑兵勇士称号	礼包	1	1	100		5	1	1	1	1	1	4990	longqibingchenghao									使用道具可以获得称号：龙骑兵勇士#H若已经有该称号则不可使用#H获得途径：龙骑试炼	紫色	27669	20	0	0	0			0	0	0	1	1
28904	俄罗斯cdk（1）	礼包	1	1	1		3	0	0	1	1	1	4990	jiehunlibao3									打开后可获得：木脉之灵+1	黄色	0	0	0	0	0			0	0	0	1	1
28905	俄罗斯cdk（2）	礼包	1	1	1		3	0	0	1	1	1	4990	jiehunlibao3									打开后可获得：木脉之灵+1，火脉之灵+1	黄色	0	0	0	0	0			0	0	0	1	1
28906	高级黄钻大礼	礼包	1	1	1		5	0	1	1	1	1	4990	jiehunlibao3									打开后可获得：圣光制裁（武器）*1、华丽时装之魄*6、华丽时装精华*50	金色	0	0	0	0	0			0	0	0	1	1
28907	一阶星灵幸运石	道具	1	1	60		1	1	0	1	0	1	4680	xlxys1									当前出战星灵8星及8星以下使用直接升一星，超过8星使用只增加360临时祝福值	绿色	0	10000	0	0	0	1440		0	0	0	1	1
28908	二阶星灵幸运石	道具	1	1	60		2	1	0	1	0	1	4680	xlxys2									当前出战星灵10星及10星以下使用直接升一星，超过10星使用只增加640临时祝福值	蓝色	0	10000	0	0	0	1440		0	0	0	1	1
28909	三阶星灵幸运石	道具	1	1	60		3	1	0	1	0	1	4680	xlxys3									当前出战星灵12星及12星以下使用直接升一星，超过12星使用只增加1500临时祝福值	紫色	0	10000	0	0	0	1440		0	0	0	1	1
28910	四阶星灵幸运石	道具	1	1	60		4	1	0	1	0	1	4680	xlxys4									当前出战星灵14星及14星以下使用直接升一星，超过14星使用只增加2600临时祝福值	金色	0	10000	0	0	0	1440		0	0	0	1	1
28911	五阶星灵幸运石	道具	1	1	60		5	1	0	1	0	1	4680	xlxys5									当前出战星灵16星及16星以下使用直接升一星，超过16星使用只增加4400临时祝福值	橙色	0	10000	0	0	0	1440		0	0	0	1	1
28912	六阶星灵幸运石	道具	1	1	60		6	1	0	1	0	1	4680	xlxys6									当前出战星灵18星及18星以下使用直接升一星，超过18星使用只增加6600临时祝福值	红色	0	10000	0	0	0	1440		0	0	0	1	1
28913	巅峰·冠军礼包	礼包	1	1	20		4	0	0	1	0	1	4990	jiehunlibao1									打开后可获得：魔晶*3000,荣誉徽章*80,四级晶石礼包*15,龙灵礼包*1000*100,四级雕纹*4,星灵水晶*30,龙脉精华*20,龙脉精魄*20,宝石锻造大礼包*20，冰霜凤凰*1	金色	0	0	0	0	0			0	0	0	1	1
28914	巅峰·亚军礼包	礼包	1	1	20		4	0	0	1	0	1	4990	jiehunlibao2									打开后可获得：魔晶*2700,荣誉徽章*60,四级晶石礼包*12,龙灵礼包*1000*90,四级雕纹*3,星灵水晶*25,龙脉精华*20,龙脉精魄*20,宝石锻造大礼包*15	金色	0	0	0	0	0			0	0	0	1	1
28915	巅峰·季军礼包	礼包	1	1	20		4	0	0	1	0	1	4990	jiehunlibao3									打开后可获得：魔晶*2500,荣誉徽章*40,四级晶石礼包*10,龙灵礼包*1000*80,四级雕纹*2,星灵水晶*20,龙脉精华*20,龙脉精魄*20,宝石锻造大礼包*10	金色	0	0	0	0	0			0	0	0	1	1
28916	巅峰·八强礼包	礼包	1	1	20		4	0	0	1	0	1	4990	wusuobaoxiang1									打开后可获得：魔晶*2000,荣誉徽章*30,四级晶石礼包*5,龙灵礼包*1000*60,四级雕纹*1,星灵水晶*15,龙脉精华*15,龙脉精魄*15,宝石锻造大礼包*5	金色	0	0	0	0	0			0	0	0	1	1
28917	巅峰·参赛礼包	礼包	1	1	20		4	0	0	1	0	1	4990	wusuobaoxiang2									打开后可获得：魔晶*1000,荣誉徽章*10,四级晶石礼包*2,龙灵礼包*1000*30,四级雕纹*1,星灵水晶*10,龙脉精华*10,龙脉精魄*10,宝石锻造大礼包*2	金色	0	0	0	0	0			0	0	0	1	1
28918	精锐·冠军礼包	礼包	1	1	20		4	0	0	1	0	1	4990	jiehunlibao1									打开后可获得：魔晶*2500,荣誉徽章*40,四级晶石礼包*15,龙灵礼包*1000*100,四级符文*4,星灵水晶*20,龙脉精华*15,龙脉精魄*15,宝石锻造大礼包*15	金色	0	0	0	0	0			0	0	0	1	1
28919	精锐·亚军礼包	礼包	1	1	20		4	0	0	1	0	1	4990	jiehunlibao2									打开后可获得：魔晶*2200,荣誉徽章*30,四级晶石礼包*12,龙灵礼包*1000*90,四级符文*3,星灵水晶*15,龙脉精华*15,龙脉精魄*15,宝石锻造大礼包*10	金色	0	0	0	0	0			0	0	0	1	1
28920	精锐·季军礼包	礼包	1	1	20		4	0	0	1	0	1	4990	jiehunlibao3									打开后可获得：魔晶*2000,荣誉徽章*20,四级晶石礼包*10,龙灵礼包*1000*80,四级符文*2,星灵水晶*13,龙脉精华*15,龙脉精魄*15,宝石锻造大礼包*8	金色	0	0	0	0	0			0	0	0	1	1
28921	精锐·八强礼包	礼包	1	1	20		4	0	0	1	0	1	4990	wusuobaoxiang1									打开后可获得：魔晶*1500,荣誉徽章*10,四级晶石礼包*5,龙灵礼包*1000*60,四级符文*1,星灵水晶*8,龙脉精华*10,龙脉精魄*10,宝石锻造大礼包*5	金色	0	0	0	0	0			0	0	0	1	1
28922	精锐·参赛礼包	礼包	1	1	20		4	0	0	1	0	1	4990	wusuobaoxiang2									打开后可获得：魔晶*700,荣誉徽章*5,四级晶石礼包*2,龙灵礼包*1000*30,四级符文*1,星灵水晶*4,龙脉精华*5,龙脉精魄*5,宝石锻造大礼包*1	金色	0	0	0	0	0			0	0	0	1	1
28923	初级·冠军礼包	礼包	1	1	20		4	0	0	1	0	1	4990	jiehunlibao1									打开后可获得：魔晶*2000,荣誉徽章*20,三级晶石礼包*15,龙灵礼包*1000*60,四级宝石*4,星灵水晶*13,龙脉精华*10,龙脉精魄*10,宝石锻造大礼包*10	金色	0	0	0	0	0			0	0	0	1	1
28924	初级·亚军礼包	礼包	1	1	20		4	0	0	1	0	1	4990	jiehunlibao2									打开后可获得：魔晶*1700,荣誉徽章*15,三级晶石礼包*12,龙灵礼包*1000*50,四级宝石*3,星灵水晶*10,龙脉精华*10,龙脉精魄*10,宝石锻造大礼包*8	金色	0	0	0	0	0			0	0	0	1	1
28925	初级·季军礼包	礼包	1	1	20		4	0	0	1	0	1	4990	jiehunlibao3									打开后可获得：魔晶*1500,荣誉徽章*10,三级晶石礼包*10,龙灵礼包*1000*40,四级宝石*2,星灵水晶*8,龙脉精华*10,龙脉精魄*10,宝石锻造大礼包*6	金色	0	0	0	0	0			0	0	0	1	1
28926	初级·八强礼包	礼包	1	1	20		4	0	0	1	0	1	4990	wusuobaoxiang1									打开后可获得：魔晶*1000,荣誉徽章*7,三级晶石礼包*5,龙灵礼包*1000*20,四级宝石*1,星灵水晶*5,龙脉精华*5,龙脉精魄*5,宝石锻造大礼包*4	金色	0	0	0	0	0			0	0	0	1	1
28927	初级·参赛礼包	礼包	1	1	20		4	0	0	1	0	1	4990	wusuobaoxiang2									打开后可获得：魔晶*500,荣誉徽章*3,三级晶石礼包*2,龙灵礼包*1000*10,四级宝石*1,星灵水晶*2,龙脉精华*3,龙脉精魄*3,宝石锻造大礼包*1	金色	0	0	0	0	0			0	0	0	1	1
28928	巅峰·冠军福利	礼包	1	1	20		4	0	0	1	0	1	4990	wusuobaoxiang4									打开后可获得：四级符文礼盒*3,宠物圣果*50,羽翼培养石*50,龙灵*1000*20	金色	0	0	0	0	0			0	0	0	1	1
