artifact	level	coding	cnt	pt1	pv1	pt2	pv2
35736	36	25971	268	4	2124	6	2124
35736	37	25971	280	4	2239	6	2239
35736	38	25971	292	4	2357	6	2357
35736	39	25971	304	4	2478	6	2478
35736	40	25971	316	4	2602	6	2602
35736	41	25971	328	4	2730	6	2730
35736	42	25971	340	4	2860	6	2860
35736	43	25971	352	4	2994	6	2994
35736	44	25971	364	4	3132	6	3132
35736	45	25971	376	4	3272	6	3272
35736	46	25971	388	4	3416	6	3416
35736	47	25971	400	4	3563	6	3563
35736	48	25971	412	4	3713	6	3713
35736	49	25971	424	4	3866	6	3866
35736	50	25971	436	4	4023	6	4023
35736	51	25971	448	4	4183	6	4183
35736	52	25971	460	4	4346	6	4346
35736	53	25971	472	4	4513	6	4513
35736	54	25971	484	4	4683	6	4683
35736	55	25971	496	4	4856	6	4856
35736	56	25971	508	4	5032	6	5032
35736	57	25971	520	4	5212	6	5212
35736	58	25971	532	4	5395	6	5395
35736	59	25971	544	4	5582	6	5582
35736	60	25971	556	4	5771	6	5771
35736	61	25971	568	4	5964	6	5964
35736	62	25971	580	4	6161	6	6161
35736	63	25971	592	4	6360	6	6360
35736	64	25971	604	4	6563	6	6563
35736	65	25971	616	4	6770	6	6770
35736	66	25971	628	4	6979	6	6979
35736	67	25971	640	4	7192	6	7192
35736	68	25971	652	4	7409	6	7409
35736	69	25971	664	4	7629	6	7629
35736	70	25971	676	4	7852	6	7852
35736	71	25971	688	4	8078	6	8078
35736	72	25971	700	4	8308	6	8308
35736	73	25971	712	4	8542	6	8542
35736	74	25971	724	4	8778	6	8778
35736	75	25971	736	4	9019	6	9019
35736	76	25971	748	4	9262	6	9262
35736	77	25971	760	4	9509	6	9509
35736	78	25971	772	4	9759	6	9759
35736	79	25971	784	4	10013	6	10013
35736	80	25971	796	4	10303	6	10303
35736	81	25971	808	4	10584	6	10584
35736	82	25971	820	4	10866	6	10866
35736	83	25971	832	4	11149	6	11149
35736	84	25971	844	4	11432	6	11432
35736	85	25971	856	4	11716	6	11716
35736	86	25971	868	4	12000	6	12000
35736	87	25971	880	4	12285	6	12285
35736	88	25971	892	4	12570	6	12570
35736	89	25971	904	4	12856	6	12856
35736	90	25971	916	4	13142	6	13142
35736	91	25971	928	4	13429	6	13429
35736	92	25971	940	4	13716	6	13716
35736	93	25971	952	4	14004	6	14004
35736	94	25971	964	4	14292	6	14292
35736	95	25971	976	4	14581	6	14581
35736	96	25971	988	4	14870	6	14870
35736	97	25971	1000	4	15160	6	15160
35736	98	25971	1012	4	15450	6	15450
35736	99	25971	1024	4	15741	6	15741
35736	100	25971	1036	4	16033	6	16033
35736	101	25971	1048	4	16108	6	16108
35736	102	25971	1060	4	16183	6	16183
35736	103	25971	1072	4	16258	6	16258
35736	104	25971	1084	4	16333	6	16333
35736	105	25971	1096	4	16408	6	16408
35736	106	25971	1108	4	16483	6	16483
35736	107	25971	1120	4	16558	6	16558
35736	108	25971	1132	4	16633	6	16633
35736	109	25971	1144	4	16708	6	16708
35736	110	25971	1156	4	16783	6	16783
35736	111	25971	1168	4	16858	6	16858
35736	112	25971	1180	4	16933	6	16933
35736	113	25971	1192	4	17008	6	17008
35736	114	25971	1204	4	17083	6	17083
35736	115	25971	1216	4	17158	6	17158
35736	116	25971	1228	4	17233	6	17233
35736	117	25971	1240	4	17308	6	17308
35736	118	25971	1252	4	17384	6	17384
35736	119	25971	1264	4	17459	6	17459
35736	120	25971	1276	4	17534	6	17534
35737	1	25971	1	4	85	6	85
35737	2	25971	2	4	91	6	91
35737	3	25971	3	4	100	6	100
35737	4	25971	4	4	112	6	112
35737	5	25971	5	4	127	6	127
35737	6	25971	6	4	145	6	145
35737	7	25971	8	4	166	6	166
35737	8	25971	9	4	190	6	190
35737	9	25971	13	4	217	6	217
35737	10	25971	14	4	247	6	247
35737	11	25971	16	4	280	6	280
35737	12	25971	22	4	316	6	316
35737	13	25971	28	4	355	6	355
35737	14	25971	34	4	397	6	397
35737	15	25971	40	4	442	6	442
35737	16	25971	48	4	493	6	493
35737	17	25971	56	4	546	6	546
35737	18	25971	64	4	601	6	601
35737	19	25971	72	4	659	6	659
35737	20	25971	80	4	720	6	720
35737	21	25971	88	4	784	6	784
35737	22	25971	100	4	851	6	851
35737	23	25971	112	4	922	6	922
35737	24	25971	124	4	995	6	995
35737	25	25971	136	4	1072	6	1072
35737	26	25971	148	4	1152	6	1152
35737	27	25971	160	4	1235	6	1235
35737	28	25971	172	4	1321	6	1321
35737	29	25971	184	4	1410	6	1410
35737	30	25971	196	4	1503	6	1503
35737	31	25971	208	4	1598	6	1598
35737	32	25971	220	4	1697	6	1697
35737	33	25971	232	4	1799	6	1799
35737	34	25971	244	4	1904	6	1904
35737	35	25971	256	4	2013	6	2013
35737	36	25971	268	4	2124	6	2124
35737	37	25971	280	4	2239	6	2239
35737	38	25971	292	4	2357	6	2357
35737	39	25971	304	4	2478	6	2478
35737	40	25971	316	4	2602	6	2602
35737	41	25971	328	4	2730	6	2730
35737	42	25971	340	4	2860	6	2860
35737	43	25971	352	4	2994	6	2994
35737	44	25971	364	4	3132	6	3132
35737	45	25971	376	4	3272	6	3272
35737	46	25971	388	4	3416	6	3416
35737	47	25971	400	4	3563	6	3563
35737	48	25971	412	4	3713	6	3713
35737	49	25971	424	4	3866	6	3866
35737	50	25971	436	4	4023	6	4023
35737	51	25971	448	4	4183	6	4183
35737	52	25971	460	4	4346	6	4346
35737	53	25971	472	4	4513	6	4513
35737	54	25971	484	4	4683	6	4683
35737	55	25971	496	4	4856	6	4856
35737	56	25971	508	4	5032	6	5032
35737	57	25971	520	4	5212	6	5212
35737	58	25971	532	4	5395	6	5395
35737	59	25971	544	4	5582	6	5582
35737	60	25971	556	4	5771	6	5771
35737	61	25971	568	4	5964	6	5964
35737	62	25971	580	4	6161	6	6161
35737	63	25971	592	4	6360	6	6360
35737	64	25971	604	4	6563	6	6563
35737	65	25971	616	4	6770	6	6770
35737	66	25971	628	4	6979	6	6979
35737	67	25971	640	4	7192	6	7192
35737	68	25971	652	4	7409	6	7409
35737	69	25971	664	4	7629	6	7629
35737	70	25971	676	4	7852	6	7852
35737	71	25971	688	4	8078	6	8078
35737	72	25971	700	4	8308	6	8308
35737	73	25971	712	4	8542	6	8542
35737	74	25971	724	4	8778	6	8778
35737	75	25971	736	4	9019	6	9019
35737	76	25971	748	4	9262	6	9262
35737	77	25971	760	4	9509	6	9509
35737	78	25971	772	4	9759	6	9759
35737	79	25971	784	4	10013	6	10013
35737	80	25971	796	4	10303	6	10303
35737	81	25971	808	4	10584	6	10584
35737	82	25971	820	4	10866	6	10866
35737	83	25971	832	4	11149	6	11149
35737	84	25971	844	4	11432	6	11432
35737	85	25971	856	4	11716	6	11716
35737	86	25971	868	4	12000	6	12000
35737	87	25971	880	4	12285	6	12285
35737	88	25971	892	4	12570	6	12570
35737	89	25971	904	4	12856	6	12856
35737	90	25971	916	4	13142	6	13142
35737	91	25971	928	4	13429	6	13429
35737	92	25971	940	4	13716	6	13716
35737	93	25971	952	4	14004	6	14004
35737	94	25971	964	4	14292	6	14292
35737	95	25971	976	4	14581	6	14581
35737	96	25971	988	4	14870	6	14870
35737	97	25971	1000	4	15160	6	15160
35737	98	25971	1012	4	15450	6	15450
35737	99	25971	1024	4	15741	6	15741
35737	100	25971	1036	4	16033	6	16033
35737	101	25971	1048	4	16108	6	16108
35737	102	25971	1060	4	16183	6	16183
35737	103	25971	1072	4	16258	6	16258
35737	104	25971	1084	4	16333	6	16333
35737	105	25971	1096	4	16408	6	16408
35737	106	25971	1108	4	16483	6	16483
35737	107	25971	1120	4	16558	6	16558
35737	108	25971	1132	4	16633	6	16633
35737	109	25971	1144	4	16708	6	16708
35737	110	25971	1156	4	16783	6	16783
35737	111	25971	1168	4	16858	6	16858
35737	112	25971	1180	4	16933	6	16933
35737	113	25971	1192	4	17008	6	17008
35737	114	25971	1204	4	17083	6	17083
35737	115	25971	1216	4	17158	6	17158
35737	116	25971	1228	4	17233	6	17233
35737	117	25971	1240	4	17308	6	17308
35737	118	25971	1252	4	17384	6	17384
35737	119	25971	1264	4	17459	6	17459
35737	120	25971	1276	4	17534	6	17534
35738	1	25971	1	4	85	6	85
35738	2	25971	2	4	91	6	91
35738	3	25971	3	4	100	6	100
35738	4	25971	4	4	112	6	112
35738	5	25971	5	4	127	6	127
35738	6	25971	6	4	145	6	145
35738	7	25971	8	4	166	6	166
35738	8	25971	9	4	190	6	190
35738	9	25971	13	4	217	6	217
35738	10	25971	14	4	247	6	247
35738	11	25971	16	4	280	6	280
35738	12	25971	22	4	316	6	316
35738	13	25971	28	4	355	6	355
35738	14	25971	34	4	397	6	397
35738	15	25971	40	4	442	6	442
35738	16	25971	48	4	493	6	493
35738	17	25971	56	4	546	6	546
35738	18	25971	64	4	601	6	601
35738	19	25971	72	4	659	6	659
35738	20	25971	80	4	720	6	720
35738	21	25971	88	4	784	6	784
35738	22	25971	100	4	851	6	851
35738	23	25971	112	4	922	6	922
35738	24	25971	124	4	995	6	995
35738	25	25971	136	4	1072	6	1072
35738	26	25971	148	4	1152	6	1152
35738	27	25971	160	4	1235	6	1235
35738	28	25971	172	4	1321	6	1321
35738	29	25971	184	4	1410	6	1410
35738	30	25971	196	4	1503	6	1503
35738	31	25971	208	4	1598	6	1598
35738	32	25971	220	4	1697	6	1697
35738	33	25971	232	4	1799	6	1799
35738	34	25971	244	4	1904	6	1904
35738	35	25971	256	4	2013	6	2013
35738	36	25971	268	4	2124	6	2124
35738	37	25971	280	4	2239	6	2239
35738	38	25971	292	4	2357	6	2357
35738	39	25971	304	4	2478	6	2478
35738	40	25971	316	4	2602	6	2602
35738	41	25971	328	4	2730	6	2730
35738	42	25971	340	4	2860	6	2860
35738	43	25971	352	4	2994	6	2994
35738	44	25971	364	4	3132	6	3132
35738	45	25971	376	4	3272	6	3272
35738	46	25971	388	4	3416	6	3416
35738	47	25971	400	4	3563	6	3563
35738	48	25971	412	4	3713	6	3713
35738	49	25971	424	4	3866	6	3866
35738	50	25971	436	4	4023	6	4023
35738	51	25971	448	4	4183	6	4183
35738	52	25971	460	4	4346	6	4346
35738	53	25971	472	4	4513	6	4513
35738	54	25971	484	4	4683	6	4683
35738	55	25971	496	4	4856	6	4856
35738	56	25971	508	4	5032	6	5032
35738	57	25971	520	4	5212	6	5212
35738	58	25971	532	4	5395	6	5395
35738	59	25971	544	4	5582	6	5582
35738	60	25971	556	4	5771	6	5771
35738	61	25971	568	4	5964	6	5964
35738	62	25971	580	4	6161	6	6161
35738	63	25971	592	4	6360	6	6360
35738	64	25971	604	4	6563	6	6563
35738	65	25971	616	4	6770	6	6770
35738	66	25971	628	4	6979	6	6979
35738	67	25971	640	4	7192	6	7192
35738	68	25971	652	4	7409	6	7409
35738	69	25971	664	4	7629	6	7629
35738	70	25971	676	4	7852	6	7852
35738	71	25971	688	4	8078	6	8078
35738	72	25971	700	4	8308	6	8308
35738	73	25971	712	4	8542	6	8542
35738	74	25971	724	4	8778	6	8778
35738	75	25971	736	4	9019	6	9019
35738	76	25971	748	4	9262	6	9262
35738	77	25971	760	4	9509	6	9509
35738	78	25971	772	4	9759	6	9759
35738	79	25971	784	4	10013	6	10013
35738	80	25971	796	4	10303	6	10303
35738	81	25971	808	4	10584	6	10584
35738	82	25971	820	4	10866	6	10866
35738	83	25971	832	4	11149	6	11149
35738	84	25971	844	4	11432	6	11432
35738	85	25971	856	4	11716	6	11716
35738	86	25971	868	4	12000	6	12000
35738	87	25971	880	4	12285	6	12285
35738	88	25971	892	4	12570	6	12570
35738	89	25971	904	4	12856	6	12856
35738	90	25971	916	4	13142	6	13142
35738	91	25971	928	4	13429	6	13429
35738	92	25971	940	4	13716	6	13716
35738	93	25971	952	4	14004	6	14004
35738	94	25971	964	4	14292	6	14292
35738	95	25971	976	4	14581	6	14581
35738	96	25971	988	4	14870	6	14870
35738	97	25971	1000	4	15160	6	15160
35738	98	25971	1012	4	15450	6	15450
35738	99	25971	1024	4	15741	6	15741
35738	100	25971	1036	4	16033	6	16033
35738	101	25971	1048	4	16108	6	16108
35738	102	25971	1060	4	16183	6	16183
35738	103	25971	1072	4	16258	6	16258
35738	104	25971	1084	4	16333	6	16333
35738	105	25971	1096	4	16408	6	16408
35738	106	25971	1108	4	16483	6	16483
35738	107	25971	1120	4	16558	6	16558
35738	108	25971	1132	4	16633	6	16633
35738	109	25971	1144	4	16708	6	16708
35738	110	25971	1156	4	16783	6	16783
35738	111	25971	1168	4	16858	6	16858
35738	112	25971	1180	4	16933	6	16933
35738	113	25971	1192	4	17008	6	17008
35738	114	25971	1204	4	17083	6	17083
35738	115	25971	1216	4	17158	6	17158
35738	116	25971	1228	4	17233	6	17233
35738	117	25971	1240	4	17308	6	17308
35738	118	25971	1252	4	17384	6	17384
35738	119	25971	1264	4	17459	6	17459
35738	120	25971	1276	4	17534	6	17534
35739	1	25971	1	1	269	0	0
35739	2	25971	2	1	285	0	0
35739	3	25971	3	1	310	0	0
35739	4	25971	4	1	344	0	0
35739	5	25971	5	1	387	0	0
35739	6	25971	6	1	439	0	0
35739	7	25971	8	1	500	0	0
35739	8	25971	9	1	570	0	0
35739	9	25971	13	1	649	0	0
35739	10	25971	14	1	737	0	0
35739	11	25971	16	1	834	0	0
35739	12	25971	22	1	940	0	0
35739	13	25971	28	1	1055	0	0
35739	14	25971	34	1	1179	0	0
35739	15	25971	40	1	1312	0	0
35739	16	25971	48	1	1463	0	0
35739	17	25971	56	1	1619	0	0
35739	18	25971	64	1	1783	0	0
35739	19	25971	72	1	1955	0	0
35739	20	25971	80	1	2137	0	0
35739	21	25971	88	1	2327	0	0
35739	22	25971	100	1	2527	0	0
35739	23	25971	112	1	2736	0	0
35739	24	25971	124	1	2955	0	0
35739	25	25971	136	1	3183	0	0
35739	26	25971	148	1	3421	0	0
35739	27	25971	160	1	3667	0	0
35739	28	25971	172	1	3924	0	0
35739	29	25971	184	1	4190	0	0
35739	30	25971	196	1	4465	0	0
35739	31	25971	208	1	4750	0	0
35739	32	25971	220	1	5044	0	0
35739	33	25971	232	1	5348	0	0
35739	34	25971	244	1	5661	0	0
35739	35	25971	256	1	5984	0	0
35739	36	25971	268	1	6316	0	0
35739	37	25971	280	1	6658	0	0
35739	38	25971	292	1	7010	0	0
35739	39	25971	304	1	7371	0	0
35739	40	25971	316	1	7742	0	0
35739	41	25971	328	1	8122	0	0
35739	42	25971	340	1	8513	0	0
35739	43	25971	352	1	8912	0	0
35739	44	25971	364	1	9322	0	0
35739	45	25971	376	1	9741	0	0
35739	46	25971	388	1	10170	0	0
35739	47	25971	400	1	10609	0	0
35739	48	25971	412	1	11057	0	0
35739	49	25971	424	1	11516	0	0
35739	50	25971	436	1	11984	0	0
35739	51	25971	448	1	12462	0	0
35739	52	25971	460	1	12949	0	0
35739	53	25971	472	1	13447	0	0
35739	54	25971	484	1	13954	0	0
35739	55	25971	496	1	14472	0	0
35739	56	25971	508	1	14999	0	0
35739	57	25971	520	1	15536	0	0
35739	58	25971	532	1	16083	0	0
35739	59	25971	544	1	16640	0	0
35739	60	25971	556	1	17207	0	0
35739	61	25971	568	1	17784	0	0
35739	62	25971	580	1	18371	0	0
35739	63	25971	592	1	18968	0	0
35739	64	25971	604	1	19575	0	0
35739	65	25971	616	1	20192	0	0
35739	66	25971	628	1	20819	0	0
35739	67	25971	640	1	21456	0	0
35739	68	25971	652	1	22103	0	0
35739	69	25971	664	1	22760	0	0
35739	70	25971	676	1	23428	0	0
35739	71	25971	688	1	24105	0	0
35739	72	25971	700	1	24793	0	0
35739	73	25971	712	1	25491	0	0
35739	74	25971	724	1	26199	0	0
35739	75	25971	736	1	26917	0	0
35739	76	25971	748	1	27645	0	0
35739	77	25971	760	1	28384	0	0
35739	78	25971	772	1	29133	0	0
35739	79	25971	784	1	29892	0	0
35739	80	25971	796	1	30758	0	0
35739	81	25971	808	1	31603	0	0
35739	82	25971	820	1	32449	0	0
35739	83	25971	832	1	33297	0	0
35739	84	25971	844	1	34146	0	0
35739	85	25971	856	1	34997	0	0
35739	86	25971	868	1	35849	0	0
35739	87	25971	880	1	36703	0	0
35739	88	25971	892	1	37559	0	0
35739	89	25971	904	1	38416	0	0
35739	90	25971	916	1	39274	0	0
35739	91	25971	928	1	40134	0	0
35739	92	25971	940	1	40996	0	0
35739	93	25971	952	1	41859	0	0
35739	94	25971	964	1	42724	0	0
35739	95	25971	976	1	43591	0	0
35739	96	25971	988	1	44458	0	0
35739	97	25971	1000	1	45328	0	0
35739	98	25971	1012	1	46199	0	0
35739	99	25971	1024	1	47072	0	0
35739	100	25971	1036	1	47946	0	0
35739	101	25971	1048	1	48170	0	0
35739	102	25971	1060	1	48395	0	0
35739	103	25971	1072	1	48619	0	0
35739	104	25971	1084	1	48843	0	0
35739	105	25971	1096	1	49068	0	0
35739	106	25971	1108	1	49292	0	0
35739	107	25971	1120	1	49517	0	0
35739	108	25971	1132	1	49741	0	0
35739	109	25971	1144	1	49965	0	0
35739	110	25971	1156	1	50190	0	0
35739	111	25971	1168	1	50414	0	0
35739	112	25971	1180	1	50639	0	0
35739	113	25971	1192	1	50863	0	0
35739	114	25971	1204	1	51087	0	0
35739	115	25971	1216	1	51312	0	0
35739	116	25971	1228	1	51536	0	0
35739	117	25971	1240	1	51761	0	0
35739	118	25971	1252	1	51985	0	0
35739	119	25971	1264	1	52209	0	0
35739	120	25971	1276	1	52434	0	0
35740	1	25971	1	1	269	0	0
35740	2	25971	2	1	285	0	0
35740	3	25971	3	1	310	0	0
35740	4	25971	4	1	344	0	0
35740	5	25971	5	1	387	0	0
35740	6	25971	6	1	439	0	0
35740	7	25971	8	1	500	0	0
35740	8	25971	9	1	570	0	0
35740	9	25971	13	1	649	0	0
35740	10	25971	14	1	737	0	0
35740	11	25971	16	1	834	0	0
35740	12	25971	22	1	940	0	0
35740	13	25971	28	1	1055	0	0
35740	14	25971	34	1	1179	0	0
35740	15	25971	40	1	1312	0	0
35740	16	25971	48	1	1463	0	0
35740	17	25971	56	1	1619	0	0
35740	18	25971	64	1	1783	0	0
35740	19	25971	72	1	1955	0	0
35740	20	25971	80	1	2137	0	0
35740	21	25971	88	1	2327	0	0
35740	22	25971	100	1	2527	0	0
35740	23	25971	112	1	2736	0	0
35740	24	25971	124	1	2955	0	0
35740	25	25971	136	1	3183	0	0
35740	26	25971	148	1	3421	0	0
35740	27	25971	160	1	3667	0	0
35740	28	25971	172	1	3924	0	0
35740	29	25971	184	1	4190	0	0
35740	30	25971	196	1	4465	0	0
35740	31	25971	208	1	4750	0	0
35740	32	25971	220	1	5044	0	0
35740	33	25971	232	1	5348	0	0
35740	34	25971	244	1	5661	0	0
35740	35	25971	256	1	5984	0	0
35740	36	25971	268	1	6316	0	0
35740	37	25971	280	1	6658	0	0
35740	38	25971	292	1	7010	0	0
35740	39	25971	304	1	7371	0	0
35740	40	25971	316	1	7742	0	0
35740	41	25971	328	1	8122	0	0
35740	42	25971	340	1	8513	0	0
35740	43	25971	352	1	8912	0	0
35740	44	25971	364	1	9322	0	0
35740	45	25971	376	1	9741	0	0
35740	46	25971	388	1	10170	0	0
35740	47	25971	400	1	10609	0	0
35740	48	25971	412	1	11057	0	0
35740	49	25971	424	1	11516	0	0
35740	50	25971	436	1	11984	0	0
35740	51	25971	448	1	12462	0	0
35740	52	25971	460	1	12949	0	0
35740	53	25971	472	1	13447	0	0
35740	54	25971	484	1	13954	0	0
35740	55	25971	496	1	14472	0	0
35740	56	25971	508	1	14999	0	0
35740	57	25971	520	1	15536	0	0
35740	58	25971	532	1	16083	0	0
35740	59	25971	544	1	16640	0	0
35740	60	25971	556	1	17207	0	0
35740	61	25971	568	1	17784	0	0
35740	62	25971	580	1	18371	0	0
35740	63	25971	592	1	18968	0	0
35740	64	25971	604	1	19575	0	0
35740	65	25971	616	1	20192	0	0
35740	66	25971	628	1	20819	0	0
35740	67	25971	640	1	21456	0	0
35740	68	25971	652	1	22103	0	0
35740	69	25971	664	1	22760	0	0
35740	70	25971	676	1	23428	0	0
35740	71	25971	688	1	24105	0	0
35740	72	25971	700	1	24793	0	0
35740	73	25971	712	1	25491	0	0
35740	74	25971	724	1	26199	0	0
35740	75	25971	736	1	26917	0	0
35740	76	25971	748	1	27645	0	0
35740	77	25971	760	1	28384	0	0
35740	78	25971	772	1	29133	0	0
35740	79	25971	784	1	29892	0	0
35740	80	25971	796	1	30758	0	0
35740	81	25971	808	1	31603	0	0
35740	82	25971	820	1	32449	0	0
35740	83	25971	832	1	33297	0	0
35740	84	25971	844	1	34146	0	0
35740	85	25971	856	1	34997	0	0
35740	86	25971	868	1	35849	0	0
35740	87	25971	880	1	36703	0	0
35740	88	25971	892	1	37559	0	0
35740	89	25971	904	1	38416	0	0
35740	90	25971	916	1	39274	0	0
35740	91	25971	928	1	40134	0	0
35740	92	25971	940	1	40996	0	0
35740	93	25971	952	1	41859	0	0
35740	94	25971	964	1	42724	0	0
35740	95	25971	976	1	43591	0	0
35740	96	25971	988	1	44458	0	0
35740	97	25971	1000	1	45328	0	0
35740	98	25971	1012	1	46199	0	0
35740	99	25971	1024	1	47072	0	0
35740	100	25971	1036	1	47946	0	0
35740	101	25971	1048	1	48170	0	0
35740	102	25971	1060	1	48395	0	0
35740	103	25971	1072	1	48619	0	0
35740	104	25971	1084	1	48843	0	0
35740	105	25971	1096	1	49068	0	0
35740	106	25971	1108	1	49292	0	0
35740	107	25971	1120	1	49517	0	0
35740	108	25971	1132	1	49741	0	0
35740	109	25971	1144	1	49965	0	0
35740	110	25971	1156	1	50190	0	0
35740	111	25971	1168	1	50414	0	0
35740	112	25971	1180	1	50639	0	0
35740	113	25971	1192	1	50863	0	0
35740	114	25971	1204	1	51087	0	0
35740	115	25971	1216	1	51312	0	0
35740	116	25971	1228	1	51536	0	0
35740	117	25971	1240	1	51761	0	0
35740	118	25971	1252	1	51985	0	0
35740	119	25971	1264	1	52209	0	0
35740	120	25971	1276	1	52434	0	0
35741	1	25971	1	1	269	0	0
35741	2	25971	2	1	285	0	0
35741	3	25971	3	1	310	0	0
35741	4	25971	4	1	344	0	0
35741	5	25971	5	1	387	0	0
35741	6	25971	6	1	439	0	0
35741	7	25971	8	1	500	0	0
35741	8	25971	9	1	570	0	0
35741	9	25971	13	1	649	0	0
35741	10	25971	14	1	737	0	0
35741	11	25971	16	1	834	0	0
35741	12	25971	22	1	940	0	0
35741	13	25971	28	1	1055	0	0
35741	14	25971	34	1	1179	0	0
35741	15	25971	40	1	1312	0	0
35741	16	25971	48	1	1463	0	0
35741	17	25971	56	1	1619	0	0
35741	18	25971	64	1	1783	0	0
35741	19	25971	72	1	1955	0	0
35741	20	25971	80	1	2137	0	0
35741	21	25971	88	1	2327	0	0
35741	22	25971	100	1	2527	0	0
35741	23	25971	112	1	2736	0	0
35741	24	25971	124	1	2955	0	0
35741	25	25971	136	1	3183	0	0
35741	26	25971	148	1	3421	0	0
35741	27	25971	160	1	3667	0	0
35741	28	25971	172	1	3924	0	0
35741	29	25971	184	1	4190	0	0
35741	30	25971	196	1	4465	0	0
35741	31	25971	208	1	4750	0	0
35741	32	25971	220	1	5044	0	0
35741	33	25971	232	1	5348	0	0
35741	34	25971	244	1	5661	0	0
35741	35	25971	256	1	5984	0	0
35741	36	25971	268	1	6316	0	0
35741	37	25971	280	1	6658	0	0
35741	38	25971	292	1	7010	0	0
35741	39	25971	304	1	7371	0	0
35741	40	25971	316	1	7742	0	0
35741	41	25971	328	1	8122	0	0
35741	42	25971	340	1	8513	0	0
35741	43	25971	352	1	8912	0	0
35741	44	25971	364	1	9322	0	0
35741	45	25971	376	1	9741	0	0
35741	46	25971	388	1	10170	0	0
35741	47	25971	400	1	10609	0	0
35741	48	25971	412	1	11057	0	0
35741	49	25971	424	1	11516	0	0
35741	50	25971	436	1	11984	0	0
35741	51	25971	448	1	12462	0	0
35741	52	25971	460	1	12949	0	0
35741	53	25971	472	1	13447	0	0
35741	54	25971	484	1	13954	0	0
35741	55	25971	496	1	14472	0	0
35741	56	25971	508	1	14999	0	0
35741	57	25971	520	1	15536	0	0
35741	58	25971	532	1	16083	0	0
35741	59	25971	544	1	16640	0	0
35741	60	25971	556	1	17207	0	0
35741	61	25971	568	1	17784	0	0
35741	62	25971	580	1	18371	0	0
35741	63	25971	592	1	18968	0	0
35741	64	25971	604	1	19575	0	0
35741	65	25971	616	1	20192	0	0
35741	66	25971	628	1	20819	0	0
35741	67	25971	640	1	21456	0	0
35741	68	25971	652	1	22103	0	0
35741	69	25971	664	1	22760	0	0
35741	70	25971	676	1	23428	0	0
35741	71	25971	688	1	24105	0	0
35741	72	25971	700	1	24793	0	0
35741	73	25971	712	1	25491	0	0
35741	74	25971	724	1	26199	0	0
35741	75	25971	736	1	26917	0	0
35741	76	25971	748	1	27645	0	0
35741	77	25971	760	1	28384	0	0
35741	78	25971	772	1	29133	0	0
35741	79	25971	784	1	29892	0	0
35741	80	25971	796	1	30758	0	0
35741	81	25971	808	1	31603	0	0
35741	82	25971	820	1	32449	0	0
35741	83	25971	832	1	33297	0	0
35741	84	25971	844	1	34146	0	0
35741	85	25971	856	1	34997	0	0
35741	86	25971	868	1	35849	0	0
35741	87	25971	880	1	36703	0	0
35741	88	25971	892	1	37559	0	0
35741	89	25971	904	1	38416	0	0
35741	90	25971	916	1	39274	0	0
35741	91	25971	928	1	40134	0	0
35741	92	25971	940	1	40996	0	0
35741	93	25971	952	1	41859	0	0
35741	94	25971	964	1	42724	0	0
35741	95	25971	976	1	43591	0	0
35741	96	25971	988	1	44458	0	0
35741	97	25971	1000	1	45328	0	0
35741	98	25971	1012	1	46199	0	0
35741	99	25971	1024	1	47072	0	0
35741	100	25971	1036	1	47946	0	0
35741	101	25971	1048	1	48170	0	0
35741	102	25971	1060	1	48395	0	0
35741	103	25971	1072	1	48619	0	0
35741	104	25971	1084	1	48843	0	0
35741	105	25971	1096	1	49068	0	0
35741	106	25971	1108	1	49292	0	0
35741	107	25971	1120	1	49517	0	0
35741	108	25971	1132	1	49741	0	0
35741	109	25971	1144	1	49965	0	0
35741	110	25971	1156	1	50190	0	0
35741	111	25971	1168	1	50414	0	0
35741	112	25971	1180	1	50639	0	0
35741	113	25971	1192	1	50863	0	0
35741	114	25971	1204	1	51087	0	0
35741	115	25971	1216	1	51312	0	0
35741	116	25971	1228	1	51536	0	0
35741	117	25971	1240	1	51761	0	0
35741	118	25971	1252	1	51985	0	0
35741	119	25971	1264	1	52209	0	0
35741	120	25971	1276	1	52434	0	0
