monster_camp_id	Des	pos1	pos2	pos3	pos4	pos5	pos6
12041	GVE副本13	12041	12041	12041	12041	12041	12041
12042	GVE副本14	12043	12043	12043	12043	12043	12043
12043	GVE副本15				12042		
12051	GVE副本16	12051	12051	12051	12051	12051	12051
12052	GVE副本17	12053	12053	12053	12053	12053	12053
12053	GVE副本18				12052		
12061	GVE副本19	12061	12061	12061	12061	12061	12061
12062	GVE副本20	12063	12063	12063	12063	12063	12063
12063	GVE副本21				12062		
12071	GVE副本22	12071	12071	12071	12071	12071	12071
12072	GVE副本23	12073	12073	12073	12073	12073	12073
12073	GVE副本24				12072		
12081	GVE副本25	12081	12081	12081	12081	12081	12081
12082	GVE副本26	12083	12083	12083	12083	12083	12083
12083	GVE副本27				12082		
12091	GVE副本28	12091	12091	12091	12091	12091	12091
12092	GVE副本29	12093	12093	12093	12093	12093	12093
12093	GVE副本30				12092		
12101	GVE副本31	12101	12101	12101	12101	12101	12101
12102	GVE副本32	12103	12103	12103	12103	12103	12103
12103	GVE副本33				12102		
12111	GVE副本34	12111	12111	12111	12111	12111	12111
12112	GVE副本35	12113	12113	12113	12113	12113	12113
12113	GVE副本36				12112		
12121	GVE副本37	12121	12121	12121	12121	12121	12121
12122	GVE副本38	12123	12123	12123	12123	12123	12123
12123	GVE副本39				12122		
12131	GVE副本40	12131	12131	12131	12131	12131	12131
12132	GVE副本41	12133	12133	12133	12133	12133	12133
12133	GVE副本42				12132		
12141	GVE副本43	12141	12141	12141	12141	12141	12141
12142	GVE副本44	12143	12143	12143	12143	12143	12143
12143	GVE副本45				12142		
12151	GVE副本46	12151	12151	12151	12151	12151	12151
12152	GVE副本47	12153	12153	12153	12153	12153	12153
12153	GVE副本48				12152		
12161	GVE副本49	12161	12161	12161	12161	12161	12161
12162	GVE副本50	12163	12163	12163	12163	12163	12163
12163	GVE副本51				12162		
12171	GVE副本52	12171	12171	12171	12171	12171	12171
12172	GVE副本53	12173	12173	12173	12173	12173	12173
12173	GVE副本54				12172		
12181	GVE副本55	12181	12181	12181	12181	12181	12181
12182	GVE副本56	12183	12183	12183	12183	12183	12183
12183	GVE副本57				12182		
12191	GVE副本58	12191	12191	12191	12191	12191	12191
12192	GVE副本59	12193	12193	12193	12193	12193	12193
12193	GVE副本60				12192		
12201	GVE副本61	12201	12201	12201	12201	12201	12201
12202	GVE副本62	12203	12203	12203	12203	12203	12203
12203	GVE副本63				12202		
12211	GVE副本64	12211	12211	12211	12211	12211	12211
12212	GVE副本65	12213	12213	12213	12213	12213	12213
12213	GVE副本66				12212		
12221	GVE副本67	12221	12221	12221	12221	12221	12221
12222	GVE副本68	12223	12223	12223	12223	12223	12223
12223	GVE副本69				12222		
12231	GVE副本70	12231	12231	12231	12231	12231	12231
12232	GVE副本71	12233	12233	12233	12233	12233	12233
12233	GVE副本72				12232		
12241	GVE副本73	12241	12241	12241	12241	12241	12241
12242	GVE副本74	12243	12243	12243	12243	12243	12243
12243	GVE副本75				12242		
12251	GVE副本76	12251	12251	12251	12251	12251	12251
12252	GVE副本77	12253	12253	12253	12253	12253	12253
12253	GVE副本78				12252		
12261	GVE副本79	12261	12261	12261	12261	12261	12261
12262	GVE副本80	12263	12263	12263	12263	12263	12263
12263	GVE副本81				12262		
12271	GVE副本82	12271	12271	12271	12271	12271	12271
12272	GVE副本83	12273	12273	12273	12273	12273	12273
12273	GVE副本84				12272		
12281	GVE副本85	12281	12281	12281	12281	12281	12281
12282	GVE副本86	12283	12283	12283	12283	12283	12283
12283	GVE副本87				12282		
12291	GVE副本88	12291	12291	12291	12291	12291	12291
12292	GVE副本89	12293	12293	12293	12293	12293	12293
12293	GVE副本90				12292		
12301	GVE副本91	12301	12301	12301	12301	12301	12301
12302	GVE副本92	12303	12303	12303	12303	12303	12303
12303	GVE副本93				12302		
12311	GVE副本94	12311	12311	12311	12311	12311	12311
12312	GVE副本95	12313	12313	12313	12313	12313	12313
12313	GVE副本96				12312		
12321	GVE副本97	12321	12321	12321	12321	12321	12321
12322	GVE副本98	12323	12323	12323	12323	12323	12323
12323	GVE副本99				12322		
12331	GVE副本100	12331	12331	12331	12331	12331	12331
12332	GVE副本101	12333	12333	12333	12333	12333	12333
12333	GVE副本102				12332		
12341	GVE副本103	12341	12341	12341	12341	12341	12341
12342	GVE副本104	12343	12343	12343	12343	12343	12343
12343	GVE副本105				12342		
13500	第一个开服BOSS	13500	13500	13500	13501	13500	13500
13501	第一个开服BOSS	13502	13502	13502	13503	13502	13502
13502	第一个开服BOSS	13507	13504	13507	13506	13507	13505
13503	第二个开服BOSS	13508	13508	13508	13509	13508	13508
13504	第二个开服BOSS	13510	13510	13510	13511	13510	13510
13505	第二个开服BOSS	13515	13512	13515	13514	13515	13513
13506	第三个开服BOSS	13516	13516	13516	13517	13516	13516
13507	第三个开服BOSS	13518	13518	13518	13519	13518	13518
13508	第三个开服BOSS	13520	13520	13520	13521	13520	13520
13509	第三个开服BOSS	13525	13522	13525	13524	13525	13523
13510	第四个开服BOSS	13526	13526	13526	13527	13526	13526
13511	第四个开服BOSS	13528	13528	13528	13529	13528	13528
13512	第四个开服BOSS	13530	13530	13530	13531	13530	13530
13513	第四个开服BOSS	13532	13532	13532	13533	13532	13532
13514	第四个开服BOSS	13537	13534	13537	13536	13537	13535
13515	第五个开服BOSS	13538	13538	13538	13539	13538	13538
13516	第五个开服BOSS	13540	13540	13540	13541	13540	13540
13517	第五个开服BOSS	13542	13542	13542	13543	13542	13542
13518	第五个开服BOSS	13544	13544	13544	13545	13544	13544
13519	第五个开服BOSS	13546	13546	13546	13547	13546	13546
13520	第五个开服BOSS	13551	13548	13551	13550	13551	13549
13521	第一个合服BOSS	13552	13552	13552	13553	13552	13552
13522	第一个合服BOSS	13554	13554	13554	13555	13554	13554
13523	第一个合服BOSS	13556	13556	13556	13558	13556	13556
13524	第二个合服BOSS	13560	13560	13560	13561	13560	13560
13525	第二个合服BOSS	13562	13562	13562	13563	13562	13562
13526	第二个合服BOSS	13567	13564	13567	13566	13567	13565
13527	第三个合服BOSS	13568	13568	13568	13569	13568	13568
13528	第三个合服BOSS	13570	13570	13570	13571	13570	13570
13529	第三个合服BOSS	13572	13572	13572	13573	13572	13572
13530	第三个合服BOSS	13577	13574	13577	13576	13577	13575
13531	第四个合服BOSS	13578	13578	13578	13579	13578	13578
13532	第四个合服BOSS	13580	13580	13580	13581	13580	13580
13533	第四个合服BOSS	13582	13582	13582	13583	13582	13582
13534	第四个合服BOSS	13584	13584	13584	13585	13584	13584
13535	第四个合服BOSS	13589	13586	13589	13588	13589	13587
13536	第五个合服BOSS	13590	13590	13590	13591	13590	13590
13537	第五个合服BOSS	13592	13592	13592	13593	13592	13592
13538	第五个合服BOSS	13594	13594	13594	13595	13594	13594
13539	第五个合服BOSS	13596	13596	13596	13597	13596	13596
13540	第五个合服BOSS	13598	13598	13598	13599	13598	13598
13541	第五个合服BOSS	13603	13600	13603	13602	13603	13601
13542	金币副本1层守卫	13605	13606	13605	13604	13605	13606
13543	金币副本2层守卫	13605	13606	13605	13604	13605	13606
14001	勇者英雄坛1				14001		
14002	勇者英雄坛2				14002		
14003	勇者英雄坛3				14003		
14004	勇者英雄坛4				14004		
14005	勇者英雄坛5				14005		
14006	勇者英雄坛6				14006		
14007	勇者英雄坛7				14007		
14008	勇者英雄坛8				14008		
14009	勇者英雄坛9				14009		
14010	勇者英雄坛10				14010		
14011	勇者英雄坛11				14011		
14012	勇者英雄坛12				14012		
14013	勇者英雄坛13				14013		
14014	勇者英雄坛14				14014		
14015	勇者英雄坛15				14015		
14016	勇者英雄坛16				14016		
14017	勇者英雄坛17				14017		
14018	勇者英雄坛18				14018		
14019	勇者英雄坛19				14019		
14020	勇者英雄坛20				14020		
14021	勇者英雄坛21				14021		
14022	勇者英雄坛22				14022		
14023	勇者英雄坛23				14023		
14024	勇者英雄坛24				14024		
14025	勇者英雄坛25				14025		
14026	勇者英雄坛26				14026		
14027	勇者英雄坛27				14027		
14028	勇者英雄坛28				14028		
14029	勇者英雄坛29				14029		
14030	勇者英雄坛30				14030		
14031	勇者英雄坛31				14031		
14032	勇者英雄坛32				14032		
14033	勇者英雄坛33				14033		
14034	勇者英雄坛34				14034		
14035	勇者英雄坛35				14035		
14036	勇者英雄坛36				14036		
14037	勇者英雄坛37				14037		
14038	勇者英雄坛38				14038		
14039	勇者英雄坛39				14039		
14040	勇者英雄坛40				14040		
14041	勇者英雄坛41				14041		
14042	勇者英雄坛42				14042		
14043	勇者英雄坛43				14043		
14044	勇者英雄坛44				14044		
14045	勇者英雄坛45				14045		
14046	勇者英雄坛46				14046		
14047	勇者英雄坛47				14047		
14048	勇者英雄坛48				14048		
14049	勇者英雄坛49				14049		
14050	勇者英雄坛50				14050		
14051	勇者英雄坛51				14051		
14052	勇者英雄坛52				14052		
14053	勇者英雄坛53				14053		
14054	勇者英雄坛54				14054		
14055	勇者英雄坛55				14055		
14056	勇者英雄坛56				14056		
14057	勇者英雄坛57				14057		
14058	勇者英雄坛58				14058		
14059	勇者英雄坛59				14059		
14060	勇者英雄坛60				14060		
14061	勇者英雄坛61				14061		
14062	勇者英雄坛62				14062		
14063	勇者英雄坛63				14063		
14064	勇者英雄坛64				14064		
14065	勇者英雄坛65				14065		
14066	勇者英雄坛66				14066		
14067	勇者英雄坛67				14067		
14068	勇者英雄坛68				14068		
14069	勇者英雄坛69				14069		
14070	勇者英雄坛70				14070		
14071	勇者英雄坛71				14071		
14072	勇者英雄坛72				14072		
14073	勇者英雄坛73				14073		
14074	勇者英雄坛74				14074		
14075	勇者英雄坛75				14075		
14076	勇者英雄坛76				14076		
14077	勇者英雄坛77				14077		
14078	勇者英雄坛78				14078		
14079	勇者英雄坛79				14079		
14080	勇者英雄坛80				14080		
14081	勇者英雄坛81				14081		
14082	勇者英雄坛82				14082		
14083	勇者英雄坛83				14083		
14084	勇者英雄坛84				14084		
14085	勇者英雄坛85				14085		
14086	勇者英雄坛86				14086		
14087	勇者英雄坛87				14087		
14088	勇者英雄坛88				14088		
14089	勇者英雄坛89				14089		
14090	勇者英雄坛90				14090		
14091	勇者英雄坛91				14091		
14092	勇者英雄坛92				14092		
14093	勇者英雄坛93				14093		
14094	勇者英雄坛94				14094		
14095	勇者英雄坛95				14095		
14096	勇者英雄坛96				14096		
14097	勇者英雄坛97				14097		
14098	勇者英雄坛98				14098		
14099	勇者英雄坛99				14099		
14100	勇者英雄坛100				14100		
14101	骨龙	14102	14102	14102	14101	14102	14102
14102	龙族魔法师		14102		14102		14102
14103	骷髅王				14301		
14104	深渊领主				14302		
14105	雷霆之主				14303		
14106	火焰女王				14304		
14107	天天挂机怪物				6003		
14108	天天挂机怪物				6004		
14109	天天挂机怪物				6005		
14110	天天挂机怪物				6006		
14111	天天挂机怪物				6007		
14112	天天挂机怪物				6008		
14113	骨龙	14104	14104	14104	14103	14104	14104
14114	龙族魔法师		14104		14104		14104
14115	骨龙	14106	14106	14106	14105	14106	14106
14116	龙族魔法师		14106		14106		14106
15000	组队爬塔1	15000	15000	15000	15000	15000	15000
15001	组队爬塔2	15001	15001	15001	15001	15001	15001
15002	组队爬塔3	15002	15002	15002	15003	15002	15002
15003	组队爬塔4	15005	15005	15005	15005	15005	15005
15004	组队爬塔5	15006	15006	15006	15006	15006	15006
15005	组队爬塔6	15007	15007	15007	15008	15007	15007
15006	组队爬塔7	15010	15010	15010	15010	15010	15010
15007	组队爬塔8	15011	15011	15011	15011	15011	15011
15008	组队爬塔9	15012	15012	15012	15013	15012	15012
15009	组队爬塔10	15015	15015	15015	15015	15015	15015
15010	组队爬塔11	15016	15016	15016	15016	15016	15016
15011	组队爬塔12	15017	15017	15017	15018	15017	15017
15012	组队爬塔13	15020	15020	15020	15020	15020	15020
15013	组队爬塔14	15021	15021	15021	15021	15021	15021
15014	组队爬塔15	15022	15022	15022	15023	15022	15022
15015	组队爬塔16	15025	15025	15025	15025	15025	15025
15016	组队爬塔17	15026	15026	15026	15026	15026	15026
15017	组队爬塔18	15027	15027	15027	15028	15027	15027
15018	组队爬塔19	15030	15030	15030	15030	15030	15030
15019	组队爬塔20	15031	15031	15031	15031	15031	15031
15020	组队爬塔21	15032	15032	15032	15033	15032	15032
15021	组队爬塔22	15035	15035	15035	15035	15035	15035
15022	组队爬塔23	15036	15036	15036	15036	15036	15036
15023	组队爬塔24	15037	15037	15037	15038	15037	15037
15024	组队爬塔25	15040	15040	15040	15040	15040	15040
15025	组队爬塔26	15041	15041	15041	15041	15041	15041
15026	组队爬塔27	15042	15042	15042	15043	15042	15042
15027	组队爬塔28	15045	15045	15045	15045	15045	15045
15028	组队爬塔29	15046	15046	15046	15046	15046	15046
15029	组队爬塔30	15047	15047	15047	15048	15047	15047
15030	组队爬塔31	15050	15050	15050	15050	15050	15050
15031	组队爬塔32	15051	15051	15051	15051	15051	15051
15032	组队爬塔33	15052	15052	15052	15053	15052	15052
15033	组队爬塔34	15055	15055	15055	15055	15055	15055
15034	组队爬塔35	15056	15056	15056	15056	15056	15056
15035	组队爬塔36	15057	15057	15057	15058	15057	15057
15036	组队爬塔37	15060	15060	15060	15060	15060	15060
15037	组队爬塔38	15061	15061	15061	15061	15061	15061
15038	组队爬塔39	15062	15062	15062	15063	15062	15062
15039	组队爬塔40	15065	15065	15065	15065	15065	15065
15040	组队爬塔41	15066	15066	15066	15066	15066	15066
15041	组队爬塔42	15067	15067	15067	15068	15067	15067
15042	组队爬塔43	15070	15070	15070	15070	15070	15070
15043	组队爬塔44	15071	15071	15071	15071	15071	15071
15044	组队爬塔45	15072	15072	15072	15073	15072	15072
15045	组队爬塔46	15075	15075	15075	15075	15075	15075
15046	组队爬塔47	15076	15076	15076	15076	15076	15076
15047	组队爬塔48	15077	15077	15077	15078	15077	15077
15048	组队爬塔49	15080	15080	15080	15080	15080	15080
15049	组队爬塔50	15081	15081	15081	15081	15081	15081
15050	组队爬塔51	15082	15082	15082	15083	15082	15082
15051	组队爬塔52	15085	15085	15085	15085	15085	15085
15052	组队爬塔53	15086	15086	15086	15086	15086	15086
15053	组队爬塔54	15087	15087	15087	15088	15087	15087
15054	组队爬塔55	15090	15090	15090	15090	15090	15090
15055	组队爬塔56	15091	15091	15091	15091	15091	15091
15056	组队爬塔57	15092	15092	15092	15093	15092	15092
15057	组队爬塔58	15095	15095	15095	15095	15095	15095
15058	组队爬塔59	15096	15096	15096	15096	15096	15096
15059	组队爬塔60	15097	15097	15097	15098	15097	15097
15060	组队爬塔61	15100	15100	15100	15100	15100	15100
15061	组队爬塔62	15101	15101	15101	15101	15101	15101
15062	组队爬塔63	15102	15102	15102	15103	15102	15102
15063	组队爬塔64	15105	15105	15105	15105	15105	15105
15064	组队爬塔65	15106	15106	15106	15106	15106	15106
15065	组队爬塔66	15107	15107	15107	15108	15107	15107
15066	组队爬塔67	15110	15110	15110	15110	15110	15110
15067	组队爬塔68	15111	15111	15111	15111	15111	15111
15068	组队爬塔69	15112	15112	15112	15113	15112	15112
15069	组队爬塔70	15115	15115	15115	15115	15115	15115
15070	组队爬塔71	15116	15116	15116	15116	15116	15116
15071	组队爬塔72	15117	15117	15117	15118	15117	15117
15072	组队爬塔73	15120	15120	15120	15120	15120	15120
15073	组队爬塔74	15121	15121	15121	15121	15121	15121
15074	组队爬塔75	15122	15122	15122	15123	15122	15122
15075	组队爬塔76	15125	15125	15125	15125	15125	15125
15076	组队爬塔77	15126	15126	15126	15126	15126	15126
15077	组队爬塔78	15127	15127	15127	15128	15127	15127
15078	组队爬塔79	15130	15130	15130	15130	15130	15130
15079	组队爬塔80	15131	15131	15131	15131	15131	15131
15080	组队爬塔81	15132	15132	15132	15133	15132	15132
15081	组队爬塔82	15135	15135	15135	15135	15135	15135
15082	组队爬塔83	15136	15136	15136	15136	15136	15136
15083	组队爬塔84	15137	15137	15137	15138	15137	15137
15084	组队爬塔85	15140	15140	15140	15140	15140	15140
15085	组队爬塔86	15141	15141	15141	15141	15141	15141
15086	组队爬塔87	15142	15142	15142	15143	15142	15142
15087	组队爬塔88	15145	15145	15145	15145	15145	15145
15088	组队爬塔89	15146	15146	15146	15146	15146	15146
15089	组队爬塔90	15147	15147	15147	15148	15147	15147
15090	二组队爬塔1	15150	15150	15150	15150	15150	15150
15091	二组队爬塔2	15151	15151	15151	15151	15151	15151
15092	二组队爬塔3	15152	15152	15152	15153	15152	15152
15093	二组队爬塔4	15155	15155	15155	15155	15155	15155
15094	二组队爬塔5	15156	15156	15156	15156	15156	15156
15095	二组队爬塔6	15157	15157	15157	15158	15157	15157
15096	二组队爬塔7	15160	15160	15160	15160	15160	15160
15097	二组队爬塔8	15161	15161	15161	15161	15161	15161
15098	二组队爬塔9	15162	15162	15162	15163	15162	15162
15099	二组队爬塔10	15165	15165	15165	15165	15165	15165
15100	二组队爬塔11	15166	15166	15166	15166	15166	15166
15101	二组队爬塔12	15167	15167	15167	15168	15167	15167
15102	二组队爬塔13	15170	15170	15170	15170	15170	15170
15103	二组队爬塔14	15171	15171	15171	15171	15171	15171
15104	二组队爬塔15	15172	15172	15172	15173	15172	15172
15105	二组队爬塔16	15175	15175	15175	15175	15175	15175
15106	二组队爬塔17	15176	15176	15176	15176	15176	15176
15107	二组队爬塔18	15177	15177	15177	15178	15177	15177
15108	二组队爬塔19	15180	15180	15180	15180	15180	15180
15109	二组队爬塔20	15181	15181	15181	15181	15181	15181
15110	二组队爬塔21	15182	15182	15182	15183	15182	15182
15111	二组队爬塔22	15185	15185	15185	15185	15185	15185
15112	二组队爬塔23	15186	15186	15186	15186	15186	15186
15113	二组队爬塔24	15187	15187	15187	15188	15187	15187
15114	二组队爬塔25	15190	15190	15190	15190	15190	15190
15115	二组队爬塔26	15191	15191	15191	15191	15191	15191
15116	二组队爬塔27	15192	15192	15192	15193	15192	15192
15117	二组队爬塔28	15195	15195	15195	15195	15195	15195
15118	二组队爬塔29	15196	15196	15196	15196	15196	15196
15119	二组队爬塔30	15197	15197	15197	15198	15197	15197
15120	二组队爬塔31	15200	15200	15200	15200	15200	15200
15121	二组队爬塔32	15201	15201	15201	15201	15201	15201
15122	二组队爬塔33	15202	15202	15202	15203	15202	15202
15123	二组队爬塔34	15205	15205	15205	15205	15205	15205
15124	二组队爬塔35	15206	15206	15206	15206	15206	15206
15125	二组队爬塔36	15207	15207	15207	15208	15207	15207
15126	二组队爬塔37	15210	15210	15210	15210	15210	15210
15127	二组队爬塔38	15211	15211	15211	15211	15211	15211
15128	二组队爬塔39	15212	15212	15212	15213	15212	15212
15129	二组队爬塔40	15215	15215	15215	15215	15215	15215
15130	二组队爬塔41	15216	15216	15216	15216	15216	15216
15131	二组队爬塔42	15217	15217	15217	15218	15217	15217
15132	二组队爬塔43	15220	15220	15220	15220	15220	15220
15133	二组队爬塔44	15221	15221	15221	15221	15221	15221
15134	二组队爬塔45	15222	15222	15222	15223	15222	15222
15135	二组队爬塔46	15225	15225	15225	15225	15225	15225
15136	二组队爬塔47	15226	15226	15226	15226	15226	15226
15137	二组队爬塔48	15227	15227	15227	15228	15227	15227
15138	二组队爬塔49	15230	15230	15230	15230	15230	15230
15139	二组队爬塔50	15231	15231	15231	15231	15231	15231
15140	二组队爬塔51	15232	15232	15232	15233	15232	15232
15141	二组队爬塔52	15235	15235	15235	15235	15235	15235
15142	二组队爬塔53	15236	15236	15236	15236	15236	15236
15143	二组队爬塔54	15237	15237	15237	15238	15237	15237
15144	二组队爬塔55	15240	15240	15240	15240	15240	15240
15145	二组队爬塔56	15241	15241	15241	15241	15241	15241
15146	二组队爬塔57	15242	15242	15242	15243	15242	15242
15147	二组队爬塔58	15245	15245	15245	15245	15245	15245
15148	二组队爬塔59	15246	15246	15246	15246	15246	15246
15149	二组队爬塔60	15247	15247	15247	15248	15247	15247
15150	二组队爬塔61	15250	15250	15250	15250	15250	15250
15151	二组队爬塔62	15251	15251	15251	15251	15251	15251
15152	二组队爬塔63	15252	15252	15252	15253	15252	15252
15153	二组队爬塔64	15255	15255	15255	15255	15255	15255
15154	二组队爬塔65	15256	15256	15256	15256	15256	15256
15155	二组队爬塔66	15257	15257	15257	15258	15257	15257
15156	二组队爬塔67	15260	15260	15260	15260	15260	15260
15157	二组队爬塔68	15261	15261	15261	15261	15261	15261
15158	二组队爬塔69	15262	15262	15262	15263	15262	15262
15159	二组队爬塔70	15265	15265	15265	15265	15265	15265
15160	二组队爬塔71	15266	15266	15266	15266	15266	15266
15161	二组队爬塔72	15267	15267	15267	15268	15267	15267
15162	二组队爬塔73	15270	15270	15270	15270	15270	15270
15163	二组队爬塔74	15271	15271	15271	15271	15271	15271
15164	二组队爬塔75	15272	15272	15272	15273	15272	15272
15165	二组队爬塔76	15275	15275	15275	15275	15275	15275
15166	二组队爬塔77	15276	15276	15276	15276	15276	15276
15167	二组队爬塔78	15277	15277	15277	15278	15277	15277
15168	二组队爬塔79	15280	15280	15280	15280	15280	15280
15169	二组队爬塔80	15281	15281	15281	15281	15281	15281
15170	二组队爬塔81	15282	15282	15282	15283	15282	15282
15171	二组队爬塔82	15285	15285	15285	15285	15285	15285
15172	二组队爬塔83	15286	15286	15286	15286	15286	15286
15173	二组队爬塔84	15287	15287	15287	15288	15287	15287
15174	二组队爬塔85	15290	15290	15290	15290	15290	15290
15175	二组队爬塔86	15291	15291	15291	15291	15291	15291
15176	二组队爬塔87	15292	15292	15292	15293	15292	15292
15177	二组队爬塔88	15295	15295	15295	15295	15295	15295
15178	二组队爬塔89	15296	15296	15296	15296	15296	15296
15179	二组队爬塔90	15297	15297	15297	15298	15297	15297
15180	三组队爬塔1	15300	15300	15300	15300	15300	15300
15181	三组队爬塔2	15301	15301	15301	15301	15301	15301
15182	三组队爬塔3	15302	15302	15302	15303	15302	15302
15183	三组队爬塔4	15305	15305	15305	15305	15305	15305
15184	三组队爬塔5	15306	15306	15306	15306	15306	15306
15185	三组队爬塔6	15307	15307	15307	15308	15307	15307
15186	三组队爬塔7	15310	15310	15310	15310	15310	15310
15187	三组队爬塔8	15311	15311	15311	15311	15311	15311
15188	三组队爬塔9	15312	15312	15312	15313	15312	15312
15189	三组队爬塔10	15315	15315	15315	15315	15315	15315
15190	三组队爬塔11	15316	15316	15316	15316	15316	15316
15191	三组队爬塔12	15317	15317	15317	15318	15317	15317
15192	三组队爬塔13	15320	15320	15320	15320	15320	15320
15193	三组队爬塔14	15321	15321	15321	15321	15321	15321
15194	三组队爬塔15	15322	15322	15322	15323	15322	15322
15195	三组队爬塔16	15325	15325	15325	15325	15325	15325
15196	三组队爬塔17	15326	15326	15326	15326	15326	15326
15197	三组队爬塔18	15327	15327	15327	15328	15327	15327
15198	三组队爬塔19	15330	15330	15330	15330	15330	15330
15199	三组队爬塔20	15331	15331	15331	15331	15331	15331
15200	三组队爬塔21	15332	15332	15332	15333	15332	15332
15201	三组队爬塔22	15335	15335	15335	15335	15335	15335
15202	三组队爬塔23	15336	15336	15336	15336	15336	15336
15203	三组队爬塔24	15337	15337	15337	15338	15337	15337
15204	三组队爬塔25	15340	15340	15340	15340	15340	15340
15205	三组队爬塔26	15341	15341	15341	15341	15341	15341
15206	三组队爬塔27	15342	15342	15342	15343	15342	15342
15207	三组队爬塔28	15345	15345	15345	15345	15345	15345
15208	三组队爬塔29	15346	15346	15346	15346	15346	15346
15209	三组队爬塔30	15347	15347	15347	15348	15347	15347
15210	三组队爬塔31	15350	15350	15350	15350	15350	15350
15211	三组队爬塔32	15351	15351	15351	15351	15351	15351
15212	三组队爬塔33	15352	15352	15352	15353	15352	15352
15213	三组队爬塔34	15355	15355	15355	15355	15355	15355
15214	三组队爬塔35	15356	15356	15356	15356	15356	15356
15215	三组队爬塔36	15357	15357	15357	15358	15357	15357
15216	三组队爬塔37	15360	15360	15360	15360	15360	15360
15217	三组队爬塔38	15361	15361	15361	15361	15361	15361
15218	三组队爬塔39	15362	15362	15362	15363	15362	15362
15219	三组队爬塔40	15365	15365	15365	15365	15365	15365
15220	三组队爬塔41	15366	15366	15366	15366	15366	15366
15221	三组队爬塔42	15367	15367	15367	15368	15367	15367
15222	三组队爬塔43	15370	15370	15370	15370	15370	15370
15223	三组队爬塔44	15371	15371	15371	15371	15371	15371
15224	三组队爬塔45	15372	15372	15372	15373	15372	15372
15225	三组队爬塔46	15375	15375	15375	15375	15375	15375
15226	三组队爬塔47	15376	15376	15376	15376	15376	15376
15227	三组队爬塔48	15377	15377	15377	15378	15377	15377
15228	三组队爬塔49	15380	15380	15380	15380	15380	15380
15229	三组队爬塔50	15381	15381	15381	15381	15381	15381
15230	三组队爬塔51	15382	15382	15382	15383	15382	15382
15231	三组队爬塔52	15385	15385	15385	15385	15385	15385
15232	三组队爬塔53	15386	15386	15386	15386	15386	15386
15233	三组队爬塔54	15387	15387	15387	15388	15387	15387
15234	三组队爬塔55	15390	15390	15390	15390	15390	15390
15235	三组队爬塔56	15391	15391	15391	15391	15391	15391
15236	三组队爬塔57	15392	15392	15392	15393	15392	15392
15237	三组队爬塔58	15395	15395	15395	15395	15395	15395
15238	三组队爬塔59	15396	15396	15396	15396	15396	15396
15239	三组队爬塔60	15397	15397	15397	15398	15397	15397
15240	三组队爬塔61	15400	15400	15400	15400	15400	15400
15241	三组队爬塔62	15401	15401	15401	15401	15401	15401
15242	三组队爬塔63	15402	15402	15402	15403	15402	15402
15243	三组队爬塔64	15405	15405	15405	15405	15405	15405
15244	三组队爬塔65	15406	15406	15406	15406	15406	15406
15245	三组队爬塔66	15407	15407	15407	15408	15407	15407
15246	三组队爬塔67	15410	15410	15410	15410	15410	15410
15247	三组队爬塔68	15411	15411	15411	15411	15411	15411
15248	三组队爬塔69	15412	15412	15412	15413	15412	15412
15249	三组队爬塔70	15415	15415	15415	15415	15415	15415
15250	三组队爬塔71	15416	15416	15416	15416	15416	15416
15251	三组队爬塔72	15417	15417	15417	15418	15417	15417
15252	三组队爬塔73	15420	15420	15420	15420	15420	15420
15253	三组队爬塔74	15421	15421	15421	15421	15421	15421
15254	三组队爬塔75	15422	15422	15422	15423	15422	15422
15255	三组队爬塔76	15425	15425	15425	15425	15425	15425
15256	三组队爬塔77	15426	15426	15426	15426	15426	15426
15257	三组队爬塔78	15427	15427	15427	15428	15427	15427
15258	三组队爬塔79	15430	15430	15430	15430	15430	15430
15259	三组队爬塔80	15431	15431	15431	15431	15431	15431
15260	三组队爬塔81	15432	15432	15432	15433	15432	15432
15261	三组队爬塔82	15435	15435	15435	15435	15435	15435
15262	三组队爬塔83	15436	15436	15436	15436	15436	15436
15263	三组队爬塔84	15437	15437	15437	15438	15437	15437
15264	三组队爬塔85	15440	15440	15440	15440	15440	15440
15265	三组队爬塔86	15441	15441	15441	15441	15441	15441
15266	三组队爬塔87	15442	15442	15442	15443	15442	15442
15267	三组队爬塔88	15445	15445	15445	15445	15445	15445
15268	三组队爬塔89	15446	15446	15446	15446	15446	15446
15269	三组队爬塔90	15447	15447	15447	15448	15447	15447
15270	群魔乱舞1				16000		
15271	群魔乱舞2				16001		
15272	群魔乱舞3				16002		
15273	群魔乱舞4				16003		
15274	群魔乱舞5				16004		
15275	群魔乱舞6				16005		
15276	群魔乱舞7				16006		
15277	群魔乱舞8				16007		
15278	群魔乱舞9				16008		
15279	群魔乱舞10				16009		
15280	群魔乱舞11				16010		
15281	群魔乱舞12				16011		
15282	群魔乱舞13				16012		
15283	群魔乱舞14				16013		
15284	群魔乱舞15				16014		
15285	群魔乱舞16				16015		
15286	群魔乱舞17				16016		
15287	群魔乱舞18				16017		
15288	群魔乱舞19				16018		
15289	群魔乱舞20				16019		
15290	群魔乱舞21				16020		
15291	群魔乱舞22				16021		
15292	群魔乱舞23				16022		
15293	群魔乱舞24				16023		
15294	群魔乱舞25				16024		
15295	群魔乱舞26				16025		
15296	群魔乱舞27				16026		
