rewardID	money	soul	items	money_fcm	soul_fcm	items_fcm
574	0	30	[(25600, 1, 750),(26344, 1, 750),(26032, 1, 500)]	0	15	[(25600, 1, 750),(25600, 1, 750),(26032, 1, 500)]
575	0	30	[(25600, 1, 750),(26344, 1, 750),(26032, 1, 500)]	0	15	[(25600, 1, 750),(25600, 1, 750),(26032, 1, 500)]
576	0	72	[(27195,5,10000)]	0	36	[(27195,5,10000)]
577	0	30	[(25600, 1, 750),(26344, 1, 750),(26032, 1, 500)]	0	15	[(25600, 1, 750),(25600, 1, 750),(26032, 1, 500)]
578	0	30	[(25600, 1, 750),(26344, 1, 750),(26032, 1, 500)]	0	15	[(25600, 1, 750),(25600, 1, 750),(26032, 1, 500)]
579	0	72	[(27195,5,10000)]	0	36	[(27195,5,10000)]
580	0	30	[(25600, 1, 750),(26344, 1, 750),(26032, 1, 500)]	0	15	[(25600, 1, 750),(25600, 1, 750),(26032, 1, 500)]
581	0	30	[(25600, 1, 750),(26344, 1, 750),(26032, 1, 500)]	0	15	[(25600, 1, 750),(25600, 1, 750),(26032, 1, 500)]
582	0	72	[(27195,5,10000)]	0	36	[(27195,5,10000)]
583	0	0	[(25600, 1, 750),(26344, 1, 750),(26032, 1, 500)]	0	0	[(25600, 1, 750),(25600, 1, 750),(26032, 1, 500)]
584	0	0	[(25600, 1, 750),(26344, 1, 750),(26032, 1, 500)]	0	0	[(25600, 1, 750),(25600, 1, 750),(26032, 1, 500)]
585	424200	150	[(28635,1,10000),(28640,1,10000),(27235,1,1000)]	212100	75	[(28635,1,10000),(28640,1,10000),(27235,1,1000)]
586	0	30	[(25600, 1, 750),(26344, 1, 750),(26032, 1, 500)]	0	15	[(25600, 1, 750),(25600, 1, 750),(26032, 1, 500)]
587	0	30	[(25600, 1, 750),(26344, 1, 750),(26032, 1, 500)]	0	15	[(25600, 1, 750),(25600, 1, 750),(26032, 1, 500)]
588	0	72	[(27195,6,10000)]	0	36	[(27195,6,10000)]
589	0	30	[(25600, 1, 750),(26344, 1, 750),(26032, 1, 500)]	0	15	[(25600, 1, 750),(25600, 1, 750),(26032, 1, 500)]
590	0	30	[(25600, 1, 750),(26344, 1, 750),(26032, 1, 500)]	0	15	[(25600, 1, 750),(25600, 1, 750),(26032, 1, 500)]
591	0	72	[(27195,6,10000)]	0	36	[(27195,6,10000)]
592	0	30	[(25600, 1, 750),(26344, 1, 750),(26032, 1, 500)]	0	15	[(25600, 1, 750),(25600, 1, 750),(26032, 1, 500)]
593	0	30	[(25600, 1, 750),(26344, 1, 750),(26032, 1, 500)]	0	15	[(25600, 1, 750),(25600, 1, 750),(26032, 1, 500)]
594	0	72	[(27195,6,10000)]	0	36	[(27195,6,10000)]
595	0	30	[(25600, 1, 750),(26344, 1, 750),(26032, 1, 500)]	0	15	[(25600, 1, 750),(25600, 1, 750),(26032, 1, 500)]
596	0	30	[(25600, 1, 750),(26344, 1, 750),(26032, 1, 500)]	0	15	[(25600, 1, 750),(25600, 1, 750),(26032, 1, 500)]
597	0	72	[(27195,6,10000)]	0	36	[(27195,6,10000)]
598	0	0	[(25600, 1, 750),(26344, 1, 750),(26032, 1, 500)]	0	0	[(25600, 1, 750),(25600, 1, 750),(26032, 1, 500)]
599	0	0	[(25600, 1, 750),(26344, 1, 750),(26032, 1, 500)]	0	0	[(25600, 1, 750),(25600, 1, 750),(26032, 1, 500)]
600	484800	150	[(28636,1,10000),(28640,1,10000),(27236,1,1000)]	242400	75	[(28636,1,10000),(28640,1,10000),(27236,1,1000)]
601	0	30	[(25600, 1, 750),(26344, 1, 750),(26032, 1, 500)]	0	15	[(25600, 1, 750),(25600, 1, 750),(26032, 1, 500)]
602	0	30	[(25600, 1, 750),(26344, 1, 750),(26032, 1, 500)]	0	15	[(25600, 1, 750),(25600, 1, 750),(26032, 1, 500)]
603	0	72	[(27195,7,10000)]	0	36	[(27195,7,10000)]
604	0	30	[(25600, 1, 750),(26344, 1, 750),(26032, 1, 500)]	0	15	[(25600, 1, 750),(25600, 1, 750),(26032, 1, 500)]
605	0	30	[(25600, 1, 750),(26344, 1, 750),(26032, 1, 500)]	0	15	[(25600, 1, 750),(25600, 1, 750),(26032, 1, 500)]
606	0	72	[(27195,7,10000)]	0	36	[(27195,7,10000)]
607	0	30	[(25600, 1, 750),(26344, 1, 750),(26032, 1, 500)]	0	15	[(25600, 1, 750),(25600, 1, 750),(26032, 1, 500)]
608	0	30	[(25600, 1, 750),(26344, 1, 750),(26032, 1, 500)]	0	15	[(25600, 1, 750),(25600, 1, 750),(26032, 1, 500)]
609	0	72	[(27195,7,10000)]	0	36	[(27195,7,10000)]
610	0	30	[(25600, 1, 750),(26344, 1, 750),(26032, 1, 500)]	0	15	[(25600, 1, 750),(25600, 1, 750),(26032, 1, 500)]
611	0	30	[(25600, 1, 750),(26344, 1, 750),(26032, 1, 500)]	0	15	[(25600, 1, 750),(25600, 1, 750),(26032, 1, 500)]
612	0	72	[(27195,7,10000)]	0	36	[(27195,7,10000)]
613	0	0	[(25600, 1, 750),(26344, 1, 750),(26032, 1, 500)]	0	0	[(25600, 1, 750),(25600, 1, 750),(26032, 1, 500)]
614	0	0	[(25600, 1, 750),(26344, 1, 750),(26032, 1, 500)]	0	0	[(25600, 1, 750),(25600, 1, 750),(26032, 1, 500)]
615	545400	150	[(28637,1,10000),(28641,1,10000),(27237,1,1000)]	272700	75	[(28637,1,10000),(28641,1,10000),(27237,1,1000)]
616	0	30	[(25600, 1, 750),(26344, 1, 750),(26032, 1, 500)]	0	15	[(25600, 1, 750),(25600, 1, 750),(26032, 1, 500)]
617	0	30	[(25600, 1, 750),(26344, 1, 750),(26032, 1, 500)]	0	15	[(25600, 1, 750),(25600, 1, 750),(26032, 1, 500)]
618	0	72	[(27195,8,10000)]	0	36	[(27195,8,10000)]
619	0	30	[(25600, 1, 750),(26344, 1, 750),(26032, 1, 500)]	0	15	[(25600, 1, 750),(25600, 1, 750),(26032, 1, 500)]
620	0	30	[(25600, 1, 750),(26344, 1, 750),(26032, 1, 500)]	0	15	[(25600, 1, 750),(25600, 1, 750),(26032, 1, 500)]
621	0	72	[(27195,8,10000)]	0	36	[(27195,8,10000)]
622	0	30	[(25600, 1, 750),(26344, 1, 750),(26032, 1, 500)]	0	15	[(25600, 1, 750),(25600, 1, 750),(26032, 1, 500)]
623	0	30	[(25600, 1, 750),(26344, 1, 750),(26032, 1, 500)]	0	15	[(25600, 1, 750),(25600, 1, 750),(26032, 1, 500)]
624	0	72	[(27195,8,10000)]	0	36	[(27195,8,10000)]
625	0	30	[(25600, 1, 750),(26344, 1, 750),(26032, 1, 500)]	0	15	[(25600, 1, 750),(25600, 1, 750),(26032, 1, 500)]
626	0	30	[(25600, 1, 750),(26344, 1, 750),(26032, 1, 500)]	0	15	[(25600, 1, 750),(25600, 1, 750),(26032, 1, 500)]
627	0	72	[(27195,8,10000)]	0	36	[(27195,8,10000)]
628	0	0	[(25600, 1, 750),(26344, 1, 750),(26032, 1, 500)]	0	0	[(25600, 1, 750),(25600, 1, 750),(26032, 1, 500)]
629	0	0	[(25600, 1, 750),(26344, 1, 750),(26032, 1, 500)]	0	0	[(25600, 1, 750),(25600, 1, 750),(26032, 1, 500)]
630	606000	150	[(28638,1,10000),(28641,1,10000),(27238,1,1000)]	303000	75	[(28638,1,10000),(28641,1,10000),(27238,1,1000)]
