rank	level	rewardItem
20	81	[(27481,2),(25684,60),(25663,30)]
1	82	[(27481,5),(27482,1),(25684,200),(25663,100)]
2	82	[(27481,4),(27482,1),(25684,150),(25663,75)]
3	82	[(27481,3),(27482,1),(25684,100),(25663,50)]
4	82	[(27481,3),(25684,80),(25663,40)]
5	82	[(27481,3),(25684,80),(25663,40)]
6	82	[(27481,3),(25684,80),(25663,40)]
7	82	[(27481,3),(25684,80),(25663,40)]
8	82	[(27481,3),(25684,80),(25663,40)]
9	82	[(27481,3),(25684,80),(25663,40)]
10	82	[(27481,3),(25684,80),(25663,40)]
11	82	[(27481,2),(25684,60),(25663,30)]
12	82	[(27481,2),(25684,60),(25663,30)]
13	82	[(27481,2),(25684,60),(25663,30)]
14	82	[(27481,2),(25684,60),(25663,30)]
15	82	[(27481,2),(25684,60),(25663,30)]
16	82	[(27481,2),(25684,60),(25663,30)]
17	82	[(27481,2),(25684,60),(25663,30)]
18	82	[(27481,2),(25684,60),(25663,30)]
19	82	[(27481,2),(25684,60),(25663,30)]
20	82	[(27481,2),(25684,60),(25663,30)]
1	83	[(27481,5),(27482,1),(25684,200),(25663,100)]
2	83	[(27481,4),(27482,1),(25684,150),(25663,75)]
3	83	[(27481,3),(27482,1),(25684,100),(25663,50)]
4	83	[(27481,3),(25684,80),(25663,40)]
5	83	[(27481,3),(25684,80),(25663,40)]
6	83	[(27481,3),(25684,80),(25663,40)]
7	83	[(27481,3),(25684,80),(25663,40)]
8	83	[(27481,3),(25684,80),(25663,40)]
9	83	[(27481,3),(25684,80),(25663,40)]
10	83	[(27481,3),(25684,80),(25663,40)]
11	83	[(27481,2),(25684,60),(25663,30)]
12	83	[(27481,2),(25684,60),(25663,30)]
13	83	[(27481,2),(25684,60),(25663,30)]
14	83	[(27481,2),(25684,60),(25663,30)]
15	83	[(27481,2),(25684,60),(25663,30)]
16	83	[(27481,2),(25684,60),(25663,30)]
17	83	[(27481,2),(25684,60),(25663,30)]
18	83	[(27481,2),(25684,60),(25663,30)]
19	83	[(27481,2),(25684,60),(25663,30)]
20	83	[(27481,2),(25684,60),(25663,30)]
1	84	[(27481,5),(27482,1),(25684,200),(25663,100)]
2	84	[(27481,4),(27482,1),(25684,150),(25663,75)]
3	84	[(27481,3),(27482,1),(25684,100),(25663,50)]
4	84	[(27481,3),(25684,80),(25663,40)]
5	84	[(27481,3),(25684,80),(25663,40)]
6	84	[(27481,3),(25684,80),(25663,40)]
7	84	[(27481,3),(25684,80),(25663,40)]
8	84	[(27481,3),(25684,80),(25663,40)]
9	84	[(27481,3),(25684,80),(25663,40)]
10	84	[(27481,3),(25684,80),(25663,40)]
11	84	[(27481,2),(25684,60),(25663,30)]
12	84	[(27481,2),(25684,60),(25663,30)]
13	84	[(27481,2),(25684,60),(25663,30)]
14	84	[(27481,2),(25684,60),(25663,30)]
15	84	[(27481,2),(25684,60),(25663,30)]
16	84	[(27481,2),(25684,60),(25663,30)]
17	84	[(27481,2),(25684,60),(25663,30)]
18	84	[(27481,2),(25684,60),(25663,30)]
19	84	[(27481,2),(25684,60),(25663,30)]
20	84	[(27481,2),(25684,60),(25663,30)]
1	85	[(27481,5),(27482,1),(25684,200),(25663,100)]
2	85	[(27481,4),(27482,1),(25684,150),(25663,75)]
3	85	[(27481,3),(27482,1),(25684,100),(25663,50)]
4	85	[(27481,3),(25684,80),(25663,40)]
5	85	[(27481,3),(25684,80),(25663,40)]
6	85	[(27481,3),(25684,80),(25663,40)]
7	85	[(27481,3),(25684,80),(25663,40)]
8	85	[(27481,3),(25684,80),(25663,40)]
9	85	[(27481,3),(25684,80),(25663,40)]
10	85	[(27481,3),(25684,80),(25663,40)]
11	85	[(27481,2),(25684,60),(25663,30)]
12	85	[(27481,2),(25684,60),(25663,30)]
13	85	[(27481,2),(25684,60),(25663,30)]
14	85	[(27481,2),(25684,60),(25663,30)]
15	85	[(27481,2),(25684,60),(25663,30)]
16	85	[(27481,2),(25684,60),(25663,30)]
17	85	[(27481,2),(25684,60),(25663,30)]
18	85	[(27481,2),(25684,60),(25663,30)]
19	85	[(27481,2),(25684,60),(25663,30)]
20	85	[(27481,2),(25684,60),(25663,30)]
1	86	[(27481,5),(27482,1),(25684,200),(25663,100)]
2	86	[(27481,4),(27482,1),(25684,150),(25663,75)]
3	86	[(27481,3),(27482,1),(25684,100),(25663,50)]
4	86	[(27481,3),(25684,80),(25663,40)]
5	86	[(27481,3),(25684,80),(25663,40)]
6	86	[(27481,3),(25684,80),(25663,40)]
7	86	[(27481,3),(25684,80),(25663,40)]
8	86	[(27481,3),(25684,80),(25663,40)]
9	86	[(27481,3),(25684,80),(25663,40)]
10	86	[(27481,3),(25684,80),(25663,40)]
11	86	[(27481,2),(25684,60),(25663,30)]
12	86	[(27481,2),(25684,60),(25663,30)]
13	86	[(27481,2),(25684,60),(25663,30)]
14	86	[(27481,2),(25684,60),(25663,30)]
15	86	[(27481,2),(25684,60),(25663,30)]
16	86	[(27481,2),(25684,60),(25663,30)]
17	86	[(27481,2),(25684,60),(25663,30)]
18	86	[(27481,2),(25684,60),(25663,30)]
19	86	[(27481,2),(25684,60),(25663,30)]
20	86	[(27481,2),(25684,60),(25663,30)]
1	87	[(27481,5),(27482,1),(25684,200),(25663,100)]
2	87	[(27481,4),(27482,1),(25684,150),(25663,75)]
3	87	[(27481,3),(27482,1),(25684,100),(25663,50)]
4	87	[(27481,3),(25684,80),(25663,40)]
5	87	[(27481,3),(25684,80),(25663,40)]
6	87	[(27481,3),(25684,80),(25663,40)]
7	87	[(27481,3),(25684,80),(25663,40)]
8	87	[(27481,3),(25684,80),(25663,40)]
9	87	[(27481,3),(25684,80),(25663,40)]
10	87	[(27481,3),(25684,80),(25663,40)]
11	87	[(27481,2),(25684,60),(25663,30)]
12	87	[(27481,2),(25684,60),(25663,30)]
13	87	[(27481,2),(25684,60),(25663,30)]
14	87	[(27481,2),(25684,60),(25663,30)]
15	87	[(27481,2),(25684,60),(25663,30)]
16	87	[(27481,2),(25684,60),(25663,30)]
17	87	[(27481,2),(25684,60),(25663,30)]
18	87	[(27481,2),(25684,60),(25663,30)]
19	87	[(27481,2),(25684,60),(25663,30)]
20	87	[(27481,2),(25684,60),(25663,30)]
1	88	[(27481,5),(27482,1),(25684,200),(25663,100)]
2	88	[(27481,4),(27482,1),(25684,150),(25663,75)]
3	88	[(27481,3),(27482,1),(25684,100),(25663,50)]
4	88	[(27481,3),(25684,80),(25663,40)]
5	88	[(27481,3),(25684,80),(25663,40)]
6	88	[(27481,3),(25684,80),(25663,40)]
7	88	[(27481,3),(25684,80),(25663,40)]
8	88	[(27481,3),(25684,80),(25663,40)]
9	88	[(27481,3),(25684,80),(25663,40)]
10	88	[(27481,3),(25684,80),(25663,40)]
11	88	[(27481,2),(25684,60),(25663,30)]
12	88	[(27481,2),(25684,60),(25663,30)]
13	88	[(27481,2),(25684,60),(25663,30)]
14	88	[(27481,2),(25684,60),(25663,30)]
15	88	[(27481,2),(25684,60),(25663,30)]
16	88	[(27481,2),(25684,60),(25663,30)]
17	88	[(27481,2),(25684,60),(25663,30)]
18	88	[(27481,2),(25684,60),(25663,30)]
19	88	[(27481,2),(25684,60),(25663,30)]
20	88	[(27481,2),(25684,60),(25663,30)]
1	89	[(27481,5),(27482,1),(25684,200),(25663,100)]
2	89	[(27481,4),(27482,1),(25684,150),(25663,75)]
3	89	[(27481,3),(27482,1),(25684,100),(25663,50)]
4	89	[(27481,3),(25684,80),(25663,40)]
5	89	[(27481,3),(25684,80),(25663,40)]
6	89	[(27481,3),(25684,80),(25663,40)]
7	89	[(27481,3),(25684,80),(25663,40)]
8	89	[(27481,3),(25684,80),(25663,40)]
9	89	[(27481,3),(25684,80),(25663,40)]
10	89	[(27481,3),(25684,80),(25663,40)]
11	89	[(27481,2),(25684,60),(25663,30)]
12	89	[(27481,2),(25684,60),(25663,30)]
13	89	[(27481,2),(25684,60),(25663,30)]
14	89	[(27481,2),(25684,60),(25663,30)]
15	89	[(27481,2),(25684,60),(25663,30)]
16	89	[(27481,2),(25684,60),(25663,30)]
17	89	[(27481,2),(25684,60),(25663,30)]
18	89	[(27481,2),(25684,60),(25663,30)]
19	89	[(27481,2),(25684,60),(25663,30)]
20	89	[(27481,2),(25684,60),(25663,30)]
1	90	[(27481,5),(27482,1),(25684,200),(25663,100)]
2	90	[(27481,4),(27482,1),(25684,150),(25663,75)]
3	90	[(27481,3),(27482,1),(25684,100),(25663,50)]
4	90	[(27481,3),(25684,80),(25663,40)]
5	90	[(27481,3),(25684,80),(25663,40)]
6	90	[(27481,3),(25684,80),(25663,40)]
7	90	[(27481,3),(25684,80),(25663,40)]
8	90	[(27481,3),(25684,80),(25663,40)]
9	90	[(27481,3),(25684,80),(25663,40)]
10	90	[(27481,3),(25684,80),(25663,40)]
11	90	[(27481,2),(25684,60),(25663,30)]
12	90	[(27481,2),(25684,60),(25663,30)]
13	90	[(27481,2),(25684,60),(25663,30)]
14	90	[(27481,2),(25684,60),(25663,30)]
15	90	[(27481,2),(25684,60),(25663,30)]
16	90	[(27481,2),(25684,60),(25663,30)]
17	90	[(27481,2),(25684,60),(25663,30)]
18	90	[(27481,2),(25684,60),(25663,30)]
19	90	[(27481,2),(25684,60),(25663,30)]
20	90	[(27481,2),(25684,60),(25663,30)]
1	91	[(27481,5),(27482,1),(25684,200),(25663,100)]
2	91	[(27481,4),(27482,1),(25684,150),(25663,75)]
3	91	[(27481,3),(27482,1),(25684,100),(25663,50)]
4	91	[(27481,3),(25684,80),(25663,40)]
5	91	[(27481,3),(25684,80),(25663,40)]
6	91	[(27481,3),(25684,80),(25663,40)]
7	91	[(27481,3),(25684,80),(25663,40)]
8	91	[(27481,3),(25684,80),(25663,40)]
9	91	[(27481,3),(25684,80),(25663,40)]
10	91	[(27481,3),(25684,80),(25663,40)]
11	91	[(27481,2),(25684,60),(25663,30)]
12	91	[(27481,2),(25684,60),(25663,30)]
13	91	[(27481,2),(25684,60),(25663,30)]
14	91	[(27481,2),(25684,60),(25663,30)]
15	91	[(27481,2),(25684,60),(25663,30)]
16	91	[(27481,2),(25684,60),(25663,30)]
17	91	[(27481,2),(25684,60),(25663,30)]
18	91	[(27481,2),(25684,60),(25663,30)]
19	91	[(27481,2),(25684,60),(25663,30)]
20	91	[(27481,2),(25684,60),(25663,30)]
1	92	[(27481,5),(27482,1),(25684,200),(25663,100)]
2	92	[(27481,4),(27482,1),(25684,150),(25663,75)]
3	92	[(27481,3),(27482,1),(25684,100),(25663,50)]
4	92	[(27481,3),(25684,80),(25663,40)]
5	92	[(27481,3),(25684,80),(25663,40)]
6	92	[(27481,3),(25684,80),(25663,40)]
7	92	[(27481,3),(25684,80),(25663,40)]
8	92	[(27481,3),(25684,80),(25663,40)]
9	92	[(27481,3),(25684,80),(25663,40)]
10	92	[(27481,3),(25684,80),(25663,40)]
11	92	[(27481,2),(25684,60),(25663,30)]
12	92	[(27481,2),(25684,60),(25663,30)]
13	92	[(27481,2),(25684,60),(25663,30)]
14	92	[(27481,2),(25684,60),(25663,30)]
15	92	[(27481,2),(25684,60),(25663,30)]
16	92	[(27481,2),(25684,60),(25663,30)]
17	92	[(27481,2),(25684,60),(25663,30)]
18	92	[(27481,2),(25684,60),(25663,30)]
19	92	[(27481,2),(25684,60),(25663,30)]
20	92	[(27481,2),(25684,60),(25663,30)]
1	93	[(27481,5),(27482,1),(25684,200),(25663,100)]
2	93	[(27481,4),(27482,1),(25684,150),(25663,75)]
3	93	[(27481,3),(27482,1),(25684,100),(25663,50)]
4	93	[(27481,3),(25684,80),(25663,40)]
5	93	[(27481,3),(25684,80),(25663,40)]
6	93	[(27481,3),(25684,80),(25663,40)]
7	93	[(27481,3),(25684,80),(25663,40)]
8	93	[(27481,3),(25684,80),(25663,40)]
9	93	[(27481,3),(25684,80),(25663,40)]
10	93	[(27481,3),(25684,80),(25663,40)]
11	93	[(27481,2),(25684,60),(25663,30)]
12	93	[(27481,2),(25684,60),(25663,30)]
13	93	[(27481,2),(25684,60),(25663,30)]
14	93	[(27481,2),(25684,60),(25663,30)]
15	93	[(27481,2),(25684,60),(25663,30)]
16	93	[(27481,2),(25684,60),(25663,30)]
17	93	[(27481,2),(25684,60),(25663,30)]
18	93	[(27481,2),(25684,60),(25663,30)]
19	93	[(27481,2),(25684,60),(25663,30)]
20	93	[(27481,2),(25684,60),(25663,30)]
1	94	[(27481,5),(27482,1),(25684,200),(25663,100)]
2	94	[(27481,4),(27482,1),(25684,150),(25663,75)]
3	94	[(27481,3),(27482,1),(25684,100),(25663,50)]
4	94	[(27481,3),(25684,80),(25663,40)]
5	94	[(27481,3),(25684,80),(25663,40)]
6	94	[(27481,3),(25684,80),(25663,40)]
7	94	[(27481,3),(25684,80),(25663,40)]
8	94	[(27481,3),(25684,80),(25663,40)]
9	94	[(27481,3),(25684,80),(25663,40)]
10	94	[(27481,3),(25684,80),(25663,40)]
11	94	[(27481,2),(25684,60),(25663,30)]
12	94	[(27481,2),(25684,60),(25663,30)]
13	94	[(27481,2),(25684,60),(25663,30)]
14	94	[(27481,2),(25684,60),(25663,30)]
15	94	[(27481,2),(25684,60),(25663,30)]
16	94	[(27481,2),(25684,60),(25663,30)]
17	94	[(27481,2),(25684,60),(25663,30)]
18	94	[(27481,2),(25684,60),(25663,30)]
19	94	[(27481,2),(25684,60),(25663,30)]
20	94	[(27481,2),(25684,60),(25663,30)]
1	95	[(27481,5),(27482,1),(25684,200),(25663,100)]
2	95	[(27481,4),(27482,1),(25684,150),(25663,75)]
3	95	[(27481,3),(27482,1),(25684,100),(25663,50)]
4	95	[(27481,3),(25684,80),(25663,40)]
5	95	[(27481,3),(25684,80),(25663,40)]
6	95	[(27481,3),(25684,80),(25663,40)]
7	95	[(27481,3),(25684,80),(25663,40)]
8	95	[(27481,3),(25684,80),(25663,40)]
9	95	[(27481,3),(25684,80),(25663,40)]
10	95	[(27481,3),(25684,80),(25663,40)]
11	95	[(27481,2),(25684,60),(25663,30)]
12	95	[(27481,2),(25684,60),(25663,30)]
13	95	[(27481,2),(25684,60),(25663,30)]
14	95	[(27481,2),(25684,60),(25663,30)]
15	95	[(27481,2),(25684,60),(25663,30)]
16	95	[(27481,2),(25684,60),(25663,30)]
17	95	[(27481,2),(25684,60),(25663,30)]
18	95	[(27481,2),(25684,60),(25663,30)]
19	95	[(27481,2),(25684,60),(25663,30)]
20	95	[(27481,2),(25684,60),(25663,30)]
1	96	[(27481,5),(27482,1),(25684,200),(25663,100)]
2	96	[(27481,4),(27482,1),(25684,150),(25663,75)]
3	96	[(27481,3),(27482,1),(25684,100),(25663,50)]
4	96	[(27481,3),(25684,80),(25663,40)]
5	96	[(27481,3),(25684,80),(25663,40)]
6	96	[(27481,3),(25684,80),(25663,40)]
7	96	[(27481,3),(25684,80),(25663,40)]
8	96	[(27481,3),(25684,80),(25663,40)]
9	96	[(27481,3),(25684,80),(25663,40)]
10	96	[(27481,3),(25684,80),(25663,40)]
11	96	[(27481,2),(25684,60),(25663,30)]
12	96	[(27481,2),(25684,60),(25663,30)]
13	96	[(27481,2),(25684,60),(25663,30)]
14	96	[(27481,2),(25684,60),(25663,30)]
15	96	[(27481,2),(25684,60),(25663,30)]
16	96	[(27481,2),(25684,60),(25663,30)]
17	96	[(27481,2),(25684,60),(25663,30)]
18	96	[(27481,2),(25684,60),(25663,30)]
19	96	[(27481,2),(25684,60),(25663,30)]
20	96	[(27481,2),(25684,60),(25663,30)]
1	97	[(27481,5),(27482,1),(25684,200),(25663,100)]
2	97	[(27481,4),(27482,1),(25684,150),(25663,75)]
3	97	[(27481,3),(27482,1),(25684,100),(25663,50)]
4	97	[(27481,3),(25684,80),(25663,40)]
5	97	[(27481,3),(25684,80),(25663,40)]
6	97	[(27481,3),(25684,80),(25663,40)]
7	97	[(27481,3),(25684,80),(25663,40)]
8	97	[(27481,3),(25684,80),(25663,40)]
9	97	[(27481,3),(25684,80),(25663,40)]
10	97	[(27481,3),(25684,80),(25663,40)]
11	97	[(27481,2),(25684,60),(25663,30)]
12	97	[(27481,2),(25684,60),(25663,30)]
13	97	[(27481,2),(25684,60),(25663,30)]
14	97	[(27481,2),(25684,60),(25663,30)]
15	97	[(27481,2),(25684,60),(25663,30)]
16	97	[(27481,2),(25684,60),(25663,30)]
17	97	[(27481,2),(25684,60),(25663,30)]
18	97	[(27481,2),(25684,60),(25663,30)]
19	97	[(27481,2),(25684,60),(25663,30)]
20	97	[(27481,2),(25684,60),(25663,30)]
1	98	[(27481,5),(27482,1),(25684,200),(25663,100)]
2	98	[(27481,4),(27482,1),(25684,150),(25663,75)]
3	98	[(27481,3),(27482,1),(25684,100),(25663,50)]
4	98	[(27481,3),(25684,80),(25663,40)]
5	98	[(27481,3),(25684,80),(25663,40)]
6	98	[(27481,3),(25684,80),(25663,40)]
7	98	[(27481,3),(25684,80),(25663,40)]
8	98	[(27481,3),(25684,80),(25663,40)]
9	98	[(27481,3),(25684,80),(25663,40)]
10	98	[(27481,3),(25684,80),(25663,40)]
11	98	[(27481,2),(25684,60),(25663,30)]
12	98	[(27481,2),(25684,60),(25663,30)]
13	98	[(27481,2),(25684,60),(25663,30)]
14	98	[(27481,2),(25684,60),(25663,30)]
15	98	[(27481,2),(25684,60),(25663,30)]
16	98	[(27481,2),(25684,60),(25663,30)]
17	98	[(27481,2),(25684,60),(25663,30)]
18	98	[(27481,2),(25684,60),(25663,30)]
19	98	[(27481,2),(25684,60),(25663,30)]
20	98	[(27481,2),(25684,60),(25663,30)]
1	99	[(27481,5),(27482,1),(25684,200),(25663,100)]
2	99	[(27481,4),(27482,1),(25684,150),(25663,75)]
3	99	[(27481,3),(27482,1),(25684,100),(25663,50)]
4	99	[(27481,3),(25684,80),(25663,40)]
5	99	[(27481,3),(25684,80),(25663,40)]
6	99	[(27481,3),(25684,80),(25663,40)]
7	99	[(27481,3),(25684,80),(25663,40)]
8	99	[(27481,3),(25684,80),(25663,40)]
9	99	[(27481,3),(25684,80),(25663,40)]
10	99	[(27481,3),(25684,80),(25663,40)]
11	99	[(27481,2),(25684,60),(25663,30)]
12	99	[(27481,2),(25684,60),(25663,30)]
13	99	[(27481,2),(25684,60),(25663,30)]
14	99	[(27481,2),(25684,60),(25663,30)]
15	99	[(27481,2),(25684,60),(25663,30)]
16	99	[(27481,2),(25684,60),(25663,30)]
17	99	[(27481,2),(25684,60),(25663,30)]
18	99	[(27481,2),(25684,60),(25663,30)]
19	99	[(27481,2),(25684,60),(25663,30)]
20	99	[(27481,2),(25684,60),(25663,30)]
1	100	[(27481,5),(27482,1),(25685,200),(25664,100)]
2	100	[(27481,4),(27482,1),(25685,150),(25664,75)]
3	100	[(27481,3),(27482,1),(25685,100),(25664,50)]
4	100	[(27481,3),(25685,80),(25664,40)]
5	100	[(27481,3),(25685,80),(25664,40)]
6	100	[(27481,3),(25685,80),(25664,40)]
7	100	[(27481,3),(25685,80),(25664,40)]
8	100	[(27481,3),(25685,80),(25664,40)]
9	100	[(27481,3),(25685,80),(25664,40)]
10	100	[(27481,3),(25685,80),(25664,40)]
11	100	[(27481,2),(25685,60),(25664,30)]
12	100	[(27481,2),(25685,60),(25664,30)]
13	100	[(27481,2),(25685,60),(25664,30)]
14	100	[(27481,2),(25685,60),(25664,30)]
15	100	[(27481,2),(25685,60),(25664,30)]
16	100	[(27481,2),(25685,60),(25664,30)]
17	100	[(27481,2),(25685,60),(25664,30)]
18	100	[(27481,2),(25685,60),(25664,30)]
19	100	[(27481,2),(25685,60),(25664,30)]
20	100	[(27481,2),(25685,60),(25664,30)]
1	101	[(27481,5),(27482,1),(25685,200),(25664,100)]
2	101	[(27481,4),(27482,1),(25685,150),(25664,75)]
3	101	[(27481,3),(27482,1),(25685,100),(25664,50)]
4	101	[(27481,3),(25685,80),(25664,40)]
5	101	[(27481,3),(25685,80),(25664,40)]
6	101	[(27481,3),(25685,80),(25664,40)]
7	101	[(27481,3),(25685,80),(25664,40)]
8	101	[(27481,3),(25685,80),(25664,40)]
9	101	[(27481,3),(25685,80),(25664,40)]
10	101	[(27481,3),(25685,80),(25664,40)]
11	101	[(27481,2),(25685,60),(25664,30)]
12	101	[(27481,2),(25685,60),(25664,30)]
13	101	[(27481,2),(25685,60),(25664,30)]
14	101	[(27481,2),(25685,60),(25664,30)]
15	101	[(27481,2),(25685,60),(25664,30)]
16	101	[(27481,2),(25685,60),(25664,30)]
17	101	[(27481,2),(25685,60),(25664,30)]
18	101	[(27481,2),(25685,60),(25664,30)]
19	101	[(27481,2),(25685,60),(25664,30)]
20	101	[(27481,2),(25685,60),(25664,30)]
1	102	[(27481,5),(27482,1),(25685,200),(25664,100)]
2	102	[(27481,4),(27482,1),(25685,150),(25664,75)]
3	102	[(27481,3),(27482,1),(25685,100),(25664,50)]
4	102	[(27481,3),(25685,80),(25664,40)]
5	102	[(27481,3),(25685,80),(25664,40)]
6	102	[(27481,3),(25685,80),(25664,40)]
7	102	[(27481,3),(25685,80),(25664,40)]
8	102	[(27481,3),(25685,80),(25664,40)]
9	102	[(27481,3),(25685,80),(25664,40)]
10	102	[(27481,3),(25685,80),(25664,40)]
11	102	[(27481,2),(25685,60),(25664,30)]
12	102	[(27481,2),(25685,60),(25664,30)]
13	102	[(27481,2),(25685,60),(25664,30)]
14	102	[(27481,2),(25685,60),(25664,30)]
15	102	[(27481,2),(25685,60),(25664,30)]
16	102	[(27481,2),(25685,60),(25664,30)]
17	102	[(27481,2),(25685,60),(25664,30)]
18	102	[(27481,2),(25685,60),(25664,30)]
19	102	[(27481,2),(25685,60),(25664,30)]
20	102	[(27481,2),(25685,60),(25664,30)]
1	103	[(27481,5),(27482,1),(25685,200),(25664,100)]
2	103	[(27481,4),(27482,1),(25685,150),(25664,75)]
3	103	[(27481,3),(27482,1),(25685,100),(25664,50)]
4	103	[(27481,3),(25685,80),(25664,40)]
5	103	[(27481,3),(25685,80),(25664,40)]
6	103	[(27481,3),(25685,80),(25664,40)]
7	103	[(27481,3),(25685,80),(25664,40)]
8	103	[(27481,3),(25685,80),(25664,40)]
9	103	[(27481,3),(25685,80),(25664,40)]
10	103	[(27481,3),(25685,80),(25664,40)]
11	103	[(27481,2),(25685,60),(25664,30)]
12	103	[(27481,2),(25685,60),(25664,30)]
13	103	[(27481,2),(25685,60),(25664,30)]
14	103	[(27481,2),(25685,60),(25664,30)]
15	103	[(27481,2),(25685,60),(25664,30)]
16	103	[(27481,2),(25685,60),(25664,30)]
17	103	[(27481,2),(25685,60),(25664,30)]
18	103	[(27481,2),(25685,60),(25664,30)]
19	103	[(27481,2),(25685,60),(25664,30)]
20	103	[(27481,2),(25685,60),(25664,30)]
1	104	[(27481,5),(27482,1),(25685,200),(25664,100)]
2	104	[(27481,4),(27482,1),(25685,150),(25664,75)]
3	104	[(27481,3),(27482,1),(25685,100),(25664,50)]
4	104	[(27481,3),(25685,80),(25664,40)]
5	104	[(27481,3),(25685,80),(25664,40)]
6	104	[(27481,3),(25685,80),(25664,40)]
7	104	[(27481,3),(25685,80),(25664,40)]
8	104	[(27481,3),(25685,80),(25664,40)]
9	104	[(27481,3),(25685,80),(25664,40)]
10	104	[(27481,3),(25685,80),(25664,40)]
11	104	[(27481,2),(25685,60),(25664,30)]
12	104	[(27481,2),(25685,60),(25664,30)]
13	104	[(27481,2),(25685,60),(25664,30)]
14	104	[(27481,2),(25685,60),(25664,30)]
15	104	[(27481,2),(25685,60),(25664,30)]
16	104	[(27481,2),(25685,60),(25664,30)]
17	104	[(27481,2),(25685,60),(25664,30)]
18	104	[(27481,2),(25685,60),(25664,30)]
19	104	[(27481,2),(25685,60),(25664,30)]
20	104	[(27481,2),(25685,60),(25664,30)]
1	105	[(27481,5),(27482,1),(25685,200),(25664,100)]
2	105	[(27481,4),(27482,1),(25685,150),(25664,75)]
3	105	[(27481,3),(27482,1),(25685,100),(25664,50)]
4	105	[(27481,3),(25685,80),(25664,40)]
5	105	[(27481,3),(25685,80),(25664,40)]
6	105	[(27481,3),(25685,80),(25664,40)]
7	105	[(27481,3),(25685,80),(25664,40)]
8	105	[(27481,3),(25685,80),(25664,40)]
9	105	[(27481,3),(25685,80),(25664,40)]
10	105	[(27481,3),(25685,80),(25664,40)]
11	105	[(27481,2),(25685,60),(25664,30)]
12	105	[(27481,2),(25685,60),(25664,30)]
13	105	[(27481,2),(25685,60),(25664,30)]
14	105	[(27481,2),(25685,60),(25664,30)]
15	105	[(27481,2),(25685,60),(25664,30)]
16	105	[(27481,2),(25685,60),(25664,30)]
17	105	[(27481,2),(25685,60),(25664,30)]
18	105	[(27481,2),(25685,60),(25664,30)]
19	105	[(27481,2),(25685,60),(25664,30)]
20	105	[(27481,2),(25685,60),(25664,30)]
1	106	[(27481,5),(27482,1),(25685,200),(25664,100)]
2	106	[(27481,4),(27482,1),(25685,150),(25664,75)]
3	106	[(27481,3),(27482,1),(25685,100),(25664,50)]
4	106	[(27481,3),(25685,80),(25664,40)]
5	106	[(27481,3),(25685,80),(25664,40)]
6	106	[(27481,3),(25685,80),(25664,40)]
7	106	[(27481,3),(25685,80),(25664,40)]
8	106	[(27481,3),(25685,80),(25664,40)]
9	106	[(27481,3),(25685,80),(25664,40)]
10	106	[(27481,3),(25685,80),(25664,40)]
11	106	[(27481,2),(25685,60),(25664,30)]
12	106	[(27481,2),(25685,60),(25664,30)]
13	106	[(27481,2),(25685,60),(25664,30)]
14	106	[(27481,2),(25685,60),(25664,30)]
15	106	[(27481,2),(25685,60),(25664,30)]
16	106	[(27481,2),(25685,60),(25664,30)]
17	106	[(27481,2),(25685,60),(25664,30)]
18	106	[(27481,2),(25685,60),(25664,30)]
19	106	[(27481,2),(25685,60),(25664,30)]
20	106	[(27481,2),(25685,60),(25664,30)]
1	107	[(27481,5),(27482,1),(25685,200),(25664,100)]
2	107	[(27481,4),(27482,1),(25685,150),(25664,75)]
3	107	[(27481,3),(27482,1),(25685,100),(25664,50)]
4	107	[(27481,3),(25685,80),(25664,40)]
5	107	[(27481,3),(25685,80),(25664,40)]
6	107	[(27481,3),(25685,80),(25664,40)]
7	107	[(27481,3),(25685,80),(25664,40)]
8	107	[(27481,3),(25685,80),(25664,40)]
9	107	[(27481,3),(25685,80),(25664,40)]
10	107	[(27481,3),(25685,80),(25664,40)]
11	107	[(27481,2),(25685,60),(25664,30)]
12	107	[(27481,2),(25685,60),(25664,30)]
13	107	[(27481,2),(25685,60),(25664,30)]
14	107	[(27481,2),(25685,60),(25664,30)]
15	107	[(27481,2),(25685,60),(25664,30)]
16	107	[(27481,2),(25685,60),(25664,30)]
17	107	[(27481,2),(25685,60),(25664,30)]
18	107	[(27481,2),(25685,60),(25664,30)]
19	107	[(27481,2),(25685,60),(25664,30)]
20	107	[(27481,2),(25685,60),(25664,30)]
1	108	[(27481,5),(27482,1),(25685,200),(25664,100)]
2	108	[(27481,4),(27482,1),(25685,150),(25664,75)]
3	108	[(27481,3),(27482,1),(25685,100),(25664,50)]
4	108	[(27481,3),(25685,80),(25664,40)]
5	108	[(27481,3),(25685,80),(25664,40)]
6	108	[(27481,3),(25685,80),(25664,40)]
7	108	[(27481,3),(25685,80),(25664,40)]
8	108	[(27481,3),(25685,80),(25664,40)]
9	108	[(27481,3),(25685,80),(25664,40)]
10	108	[(27481,3),(25685,80),(25664,40)]
11	108	[(27481,2),(25685,60),(25664,30)]
12	108	[(27481,2),(25685,60),(25664,30)]
13	108	[(27481,2),(25685,60),(25664,30)]
14	108	[(27481,2),(25685,60),(25664,30)]
15	108	[(27481,2),(25685,60),(25664,30)]
16	108	[(27481,2),(25685,60),(25664,30)]
17	108	[(27481,2),(25685,60),(25664,30)]
18	108	[(27481,2),(25685,60),(25664,30)]
19	108	[(27481,2),(25685,60),(25664,30)]
