module_variable_name	source_text	target_text	need_translate	
Common.Other.GlobalPrompt.UNION_EXPLORE_PRISONER_FULL_PROMPT	战俘已满抓捕失败，获得个人贡献#C(#00FF00)%s#n，前进#C(#00FF00)%s#n米	You can't capture more prisoners. You got Personal Contribution #C(#00FF00)%s#n and advanced #C(#00FF00)%s#n meters.	0	
Common.Other.GlobalPrompt.UNION_EXPLORE_QUESTION_RIGHT_PROMPT	回答正确，获得个人贡献#C(#00FF00)%s#n, 公会资源#C(#00FF00)%s#n，前进#C(#00FF00)%s#n米	Your answer is right. You got Personal Contribution #C(#00FF00)%s#n, Guild Resources #C(#00FF00)%s#n，and advanced #C(#00FF00)%s#n meters.	0	
Common.Other.GlobalPrompt.UNION_EXPLORE_QUESTION_WRONG_PROMPT	回答错误，获得个人贡献#C(#00FF00)%s#n, 公会资源#C(#00FF00)%s#n，后退#C(#00FF00)%s#n米	Your answer is wrong. You got Personal Contribution #C(#00FF00)%s#n,Guild Resources #C(#00FF00)%s#n, and advanced #C(#00FF00)%s#n meters.	0	
Common.Other.GlobalPrompt.UNION_EXPLORE_TAKE_PRISONER_FAIL_PROMPT	您战斗失败，获得个人贡献#C(#00FF00)%s#n，后退#C(#00FF00)%s#n米	Challenge failed. You got Personal Contribution #C(#00FF00)%s#n and advanced#C(#00FF00)%s#n meters.	0	
Common.Other.GlobalPrompt.UNION_EXPLORE_TAKE_PRISONER_SUCCESS_PROMPT	您抓获一个战俘，获得个人贡献#C(#00FF00)%s#n，前进#C(#00FF00)%s#n米	You captured a prisoner and got Personal Contribution #C(#00FF00)%s#n and advanced #C(#00FF00)%s#n meters.	0	
Common.Other.GlobalPrompt.UNION_EXPLORE_YOU_ESCAPE_PROMPT	您不战而逃，获得个人贡献#C(#00FF00)%s#n，后退#C(#00FF00)%s#n米	You left without challenging. You got Personal Contribution #C(#00FF00)%s#n and move C(#00FF00)%s#n meters back.	0	
Common.Other.GlobalPrompt.UNION_FB_INVITE_SUBSTITUTE	【公会副本—替身组队】#C(#00FF00)%s#n正在和您的替身组队	[Guild Dungeon Substitute]#C(#00FF00)%s#n is forming a team with your Substitute.	0	
Common.Other.GlobalPrompt.UNION_FB_NO_COST	你选择不消耗行动力进行挑战#H战斗不会获得奖励，且不增加占领度。	You chose to challenge without consuming Attempts. #H You won't get rewards or Progress from the battle.	0	
Common.Other.GlobalPrompt.UNION_GOD_CANT_CHALLENGE	在23:55-24:00为结算时间，请明日再挑战！	23:55-24:00 is Ranking time. Please challenge again tomorrow!	0	
Common.Other.GlobalPrompt.UNION_GOD_FIRST_KILL_MSG	本公会#C(#fefb00)%s#n首个通关公会魔神第#C(#fefb00)%s#n关。	#C(#fefb00)%s#n of our guild has been the first one to clear Blood Trial lvl #C(#fefb00)%s#n.	0	
Common.Other.GlobalPrompt.UNION_GOD_FIRST_KILL_NEWS	本公会#C(#fefb00)%s#n首个通关公会魔神第#C(#fefb00)%s#n关。	#C(#fefb00)%s#n of our guild has been the first one to clear Blood Trial lvl #C(#fefb00)%s#n.	0	
Common.Other.GlobalPrompt.UNION_HAS_JOIN_IN_UNION	该玩家已加入其它公会	The player has joined another Guild.	0	
Common.Other.GlobalPrompt.UNION_JOB_DOWN_FULL_PROMPT	下一级职位已满，请先调整。	This role is full.	0	
Common.Other.GlobalPrompt.UNION_JOB_UP_FULL_PROMPT	上一级职位已满，请先调整。	This role is full.	0	
Common.Other.GlobalPrompt.UNION_JOIN_WELCOME_MSG	欢迎#C(#fefb00)%s#n加入公会。	#C(#fefb00)%s#n became the newest member of our guild. Welcome!	0	
Common.Other.GlobalPrompt.UNION_KUAFU_WAR_ALL_GATE_BROKEN_PROMPT	所有城门已被攻破，圣域争霸活动已结束	All gates have been broken. Storm the Castle has finished.	0	
Common.Other.GlobalPrompt.UNION_KUAFU_WAR_BREAK_WIN_STREAK	#C(#E87D22)【圣域争霸】#n功夫再高，也怕菜刀，#C(#00FF00)%s#n破掉#C(#00FF00)%s#n的#C(#00FF00)%s#n连杀，真是新一代神人！	#C(#E87D22)[Storm the Castle#n Invincible!#C(#00FF00)%s#n has broken the #C(#00FF00)%s#n Killing Streak of #C(#00FF00)%s#n. Awesome!	0	
Common.Other.GlobalPrompt.UNION_KUAFU_WAR_BUFF_PROMPT	#C(#00FF00)%s#n激活了#C(#FFFF00)%s#n，公会全体成员获得#C(#00F6FF)%s#n效果	#C(#00FF00)%s#n has activated #C(#FFFF00)%s#n. All Guild members have received #C(#00F6FF)%s#n.	0	
Common.Other.GlobalPrompt.UNION_KUAFU_WAR_CANT_ENTER_PROMPT	只有本服排名#C(#00FF00)第1～3名#n的公会勇士才能前往	Only the warriors who rank #C(#00FF00)No.1-No.3#n in this server can capture the castle. 	0	
Common.Other.GlobalPrompt.UNION_KUAFU_WAR_CAN_JOIN_HEARSAY	#C(#E87D22)【圣域争霸】#n跨服圣域争霸已经开启，请本服#C(#00FF00)其他公会#n界面排名#C(#00FF00)第1～3名#n的公会勇士尽快前往准备，夺取属于您的圣城！	#C(#E87D22)[Storm the Castle]#nStorm the Castle Cross-server has been unlocked. The warriors who rank #C(#00FF00) No.1-No.3 in other Guilds #n of this server#C(#00FF00) should get ready and go capture the castle!	0	
Common.Other.GlobalPrompt.UNION_KUAFU_WAR_END_HEARSAY	#C(#E87D22)【圣域争霸】#n勇者无敌，圣域永驻，#C(#00FF00)%s#n公会获得圣域入驻权利，让我们一起觐见新的#C(#00FF00)圣域独裁者#n吧！	#C(#E87D22)[Storm the Castle]#n Courage is the creed. #C(#00FF00)%s#nThe Guild has won the right to enter Storm the Castle. Let's wait and see who will be the new #C(#00FF00)King#n!	0	
Common.Other.GlobalPrompt.UNION_KUAFU_WAR_GATE_BROKEN_HEARSAY	#C(#E87D22)【圣域争霸】#n#C(#00FF00)%s#n已被攻破，入驻圣域就在眼前，各位公会勇士大展神威，让我们一起开创新的伟业吧！	#C(#E87D22)[Storm the Castle]#n#C(#00FF00)%s#n has been broken through. Let's enter Storm the Castle now and fight together, warriors!	0	
Common.Other.GlobalPrompt.UNION_KUAFU_WAR_GODDESS_PROMPT	您正受到女神的庇护，获得#C(#E87D22)%s#n	You are under the protection of the Goddess. You've received #C(#E87D22)%s#n.	0	
Common.Other.GlobalPrompt.UNION_KUAFU_WAR_LEAVE_PROMPT	对方已经离开了城门，请选择其他玩家挑战。	Your rival has left the Gate. Please choose someone else to challenge.	0	
Common.Other.GlobalPrompt.UNION_KUAFU_WAR_LOST_GUARD_RECORD	#C(#00FF00)圣域守卫#n击败了您，您的积分#C(#00FF00)-%s#n	#C(#00FF00)The Constellation Guard#n has defeated you. Your Points #C(#00FF00)-%s#n.	0	
Common.Other.GlobalPrompt.UNION_KUAFU_WAR_LOST_PVP_RECORD	#C(#00FF00)%s#n击败了您，您的积分#C(#00FF00)-%s#n	#C(#00FF00)%s#n has defeated you. Your Points #C(#00FF00)-%s#n	0	
Common.Other.GlobalPrompt.UNION_KUAFU_WAR_NEW_JOIN_PROMPT	#C(#E87D22)【圣域争霸】#n%s进入圣域，公会总积分#C(#00FF00)+%s#n	#C(#E87D22)[Storm the Castle] #n%s has entered Storm the Castle. Guild Points #C(#00FF00)+%s#n.	0	
Common.Other.GlobalPrompt.UNION_KUAFU_WAR_OTHER_CD_PROMPT	该玩家当前不可以挑战，请先挑战其他玩家。	You can't challenge this player right now. Please challenge other players first.	0	
Common.Other.GlobalPrompt.UNION_KUAFU_WAR_START_HEARSAY	#C(#E87D22)【圣域争霸】#n跨服圣域争霸正式开启，夺取城门，攻破圣域，圣城就是您的啦！	#C(#E87D22)[Storm the Castle]#n Storm the Castle Cross-server have been unlocked. Break through the Gate, take over the Castle and be the King!	0	
Common.Other.GlobalPrompt.UNION_KUAFU_WAR_TEN_MINUTE_READY_HEARSAY	#C(#E87D22)【圣域争霸】#n跨服圣域争霸将在10分钟后开启，请本服#C(#00FF00)其他公会#n界面排名#C(#00FF00)第1～3名#n的公会勇士做好准备！	#C(#E87D22)[Storm the Castle]#n Storm the Castle Cross-server will be unlocked in 1 minute. The warriors who ranked #C(#00FF00)No.1#n and #C(#00FF00)No.2#n in the Guild should get ready and go capture the city!	0	
Common.Other.GlobalPrompt.UNION_KUAFU_WAR_WIN_GUARD_RECORD	您战胜了#C(#00FF00)圣域守卫#n，您的积分#C(#00FF00)+%s#n	You defeated the #C(#00FF00)Constellation Guard#n. Your Points #C(#00FF00)+%s#n.	0	
Common.Other.GlobalPrompt.UNION_KUAFU_WAR_WIN_PVP_RECORD	您战胜了#C(#00FF00)%s#n，您的积分#C(#00FF00)+%s#n	You defeated #C(#00FF00)%s#n. Your Points #C(#00FF00)+%s#n.	0	
Common.Other.GlobalPrompt.UNION_KUAFU_WAR_WIN_STREAK_HEARSAY2	#C(#E87D22)【圣域争霸】#n#C(#00FF00)%s#n连杀！#C(#00FF00)%s#n已经杀人如麻！	#C(#E87D22)[Storm the Castle]#n#C(#00FF00)%s#n Killing Streak#C(#00FF00)%s#n!	0	
Common.Other.GlobalPrompt.UNION_KUAFU_WAR_WIN_STREAK_HEARSAY3	#C(#E87D22)【圣域争霸】#n#C(#00FF00)%s#n连杀！#C(#00FF00)%s#n已经暴走杀戮！	#C(#E87D22)[Storm the Castle]#n#C(#00FF00)%s#nKilling Streak! #C(#00FF00)%s#n!	0	
Common.Other.GlobalPrompt.UNION_KUAFU_WAR_WIN_STREAK_HEARSAY4	#C(#E87D22)【圣域争霸】#n#C(#00FF00)%s#n连杀！#C(#00FF00)%s#n已经如同神一般的杀戮！	#C(#E87D22)[Storm the Castle]#n#C(#00FF00)%s#nKilling Streak#C(#00FF00)%s#n has killed so many!	0	
Common.Other.GlobalPrompt.UNION_KUAFU_WAR_WIN_STREAK_HEARSAY5	#C(#E87D22)【圣域争霸】#n#C(#00FF00)%s#n连杀！#C(#00FF00)%s#n已经遇神杀神，遇佛杀佛，无人能挡！	#C(#E87D22)[Storm the Castle]#n#C(#00FF00)%s#nKilling Streak#C(#00FF00)%s#n has killed everything on his way!	0	
Common.Other.GlobalPrompt.UNION_MEMBER_FULL	公会人数已达上限，请提升公会等级或者先清理人数	The number of Guild members has reached the limit. Please upgrade your guild or kick some players out first.	0	
Common.Other.GlobalPrompt.UNION_NAME_REPEAT	这个公会名字已被占用。	This name is already in use.	0	
Common.Other.GlobalPrompt.UNION_OPEN_TREASURE_COPPER_MSG	公会富豪#C(#FFFF00)%s#n为大家开启了#C(#FF6600)铜宝箱#n，大家快去夺取吧！#C(#00ff00)#U#A(#K(GHDB))前往夺宝#n#n#n	The great #C(#FFFF00)%s#n opened a #C(#FF6600) Bronze Chest#n. Everyone go plunder!	0	
Common.Other.GlobalPrompt.UNION_OPEN_TREASURE_COPPER_NEWS	富豪#C(#fefb00)%s#n开启了#C(#FF6600)铜宝箱#n。	The great #C(#fefb00)%s#n opened a #C(#FF6600)Bronze Chest#n.	0	
Common.Other.GlobalPrompt.UNION_OPEN_TREASURE_GOLD_MSG	公会富豪#C(#FFFF00)%s#n为大家开启了#C(#FF6600)金宝箱#n，大家快去夺取吧！#C(#00ff00)#U#A(#K(GHDB))前往夺宝#n#n#n	The great #C(#FFFF00)%s#n opened a #C(#FF6600)Gold Chest#n. Everyone  go plunder!	0	
Common.Other.GlobalPrompt.UNION_OPEN_TREASURE_GOLD_NEWS	富豪#C(#fefb00)%s#n开启了#C(#FF6600)金宝箱#n。	The great #C(#fefb00)%s#n opened a #C(#FF6600)Gold Chest#n.	0	
Common.Other.GlobalPrompt.UNION_OPEN_TREASURE_SILVER_MSG	公会富豪#C(#FFFF00)%s#n为大家开启了#C(#FF6600)银宝箱#n，大家快去夺取吧！#C(#00ff00)#U#A(#K(GHDB))前往夺宝#n#n#n	The great #C(#FFFF00)%s#n opened a #C(#FF6600)Silver Chest#n. Everyone go plunder!	0	
Common.Other.GlobalPrompt.UNION_OPEN_TREASURE_SILVER_NEWS	富豪#C(#fefb00)%s#n开启了#C(#FF6600)银宝箱#n。	The great #C(#fefb00)%s#n opened a #C(#FF6600)Silver Chest#n.	0	
Common.Other.GlobalPrompt.UNION_PRESIDENT_TRANSFER_MSG	恭喜#C(#fefb00)%s#n成为新任会长！	Congratulations to #C(#fefb00)%s#n on becoming the new Guild Master!	0	
Common.Other.GlobalPrompt.UNION_QQ_NOT_LOGIN	当前无法连接至游戏平台，请刷新页面或者重新登录游戏后再试。	Failed to log in the game. Please try to refresh or log in again.	0	
Common.Other.GlobalPrompt.UNION_ROLE_OFFLINE	该玩家已离线。	This player is offline now.	0	
Common.Other.GlobalPrompt.UNION_TASK_FINISHED_HELP_FAIL	任务已完成，协助失败	You completed all Guild quests, you can’t help others to upgrade their quest star level.	0	
Common.Other.GlobalPrompt.UNION_TASK_HAS_HELPED	您已对该任务进行过提星	You have already upgraded this quest's Star Level.	0	
Common.Other.GlobalPrompt.UNION_TASK_INVITE_MSG	#C(#EE7600)【公会任务】#n#C(#FFFFFF)#C(#00FF00)%s#n玩家接取了一个公会任务，完成后可以大大增加公会资源，大家快来帮他提星吧。 #C(#00ff00)#U#A(#K(helpUpStar,%s))立即协助#n#n#n	#C(#EE7600)【Guild Quest】#n#C(#FFFFFF)#C(#00FF00)%s#n received a Guild Quest, your Guild can obtain a lot of resources in this adventure! Help the player to upgrade its quest Star level. #C(#00ff00)#U#A(#K(helpUpStar,%s)) Help now #n#n#n	0	
Common.Other.GlobalPrompt.UNION_TASK_NO_HELP_CNT	今日已经没有提星次数	You cannot help others to upgrade their Star Level today.	0	
Common.Other.GlobalPrompt.UNION_TASK_STAR_FULL	任务已满星，提星失败	This quest reached the highest star level. Can’t upgrade!	0	
Common.Other.GlobalPrompt.UNION_TASK_UPGRADE_SUCCESS	任务提星成功	Upgraded!	0	
Common.Other.GlobalPrompt.UNION_TASK_WHO_HELP_YOU	#C(#00FF00)%s#n将您的任务提至#C(#fbfe00)%s#n星	#C(#00FF00)%s#n has upgraded your quest to #C(#fbfe00)%s#n-Stars.	0	
Common.Other.GlobalPrompt.USE_EVO_SUC_MSG	使用成功，您的坐骑升阶至%s阶%s星	Your mount has upgrades to lvl %s, %s stars	0	
Common.Other.GlobalPrompt.USE_EXP_SUC_MSG	使用成功，获得%s坐骑经验。	Your mount has received %s EXP.	0	
Common.Other.GlobalPrompt.UnBindRMB_Tips	神石 +%s#H	Balens + %s#H	0	
Common.Other.GlobalPrompt.UnbindRMB_Q_NotEnough	充值神石不足，购买失败	You don't have enough Recharge Balens to buy it.	0	
Common.Other.GlobalPrompt.UnionBuildingLevelUp	升级操作成功	Upgraded successfully!	0	
Common.Other.GlobalPrompt.UnionBuildingLevelUpAll	#C(#E87D22)【建筑升级】#n#C(#FFFFFF)经过我们的共同努力，公会#n#C(#FEFB00)%s#n#C(#FFFFFF)提升到#C(#FEFB00)%s级#n#C(#FFFFFF)，让我们一起享受成果吧！	#C(#E87D22)【Building Upgrade】#n#C(#FFFFFF)The Guild #n#C(#FEFB00)%s#n#C(#FFFFFF) has been upgraded to level #C(#FEFB00)%s #n#C(#FFFFFF). Let's enjoy this achievement!	0	
Common.Other.GlobalPrompt.UnionCntMaxTips	公会数量已达上限，无法创建新公会，请选择其他公会加入。	The server has reached its maximum amount of Guilds. You cannot create a new Guild! Try joining one!	0	
Common.Other.GlobalPrompt.UnionContribution_Tips	公会贡献+%s#H	Guild Contribution + %s#H	0	
Common.Other.GlobalPrompt.UnionDismissCotent	亲爱的龙骑士，您所在的【%s】公会由于连续7日新增公会资源不足%s，公会已自动解散。若您之前不在【%s】公会中，请忽略此邮件。	Dear Legend Knight, your Guild 【%s】 has been dissolved automatically because you had less than %s new resources in the past 7 days. If you are not a member of 【%s】, please ignore the mail.	0	
Common.Other.GlobalPrompt.UnionDismissSender	系统	System	0	
Common.Other.GlobalPrompt.UnionDismissTitle	公会自动解散说明	Guild Auto Closing Description	0	
Common.Other.GlobalPrompt.UnionDismissWarnCotent	亲爱的龙骑士，您所在的【%s】公会昨日新增公会资源不足%s。若连续7天增加的资源小于%s，公会将被强制解散。目前是第%s天。若您已不在【%s】公会中请忽略此邮件。	Dear Legend Knight, your Guild【%s】failed to obtain  %s new resources yesterday. If it fails to obtain at least %s new resources for 7 days in a row it will be dissolved(it's been %s days). If you're not a member of 【%s】, please ignore the mail.	0	
Common.Other.GlobalPrompt.UnionDismissWarnSender	系统	System	0	
Common.Other.GlobalPrompt.UnionDismissWarnTitle	公会自动解散警告	Guild Auto Closing Warning	0	
Common.Other.GlobalPrompt.UnionExp_Tips	公会经验+%s#H	Guild EXP + %s#H	0	
Common.Other.GlobalPrompt.UnionGoodBuyOkay	购买成功	Bought successfully!	0	
Common.Other.GlobalPrompt.UnionGoodNoLeft	商品已售空	Item sold out.	0	
Common.Other.GlobalPrompt.UnionMagicTower	魔法塔	Magic Tower	0	
Common.Other.GlobalPrompt.UnionResource_Tips	公会资源+%s#H	Guild Resources + %s#H	0	
Common.Other.GlobalPrompt.UnionShenShouBlessingOkay	祝福成功，在神兽战斗中攻击力%s%%	Successfully Blessed! Increases Attack in Guild Monster battles by %s%%	0	
Common.Other.GlobalPrompt.UnionShenShouCallLimitCnt	今日已召唤神兽，请明日再召唤	You’ve already summoned the Guild Monster. Please summon it again tomorrow.	0	
Common.Other.GlobalPrompt.UnionShenShouCallSuccess	神兽召唤操作成功	You've successfully summoned the Guild monster!	0	
Common.Other.GlobalPrompt.UnionShenShouCallSuccessAll	#C(#E87D22)【神兽召唤】#n平地起惊雷，公会神兽#C(#00FF00)%s#n随着一道闪电出现在公会驻地，请大家前往挑战，获得丰厚奖励！	#C(#E87D22)【Guild Monster】#n The Guild Monster #C(#00FF00)%s#n has appeared in the Guild Base. Go challenge it to win great rewards!	0	
Common.Other.GlobalPrompt.UnionShenShouChallengeFail	神兽挑战失败，获得战斗奖励	Challenge Failed. You received battle rewards.	0	
Common.Other.GlobalPrompt.UnionShenShouChallengeLimitCnt	今日挑战次数已达上限	You cannot challenge anymore today.	0	
Common.Other.GlobalPrompt.UnionShenShouChallengeSuccess	神兽挑战成功，获得战斗奖励	Challenged successfully! You've received battle rewards.	0	
Common.Other.GlobalPrompt.UnionShenShouChallengeSuccessAll	#C(#E87D22)【神兽挑战】#n#C(#00FF00)%s#n#C(#FFFFFF)神勇无敌，挑战神兽成功，神兽口吐%s,飞入#C(#ff0000)公会商店#n，大家快去抢购啊！#C(#00ff00)#U#A(#K(OPEN_UNION_SHOP_PANEL))前往购买#n	#C(#E87D22)【Guild Monster Challenge】#n#C(#00FF00)%s#n#C(#FFFFFF) defeated the Guild Monster. The Guild Monster dropped a lot of %s. Go to the #C(#ff0000)Guild Shop#n to buy them now!  #C(#00ff00)#U#A(#K(OPEN_UNION_SHOP_PANEL)) Buy now  #n	0	
Common.Other.GlobalPrompt.UnionShenShouChallengeTime	#C(#fbfe00)今日神兽挑战还剩余%s次#n	#C(#fbfe00)Today's remaining Monster challenges: %s #n	0	
Common.Other.GlobalPrompt.UnionShenShouDisappear	【神兽挑战】公会神兽#C(#00FF00)%s#n全身雷光闪烁，腾空而去，离开公会驻地，请大家明天再召唤！	【Guild Monster Challenge】The Guild Monster #C(#00FF00)%s#n has left the Guild Base. Please summon it again tomorrow!	0	
Common.Other.GlobalPrompt.UnionShenShouFeedAfterFull	喂养成功，获得个人贡献+%s	Successfully fed! Personal Contribution +%s	0	
Common.Other.GlobalPrompt.UnionShenShouFeedFull	#C(#E87D22)【神兽喂养】#n#C(#00FF00)%s#n#C(#FFFFFF)已经成熟，正在公会嗷嗷撒娇：快来召唤我吧！快来请挑战我吧！	#C(#E87D22)【Guild Monster Feed】The #n#C(#00FF00)%s#n#C(#FFFFFF) is mature. Go summon and challenge it!	0	
Common.Other.GlobalPrompt.UnionShenShouFeedOkay	喂养成功，获得个人贡献%s，神兽成长%s	Successfully fed! Personal Contribution +%s! Growth +%s!	0	
Common.Other.GlobalPrompt.UnionShenShouGrowthValueNotEnough	神兽成长值不足，召唤失败	Not enough Growth! Cannot summon!	0	
Common.Other.GlobalPrompt.UnionShenShouHurtRankMailCotent	您昨日在公会神兽挑战中伤害排名第%s,获得排名奖励,请尽快提取！	You ranked No. %s in yesterday's Guild Monster Damage Ranking. Please claim the rewards as soon as possible!	0	
Common.Other.GlobalPrompt.UnionShenShouHurtRankMailSender	系统	System	0	
Common.Other.GlobalPrompt.UnionShenShouHurtRankMailTitle	公会神兽排行奖励	Guild Monster Ranking Rewards	0	
Common.Other.GlobalPrompt.UnionShenShouPerfectFeedOkay	#C(#E87D22)【神兽喂养】#n#C(#00FF00)%s#n#C(#FFFFFF)挥毫撒神石，神兽瞬间完美成熟，正在公会嗷嗷撒娇：求召唤！求挑战！	#C(#E87D22)【Guild Monster Feed】#n#C(#00FF00)%s#n#C(#FFFFFF) has spent a lot of Balens to breed the Guild Monster. Go summon and challenge it!	0	
Common.Other.GlobalPrompt.UnionShenShouUpGradeOkay	神兽升阶操作成功	Successfully upgraded!	0	
Common.Other.GlobalPrompt.UnionShenShouUpGradeOkayAll	#C(#E87D22)【神兽升级】#n#C(#FFFFFF)经过大家不懈的努力，公会神兽升阶为#C(#00FF00)%s#n，召唤后即可获得更多的奖励，快去喂养吧！#n	#C(#E87D22)【Guild Monster Upgrade】#n#C(#FFFFFF) The Guild Monster has been upgraded to lvl #C(#00FF00)%s#n. Go feed it! Summon the Guild Monster to win more amazing rewards!#n	0	
Common.Other.GlobalPrompt.UnionShenShouUpperFeedOkay	#C(#E87D22)【神兽喂养】#n#C(#00FF00)%s#n#C(#FFFFFF)从口袋中掏出一把神石高级喂养神兽，神兽成长值增加#n#C(#00FF00)%s点#n#C(#FFFFFF)，乐得神兽嗷嗷大叫：好爽啊，多喂我一点吧！	#C(#E87D22)【Guild Monster Feed】#n#C(#00FF00)%s#n#C(#FFFFFF) used Adv. Feed on the Guild Monster with Balens, which increases its Growth by #n#C(#00FF00)%s #n#C(#FFFFFF). The Guild Monster is roaring: I want more food!	0	
Common.Other.GlobalPrompt.UnionShenShoutan	神兽坛	Guild Monster Altar	0	
Common.Other.GlobalPrompt.UnionSkillActiveOkay	技能重新激活	Skill reactivated.	0	
Common.Other.GlobalPrompt.UnionSkillLearnOkay	技能学习成功	Learnt successfully!	0	
Common.Other.GlobalPrompt.UnionSkillResearchGoOn	#C(#E87D22)【技能研究】#n#C(#FEFB00) %s技能#n #C(#FFFFFF)由于公会资源充足，继续开始研究！	#C(#E87D22)【Skill Research】Now there are enough Guild Resources. Keep researching skills -  #n#C(#FEFB00) %s #n #C(#FFFFFF)!	0	
Common.Other.GlobalPrompt.UnionSkillResearchOkay	#C(#E87D22)【技能研究】#n#C(#FFFFFF)经过大家共同努力，#n#C(#FEFB00) %s#n #C(#FFFFFF)研究成功，大家可前往工会技能学习！	#C(#E87D22)【Skill Research】#n#C(#FFFFFF) We have successfully learnt #n#C(#FEFB00) %s#n #C(#FFFFFF)! Go research the Guild Skill!	0	
Common.Other.GlobalPrompt.UnionSkillResearchPause	#C(#E87D22)【技能研究】#n#C(#FEFB00)%s#n #C(#FFFFFF)由于公会资源不足暂停研究，请大家尽快增加公会资源，保证技能恢复研究！	#C(#E87D22)【Skill Research】We don’t have enough Resources to research #n#C(#FEFB00)%s#n #C(#FFFFFF). Collect more Guild Resources as soon as possible to continue!	0	
Common.Other.GlobalPrompt.UnionSkillResearchSuccess	技能研究操作成功	Researched successfully!	0	
Common.Other.GlobalPrompt.UnionSkillResearchSuccessAll	#C(#E87D22)【技能研究】#n#C(#00FF00)%s#n#C(#FFFFFF)开启了#C(#FEFB00)%s技能#n研究，请大家务必保证每小时有充足的公会资源！	#C(#E87D22)【Skill Research】#n#C(#00FF00)%s#n#C(#FFFFFF) has unlocked #C(#FEFB00)%s#n Research. Please make sure there are enough Guild Resources for every hour's research.	0	
Common.Other.GlobalPrompt.UnionSkillTimeOut	您有公会技能过期，请前往公会技能重新激活	There are inactive Guild Skills. Please go reactivate them again.	0	
Common.Other.GlobalPrompt.UnionStore	商店	Shop	0	
Common.Other.GlobalPrompt.UnionStoreActiveGoodOkay	商品激活操作成功	Activated successfully!	0	
Common.Other.GlobalPrompt.UnionStoreActiveGoodOkayAll	#C(#E87D22)【商店激活】#n#C(#FFFFFF)经过大家不懈的努力，公会商店开始出售#Z(%s,%s)，大家快去商店购买吧！	#C(#E87D22)【Shop Activation】#n#C(#FFFFFF)The Guild Shop has finally put #Z(%s,%s) on sale. Go to the Shop and buy it!	0	
Common.Other.GlobalPrompt.UniverBuy_Msg	#C(#E87D22)由于大家疯狂地抢购，#C(#FFFF00)全民团购活动全民大礼包（%s）#C(#E87D22)购买人数已达#C(#00FF00)%s#C(#E87D22)人，每日参与团购的玩家在0点结算后统一发放福利宝箱，巨量回馈，等你来拿。#C(#00FF00)#U#A(#K(openQMTG))我也要团购！#n#n	#C(#E87D22)The #C(#FFFF00)Chinese Valentine's Day Pack（%s）#C(#E87D22)is very popular,  #C(#00FF00)%s#C(#E87D22) players bought it. The bonus chest will be distributed to eligible players after 00:00 every day.#C(#00FF00)#U#A(#K(openQMTG))I want the bonus too!#n#n	0	
Common.Other.GlobalPrompt.UpGradeEquipment_Failt	英雄等级不足	This Hero's level is too low.	0	
Common.Other.GlobalPrompt.UseFireWorksFail	当前场景无法使用烟花	You cannot set off fireworks here.	0	
Common.Other.GlobalPrompt.UseFireWorks_Tips	#C(#00EE00)%s#n在#C(#FFFF00)%s#n使用了烟花，“嘭”的一声巨响,烟花腾空而起，在天空中绽开五颜六色，绚丽如梦	#C(#00EE00)%s#nset off fireworks in #C(#FFFF00)%s#n and with a "Boom!" the fireworks exploded in the sky. It's beautiful!	0	
Common.Other.GlobalPrompt.VIPLibaoLevel	等级不足，到达20级可以领取	You need to be lvl 20 to claim the rewards.	0	
Common.Other.GlobalPrompt.VIP_BINDRMB	魔晶+%s,	Bound Balens + %s	0	
Common.Other.GlobalPrompt.VIP_GOLD	金币+%s,	Gold + %s	0	
Common.Other.GlobalPrompt.VIP_LIBAO_MSG1	#C(#00FF00)%s#n领取了贵族#C(#0DF6FF)%s#n奖励:	#C(#00FF00)%s#n has claimed VIP #C(#0DF6FF)%s#n rewards:	0	
Common.Other.GlobalPrompt.VIP_LIBAO_MSG2	真是羡煞旁人！	So lucky!	0	
Common.Other.GlobalPrompt.VIP_TIPS	#C(#00FF00)%s#n贵族等级提升至#C(#00FF00)%s#n级，获得更多优惠，这是要制霸全服啊	#C(#00FF00)%s#n has become VIP #C(#00FF00)%s#n and now enjoys more privileges.	0	
Common.Other.GlobalPrompt.VIP_UNBIND	神石 +%s,	Balens + %s	0	
Common.Other.GlobalPrompt.WING_ADVANCED_TRAIN_PROMPT	培养成功，共%s次暴击，共获得%s经验。	Trained succesfully. Received blessing %s times and received %s EXP.	0	
Common.Other.GlobalPrompt.WING_LIBAO_PROMPT	成功开启首充羽翼礼盒，获得【白色恋人】羽翼	Opened Wings Pack and received【Sky Angel Wings】.	0	
Common.Other.GlobalPrompt.WING_TRAIN_PROMPT	培养成功，获得%s经验。	Trained successfully. Received %s EXP.	0	
Common.Other.GlobalPrompt.WONDERFUL_GET_REWARD	#C(#00EE00)%s#n领取了#Z(%s,%s)，感谢玩家#C(#00EE00)%s#n对大家做出的贡献。	#C(#00EE00)%s#n claimed #Z(%s,%s). Thank you #C(#00EE00)%s#n.	0	
Common.Other.GlobalPrompt.WONDERFUL_NO_TIMES	已没剩余次数可以领取	Can’t claim anymore!	0	
Common.Other.GlobalPrompt.WONDERFUL_ONCE_RMB_MAIL_CONTENT	亲爱的玩家：#H    您在%s充值了%s神石，获取了对应单笔充值活动的奖励，请注意查收！	Dear player: #HOn %s, you recharged %s Balens and received the corresponding rewards. Check your mail!	0	
