level	minRank	maxRank	money	itemList	titleId	title
148	6	10	2455000	[(26607,200),(27049,30)]	6	称号:不朽的屠龙者
148	5	5	2460000	[(26607,250),(27049,40)]	6	称号:不朽的屠龙者
148	4	4	2466000	[(26607,300),(27049,45)]	5	称号:不灭战神
148	3	3	2473000	[(26607,350),(27049,50)]	5	称号:不灭战神
148	2	2	2481000	[(26607,400),(27049,55)]	5	称号:不灭战神
148	1	1	2496000	[(26607,500),(27049,60)]	1	称号:灭世主宰
149	1001	2000	2479000	[(26607,50),(27049,6)]	0	
149	201	1000	2480000	[(26607,75),(27049,6)]	0	
149	51	200	2481000	[(26607,100),(27049,10)]	0	
149	21	50	2482000	[(26607,125),(27049,10)]	0	
149	11	20	2483000	[(26607,150),(27049,20)]	0	
149	6	10	2485000	[(26607,200),(27049,30)]	6	称号:不朽的屠龙者
149	5	5	2490000	[(26607,250),(27049,40)]	6	称号:不朽的屠龙者
149	4	4	2496000	[(26607,300),(27049,45)]	5	称号:不灭战神
149	3	3	2503000	[(26607,350),(27049,50)]	5	称号:不灭战神
149	2	2	2511000	[(26607,400),(27049,55)]	5	称号:不灭战神
149	1	1	2526000	[(26607,500),(27049,60)]	1	称号:灭世主宰
150	1001	2000	2509000	[(26607,50),(27049,6)]	0	
150	201	1000	2510000	[(26607,75),(27049,6)]	0	
150	51	200	2511000	[(26607,100),(27049,10)]	0	
150	21	50	2512000	[(26607,125),(27049,10)]	0	
150	11	20	2513000	[(26607,150),(27049,20)]	0	
150	6	10	2515000	[(26607,200),(27049,30)]	6	称号:不朽的屠龙者
150	5	5	2520000	[(26607,250),(27049,40)]	6	称号:不朽的屠龙者
150	4	4	2526000	[(26607,300),(27049,45)]	5	称号:不灭战神
150	3	3	2533000	[(26607,350),(27049,50)]	5	称号:不灭战神
150	2	2	2541000	[(26607,400),(27049,55)]	5	称号:不灭战神
150	1	1	2556000	[(26607,500),(27049,60)]	1	称号:灭世主宰
151	1001	2000	2539000	[(26607,50),(27049,6)]	0	
151	201	1000	2540000	[(26607,75),(27049,6)]	0	
151	51	200	2541000	[(26607,100),(27049,10)]	0	
151	21	50	2542000	[(26607,125),(27049,10)]	0	
151	11	20	2543000	[(26607,150),(27049,20)]	0	
151	6	10	2545000	[(26607,200),(27049,30)]	6	称号:不朽的屠龙者
151	5	5	2550000	[(26607,250),(27049,40)]	6	称号:不朽的屠龙者
151	4	4	2556000	[(26607,300),(27049,45)]	5	称号:不灭战神
151	3	3	2563000	[(26607,350),(27049,50)]	5	称号:不灭战神
151	2	2	2571000	[(26607,400),(27049,55)]	5	称号:不灭战神
151	1	1	2586000	[(26607,500),(27049,60)]	1	称号:灭世主宰
152	1001	2000	2569000	[(26607,50),(27049,6)]	0	
152	201	1000	2570000	[(26607,75),(27049,6)]	0	
152	51	200	2571000	[(26607,100),(27049,10)]	0	
152	21	50	2572000	[(26607,125),(27049,10)]	0	
152	11	20	2573000	[(26607,150),(27049,20)]	0	
152	6	10	2575000	[(26607,200),(27049,30)]	6	称号:不朽的屠龙者
152	5	5	2580000	[(26607,250),(27049,40)]	6	称号:不朽的屠龙者
152	4	4	2586000	[(26607,300),(27049,45)]	5	称号:不灭战神
152	3	3	2593000	[(26607,350),(27049,50)]	5	称号:不灭战神
152	2	2	2601000	[(26607,400),(27049,55)]	5	称号:不灭战神
152	1	1	2616000	[(26607,500),(27049,60)]	1	称号:灭世主宰
153	1001	2000	2599000	[(26607,50),(27049,6)]	0	
153	201	1000	2600000	[(26607,75),(27049,6)]	0	
153	51	200	2601000	[(26607,100),(27049,10)]	0	
153	21	50	2602000	[(26607,125),(27049,10)]	0	
153	11	20	2603000	[(26607,150),(27049,20)]	0	
153	6	10	2605000	[(26607,200),(27049,30)]	6	称号:不朽的屠龙者
153	5	5	2610000	[(26607,250),(27049,40)]	6	称号:不朽的屠龙者
153	4	4	2616000	[(26607,300),(27049,45)]	5	称号:不灭战神
153	3	3	2623000	[(26607,350),(27049,50)]	5	称号:不灭战神
153	2	2	2631000	[(26607,400),(27049,55)]	5	称号:不灭战神
153	1	1	2646000	[(26607,500),(27049,60)]	1	称号:灭世主宰
154	1001	2000	2629000	[(26607,50),(27049,6)]	0	
154	201	1000	2630000	[(26607,75),(27049,6)]	0	
154	51	200	2631000	[(26607,100),(27049,10)]	0	
154	21	50	2632000	[(26607,125),(27049,10)]	0	
154	11	20	2633000	[(26607,150),(27049,20)]	0	
154	6	10	2635000	[(26607,200),(27049,30)]	6	称号:不朽的屠龙者
154	5	5	2640000	[(26607,250),(27049,40)]	6	称号:不朽的屠龙者
154	4	4	2646000	[(26607,300),(27049,45)]	5	称号:不灭战神
154	3	3	2653000	[(26607,350),(27049,50)]	5	称号:不灭战神
154	2	2	2661000	[(26607,400),(27049,55)]	5	称号:不灭战神
154	1	1	2676000	[(26607,500),(27049,60)]	1	称号:灭世主宰
155	1001	2000	2659000	[(26607,50),(27049,6)]	0	
155	201	1000	2660000	[(26607,75),(27049,6)]	0	
155	51	200	2661000	[(26607,100),(27049,10)]	0	
155	21	50	2662000	[(26607,125),(27049,10)]	0	
155	11	20	2663000	[(26607,150),(27049,20)]	0	
155	6	10	2665000	[(26607,200),(27049,30)]	6	称号:不朽的屠龙者
155	5	5	2670000	[(26607,250),(27049,40)]	6	称号:不朽的屠龙者
155	4	4	2676000	[(26607,300),(27049,45)]	5	称号:不灭战神
155	3	3	2683000	[(26607,350),(27049,50)]	5	称号:不灭战神
155	2	2	2691000	[(26607,400),(27049,55)]	5	称号:不灭战神
155	1	1	2706000	[(26607,500),(27049,60)]	1	称号:灭世主宰
156	1001	2000	2689000	[(26607,50),(27049,6)]	0	
156	201	1000	2690000	[(26607,75),(27049,6)]	0	
156	51	200	2691000	[(26607,100),(27049,10)]	0	
156	21	50	2692000	[(26607,125),(27049,10)]	0	
156	11	20	2693000	[(26607,150),(27049,20)]	0	
156	6	10	2695000	[(26607,200),(27049,30)]	6	称号:不朽的屠龙者
156	5	5	2700000	[(26607,250),(27049,40)]	6	称号:不朽的屠龙者
156	4	4	2706000	[(26607,300),(27049,45)]	5	称号:不灭战神
156	3	3	2713000	[(26607,350),(27049,50)]	5	称号:不灭战神
156	2	2	2721000	[(26607,400),(27049,55)]	5	称号:不灭战神
156	1	1	2736000	[(26607,500),(27049,60)]	1	称号:灭世主宰
157	1001	2000	2719000	[(26607,50),(27049,6)]	0	
157	201	1000	2720000	[(26607,75),(27049,6)]	0	
157	51	200	2721000	[(26607,100),(27049,10)]	0	
157	21	50	2722000	[(26607,125),(27049,10)]	0	
157	11	20	2723000	[(26607,150),(27049,20)]	0	
157	6	10	2725000	[(26607,200),(27049,30)]	6	称号:不朽的屠龙者
157	5	5	2730000	[(26607,250),(27049,40)]	6	称号:不朽的屠龙者
157	4	4	2736000	[(26607,300),(27049,45)]	5	称号:不灭战神
157	3	3	2743000	[(26607,350),(27049,50)]	5	称号:不灭战神
157	2	2	2751000	[(26607,400),(27049,55)]	5	称号:不灭战神
157	1	1	2766000	[(26607,500),(27049,60)]	1	称号:灭世主宰
158	1001	2000	2749000	[(26607,50),(27049,6)]	0	
158	201	1000	2750000	[(26607,75),(27049,6)]	0	
158	51	200	2751000	[(26607,100),(27049,10)]	0	
158	21	50	2752000	[(26607,125),(27049,10)]	0	
158	11	20	2753000	[(26607,150),(27049,20)]	0	
158	6	10	2755000	[(26607,200),(27049,30)]	6	称号:不朽的屠龙者
158	5	5	2760000	[(26607,250),(27049,40)]	6	称号:不朽的屠龙者
158	4	4	2766000	[(26607,300),(27049,45)]	5	称号:不灭战神
158	3	3	2773000	[(26607,350),(27049,50)]	5	称号:不灭战神
158	2	2	2781000	[(26607,400),(27049,55)]	5	称号:不灭战神
158	1	1	2796000	[(26607,500),(27049,60)]	1	称号:灭世主宰
159	1001	2000	2779000	[(26607,50),(27049,6)]	0	
159	201	1000	2780000	[(26607,75),(27049,6)]	0	
159	51	200	2781000	[(26607,100),(27049,10)]	0	
159	21	50	2782000	[(26607,125),(27049,10)]	0	
159	11	20	2783000	[(26607,150),(27049,20)]	0	
159	6	10	2785000	[(26607,200),(27049,30)]	6	称号:不朽的屠龙者
159	5	5	2790000	[(26607,250),(27049,40)]	6	称号:不朽的屠龙者
159	4	4	2796000	[(26607,300),(27049,45)]	5	称号:不灭战神
159	3	3	2803000	[(26607,350),(27049,50)]	5	称号:不灭战神
159	2	2	2811000	[(26607,400),(27049,55)]	5	称号:不灭战神
159	1	1	2826000	[(26607,500),(27049,60)]	1	称号:灭世主宰
160	1001	2000	2809000	[(27066,50),(27905,6)]	0	
160	201	1000	2810000	[(27066,75),(27905,6)]	0	
160	51	200	2811000	[(27066,100),(27905,10)]	0	
160	21	50	2812000	[(27066,125),(27905,10)]	0	
160	11	20	2813000	[(27066,150),(27905,20)]	0	
160	6	10	2815000	[(27066,200),(27905,30)]	6	称号:不朽的屠龙者
160	5	5	2820000	[(27066,250),(27905,40)]	6	称号:不朽的屠龙者
160	4	4	2826000	[(27066,300),(27905,45)]	5	称号:不灭战神
160	3	3	2833000	[(27066,350),(27905,50)]	5	称号:不灭战神
160	2	2	2841000	[(27066,400),(27905,55)]	5	称号:不灭战神
160	1	1	2856000	[(27066,500),(27905,60)]	1	称号:灭世主宰
161	1001	2000	2839000	[(27066,50),(27905,6)]	0	
161	201	1000	2840000	[(27066,75),(27905,6)]	0	
161	51	200	2841000	[(27066,100),(27905,10)]	0	
161	21	50	2842000	[(27066,125),(27905,10)]	0	
161	11	20	2843000	[(27066,150),(27905,20)]	0	
161	6	10	2845000	[(27066,200),(27905,30)]	6	称号:不朽的屠龙者
161	5	5	2850000	[(27066,250),(27905,40)]	6	称号:不朽的屠龙者
161	4	4	2856000	[(27066,300),(27905,45)]	5	称号:不灭战神
161	3	3	2863000	[(27066,350),(27905,50)]	5	称号:不灭战神
161	2	2	2871000	[(27066,400),(27905,55)]	5	称号:不灭战神
161	1	1	2886000	[(27066,500),(27905,60)]	1	称号:灭世主宰
162	1001	2000	2869000	[(27066,50),(27905,6)]	0	
162	201	1000	2870000	[(27066,75),(27905,6)]	0	
162	51	200	2871000	[(27066,100),(27905,10)]	0	
162	21	50	2872000	[(27066,125),(27905,10)]	0	
162	11	20	2873000	[(27066,150),(27905,20)]	0	
162	6	10	2875000	[(27066,200),(27905,30)]	6	称号:不朽的屠龙者
162	5	5	2880000	[(27066,250),(27905,40)]	6	称号:不朽的屠龙者
162	4	4	2886000	[(27066,300),(27905,45)]	5	称号:不灭战神
162	3	3	2893000	[(27066,350),(27905,50)]	5	称号:不灭战神
162	2	2	2901000	[(27066,400),(27905,55)]	5	称号:不灭战神
162	1	1	2916000	[(27066,500),(27905,60)]	1	称号:灭世主宰
163	1001	2000	2899000	[(27066,50),(27905,6)]	0	
163	201	1000	2900000	[(27066,75),(27905,6)]	0	
163	51	200	2901000	[(27066,100),(27905,10)]	0	
163	21	50	2902000	[(27066,125),(27905,10)]	0	
163	11	20	2903000	[(27066,150),(27905,20)]	0	
163	6	10	2905000	[(27066,200),(27905,30)]	6	称号:不朽的屠龙者
163	5	5	2910000	[(27066,250),(27905,40)]	6	称号:不朽的屠龙者
163	4	4	2916000	[(27066,300),(27905,45)]	5	称号:不灭战神
163	3	3	2923000	[(27066,350),(27905,50)]	5	称号:不灭战神
163	2	2	2931000	[(27066,400),(27905,55)]	5	称号:不灭战神
163	1	1	2946000	[(27066,500),(27905,60)]	1	称号:灭世主宰
164	1001	2000	2929000	[(27066,50),(27905,6)]	0	
164	201	1000	2930000	[(27066,75),(27905,6)]	0	
164	51	200	2931000	[(27066,100),(27905,10)]	0	
164	21	50	2932000	[(27066,125),(27905,10)]	0	
164	11	20	2933000	[(27066,150),(27905,20)]	0	
164	6	10	2935000	[(27066,200),(27905,30)]	6	称号:不朽的屠龙者
164	5	5	2940000	[(27066,250),(27905,40)]	6	称号:不朽的屠龙者
164	4	4	2946000	[(27066,300),(27905,45)]	5	称号:不灭战神
164	3	3	2953000	[(27066,350),(27905,50)]	5	称号:不灭战神
164	2	2	2961000	[(27066,400),(27905,55)]	5	称号:不灭战神
164	1	1	2976000	[(27066,500),(27905,60)]	1	称号:灭世主宰
165	1001	2000	2959000	[(27066,50),(27905,6)]	0	
165	201	1000	2960000	[(27066,75),(27905,6)]	0	
165	51	200	2961000	[(27066,100),(27905,10)]	0	
165	21	50	2962000	[(27066,125),(27905,10)]	0	
165	11	20	2963000	[(27066,150),(27905,20)]	0	
165	6	10	2965000	[(27066,200),(27905,30)]	6	称号:不朽的屠龙者
165	5	5	2970000	[(27066,250),(27905,40)]	6	称号:不朽的屠龙者
165	4	4	2976000	[(27066,300),(27905,45)]	5	称号:不灭战神
165	3	3	2983000	[(27066,350),(27905,50)]	5	称号:不灭战神
165	2	2	2991000	[(27066,400),(27905,55)]	5	称号:不灭战神
165	1	1	3006000	[(27066,500),(27905,60)]	1	称号:灭世主宰
166	1001	2000	2989000	[(27066,50),(27905,6)]	0	
166	201	1000	2990000	[(27066,75),(27905,6)]	0	
166	51	200	2991000	[(27066,100),(27905,10)]	0	
166	21	50	2992000	[(27066,125),(27905,10)]	0	
166	11	20	2993000	[(27066,150),(27905,20)]	0	
166	6	10	2995000	[(27066,200),(27905,30)]	6	称号:不朽的屠龙者
166	5	5	3000000	[(27066,250),(27905,40)]	6	称号:不朽的屠龙者
166	4	4	3006000	[(27066,300),(27905,45)]	5	称号:不灭战神
166	3	3	3013000	[(27066,350),(27905,50)]	5	称号:不灭战神
166	2	2	3021000	[(27066,400),(27905,55)]	5	称号:不灭战神
166	1	1	3036000	[(27066,500),(27905,60)]	1	称号:灭世主宰
167	1001	2000	3019000	[(27066,50),(27905,6)]	0	
167	201	1000	3020000	[(27066,75),(27905,6)]	0	
167	51	200	3021000	[(27066,100),(27905,10)]	0	
167	21	50	3022000	[(27066,125),(27905,10)]	0	
167	11	20	3023000	[(27066,150),(27905,20)]	0	
167	6	10	3025000	[(27066,200),(27905,30)]	6	称号:不朽的屠龙者
167	5	5	3030000	[(27066,250),(27905,40)]	6	称号:不朽的屠龙者
167	4	4	3036000	[(27066,300),(27905,45)]	5	称号:不灭战神
167	3	3	3043000	[(27066,350),(27905,50)]	5	称号:不灭战神
167	2	2	3051000	[(27066,400),(27905,55)]	5	称号:不灭战神
167	1	1	3066000	[(27066,500),(27905,60)]	1	称号:灭世主宰
168	1001	2000	3049000	[(27066,50),(27905,6)]	0	
168	201	1000	3050000	[(27066,75),(27905,6)]	0	
168	51	200	3051000	[(27066,100),(27905,10)]	0	
168	21	50	3052000	[(27066,125),(27905,10)]	0	
168	11	20	3053000	[(27066,150),(27905,20)]	0	
168	6	10	3055000	[(27066,200),(27905,30)]	6	称号:不朽的屠龙者
168	5	5	3060000	[(27066,250),(27905,40)]	6	称号:不朽的屠龙者
168	4	4	3066000	[(27066,300),(27905,45)]	5	称号:不灭战神
168	3	3	3073000	[(27066,350),(27905,50)]	5	称号:不灭战神
168	2	2	3081000	[(27066,400),(27905,55)]	5	称号:不灭战神
168	1	1	3096000	[(27066,500),(27905,60)]	1	称号:灭世主宰
169	1001	2000	3079000	[(27066,50),(27905,6)]	0	
169	201	1000	3080000	[(27066,75),(27905,6)]	0	
169	51	200	3081000	[(27066,100),(27905,10)]	0	
169	21	50	3082000	[(27066,125),(27905,10)]	0	
169	11	20	3083000	[(27066,150),(27905,20)]	0	
169	6	10	3085000	[(27066,200),(27905,30)]	6	称号:不朽的屠龙者
169	5	5	3090000	[(27066,250),(27905,40)]	6	称号:不朽的屠龙者
169	4	4	3096000	[(27066,300),(27905,45)]	5	称号:不灭战神
169	3	3	3103000	[(27066,350),(27905,50)]	5	称号:不灭战神
169	2	2	3111000	[(27066,400),(27905,55)]	5	称号:不灭战神
169	1	1	3126000	[(27066,500),(27905,60)]	1	称号:灭世主宰
170	1001	2000	3109000	[(27066,50),(27905,6)]	0	
170	201	1000	3110000	[(27066,75),(27905,6)]	0	
170	51	200	3111000	[(27066,100),(27905,10)]	0	
170	21	50	3112000	[(27066,125),(27905,10)]	0	
170	11	20	3113000	[(27066,150),(27905,20)]	0	
170	6	10	3115000	[(27066,200),(27905,30)]	6	称号:不朽的屠龙者
170	5	5	3120000	[(27066,250),(27905,40)]	6	称号:不朽的屠龙者
170	4	4	3126000	[(27066,300),(27905,45)]	5	称号:不灭战神
170	3	3	3133000	[(27066,350),(27905,50)]	5	称号:不灭战神
170	2	2	3141000	[(27066,400),(27905,55)]	5	称号:不灭战神
170	1	1	3156000	[(27066,500),(27905,60)]	1	称号:灭世主宰
171	1001	2000	3139000	[(27066,50),(27905,6)]	0	
171	201	1000	3140000	[(27066,75),(27905,6)]	0	
171	51	200	3141000	[(27066,100),(27905,10)]	0	
171	21	50	3142000	[(27066,125),(27905,10)]	0	
171	11	20	3143000	[(27066,150),(27905,20)]	0	
171	6	10	3145000	[(27066,200),(27905,30)]	6	称号:不朽的屠龙者
171	5	5	3150000	[(27066,250),(27905,40)]	6	称号:不朽的屠龙者
171	4	4	3156000	[(27066,300),(27905,45)]	5	称号:不灭战神
171	3	3	3163000	[(27066,350),(27905,50)]	5	称号:不灭战神
171	2	2	3171000	[(27066,400),(27905,55)]	5	称号:不灭战神
171	1	1	3186000	[(27066,500),(27905,60)]	1	称号:灭世主宰
172	1001	2000	3169000	[(27066,50),(27905,6)]	0	
172	201	1000	3170000	[(27066,75),(27905,6)]	0	
172	51	200	3171000	[(27066,100),(27905,10)]	0	
172	21	50	3172000	[(27066,125),(27905,10)]	0	
172	11	20	3173000	[(27066,150),(27905,20)]	0	
172	6	10	3175000	[(27066,200),(27905,30)]	6	称号:不朽的屠龙者
172	5	5	3180000	[(27066,250),(27905,40)]	6	称号:不朽的屠龙者
172	4	4	3186000	[(27066,300),(27905,45)]	5	称号:不灭战神
172	3	3	3193000	[(27066,350),(27905,50)]	5	称号:不灭战神
172	2	2	3201000	[(27066,400),(27905,55)]	5	称号:不灭战神
172	1	1	3216000	[(27066,500),(27905,60)]	1	称号:灭世主宰
173	1001	2000	3199000	[(27066,50),(27905,6)]	0	
173	201	1000	3200000	[(27066,75),(27905,6)]	0	
173	51	200	3201000	[(27066,100),(27905,10)]	0	
173	21	50	3202000	[(27066,125),(27905,10)]	0	
173	11	20	3203000	[(27066,150),(27905,20)]	0	
173	6	10	3205000	[(27066,200),(27905,30)]	6	称号:不朽的屠龙者
173	5	5	3210000	[(27066,250),(27905,40)]	6	称号:不朽的屠龙者
173	4	4	3216000	[(27066,300),(27905,45)]	5	称号:不灭战神
173	3	3	3223000	[(27066,350),(27905,50)]	5	称号:不灭战神
173	2	2	3231000	[(27066,400),(27905,55)]	5	称号:不灭战神
173	1	1	3246000	[(27066,500),(27905,60)]	1	称号:灭世主宰
174	1001	2000	3229000	[(27066,50),(27905,6)]	0	
174	201	1000	3230000	[(27066,75),(27905,6)]	0	
174	51	200	3231000	[(27066,100),(27905,10)]	0	
174	21	50	3232000	[(27066,125),(27905,10)]	0	
174	11	20	3233000	[(27066,150),(27905,20)]	0	
174	6	10	3235000	[(27066,200),(27905,30)]	6	称号:不朽的屠龙者
174	5	5	3240000	[(27066,250),(27905,40)]	6	称号:不朽的屠龙者
174	4	4	3246000	[(27066,300),(27905,45)]	5	称号:不灭战神
174	3	3	3253000	[(27066,350),(27905,50)]	5	称号:不灭战神
174	2	2	3261000	[(27066,400),(27905,55)]	5	称号:不灭战神
174	1	1	3276000	[(27066,500),(27905,60)]	1	称号:灭世主宰
175	1001	2000	3259000	[(27066,50),(27905,6)]	0	
175	201	1000	3260000	[(27066,75),(27905,6)]	0	
175	51	200	3261000	[(27066,100),(27905,10)]	0	
175	21	50	3262000	[(27066,125),(27905,10)]	0	
175	11	20	3263000	[(27066,150),(27905,20)]	0	
175	6	10	3265000	[(27066,200),(27905,30)]	6	称号:不朽的屠龙者
175	5	5	3270000	[(27066,250),(27905,40)]	6	称号:不朽的屠龙者
175	4	4	3276000	[(27066,300),(27905,45)]	5	称号:不灭战神
175	3	3	3283000	[(27066,350),(27905,50)]	5	称号:不灭战神
175	2	2	3291000	[(27066,400),(27905,55)]	5	称号:不灭战神
175	1	1	3306000	[(27066,500),(27905,60)]	1	称号:灭世主宰
176	1001	2000	3289000	[(27066,50),(27905,6)]	0	
176	201	1000	3290000	[(27066,75),(27905,6)]	0	
176	51	200	3291000	[(27066,100),(27905,10)]	0	
176	21	50	3292000	[(27066,125),(27905,10)]	0	
176	11	20	3293000	[(27066,150),(27905,20)]	0	
176	6	10	3295000	[(27066,200),(27905,30)]	6	称号:不朽的屠龙者
176	5	5	3300000	[(27066,250),(27905,40)]	6	称号:不朽的屠龙者
176	4	4	3306000	[(27066,300),(27905,45)]	5	称号:不灭战神
176	3	3	3313000	[(27066,350),(27905,50)]	5	称号:不灭战神
176	2	2	3321000	[(27066,400),(27905,55)]	5	称号:不灭战神
176	1	1	3336000	[(27066,500),(27905,60)]	1	称号:灭世主宰
177	1001	2000	3319000	[(27066,50),(27905,6)]	0	
177	201	1000	3320000	[(27066,75),(27905,6)]	0	
177	51	200	3321000	[(27066,100),(27905,10)]	0	
177	21	50	3322000	[(27066,125),(27905,10)]	0	
177	11	20	3323000	[(27066,150),(27905,20)]	0	
177	6	10	3325000	[(27066,200),(27905,30)]	6	称号:不朽的屠龙者
177	5	5	3330000	[(27066,250),(27905,40)]	6	称号:不朽的屠龙者
177	4	4	3336000	[(27066,300),(27905,45)]	5	称号:不灭战神
177	3	3	3343000	[(27066,350),(27905,50)]	5	称号:不灭战神
177	2	2	3351000	[(27066,400),(27905,55)]	5	称号:不灭战神
177	1	1	3366000	[(27066,500),(27905,60)]	1	称号:灭世主宰
178	1001	2000	3349000	[(27066,50),(27905,6)]	0	
178	201	1000	3350000	[(27066,75),(27905,6)]	0	
178	51	200	3351000	[(27066,100),(27905,10)]	0	
178	21	50	3352000	[(27066,125),(27905,10)]	0	
178	11	20	3353000	[(27066,150),(27905,20)]	0	
178	6	10	3355000	[(27066,200),(27905,30)]	6	称号:不朽的屠龙者
178	5	5	3360000	[(27066,250),(27905,40)]	6	称号:不朽的屠龙者
178	4	4	3366000	[(27066,300),(27905,45)]	5	称号:不灭战神
178	3	3	3373000	[(27066,350),(27905,50)]	5	称号:不灭战神
178	2	2	3381000	[(27066,400),(27905,55)]	5	称号:不灭战神
178	1	1	3396000	[(27066,500),(27905,60)]	1	称号:灭世主宰
179	1001	2000	3379000	[(27066,50),(27905,6)]	0	
179	201	1000	3380000	[(27066,75),(27905,6)]	0	
179	51	200	3381000	[(27066,100),(27905,10)]	0	
179	21	50	3382000	[(27066,125),(27905,10)]	0	
179	11	20	3383000	[(27066,150),(27905,20)]	0	
179	6	10	3385000	[(27066,200),(27905,30)]	6	称号:不朽的屠龙者
179	5	5	3390000	[(27066,250),(27905,40)]	6	称号:不朽的屠龙者
179	4	4	3396000	[(27066,300),(27905,45)]	5	称号:不灭战神
179	3	3	3403000	[(27066,350),(27905,50)]	5	称号:不灭战神
179	2	2	3411000	[(27066,400),(27905,55)]	5	称号:不灭战神
179	1	1	3426000	[(27066,500),(27905,60)]	1	称号:灭世主宰
