world_level	silver_rate	gold_rate	silver_reward_preview	gold_reward_preview
162	[(1,250),(2,500),(3,1000),(4,200),(5,400),(6,800),(7,500),(8,500),(9,1000),(10,1000),(11,1000),(12,500),(13,1000),(14,800)]	[(152,5),(153,25),(124,25),(125,25),(126,25),(127,950),(128,360),(129,220),(130,400),(131,1150),(132,180),(133,360),(134,900),(135,850),(136,810),(137,1050),(138,655),(139,360),(140,180),(141,250),(142,250),(143,250),(144,250),(145,250),(146,250),(147,320),(148,160),(149,50),(150,150),(151,30)]	[1,2,4,5,7,8,11,13,14]	[152,153,124,125,126,149,151,135,136]
163	[(1,250),(2,500),(3,1000),(4,200),(5,400),(6,800),(7,500),(8,500),(9,1000),(10,1000),(11,1000),(12,500),(13,1000),(14,800)]	[(152,5),(153,25),(124,25),(125,25),(126,25),(127,950),(128,360),(129,220),(130,400),(131,1150),(132,180),(133,360),(134,900),(135,850),(136,810),(137,1050),(138,655),(139,360),(140,180),(141,250),(142,250),(143,250),(144,250),(145,250),(146,250),(147,320),(148,160),(149,50),(150,150),(151,30)]	[1,2,4,5,7,8,11,13,14]	[152,153,124,125,126,149,151,135,136]
164	[(1,250),(2,500),(3,1000),(4,200),(5,400),(6,800),(7,500),(8,500),(9,1000),(10,1000),(11,1000),(12,500),(13,1000),(14,800)]	[(152,5),(153,25),(124,25),(125,25),(126,25),(127,950),(128,360),(129,220),(130,400),(131,1150),(132,180),(133,360),(134,900),(135,850),(136,810),(137,1050),(138,655),(139,360),(140,180),(141,250),(142,250),(143,250),(144,250),(145,250),(146,250),(147,320),(148,160),(149,50),(150,150),(151,30)]	[1,2,4,5,7,8,11,13,14]	[152,153,124,125,126,149,151,135,136]
165	[(1,250),(2,500),(3,1000),(4,200),(5,400),(6,800),(7,500),(8,500),(9,1000),(10,1000),(11,1000),(12,500),(13,1000),(14,800)]	[(152,5),(153,25),(124,25),(125,25),(126,25),(127,950),(128,360),(129,220),(130,400),(131,1150),(132,180),(133,360),(134,900),(135,850),(136,810),(137,1050),(138,655),(139,360),(140,180),(141,250),(142,250),(143,250),(144,250),(145,250),(146,250),(147,320),(148,160),(149,50),(150,150),(151,30)]	[1,2,4,5,7,8,11,13,14]	[152,153,124,125,126,149,151,135,136]
166	[(1,250),(2,500),(3,1000),(4,200),(5,400),(6,800),(7,500),(8,500),(9,1000),(10,1000),(11,1000),(12,500),(13,1000),(14,800)]	[(152,5),(153,25),(124,25),(125,25),(126,25),(127,950),(128,360),(129,220),(130,400),(131,1150),(132,180),(133,360),(134,900),(135,850),(136,810),(137,1050),(138,655),(139,360),(140,180),(141,250),(142,250),(143,250),(144,250),(145,250),(146,250),(147,320),(148,160),(149,50),(150,150),(151,30)]	[1,2,4,5,7,8,11,13,14]	[152,153,124,125,126,149,151,135,136]
167	[(1,250),(2,500),(3,1000),(4,200),(5,400),(6,800),(7,500),(8,500),(9,1000),(10,1000),(11,1000),(12,500),(13,1000),(14,800)]	[(152,5),(153,25),(124,25),(125,25),(126,25),(127,950),(128,360),(129,220),(130,400),(131,1150),(132,180),(133,360),(134,900),(135,850),(136,810),(137,1050),(138,655),(139,360),(140,180),(141,250),(142,250),(143,250),(144,250),(145,250),(146,250),(147,320),(148,160),(149,50),(150,150),(151,30)]	[1,2,4,5,7,8,11,13,14]	[152,153,124,125,126,149,151,135,136]
168	[(1,250),(2,500),(3,1000),(4,200),(5,400),(6,800),(7,500),(8,500),(9,1000),(10,1000),(11,1000),(12,500),(13,1000),(14,800)]	[(152,5),(153,25),(124,25),(125,25),(126,25),(127,950),(128,360),(129,220),(130,400),(131,1150),(132,180),(133,360),(134,900),(135,850),(136,810),(137,1050),(138,655),(139,360),(140,180),(141,250),(142,250),(143,250),(144,250),(145,250),(146,250),(147,320),(148,160),(149,50),(150,150),(151,30)]	[1,2,4,5,7,8,11,13,14]	[152,153,124,125,126,149,151,135,136]
169	[(1,250),(2,500),(3,1000),(4,200),(5,400),(6,800),(7,500),(8,500),(9,1000),(10,1000),(11,1000),(12,500),(13,1000),(14,800)]	[(152,5),(153,25),(124,25),(125,25),(126,25),(127,950),(128,360),(129,220),(130,400),(131,1150),(132,180),(133,360),(134,900),(135,850),(136,810),(137,1050),(138,655),(139,360),(140,180),(141,250),(142,250),(143,250),(144,250),(145,250),(146,250),(147,320),(148,160),(149,50),(150,150),(151,30)]	[1,2,4,5,7,8,11,13,14]	[152,153,124,125,126,149,151,135,136]
170	[(1,250),(2,500),(3,1000),(4,200),(5,400),(6,800),(7,500),(8,500),(9,1000),(10,1000),(11,1000),(12,500),(13,1000),(14,800)]	[(152,5),(153,25),(124,25),(125,25),(126,25),(127,950),(128,360),(129,220),(130,400),(131,1150),(132,180),(133,360),(134,900),(135,850),(136,810),(137,1050),(138,655),(139,360),(140,180),(141,250),(142,250),(143,250),(144,250),(145,250),(146,250),(147,320),(148,160),(149,50),(150,150),(151,30)]	[1,2,4,5,7,8,11,13,14]	[152,153,124,125,126,149,151,135,136]
171	[(1,250),(2,500),(3,1000),(4,200),(5,400),(6,800),(7,500),(8,500),(9,1000),(10,1000),(11,1000),(12,500),(13,1000),(14,800)]	[(152,5),(153,25),(124,25),(125,25),(126,25),(127,950),(128,360),(129,220),(130,400),(131,1150),(132,180),(133,360),(134,900),(135,850),(136,810),(137,1050),(138,655),(139,360),(140,180),(141,250),(142,250),(143,250),(144,250),(145,250),(146,250),(147,320),(148,160),(149,50),(150,150),(151,30)]	[1,2,4,5,7,8,11,13,14]	[152,153,124,125,126,149,151,135,136]
172	[(1,250),(2,500),(3,1000),(4,200),(5,400),(6,800),(7,500),(8,500),(9,1000),(10,1000),(11,1000),(12,500),(13,1000),(14,800)]	[(152,5),(153,25),(124,25),(125,25),(126,25),(127,950),(128,360),(129,220),(130,400),(131,1150),(132,180),(133,360),(134,900),(135,850),(136,810),(137,1050),(138,655),(139,360),(140,180),(141,250),(142,250),(143,250),(144,250),(145,250),(146,250),(147,320),(148,160),(149,50),(150,150),(151,30)]	[1,2,4,5,7,8,11,13,14]	[152,153,124,125,126,149,151,135,136]
173	[(1,250),(2,500),(3,1000),(4,200),(5,400),(6,800),(7,500),(8,500),(9,1000),(10,1000),(11,1000),(12,500),(13,1000),(14,800)]	[(152,5),(153,25),(124,25),(125,25),(126,25),(127,950),(128,360),(129,220),(130,400),(131,1150),(132,180),(133,360),(134,900),(135,850),(136,810),(137,1050),(138,655),(139,360),(140,180),(141,250),(142,250),(143,250),(144,250),(145,250),(146,250),(147,320),(148,160),(149,50),(150,150),(151,30)]	[1,2,4,5,7,8,11,13,14]	[152,153,124,125,126,149,151,135,136]
174	[(1,250),(2,500),(3,1000),(4,200),(5,400),(6,800),(7,500),(8,500),(9,1000),(10,1000),(11,1000),(12,500),(13,1000),(14,800)]	[(152,5),(153,25),(124,25),(125,25),(126,25),(127,950),(128,360),(129,220),(130,400),(131,1150),(132,180),(133,360),(134,900),(135,850),(136,810),(137,1050),(138,655),(139,360),(140,180),(141,250),(142,250),(143,250),(144,250),(145,250),(146,250),(147,320),(148,160),(149,50),(150,150),(151,30)]	[1,2,4,5,7,8,11,13,14]	[152,153,124,125,126,149,151,135,136]
175	[(1,250),(2,500),(3,1000),(4,200),(5,400),(6,800),(7,500),(8,500),(9,1000),(10,1000),(11,1000),(12,500),(13,1000),(14,800)]	[(152,5),(153,25),(124,25),(125,25),(126,25),(127,950),(128,360),(129,220),(130,400),(131,1150),(132,180),(133,360),(134,900),(135,850),(136,810),(137,1050),(138,655),(139,360),(140,180),(141,250),(142,250),(143,250),(144,250),(145,250),(146,250),(147,320),(148,160),(149,50),(150,150),(151,30)]	[1,2,4,5,7,8,11,13,14]	[152,153,124,125,126,149,151,135,136]
176	[(1,250),(2,500),(3,1000),(4,200),(5,400),(6,800),(7,500),(8,500),(9,1000),(10,1000),(11,1000),(12,500),(13,1000),(14,800)]	[(152,5),(153,25),(124,25),(125,25),(126,25),(127,950),(128,360),(129,220),(130,400),(131,1150),(132,180),(133,360),(134,900),(135,850),(136,810),(137,1050),(138,655),(139,360),(140,180),(141,250),(142,250),(143,250),(144,250),(145,250),(146,250),(147,320),(148,160),(149,50),(150,150),(151,30)]	[1,2,4,5,7,8,11,13,14]	[152,153,124,125,126,149,151,135,136]
177	[(1,250),(2,500),(3,1000),(4,200),(5,400),(6,800),(7,500),(8,500),(9,1000),(10,1000),(11,1000),(12,500),(13,1000),(14,800)]	[(152,5),(153,25),(124,25),(125,25),(126,25),(127,950),(128,360),(129,220),(130,400),(131,1150),(132,180),(133,360),(134,900),(135,850),(136,810),(137,1050),(138,655),(139,360),(140,180),(141,250),(142,250),(143,250),(144,250),(145,250),(146,250),(147,320),(148,160),(149,50),(150,150),(151,30)]	[1,2,4,5,7,8,11,13,14]	[152,153,124,125,126,149,151,135,136]
178	[(1,250),(2,500),(3,1000),(4,200),(5,400),(6,800),(7,500),(8,500),(9,1000),(10,1000),(11,1000),(12,500),(13,1000),(14,800)]	[(152,5),(153,25),(124,25),(125,25),(126,25),(127,950),(128,360),(129,220),(130,400),(131,1150),(132,180),(133,360),(134,900),(135,850),(136,810),(137,1050),(138,655),(139,360),(140,180),(141,250),(142,250),(143,250),(144,250),(145,250),(146,250),(147,320),(148,160),(149,50),(150,150),(151,30)]	[1,2,4,5,7,8,11,13,14]	[152,153,124,125,126,149,151,135,136]
179	[(1,250),(2,500),(3,1000),(4,200),(5,400),(6,800),(7,500),(8,500),(9,1000),(10,1000),(11,1000),(12,500),(13,1000),(14,800)]	[(152,5),(153,25),(124,25),(125,25),(126,25),(127,950),(128,360),(129,220),(130,400),(131,1150),(132,180),(133,360),(134,900),(135,850),(136,810),(137,1050),(138,655),(139,360),(140,180),(141,250),(142,250),(143,250),(144,250),(145,250),(146,250),(147,320),(148,160),(149,50),(150,150),(151,30)]	[1,2,4,5,7,8,11,13,14]	[152,153,124,125,126,149,151,135,136]
