messageId	desc	EspDesc
mytm1	我的战俘	Mi cautiva
mytm2	行动力不足	Insuficiente AC◆◆
mytm3	您当前行动力为{0}，是否使用#C(#00FF00){1}#n神石购买1次行动力	Tu actual AC es {0}, gastar C #(#00FF00) {1} #nBalens para compra1AC?
mytm4	前方游荡着一群魔域怪兽，<br>正在前进道路上恶狠狠的盯着您	Hay algunos monstruos del Reino del Demonio en el camino por delante, <Br> que mira fijamente con la sed de sangre en sus ojos
mytm5	您在探索时发现了<font color='#00FF00'>{0}</font>	En tu exploración, descubriste <font color='#00FF00'>{0}</font>
mytm6	<font color='#FFFF00'>战斗力：{0}</font>	<font color='#FFFF00'>Poder：{0}</font>
mytm7	今日可购买行动已达上限	No se puede comprar CA más hoy
mytm8	米	Metros ◆◆
mytm9	人	Jugadores ◆◆
mytm10	魔域探秘说明：#H1.每人每天免费探索10次，每次消耗1点行动力#H2.每天可额外购买10点行动力，每点消耗20神石#H3.探秘随机触发答题通关、拦路魔怪、魔域宝箱、抓捕战俘四个事件#H4.探索深度越深，事件奖励越高，怪物战斗难度越大#H5.探秘成功可获得奖励并前进，失败则获得较少奖励并后退	Expedición Reino del Deminio: #H1.Cada jugador puede explorar 10 veces gratis todos los días, consumiendo 1AC #H2.Los jugadores pueden comprar10AC todos los días, cada consumición20Balens #H3.La expedición disparará 4 eventos al azar: prueba de concurso, preguntando Monstruos, cofre del reino del demonio y la captura de los prisioneros de guerra #H4.Cuanto más profundo exploras, mayor será la recompensa de eventos, además de la dificultad de la batalla #H5.Tu ganarás recompensas y avanzarás si has logrado una exitosa exploración, o ganarás menos recompensas y si no, un movimiento hacia atrás.
mytm11	#H#H战俘特殊说明：#H1.每次探秘有机会偶遇当前深度排行上下10名内的玩家，战胜后有机会抓为战俘#H2.战俘战斗力越高，公会资源产出和剩余时间有机会越多#H3.战俘只在每个整点时间产出公会资源，必须领取才能获得#H4.VIP等级越高，战俘可抓数量越多#H5.战俘剩余时间内不能释放，请根据剩余可抓数量酌情抓捕	#H #HPrisioneros de Guerra: #H1.En cada exploración, tu puedes venir a través de los jugadores Dentro de las 10 clasificaciones diferencias de los tuyos en profundidad actual, y tu capturarás a tu rival como un prisionero de guerra si ganas la batalla #H2.Cuanto mayor sea la potencia del programa de trabajo, más serán los recursos y el tiempo restante que tu clan puede ganar #H3.Prisioneros de Guerra concederán Recursos de Clan sólo en cada hora en punto y tu debes recogerte  #H4.VIP Los superiores a su nivel, los prisioneros de guerra que mor puede capturar #H5.Prisioneros de Guerra no pueden ser puestos en libertad durante el tiempo restante, a fin de comprobar sus posibilidades de captura restantes y organizar tu plan
backplay001	今日充值神石数:{0}	Balens comprados hoy: {0}
backplay002	今日已累计消费神石:{0}	Balens Gastados hoy: {0}
backplay003	累计充值达到{0}神石	Compra un total de {0} Balens
backplay004	累计消费{0}神石	Gasta un total de {0} Balens
lcfl02	今日已累计购买：{0}神石	Has adquirido un total de: {0} Balens
lcfl03	完成条件：当天累计购买{0}神石	Requisito: la compra diaria debe llegar a un total de {0} Balens
lcfl04	已完成{0}天	Has logrado para {0} d
zbxt001	贵族等级不足	Tu no has alcanzado el nivel VIP requerido
unionTask001	冷却时间：{0}	Sin espera: {0}
unionTask002	邀请提星	Invitar a subir de nivel Estrella
unionTask003	不能协助自己提星	No Disponible para ayudar
unionTask004	您没有公会任务，邀请失败	No tienes un Clan Misión y la invitación ha fallado
unionTask005	邀请失败，任务已满星	La invitación falló, la Misión ha llegado a la estrella Max
herojuexing01	觉醒玩法在主角160级开启	Puede despertar cuando tu personaje alcanza nv.160
herojuexing02	该英雄未满足觉醒条件。	Este héroe no ha cumplido los requisitos para despertar
herojuexing03	该英雄暂未开放觉醒。	Este héroe no es capaz de despertar por ahora.
herojuexing04	该英雄未满足觉醒条件。	Este héroe no ha cumplido los requisitos para despertar
herojuexing05	需要主角达到{0}级	Tu personaje debe alcanzar nv. {0}
herojuexing06	需要英雄达到{0}级	Tu héroe debe alcanzar nv. {0}
herojuexing07	需要英雄达到{0}星	Tu héroe debe alcanzar {0} Estrellas
herojuexing08	#U#C(#FF0000)#A(#K(dlg,EMSY))[需要主角达到{0}级]#n#n#n	#U#C(#FF0000)#A(#K(dlg,EMSY))[Tu héroe debe alcanzar nv. {0}]#n#n#n
herojuexing09	#U#C(#00FF00)#A(#K(dlg,EMSY))[需要主角达到{0}级]#n#n#n	#U#C(#FF0000)#A(#K(dlg,EMSY))[Tu héroe debe alcanzar nv. {0}]#n#n#n
herojuexing10	英雄觉醒道具不足！	¡No tienes todos los elementos necesarios para despertar!
herojuexing11	#U#C(#00FF00)#A(#K(dlg,OPEN_YXSD))[前往获取]#n#n#n	#U#C(#00FF00)#A(#K(dlg,OPEN_YXSD))[Vete a obtener]#n#n#n
NumberUtilities2	{0}天{1}小时{2}分钟	{0}d{1}h{2}m
yxsd1	贵族{0}用户每天可购买{1}次行动力。#H今日剩余购买次数：{2}次。#H今日剩余免费次数：{3}次。	VIP {0} los jugadores pueden comprar {1} AC todos los días #Hoportunidad de Compra restante diaria:. {2} #HOportunidad diaria gratuita de Compra :.. {3} #
yxsd2	是否使用#C(#FFff37){0}#n神石，购买1点行动力。#H#C(#FF0000)提示：消耗神石数量与今日购买次数有关#n	Gasta #C #(FFff37) {0} #nBalens para comprar 1AC Consejos #H #C(#FF0000):. El número de Balens consumido es relativo a los tiempos de compra #n AC
yxsd3	1、挑战副本，胜利需消耗1点行动力，失败则不消耗行动力，行动力为0时不可挑战。#H2、需通关前置副本开启下一个副本，通关前置章节开启下一章节。#H3、玩家每日可额外购买行动力，贵族等级越高购买的数量越多。#H4、玩家每日可获得2次免费行动力，每日0点重置免费行动力和额外购买次数。#H5、每日也可通过精彩活动中的英雄宝珠活动，额外获得道具行动力。#H6、道具行动力及购买后未消耗的行动力不会被重置。#H7、挑战副本时优先消耗免费行动力和道具行动力，其次消耗购买的行动力。	"1.Coge en la Mazmorra desafíos.Tu consumirás 1AC si ganas y ninguno si pierdes. Tu no puedes entrar Mazmorras cuando su IS0 AC. #H2. Tu debes despejar Mazmorras y Capítulos antepuestos para desbloquear otras Mazmorras y capítulos. #H3 .Los jugadores pueden comprar AC extra cada día. Cuanto mayor sea tu nivel VIP, más de CA puedes comprar. #H4.Cada jugador ganará 2 puntos gratis AC todos los días, que se restablece a 0 mañana junto con la compra de CA adicional oportunidad
 #H5.Tu puedes ganar un Elemento de CA del evento ""héroe Orbes"" #H6.Objetos AC que no se consume después de la compra no se puede restablecer. #H7.Cuando Mazmorras desafiantes, se consumirán el AC gratuito y Punto de CA primero, entonces el Comprado AC."
yxsd4	请先通过前置章节	Por favor, borrar el capítulo propuesto primero
yxsd5	行动力不足	Insuficiente AC◆◆
yxsd91	{0}[左神卫]	{0} [El Cielo Protector de Izquierda]
yxsd92	{0}[右神卫]	{0} [El Cielo Protector de Derecha]
swbk1	1、单次开启宝库消耗88神石或1个神王遗珠#H2、仅需800神石即可开启10次宝库（神王遗珠不可用于开启10次宝库）#H3、每次开启累计8神石进入神石奖池，且获得1点活动积分#H4、活动积分可用于活动奖励兑换（活动结束积分清零，请及时使用）#H5、活动结束后，神石奖池会被重置	1.Apertura de la Cueva te costará 88Balens o 1 Oro señor Orb #H2.Tu sólo puedes gastar 800 Balens para abrir la Cueva de 10 veces (Señor Oro orbe no se puede utilizar en este caso) #H3.Todos los 8 Balens gastados serán puestos en Balen Estanque y subvención de puntos y 1 Punto del Evento  #H4. Puntos del Evento se pueden utilizar para canjear recompensas de eventos (los puntos serán restablecidos cuando el evento haya terminado, no te olvides de usar) #H5.Cuando el evento ha terminado, el Estanque Balen se restablecerá demasiado
swbk2	神石不足	Balens Insuficientes
swbk3	仅需800神石即可开启10次神王宝库#H（神王遗珠不可用于开启10次宝库）	Sólo gastarás 800Balens para abrir la Cueva 10 veces (Señor Oro orbe no se puede utilizar en este caso)
swbk4	确定消耗88神石开启1次神王宝库#H（优先使用神王遗珠）	Gastar 88 Balens para abrir Cueva del Señor Oro  #H 1vez (Señor Oro Orb será utilizado primero si tu tienes cualquiera)
swbk5	确定消耗800神石开启10次神王宝库#H（神王遗珠不可用于开启10次宝库）	Gastar 800 Balens para abrir Cueva del Señor Oro por 10 veces #H (Señor Oro Orbe no se puede utilizar en este caso)
swbk6	#C(#ffffff)#C(#00ff00){0}#n获得#C({1}){2}x{3}#n#n	#C(#ffffff)#C(#00ff00){0}#nganancia#C({1}){2}x{3}#n#n
swbk7	#C(#ffffff)#C(#00ff00){0}#n获得#C({1}){2}神石#n#n	#C(#ffffff)#C(#00ff00){0}#nganancia#C({1}){2}Balens#n#n
swbk8	活动尚未开启	El evento aún no comenzó
swbk9	积分不足，不能兑换	No se puede canjear recompensas, ya que no tienes suficientes puntos
swbk10	剩余数量{0}	Cantidad restante: {0}
qingming01	活动期间，每天购买神石数量达到目标即可领取奖励。	Durante este evento, recibirás recompensas cuando hayas adquirido una cierta cantidad de Balens.
qingming02	今日累计购买神石：{0}	Total Balens comprados hoy: {0}
qingming03	活动期间，每天消费神石数量达到目标即可领取奖励。	Durante este evento, recibirás recompensas cuando hayas gastado una cierta cantidad de Balens.
qingming04	今日累计消费神石：{0}	Total Balens gastados hoy: {0}
qingming001	我的{0}	Mi{0}
qingming002	#U#C(#00FF00)#A(#K(dlg,open_qingming_panel|5))使用钥匙#n#n#n	#U#C(#00FF00)#A(#K(dlg,open_qingming_panel|5))usa llave#n#n#n
qingming003	正在开启	Apertura
qingming004	确定消耗{0}神石开启{1}张卡牌	Gasta {0} Balens para revelar {1} tarjeta
qingming005	此轮卡牌已全部开启,请开启下一轮卡牌	Tarjeta en esta ronda se han revelado todos, por favor, tienes que iniciar la siguiente ronda
qingming006	正在开启	Apertura
qingming007	未开启卡牌，无法开启下一轮	Tarjeta (s) cubierta todavía existe, no se puede iniciar en la próxima ronda
qingming008	还有未开启的卡牌，直接开启下一轮将无法获得本轮幸运钥匙	Tarjeta (s) cubierta todavía existe, no ganarás la llave de la suerte de esta ronda si tu inicias ahora la próxima ronda correcta
qingming009	已获得幸运钥匙数量：{0}	Llave de la suerte obtenida: {0}
qingming010	已开启:{0}	Revelado: {0}
qingming011	确定花费{0}神石开启抽取奖励吗？	¿Gastar {0} Balens para sortear tus recompensas?
qingming012	神石不足，无法开启。	No puedes sortear recompensas ya que no tiene suficientes Balens.
qingming013	幸运钥匙已用完，参加清明踏青活动可获得幸运钥匙！	Has quedado sin tus llaves de la suerte, que se puede obtener desde el evento "Festival Excursión Qingming"
qingming014	活动说明：#H1、活动期间玩家可以消耗清明徽章兑换指定商品#H2、清明徽章可以在消费排行活动中获得	Evento Introducción: #H1.Durante este evento, los jugadores pueden utilizar Medallas Qingming para canjear por ciertos artículos #H2.Qingming Medallas se pueden obtener en el evento "El Gastando Clasificaciones"
qingming015	活动说明：#H1、活动期间根据玩家获得的消费积分来进行排行#H2、玩家每天的消费积分达到一定数量才会进行排行#H3、根据不同的排名发放不同的排名奖励，奖励将通过邮件的形式于每日00:00发送#H4、跨服榜前100名玩家可获得丰厚奖励#H5、玩家可通过下方按钮查看今日排行和昨日排行#H6、本服前10名玩家可获得丰厚奖励#H7、跨服排名30分钟更新，每日23:58至次日00:00分为结算时间，此间获得的消费积分不会被计入排行榜，消费积分排行每日清零#H8、本服消费积分排行实时更新	Evento Introducción: #H1.Durante este evento, los jugadores serán clasificados de acuerdo a la cantidad de Puntos de Gastos #H2.Tu debes gastar una cierta cantidad de puntos para ser clasificados H3.Los jugadores recibirán diferentes premios de acuerdo a su clasificación por correo electrónico a 00: 00 todos los días #H4.El Top100jugadores clasificaciones del sevidor global recibirán grandes recompensas #H5.Tu puedes comprobar las clasificaciones de este día y ayer haciendo click en el botón en la parte inferior. #6. Máximo 10 jugadores  de este servidor recibirán grandes recompensas #H7. Las puntuación del servidor global  se actualizan cada 30 minutos y se instaló durante23: 58-00:00.  Puntos gastados obtenidos durante este período no serán grabados. El punto depuntuación será restablecido todos los días #H8.El gasto de Puntos de Clasificaciones de este servidor, se actualiza en tiempo real
qingming016	#U#C(#00FF00)#A(#K(dlg,open_qingming_panel|4))获取钥匙#n#n#n	#U#C(#00FF00)#A(#K(dlg,open_qingming_panel|4))Llaves Obtenidas#n#n#n
qingming017	{0}月{0}日	{0}/{0}
qingming018	购买{0}神石	Balens {0} comprados
qingming019	消费{0}神石	Balens {0} gastados
qingming020	全民齐炼金，炼金的金币收益提升50%	Todo el mundo ama Alquimia, el ingreso de Alquimia se incrementa por 50%
qingming021	达标条件：消费≥{0}	Requisito: Gasto≥ {0}
qingming022	清明节活动未开启	El Festival Qingming evento aún no se inicia
shouyi1	是否一键收益该挑战的奖励？奖励为该副本今日挑战评分{0}的收益	Recoge el premio del desafío en seguida. Recibirás la recompensa por tu puntuación reto diario de mazmorra {0}
shouyi2	是否一键收益该挑战的奖励？奖励为该副本今日挑战未通关的收益	Recoge el premio desafío en seguida. Tu recibirás la recompensa por tu fracaso para borrar la Mazmorra ◆◆
shouyi3	每日拥有挑战记录后可一键收益	Todos los días, se puede auto-recoger tu recompensa Mazmorra con un solo click si ya has desafiado allí ◆◆
shouyi4	今日没有收益次数	No has recogido automáticamente cualquier recompensa hoy
shouyiguizu	贵族{0}，开启一键收益	VIP {0} vas a activar la función "Auto-Recoger"
shouyi5	今日挑战通关达到的最高层为:{0}。是否一键收益通关该层挑战奖励？	El piso superior de la mazmorra alcanzado Hoy: {0}. ¿Auto-Recoger los frutos de esta planta?
qingminglianjin	炼金BUFF持续2小时，是否现在领取奖励	Alquimia bonificación tendrá una duración de 2 h, ¿recoger tus premios ahora?
xingqi0	星期日	Domingo
xingqi1	星期一	Lunes
xingqi2	星期二	Martes
xingqi3	星期三	Miércoles
xingqi4	星期四	Jueves
xingqi5	星期五	Viernes 
xingqi6	星期六	Sábado
lanzuanle01	拥有蓝钻水晶：{0}个	Cristales de Diamante Azul propios: {0}
lanzuanle02	可用领奖次数：{0}次	Disponible posibilidades de recompensa: {0}
lanzuanle03	消耗蓝钻水晶：{0}	Consumir Cristales de Diamante Azul: {0}
lanzuanle04	开通或续费蓝钻可获得领奖，点击领奖可额外获得蓝钻水晶	La compra o recarga de Zafiro Membresía te otorgará recompensará más probable, que contiene cristales de zafiro adicionales
lanzuanle05	消耗{0}个蓝钻水晶兑换奖励，是否确认兑换？	¿Gastar {0} cristales de zafiro para canjear por premios?
lanzuanle06	蓝钻水晶不足，前往点击领奖可额外获得蓝钻水晶	Tu no tienes suficiente Cristales de Zafiro. Por favor, haz click en las recompensas para recoger los cristales de zafiro adicionales
magicSkill1	冰封技能点	Puntos de habilidad de escarcha
magicSkill2	刷新技能点	Puntos de Habilidad Refresco
magicSkill3	守护技能点	Puntos de habilidad Protección
magicSkill4	免伤技能点	Puntos de habilidad Invencibilidad
magicSkill5	生命技能点	Puntos de habilidad de PV
magicSkill6	吸血技能点	PV Puntos Capacidad de drenaje
maxhp_t	生命百分比:	PV Porcentaje: ◆◆
critpress_t	免暴百分比:	Porcentaje Anti-crítico: ◆◆
notbroken_t	免破百分比:	Porcentaje Anti-rotura:
passion23	现价：{0}	Precio actual: {0}
passion28	背包空间不足，请先整理背包	Tu no haces suficientes alojamientos en tu bolsa, por favor arreglarlo primero
herothitem	25676,25677,25678,25679,25680,26122,26123,25713,25714,25715,25716,25717,25718,25719,26121,28217,28218,28219,28220,28221,28222,28223,28224	25676,25677,25678,25679,25680,26122,26123,25713,25714,25715,25716,25717,25718,25719,26121,28217,28218,28219,28220,28221,28222,28223,28224
worldcup_2_1	7月14日 03:00	14 de Julio 03:00
worldcup_3_1	7月13日 04:00	13 de Julio 4:00 AM
worldcup_4_2	7月10日 04:00	10 de Julio 4:00 AM
worldcup_4_1	7月9日 04:00	9 de Julio 4:00 AM
worldcup_8_4	7月6日 04:00	6 de Julio 4:00 AM
worldcup_8_3	7月6日 00:00	6 de Julio 12:00 AM
worldcup_8_2	7月5日 04:00	5 de Julio 4:00 AM
worldcup_8_1	7月5日 00:00	5 de Julio 12:00AM
worldcup_16_8	7月2日 04:00	2 de Julio 4:00 AM
worldcup_16_7	7月2日 00:00	2 de Julio 12:00 AM
worldcup_16_6	7月1日 04:00	1 de Julio 4:00 AM
worldcup_16_5	7月1日 00:00	1 de Julio 12:00 AM
worldcup_16_4	6月30日 04:00	30 de Junio 4:00 AM
worldcup_16_3	6月30日 00:00	30 de Junio 12:00 AM
worldcup_16_2	6月29日 04:00	29 de Junio 4:00 AM
worldcup_16_1	6月29日 00:00	29 de Junio 12:00 AM
ZdlPropertyEnum4	7500	7500
ZdlPropertyEnum6	7500	7500
Zdlattack_p	7500	7500
Zdlattack_m	7500	7500
ZdlPropertyEnum5	5000	5000
ZdlPropertyEnum7	5000	5000
ZdlPropertyEnum8	5000	5000
ZdlPropertyEnum9	5000	5000
ZdlPropertyEnum10	5000	5000
ZdlPropertyEnum11	5000	5000
ZdlPropertyEnum12	5000	5000
ZdlPropertyEnum13	5000	5000
Zdldefense_p	5000	5000
Zdldefense_m	5000	5000
Zdlcrit	5000	5000
Zdlcritpress	5000	5000
Zdlantibroken	5000	5000
Zdlnotbroken	5000	5000
Zdlparry	5000	5000
Zdlpuncture	5000	5000
ZdlPropertyEnum1	2500	2500
Zdlmaxhp	2500	2500
us_en_yk10	+10%	10%
ZdlPropertyEnum2	0	0
ZdlPropertyEnum3	0	0
ZdlPropertyEnum14	0	0
ZdlPropertyEnum15	0	0
Zdlattackspeed	0	0
Zdlanger	0	0
Zdldamageupgrade	0	0
Zdldamagereduce	0	0
hz1	查看黄钻特权	Ver los privilegios Topacio
hz3	请先领取上一级的黄钻成长礼包	Por favor, recoger tu caja de regalo Topacio Crecimiento
qqlogin1	QQ面板快捷登陆可领取	Puedes obtener éste con un rápido inicio de sesión viaQQ
lz1	#C(#00EE00)蓝钻特权#n#H蓝钻用户享受以下特权：#H1、  蓝钻每日礼包#H2、  蓝钻新手礼包#H3、  蓝钻成长礼包#H4、  商城独享八折优惠	#C(#00EE00) Privilegios Diamante Azul#n miembros #HDiamante Azul tendrán los siguientes privilegios: #H1. Diamante Azul diario caja de regalo #H2. Diamante Azul Aprendiz caja de regalo #H3. Diamante Azul Crecimiento caja de regalo #H4. Exclusivo Descuento 20% en la Tienda del Juego
lz2	更多蓝钻特权，请关注蓝钻官网>>	Por favor, visita nuestro sitio web para saber más sobre los Privilegios Zafiro >>
lz4	#C(#00EE00)蓝钻特权#n#H当前蓝钻贵族为#C(#00EE00)LV{0}#n，享受以下特权：#H1、  蓝钻每日礼包#H2、  蓝钻新手礼包#H3、  蓝钻成长礼包#H4、  商城独享八折优惠	#C(#00EE00) Privilegios Diamante Azul#n #HDiamante Azul #C(#00EE00) LV {0} #n los miembros tendrán los siguientes privilegios: #H1. Diamante Azul diario caja de regalo #H2. Diamante Azul Aprendiz caja de regalo #H3. Diamante Azul Crecimiento caja de regalo #H4. Exclusivo Descuento 20% en la Tienda del Juego
magic3	强化成功	RefuerzoSucedido
zxjl9	{0}年{1}月{2}日	{0}/{1}/{2}
hang001	城主轮值	Ciudad Señor en servicio
hang003	魔兽入侵	Invasión del Monstruo
hang004	混乱时空	Realidad Caótica
duanwuhuodong008	英灵神殿	Valhalla
wzgc035	259,303,358,360,706,707,708,709,710,714,715,716,717,259,260,261,303,304,305,306,351,352,353,354,355,356,357,358,359,360,594,595,596,597,704,705,706,707,708,709,710,714,715,716,717,30000	259,303,358,360,706,707,708,709,710,714,715,716,717,259,260,261,303,304,305,306,351,352,353,354,355,356,357,358,359,360,594,595,596,597,704,705,706,707,708,709,710,714,715,716,717,30000
zhanzhen011	+{0}%	{0}% +
zhanzhen012	+0%	0% +
zhenling010	+{0}%	{0}% +
zhenling011	+0%	0% +
fcm01	由于您未进行身份实名认证，将被纳入防沉迷系统，3小时内正常游戏，3小时后将被强制下线，离线5小时后可再次正常体验游戏！	Puesto que tu no has terminado el proceso de certificación del Nombre real, que será supervisado por el Sistema Contra la Adicción. Tu puedes jugar durante 3 horas; 3 horas más tarde, que te verás obligado a ir fuera de línea; 5h después de tu registro de salida, ¡se puede disfrutar de la experiencia normal juego de nuevo!
fcm04	输入信息身份证号码有误	Número de Identificación válida
fcm05	您已通过防沉迷认证，可正常进行游戏！	Has superado el Sistema Anti- Adicción. ¡Ahora tu eres capaz de entrar en el juego!
fcm06	您未满18周岁，已被纳入防沉迷系统！	Tu edad está por debajo de 18. Tu serás supervisado por el Sistema Contra la Adicción!
fcm07	您已累计在线{0}，累计在线3小时将被强制下线，请合理安排游戏时间!	Has conectado por un total de {0}; permanecer durante 3 horas en línea en total, significa que te verás obligado a estar en línea, ¡por favor ten esto en cuenta!
fcm08	您的累计下线时间不满5小时，为了保证您能正常游戏，请稍后登陆	Has cerrado la sesión para menos de 5 horas, por favor, ingresa tarde
fcm09	赵,钱,孙,李,周,吴,郑,王,冯,陈,褚,卫,蒋,沈,韩,杨,朱,秦,尤,许,何,吕,施,张,孔,曹,严,华,金,魏,陶,姜,戚,谢,邹,喻,柏,水,窦,章,云,苏,潘,葛,奚,范,彭,郎,鲁,韦,昌,马,苗,凤,花,方,俞,任,袁,柳,酆,鲍,史,唐,费,廉,岑,薛,雷,贺,倪,汤,滕,殷,罗,毕,郝,邬,安,常,乐,于,时,傅,皮,卞,齐,康,伍,余,元,卜,顾,孟,平,黄,和,穆,萧,尹,姚,邵,湛,汪,祁,毛,禹,狄,	XXX◆◆
fcm10	米,贝,明,臧,计,伏,成,戴,谈,宋,茅,庞,熊,纪,舒,屈,项,祝,董,梁,杜,阮,蓝,闵,席,季,麻,强,贾,路,娄,危,江,童,颜,郭,梅,盛,林,刁,钟,徐,邱,骆,高,夏,蔡,田,干,解,应,宗,樊,胡,凌,霍,虞,万,支,柯,昝,管,卢,莫,柯,房,裘,缪,丁,宣,贲,邓,郁,单,杭,洪,包,诸,左,石,崔,吉,钮,龚,程,嵇,邢,滑,裴,陆,荣,翁,荀,羊,于,惠,甄,曲,家,封,芮,羿,储,靳,汲,邴,糜,松	XXX◆◆
fcm11	井,段,富,巫,乌,焦,巴,弓,牧,隗,山,谷,车,侯,宓,蓬,全,郗,班,仰,秋,仲,伊,宫,宁,仇,栾,暴,甘,钭,历,戎,祖,武,符,刘,景,詹,束,龙,叶,幸,司,韶,郜,黎,蓟,溥,印,宿,白,怀,蒲,邰,从,鄂,索,咸,籍,赖,卓,蔺,屠,蒙,池,乔,阳,郁,胥,能,苍,双,闻,莘,党,翟,谭,贡,劳,逄,姬,申,扶,堵,冉,宰,郦,雍,却,璩,桑,桂,濮,牛,寿,通,边,扈,燕,冀,浦,尚,农,温,别	XXX◆◆
fcm12	庄,晏,柴,瞿,阎,充,慕,连,茹,习,宦,艾,鱼,容,向,古,易,慎,游,戈,廖,庾,终,暨,居,衡,步,都,耿,满,弘,匡,国,文,寇,广,禄,阙,东,欧,殳,沃,利,蔚,越,夔,隆,师,巩,厍,聂,晁,勾,敖,融,冷,訾,辛,阚,那,简,饶,空,曾,毋,沙,乜,养,鞠,须,丰,巢,关,蒯,相,查,后,荆,红,竺,权,逮,盍,益,桓,公	XXX◆◆
fcm13	欧阳,太史,端木,上官,司马,东方,独孤,南宫,万俟,闻人,夏侯,诸葛,尉迟,公羊,赫连,澹台,皇甫,宗政,濮阳,公冶,太叔,申屠,公孙,慕容,仲孙,钟离,长孙,宇文,司徒,鲜于,司空,闾丘,子车,亓官,司寇,巫马,公西,颛孙,壤驷,公良,漆雕,乐正,宰父,谷梁,拓跋,夹谷,轩辕,令狐,段干,百里,呼延,东郭,南门,羊舌,微生,公户,公玉,公仪,梁丘,公仲,公上,公门,公山,公坚,左丘,公伯,西门,公祖,第五,公乘,贯丘,公皙,南荣,东里,东宫,仲长,子书,子桑,即墨,达奚,褚师,吴铭	XXX◆◆
fcm14	#C(#ffffff)由于您未通过防沉迷认证，每天连续在线3小时后将强制下线。#n#U#C(#FFFF00)#A(#K(dlg,FCM))参与防沉迷认证#n#n#n	#C(#ffffff) Dado que no has pasado el proceso de certificación del Nombre real, te verás obligado a estar en línea si te quedas en línea durante 3 horas. #n #U#C(#FFFF00) #A(#K(dlg, FCM)) terminar el Nombre real Certificación #n #n #n
herostore011	当前选择使用个数为0，无法使用！	¡Elegiste artículos para usar 0 objetos, no va a funcionar!
lzxb001	当前骰子数量为0，充值/续费蓝钻可获得骰子！	¡Tu tienes 0 Dices ahora, que se puede obtener mediante la compra / recarga Zafiro membresía!
ssmj003	不消耗行动力（对自己生效）	No consume intentos（afectar a su mismo)
ssmj004	默认接受邀请。	Defecto para aceptar la invitación.
zh001	当前最多可找回收益天数：{0}天	Ganacias para devolver:{0}días
zbxl001	100级开启	disponible en nivel 100
xl001	Lv.{0}	Lv.{0}
xhxt001	您赠送给<font color='#ffff00'>{0}</font>{1}朵玫瑰	Usted regala a <font color='#ffff00'>{0}</font>{1}una rosa
xhxt002	魅力值增加{0}点	aumento carisma{0}puntos
xhxt003	（结婚后双方可额外获得{0}点亲密值）	（Recibirán{0}puntos íntima después de la fiesta ）
xhxt004	<font color='#ffff00'>{0}</font>被你的魅力所倾倒，送上{1}朵玫瑰花！此刻无比幸福的您想怎么感谢他（她）呢？	<font color='#ffff00'>{0}</font>es el dumping su encanto, {1} para enviar rosas! ¿Muy feliz por el momento cómo le gustaría a él (ella) gracias a ella?
xhxt005	['默契，相知，使我们情谊长存','茫茫人海，你永远是我的至交好友','仰首春，俯首秋，愿幸福追随你','因为有你，世界才如此缤纷多彩','这份真挚的友谊，我会珍藏一辈子']	['La comprensión, conociendo entre sí, de modo que nuestra amistad para siempre,''una gran multitud, que será siempre mis amigos cercanos','Gracias a usted, el mundo es tan colorido, '' esta amistad sincera, voy a tesoro para toda la vida']
xhxt006	[1朵,9朵,99朵,999朵]	[1, 9, 99, 999]
xhxt007	魅力值增加{0}点和亲密值增加{1}点	Aumento carisma{0}puntos y aumenta el valor íntima{1}puntos
xhxt008	赠送鲜花	Enviar flores
xhxt009	玩家已离线，无法送花	Jugador no está en línea, no se puede pasar de regalo
xhxt010	玩家等级不足30级	Nivel del jugador de menos de 30
xhxt011	该玩家不是你的好友	El jugador no es su amigo
xhxt012	请选择一个在线好友	Seleccione un amigo en línea
xhxt013	不在同一服务器不能送花	No en el mismo servidor no puede enviar flores
xhxt014	第{0}名	{0}Lugar
xhxt015	选择对方名称	Seleccione el nombre de la otra parte
xhxt016	写下对TA的寄语	Escribe tu mensaje
xhxt017	请选择送花数量	Por favor, seleccione el número de flores
xhxt018	鲜花榜奖励：#H本周鲜花榜排名第一的玩家可获得#C(#00FF00)至尊宝贝#n称号。#H鲜花榜结算：#H每周周一0点进行鲜花榜排名结算，称号会通过邮件发放。	Ranking recompensas Flores: #H El jugador Nº1 en la clasificación de flores de esta semana recibirá #C(#00FF00)Título Bella princesa#n . #H Cálculo: #H Cada lunes a las 00:00, acorde con la clasificación de flores. El título será enviado mediante email.
xhxt019	护花榜奖励：#H本周护花榜排名第一的玩家可获得#C(#00FF00)至尊情圣#n称号。#H护花榜结算：#H每周周一0点进行护花榜排名结算，称号会通过邮件发放。 	Ranking recompensas Guardian: #H El jugador Nº1 en la clasificación de Guardia de esta semana recibirá #C(#00FF00)Título Príncipe Valiente#n . #H Cálculo: #H Cada lunes a las 00:00, acorde con la clasificación de guardia. El título será enviado mediante email.
yszl059	材料印记，作为红色印记升级材料，无法镶嵌。	Material de Sello. Los materiales necesarios para actualizar el sello rojo. No puede ser embebido.
yszl052	是否确认消耗{0}个{1}或{2}充值神石进行雕刻？（优先消耗雕刻石）	¿Seguro que desea gastar {0} {1} {2} o comprar Balens para grabar? (Grabar piedra será utilizado por primera vez)
yszl053	免暴百分比:+{0}%	Anti-crit: +{0}%
