messageId	desc	PLdesc
bydr0006	我的捕鱼积分：{0}	Punkty z łowienia: {0}
bydr0009	剩余活动时间：	Pozostały czas:
bydr0008	今日捕鱼积分达到：{0}	Disiejsze punkty: {0}
fb_032	{0}*{1}	{0}*{1}
fb_031	，{0}*{1}	, {0}*{1}
ysjl001	您今日已无剩余的精炼次数	Brak przydziałów.
ysjl003	元素精华数量:{0}	Esencja Elementu: {0}
ysjl002	今日剩余精炼次数：{0}	Przydziały: {0}
ysjl005	神石不足	Za mało Diamentów.
ysjl004	您是否消耗{0}神石高级精炼	Czy chcesz wydać {0} Diamentów na Zaawansowaną Rafinację?
ysjl006	1.玩家每日拥有10次精炼次数，普通精炼或高级精炼均会消耗1次精炼次数。#H2.普通精炼无任何消耗，高级精炼消耗若干神石，可获得更多元素精华。#H3.精炼次数每日0:00重置。#H4.元素精华可用于元素之灵升级，增加全体上阵英雄属性。	1. Codziennie otrzymasz 10 przydziałów. Zaawansowana i Normalna kosztują tyle samo przydziałów (1). #H2. Normalna Rafinacja jest darmowa. Za Zaawansowaną płaci się Diamentami w zamian za większą ilość Esencji Elementu. #H3. Przydziały resetują się codziennie o 24:00. #H4. Esencja Elementu służy do ulepszenia Duszy Elementu i zwiększenia cech bohaterów.
ssrll004	当前折扣价:{0}	Obecna cena:{0}
ssrll005	购买等级：{0}级	Poziom: {0}
ssrll006	现参团人数：{0}人	Członkowie: {0}
ssrll007	距下层折扣：{0}人	Następna zniżka: {0} członków
ssrll001	限购：{0}个	Ograniczona ilość: {0}
ssrll002	满{0}打{1}折	Osiągnij {0} dla {1}% zniżki.
ssrll003	原价：{0}	Cena początkowa: {0}
ssrll008	可领取{0}次	Możesz odebrać {0} razy?
ssrll009	<font color='#00FF00'>当日已充值{0}神石</font>	<font color='#00FF00'>Zakupiłeś dziś {0} Diamentów.</font>
sdddj003	确认消耗{0}兑换{1}?	Czy chcesz wymienić {0} na {1}?
yszl029	蓝色及以下印记	Niebieski lub słabszy Sygnet
yszl028	绿色及以下印记	Zielony lub słabszy Sygnet
yszl027	全部印记	Wszystkie Sygnety
yszl026	消耗数量：{0}	Koszt: {0}
yszl025	当前印记已满级	Osiągnięto maks. poziom.
yszl024	材料不足	Za mało materiałów.
yszl023	暴击百分比:+{0}%	Kryt: +{0}%
yszl022	生命百分比:+{0}%	HP: +{0}%
yszl021	物攻百分比:+{0}%	AtakFiz: +{0}%
yszl020	元素之灵	Duch Elementu
hang009	魔龙降临	Upadek Smoka
yd2015zd021	#C(#ffffff)#C(#00FF00){0}#n 好运连连，惊喜地抽到大奖{1}可喜可贺啊！	#C(#ffffff)#C(#00FF00){0}#n otrzymał #C(#FF0000){1}#n! Gratulacje!#n
yszl058	1.玩家可以消耗雕刻石获得印记，橙色及以下雕刻石可用充值神石代替。#H2.雕刻等级越高，获得的印记也越高级。#H3.印记属性与印记颜色以及印记品质有关，品质值上限为500.	
yszl059	材料印记，作为红色印记升级材料，无法镶嵌。	Sygnet Materiału. Materiały potrzebne do ulepszenia czerwonego sygnetu. Nie może być osadzony.
yszl052	是否确认消耗{0}个{1}或{2}充值神石进行雕刻？（优先消耗雕刻石）	Na pewno chcesz użyć {0} {1} lub {2} Zablokowanych Diamentów, by szlifować? (Najpierw zostanie użyty Kamień szlifujący)
yszl053	免暴百分比:+{0}%	Anty-kryt: +{0}%
mofazhentouzi	#C(#FFFFFF)投资#C(#00FF00){0}充值神石#n累计收益#C(#00FF00)价值3200神石#n的魔法阵道具#n	#C(#FFFFFF) Zainwestuj #C(#00FF00){0} Diamentów z doładowań #n Nagroda: Magiczny Krąg warty #C(#00FF00) 3200 Diamentów#n.#n
yszl051	消耗一个红色雕刻石雕刻，必定获得红色印记,优先消耗雕刻石	Zdobycie Czerwonego Sygnetu kosztuje czerwony kamień szlifujący. Najpierw zostanie użyty Kamień Szlifujący.
yszl056	格挡百分比:+{0}%	Blok: +{0}%
yszl057	破挡百分比:+{0}%	Łamanie blok.: +{0}%
yszl054	破防百分比:+{0}%	Łamanie obr.: +{0}%
yszl055	免破百分比:+{0}%	Anty-łamanie: +{0}%
yszl038	已经装备了同类印记	Dodano już taki sygnet do ekwipunku.
yszl039	是否确认消耗{0}个{1}进行雕刻？	Czy chcesz wydać {0} {1} by rzeźbić?
yszl034	印记背包空间不足，请清理后再分解	Za mało miejsca w inwentarzu Sygnetów.
yszl035	分解后将无法找回，是否确认分解？	Czy chcesz wydać {0} diamentów by rozłożyć? Procesu nie można odwrócić.
yszl036	元素之灵达到{0}级{1}星后解锁。	Otwórz posiadając Lv{0}  Gwiazd.-{1}
yszl037	印记栏位已满	Przegródki są pełne.
yszl030	紫色及以下印记	Fioletowy lub słabszy Sygnet.
yszl031	橙色及以下印记	Pomarańczowy lub słabszy Sygnet.
yszl032	分解栏位已满	Przegródki po lewej są pełne.
yszl033	您当前分解的印记中含有紫色或者更高品阶印记，是否确认分解	Sygnet, który chcesz rozłożyć, zawiera w sobie Fioletowe lub wyższe. Czy na pewno kontynuować?
mofazhentouzi1	累计收益价值4700神石	Nagroda warta 4700 Diamentów.
hang010	神树秘境	Tajemnicze Drzewo
wzgc037	请先领取首充奖励！	Pobierz najpierw Nagrodę za Pierwsze Doładowanie.
yd2015zd019	#U#C(#00FF00)#A(#K(dlg,OPEN_YUANDAN_AWARD_SCAN_VIEW))福利预览	#U#C(#00FF00)#A(#K(dlg,OPEN_YUANDAN_AWARD_SCAN_VIEW))Nagroda
yd2015zd018	本次抽奖消耗{0}充值神石抽奖{1}次，是否确认抽奖？	Czy chcesz wydać {0} Balens and spin {1} times?
yd2015zd017	提示：只能使用充值神石进行抽奖，本服累计抽奖次数达标全服玩家即可领取福利奖励！	Wskazówka: Co 100 losowań ma miejsce super losowanie, w którym gwarantowane są cenne wygrane.
yd2015zd016	本服总转转达{0}次可领取：	Możesz pobrać, gdy na serwerze będzie {0} losowań.
yd2015zd015	今日本服总转转次数：{0}次	Łączne losowania: {0}.
yd2015zd014	今日已转转：{0}次	Dzisiejsze losowania: {0}
yszl050	消耗一个橙色雕刻石或288充值神石雕刻，可获得橙色或红色印记,优先消耗雕刻石	Szlifowanie, by zdobyć Pomarańczowy lub Czerwony Sygnet kosztuje Pomarańczowy Kamień Szlifujący lub 288 Diamentów z doładowań. Najpierw zostanie użyty Kamień Szlifujący. 
elsb003	游戏结束！	Koniec gry!
elsb002	移动无效！	Niedostępne!
elsb001	[第1关,第2关,第3关]	[Etap 1,Etap 2, Etap 3]
elsb007	消耗{0}神石，购买一次游戏挑战次数，是否确认购买？	Jeden przydział kosztuje {0} Diamentów. Na pewno chcesz kupić?
elsb006	请先通关上一个关卡！	Przejdź przynajmniej jeden etap.
elsb005	目前正在挑战游戏，无法切换关卡！	Jesteś teraz w grze. Nie możesz zmienić etapów.
elsb004	使用键盘上的方向键↑↓←→操控所有宝石向一个方向移动，每次移动都会在空位随机产生一个一级宝石，两个等级相同的宝石相遇可以合成下一级宝石，达成目标后对应目标宝石消除。	Użyj klawiszy ze strzałkami, by przesunąć klejnoty. Za każdym razem klejnot Lv1 pojawi się w losowym miejscu. Gdy dwa takie same klejnoty się spotkają połączą się w klejnot o wyższym poziomie. Gdy osiągniesz cel, klejnoty znikną.
elsb009	挑战次数：{0}	Przydziały: {0}
elsb008	已达到今日购买上限，无法购买。	Nie możesz kupić więcej dzisiaj.
elsb010	我的个人跨服排名：{0}名	Mój ranking cross-serwer: {0}
elsb011	上一局成绩：{0}分	Ostatnia runda: {0} punktów
elsb012	今日最高分：{0}分	Najlepszy dzisiaj: {0}
wzgc036	充值后可购买（{0}充值神石）	Doładuj diamenty, by kupić ( {0} Diamentów z dołądowań)
elsb014	当前剩余步数为0，游戏已经结束！	Nie masz więcej ruchów. Koniec gry!
elsb015	您的操作太快了！	Poczekaj.
elsb016	重置关卡视为结束本局游戏，立刻当前该获得积分，是否确认重置？	Jeśli zresetujesz, zakończysz tę rundę. Otrzymasz aktualne punkty. Na pewno chcesz zresetować?
elsb017	第{0}名	Nr {0}
elsb018	第{0} - {1}名	Nr {0}-{1}
elsb019	第{0}关	Etap {0}
yszl016	消耗{0}个元素精华进行培养，提升{1}经验	Potrzeba {0} Esencji Elementu by trenować i zdobyć {1} EXP.
yd2015zd023	活动说明：每个惊喜礼包每日均可开启10次，开启第10次必得至尊奖励，开启次数越多越高机率获得高倍惊喜奖励，所有礼包在每日00:00重置，点击礼包可预览奖励！	Opis Super Paczki.
seal01	需要{0}{1}级	Wymagany poziom: {0} {1}
seal03	等级已达上限	Już osiągnąłeś maksymalny poziom.
seal02	下一级	Następny poziom
yd2015zd022	元旦活动已全部结束!	Event zakończony.
yszl017	当前突破需要：{0}/{1}	Koszt: {0}/{1}
yd2015zd020	#C(#ffffff){0}区#C(#00FF00){1}#n新年行大运，惊喜地抽到{2}真是喜大普奔啊！	#C(#ffffff)Server {0}#C(#00FF00){1}#n otrzymał #C(#FF0000){2}#n! Gratulacje!#n
yszl015	1.未选择元素之灵类型时，在此界面翻页或点击元素之灵球进行选择，选择后方可打开升级界面。#H2.选择元素之灵后，可消耗100神石切换为其他类型的元素之灵，切换无次数限制。#H3.切换元素之灵类型只改变相应的元素之灵技能，元素之灵等级及其附加属性保持不变。	1. Jeśli nie wybierzesz Duszy Elementu, możesz wybrać na tej stronie. Następnie otwórz interfejs ulepszania. #H2. Kiedy wybierzesz Duszę Elementu, będziesz mógł zmienić na inny tym płacąc 100 diamentów. #H3. Zmieni się tylko umiejętność Ducha Elementu, a poziom i inne cechy pozostaną takie same.
yd2015zd024	至尊开启	Super Otwarcie
yd2015zd025	神石开启	Diamentowe Otwarcie
zhenlingtouzi1	累计收益价值3600神石	Nagroda warta 3600 Diamentów.
yszl018	突破0级5星后可获得技能	Ewoluuj do Lv1 by zdobyć umiejętność.
yszl019	当前尚未激活元素之灵技能	Nie posiadasz umiejętności Elementu.
elsb021	玩法说明：#H1、每天都有3次免费的游戏挑战次数，每天最多购买2次游戏挑战次数，次数在每日00:00重置。#H2、通过挑战游戏不同的关数，完成关数的目标可领取对应的关数目标奖励，每个目标每日限领一次。#H3、每一关有3个目标，完成前2个目标即可通关，完成3个目标达成完美通关积分获得更多,挑战自我吧!#H4、	Zasady: #H1. Każdego dnia będziesz mieć 3 darmowe przydziały. Możesz dokupić 2 więcej. Przydziały resetują się o 00:00. #H2. Przechodząc różne etapy możesz pobrać nagrody. Każda nagroda może zostać pobrana raz dziennie. #H3. Każdy etap ma 3 cele. Gdy osiągniesz 2 z nich, możesz przejść etap. Jeśli osiągniesz wszystkie, otrzymasz super nagrodę. #H4. 
elsb020	目标{0}	Cel {0}
elsb023	挑战宝石2048玩法，成功完成关卡的对应目标即可领取对应奖励，每一项奖励每日只可领取一次，奖励在每日的00:00重置。	Przejdż 2048 a możesz otrzymać nagrodę. Każda nagroda może być pobrana raz dziennie. Nagroda resetuje się o 00:00.
elsb022	玩家通关后才能挑战下一关的关卡，通关和完美通关都可挑战下一关可以获得更多积分和奖励。#H5、完成每一个目标都可以获得对应积分，完美通关后剩余的步数越多额外获得越多积分。#H6、玩家的今日最高分可以进行跨服排行，每日00:00结算，奖励通过邮件发送。#H7、跨天时还在进行的挑战会自动视为超时，游戏失败处理，请及时使用当天的挑战次数。	Zalicz bieżący etap by przejść do następnego. Otrzymasz więcej punktów i nagród. #H5. Za każdy cel przysługują punkty. Otrzymasz więcej punktów za skuteczne walki z małą ilością rund. #H6. Gracze trafią do rankingu na podstawie najlepszego wyniku punktowego z danego dnia. Nagroda jest obliczana codziennie o północy i wysyłana pocztą. #H7. Walki kończone już po północy nie są zaliczane. Uważaj, by nie stracić prydziałów i walcz wcześniej!
elsb013	当前没有挑战次数！	Nie masz teraz przydziałów.
yszl061	[全部印记,绿色及以下印记,蓝色及以下印记,紫色及以下印记,橙色及以下印记]	[Wszystkie Sygnety, Zielony Sygnet lub niższy, Niebieski Sygnet lub niższy, Fioletowy Sygnet lub niższy, Pomarańczowy Sygnet lub niższy]
yszl060	1.共有8个印记栏位，随元素之灵等级提升解锁#H2.同类印记不可重复镶嵌#H3.印记通过雕刻获得#H4.已镶嵌的印记提升所有上阵英雄百分比属性	1. Jest 8 gniazd sygnetu. Zwiększ poziom Ducha Elemetu by je odblokować. #H2. Sygnety tego samego rodzaju mogą być używane jednocześnie. #H3. Sygnety można zdobywać ze szlifowania. #H4. Umieszczanie sygnetów zwiększy cechy wszystkich bohaterów w formacji.
zhanhuntouzi	#C(#FFFFFF)投资#C(#00FF00){0}充值神石#n累计收益#C(#00FF00)价值3200神石#n的战魂道具#n	#C(#FFFFFF)Zainwestuj#C(#00FF00){0} Diamentów z doładowań.#n Nagroda: Przedmioty Duszy Wojny warte #C(#00FF00)3200 Diamentów.#n#n
zzyk018	#H  g.魔龙降临：自动寻路，自动挑战，挑战次数为0后自动退出活动场景。#H  h.神树秘境：自动浇水。#H3、当您需要进行至尊特权时，不要关闭游戏哟！	#H  g. Upadek Smoka: Auto-ścieżka, Auto-wyzwanie, wyjście po wyczerpaniu przydziałów. #H  h. Drzewo Tajemnic: Auto-podlewanie. #H3. Pozostań w grze, korzystając z przywileju!
ysjl008	消耗一次精炼次数和40神石，获得70到130个元素精华	Zdobycie 70-130 Esencji Elementu kosztuje 1 przydział rafinacji oraz 40 diamentów.
zhenlingtouzi	#C(#FFFFFF)投资#C(#00FF00){0}充值神石#n累计收益#C(#00FF00)价值3200神石#n的阵灵道具#n	#C(#FFFFFF)Zainwestuj#C(#00FF00){0} Diamentów z doładowań.#n Nagroda: Przedmioty Duszy Znaków warte #C(#00FF00)3200 Diamentów.#n#n
ysjl007	消耗一次精炼次数，获得10到30个元素精华	Zdobycie 70-130 Esencji Elementu kosztuje 1 przydział rafinacji.
zhanhuntouzi1	累计收益价值3600神石	Nagroda warta 3600 Diamentów.
yszl049	消耗一个紫色雕刻石或88充值神石雕刻，可获得绿色、蓝色或紫色印记,优先消耗雕刻石	Użyj Fioletowego Kamienia Szlifującego lub 88 Diamentów z doładowań, by szlifować. Otrzymasz Zielony, Niebieski lub Fioletowy Sygnet. Najpierw zostaną użyte Kamienie Szlifujące.
yszl048	消耗一个蓝色雕刻石或40充值神石雕刻，可获得绿色或蓝色印记,优先消耗雕刻石	Użyj Niebieskiego Kamienia Szlifującego lub 40 Diamentów z doładowań. Otrzymasz Zielony lub Niebieski Sygnet. Najpierw zostaną użyte Kamienie Szlifujące.
yszl045	1.在右侧点击已装备或背包中的印记即可将印记放入升级栏位，点击另一个印记会相应更换。#H2.升级印记需要消耗印记灵石，升级红色印记需要消耗一级材料印记。#H3.印记灵石通过分解印记获得。#H4.升级后印记的品质值不发生变化。	Opis ulepszania sygnetu.
yszl044	法攻百分比:+{0}%	AtakMag: +{0}%
yszl047	消耗一个绿色雕刻石或20充值神石雕刻，必定获得绿色印记,优先消耗雕刻石	Użyj Zielonego Kamienia Szlifującego lub 20 Diamentów z doładowań. Otrzymasz Zielony Sygnet. Najpierw zostaną użyte Kamienie Szlifujące.
yszl046	1.通过点击印记可以选中或取消放入分解栏位的印记，也可通过筛选一键添加#H2.分解红色以下印记获得印记灵石，分解红色印记可获得材料印记和印记灵石。#H3.印记灵石100%返还。#H4.材料印记作为红色印记的升级材料，无法镶嵌。	Opis rozkładu sygnetu
yszl041	品质值：{0}	Jakość: {0}
yszl040	雕刻成功，获得了{0}	Rzeźbienie udało się. Otrzymałeś {0}.
yszl043	印记背包空间不足，请先清理	Niestety nie masz dość miejsca w inwentarzu sygnetów.
yszl042	印记背包空间不足，请先清理	Niestety nie masz dość miejsca w inwentarzu sygnetów.
kfzc018	跨服战场准备场景	Scena cross-serwer
kfzc019	活动即将开始，活动开始时不在该场景的玩家失去活动资格，是否确认退出？	Event wkrótce się rozpocznie. Gracze nie będący w scenie nie będą mogli dołączyć po rozpoczęciu efektu. Na pewno chcesz wyjść?
kfzc012	守卫人数大于1，无法攻击！	Jest więcej niż 1 strażnik. Nie możesz teraz atakować.
kfzc013	攻击冷却中！	Odliczanie…
kfzc010	该据点结算得分：{0}	Punkty: {0}
kfzc011	保护时间不能进行攻击！	Nie możesz atakować w trakcie ochrony.
kfzc016	不在该据点中不能攻击	Nie możesz atakować.
kfzc017	归属倒计时：{0}秒	Odliczanie: {0} sec
kfzc014	投票{0}	Głosuj {0}
kfzc015	防守方不能攻击守卫	Obrońca nie może atakować strażników.
hdsy003	{0}号位	Pozycja {0}
hdsy002	剩余收益次数：{0}次	Pozostałe przydziały: {0}
hdsy001	人数({0}/3)	Członkowie ({0}/{3})
hdsy007	关闭该界面时会离开所在队伍，是否确定离开？	Jeśli zamkniesz interfejs opuścisz drużynę. Na pewno chcesz wyjść?
hdsy006	队伍人数不足，无法开启。	Nie rozpocznie się, gdy nie ma wystarczającej ilości członków w drużynie.
hdsy005	确定要将该玩家请离队伍吗？	Na pewno chcesz wyrzucić gracza?
hdsy004	#C(#00FF00)玩法说明：#n#H1、挑战需要3人组队进行，每天仅可获得一次奖励；#H2、每个关卡每天随机产生若干个boss，以车轮战的方式进行战斗，每击杀一个boss都会获得对应奖励，但必须一次将所有boss击杀才算通关；。#H3、通关所用回合数越少，评价奖励越丰富；#H4、通关前置关卡才能开启后续关卡；#H5、挑战开始前每个玩家都可以选择不同的被动技能增益；。#H6、评价奖励中的圣印纹章可用来激活圣印，每个章节最多掉落3个圣印纹章	#C(#00FF00)Zasady: #n#H1. Do gry potrzeba 3 członków drużyny. Codziennie można zdobyć tylko 1 nagrodę. #H2. Na każdym etapie pojawi się losowy boss. Za każdego pokonanego bossa jest nagroda, ale najpierw trzeba pokonać ich wszystkich. #H3. Im mniejsza ilość rund w walkach, tym lepsze nagrody. #H4. Etapy należy zaliczać jeden po drugim. #H5. Przed rozpoczęciem każdy gracz może wybrać umiejętność pasywną. #H6. Święte odznaki w nagrodzie służą do oblokowania Świętej Pieczęci. W każdym etapie jest do 3 odznak.
hdsy008	【混沌神域-{0}】{1}邀请你加入TA的队伍#H	[Królestwo Chaosu-{0}]{1} zaprasza cię do drużyny.#H
seal09	{0}已升至{1}级	{0} został ulepszony do poziomu {1}.
seal08	恭喜，升级成功！	Gratulacje! Udało się!
seal05	当前圣印已满级，无法继续升级	Aktualna Święta Pieczęć osiągnęła maksymalny poziom. Nie możesz teraz ulepszyć.
seal04	历练值不足，无法升级	Masz zbyt mało EXP.
seal07	恭喜，激活成功！	Gratulacje! Udało się!
seal06	前置圣印未激活，请按顺序激活圣印	Niestety, poprzednia Święta Pieczęć nie została odblokowana.
lanzuantequan5	现价：{0}	Teraz: {0}
lanzuantequan4	原价：{0}	Cena: {0}
lanzuantequan7	是否确定消耗{0}神石购买{1}？	Na pewno chcesz wydać {0} Diamentów, by kupić {1}?
lanzuantequan6	每日限购：{0}/{1}	Codzienny limit: {0}/{1}
lanzuantequan1	成为蓝钻用户，即可立即享受一下强力BUFF加成：#H1、勇者试炼场获得经验额外加成10%，可与其他特权效果相加。#H2、勇斗领主每日互动次数+3。#H3、英灵神殿可享受扫荡功能。	tdb
lanzuantequan3	该物品今日的限购次数已用完，请明天再次购买。	Ten przedmiot został dzisiaj wyprzedany.
lanzuantequan2	成为蓝钻用户即可购买该物品。	tdb
kfzc009	（领主投票时间）	(Czas na głosowanie)
kfzc008	保护时间：{0}秒	Czas ochrony: {0} sekund
kfzc005	抽奖中,请稍后！	Loteria trwa. Czekaj.
kfzc004	活动进行中，无法进入！	Event już się rozpoczął.
kfzc007	跨服战场活动说明	Opis pola bitwy cross-serwer
kfzc006	剩余抽奖次数:{0}	Pozostałe przydziały: {0}
kfzc001	入场剩余倒计时:	Odliczanie:
kfzc003	活动尚未开启！	Event się nie rozpoczął.
kfzc002	跨服战场火热进行中！	Pole bitwy cross-serwer trwa.
seal16	圣印纹章	Święta Odznaka
seal17	历练值	EXP
seal14	攻击百分比	Procent ataku
seal15	已达等级上限	Osiągnięto już maksymalny poziom
seal12	需要圣印纹章{0}个	Kosztuje {0} Świętych Odznak.
seal13	需要{0}历练值	Kosztuje {0} EXP.
seal10	1、圣印激活需要消耗圣印纹章，圣印纹章可在混沌神域中获得；#H2、圣印激活后可消耗历练值升级，升级可获得附加属性，历练值可在混沌神域中获得；#H3、圣印升级时会激活、升级圣印技能，圣印技能为被动技能，会增加属性；#H4、圣印、圣印技能对全体上阵英雄有效	1. Do odblokowania Świętej Pieczęci potrzebna jest Święta Odznaka. Zdobędziesz ją w Strefie Chaosu. #H2. Po odblokowaniu pieczęci ulepsza się ją za pomocą EXP. Otrzymasz cechy bonusowe. EXP otrzymasz również w strefie Chaosu. #H3. Ulepszając Świętą Pieczęć odblokujesz umiejętność pieczęci, która zwiększy Twoje cechy. #H4. Święta Pieczęć oraz umiejętność wpływają na wszystkich bohaterów w formacji.
seal11	圣印	Święta Odznaka
yszl063	雕刻石不足	Zbyt mało Kamieni Szlifujących
yszl062	雕刻石及充值神石不足	Zbyt mało Kamieni Szlifujących i Diamentów z Doładowań.
gh_redpocket10	红包个数不能大于红包金额，请重新输入红包个数！	Ilość paczek nie może przekraczać ilości diamentów.
gh_redpocket11	#C(#00FF00)充值10000~49999神石，返还16%#H充值50000~99999神石，返还18%#H充值100000神石及以上，返还20%#n#H3、最高返利额度#C(#FF0000)不超过20000神石。#n#H4、返还的神石为#C(#FF0000)奖励神石。#n	#C(#00FF00)Kup od 10000 do 49999 diamentów, a otrzymasz o 16% więcej. #H Kup od 50000 do 99999 diamentów, a otrzymasz o 18% więcej. #H Kup 100000 diamentów lub więcej, a otrzymasz dodatkowo 20%. #n#H3. Maks. ilość bonusowa nie przekroczy #C(#FF0000)20000 diamentów.#n#H4. Bonus jest wypłacany w postaci #C(#FF0000)Diamentów Podarunkowych#n.
sprainEggRec11	超级扭蛋	Super Szczęśliwe Jajo
sprainEggRec10	高级扭蛋	Zaawansowane Szczęśliwe Jajo
sprainEggRec12	今日普通扭蛋次数已用完，请选择其他扭蛋方式	Zużyłeś dzisiejsze zwyczajne przydziały. Czy chcesz użyć innych metod?
yxzthd011	目前花灯高度未满足领奖要求，是否#C(#00FF00)放弃当前花灯#n？	Twoja latarnia nie spełnia wymogów. Czy chcesz #C(#00FF00)zrezygnować z latarni#n?
yxzthd010	您有未使用的提升高度次数，是否确认放弃使用并马上领取当前#C(#00FF00){0}#n米及以下的奖励？	Masz jeszcze przydziały na zwiększenie wysokości. Czy na pewno chcesz zrezygnować i odebrać obecną nagrodę za {0} metrów?
yxzthd013	花灯已使用完！	Nie masz żadnych latarni.
yxzthd012	是否花费#C(#00FF00){0}#n神石提升#C(#00FF00){1}#n米	Czy chcesz wydać #C(#00FF00){0}#nDiamentów by zwiększyć o #C(#00FF00){1}#n metrów?
yxzthd015	#H5、已经激活的英雄助力，在这个活动期间均有效果，无需再次激活；#H6、提升十次高度后可根据花灯高度获取不同档次的奖励，在提升高度期间，可以随时获取奖励，但如果花灯高度不满足最低档次的奖励要求时，则无法获得奖励。	#H5. Odblokowano asystę bohaterów, która będzie dostępna podczas trwania eventu. #H6. Po zwiększeniu 10 razy otrzymasz nagrodę na podstawie wysokości, przyznawaną po każdym zwiększeniu. Przy minimalnej wysokości nie można odebrać nagrody.
yxzthd014	目标{0}：花灯高度达到<font color='#00FF00'>{1}</font>米可随机获得以下奖励之一	Cel{0}: Latarnia osiąga <font color='#00FF00'>{1}</font> metrów. Otrzymasz losową nagrodę.
yxzthd017	每天最多可购买7个元宵花灯。	Możesz kupić dziennie do 7 latarni.
yxzthd016	太幸运了，您在提升花灯高度时，获得了{0}助力，该效果将在活动期间持续存在，且可与其他英雄助力叠加！	Masz szczęście! Przy zwiększaniu wysokości otrzymałeś {0} asyst. Efekt będzie działał podczas trwania eventu. Łączy się z innymi efektami.
mmhy008	请等待本次探秘完成后再进行探秘操作	Proszę zaczekać do zakończenia eksploracji.
mmhy009	每次探秘后，7个果实其中一个会获得一点培养进度，培养进度满后可领取奖励	Po każdej eksploracji jedno z 7 owoców otrzyma punkty kultywacji. Po osiągnięciu pełnej ilości punktów można odebrać nagrodę.
mmhy006	{0}/{1}	{0}/{1}
mmhy007	是否消耗#C(#fbfe00){0}充值神石#n探秘{1}次	Czy chcesz wydać #C(#fbfe00){0} Zakupionych Diamentów#n by eksplorować {1} raz?
mmhy004	#C(#ffffff)#C(#00FF00){0}  {1}#n在辛勤培育果实后获得了#C({2}){3}#n	#C(#ffffff)#C(#00FF00){0}  {1}#n otrzymał #C({2}){3}#n przy kultywacji owoców.
mmhy005	1、每次探秘需要20充值神石；#H2、探秘可直接获得一份奖励，并获得一点培养进度，培养进度会随机被分配到某个“果实”上，培养进度达到上限后可领取对应“果实”中的奖励；#H3、本服累计领奖次数和个人累计领奖次数同时达到条件可领取对应奖励；#H4、本服累计领奖次数、个人累计领奖次数、“果实”培养进度在活动结束后会被清空，请及时领奖。	1. Każda eksploracja kosztuje 20 zakupionych diamentów. #H2. Po eksploracji otrzymasz nagrodę oraz 1 punkt. Punkt eksploracji zostanie dodany do losowego owocu. Po osiągnięciu limitu punktów w danym owocu otrzymasz nagrodę. #H3. Nagrody będą też przyznawane, jeśli odbierzesz nagrodę wymaganą ilość razy lub gdy zrobi to cały serwer. #H4. Po zakończeniu eventu znikną punkty oraz ilość pobrania nagród. Nie zapomnij o swoich nagrodach!
mmhy002	个人{0}次	Wynik gracza: {0} razy
mmhy003	#C(#ffffff)#C(#00FF00){0}  {1}#n意外获得#C({2}){3}#n	#C(#ffffff)#C(#00FF00){0}  {1}#notrzymał #C({2}){3}#n
mmhy001	本服累计{0}次	Server: {0} razy
zthdcjhd003	    副 本 	Loch
gh_redpocket09	红包个数不能低于{0}个！	Ilość paczek nie może być mniejsza niż {0}.
gh_redpocket08	红包金额不能低于{0}神石！	Ilość diamentów nie może być mniejsza niż {0}.
gh_redpocket01	请输入红包金额（充值神石）	Proszę wprowadzić ilość diamentów (Zakupione Diamenty)
gh_redpocket03	1、2月5日至2月14日期间进行充值的玩家可根据每日累计购买的神石数在10天后领取额外神石返利；#H2、返利额度：#H#C(#00FF00)充值500~1999神石，返还10%#H充值2000~4999神石，返还12%#H充值5000~9999神石，返还14%#n#H	1. Jeśli w dniach 05.02. - 14.02. zakupisz dość diamentów, otrzymasz bonusowe diamenty po upływie 10 dni. #H2. Bonusowe diamenty: #H#C(#00FF00)Zakup od 500 do 1999 diamentów = 10% bonus. #HZakup od 2000 do 4999 diamentów = 12% bonus. #HZakup od 5000 do 9999 diamentów = 14% bonus.#n#H
gh_redpocket02	请输入红包数量	Podaj ilość
gh_redpocket05	<font color='#00FF00'>{0}</font>领取了<font color='#00FF00'>{1}</font>的红包，获得了<font color='#FF0000'>{2}</font>神石。	<font color='#00FF00'>{0}</font>odebrał paczkę od<font color='#00FF00'>{1}</font>' i otrzymał <font color='#FF0000'>{2}</font> Diamentów!
gh_redpocket04	<font color='#00FF00'>{0}</font>发放了一个公会红包<font color='#FF0000'>【{1}】</font>	<font color='#00FF00'>{0}</font> wysłał paczkę gildii <font color='#FF0000'>[{1}]</font>!
gh_redpocket07	是否消耗<font color='#00FF00'>{0}</font>充值神石发放个数为<font color='#00FF00'>{1}</font>的公会红包？	Czy chcesz wydać <font color='#00FF00'>{0}</font> Zakupionych Diamentów i wysłać <font color='#00FF00'>{1}</font> Paczki Gildii?
gh_redpocket06	现在发红包的人太多了，请稍后再试。	Zbyt wielu graczy wysyła teraz paczki. Proszę chwilę zaczekać!
chat001	#C(#ff0000)此场景无法使用阵营聊天	#C(#ff0000)Nie możesz korzystać z czatu gildii w tej scenie.
yxzthd008	免费次数已使用完！	Brak darmowych przydziałów.
