messageId	desc	RussiaDesc
syly0001	#C(#00FF00)【深渊炼狱】活动玩法说明：#n#H1、等级≥100级可参与，活动共30分钟。#H2、活动分为3个战区，分别是：高级战区（100级-119级）、顶级战区（120级-139级）、超级战区（140级-179级）。#H3、深渊炼狱共分为10层。每一层都有击杀人数要求，达到击杀人数时，可进入下一层。当层数≥2时，被击杀有概率掉层。	#C(#00FF00) Описание события 【Пекло】: #n#H1. В событии принимают участие игроки 100 уровня и выше, ивент длится 30 минут. #H2. Событие делится на 3 боевые зоны: высокого уровня (100 - 119 уровень), высшего уровеня (120 - 139 уровень), наивысшего уровеня (140 - 179 уровень). #H3. Событие также делится на 10 уровней. На каждом уровне необходимо убить определенное количество игроков, когда данное требование выполнено, игрок переходит на следующий уровень. Если игрок был убит, а его уровень 2 и выше, есть вероятность того, что он потеряет полученные уровни. 
syly0002	#H4、活动开启后，每隔一段时间会在每一层刷出不同数量的怪物。击杀怪物同样可累积击杀人数。	#H4. Во время события на каждом уровне периодически появляются монстры, количество которых всегда разное. Убитые монстры также засчитываются в количество убитых игроков. 
syly0003	#H5、击杀一名玩家可获得一定量的积分，层数越高获得积分越多。	#H5. За убитого игрока выдается определенное количество очков, чем больше уровень события, тем больше очков. 
syly0004	#H6、活动结束后根据积分进行排名，积分排名靠前的玩家均可获得丰富的奖励。#H7、活动结束后，根据玩家当前所在层数发放层数奖励。层数越高，奖励越好。若活动结束时，不在活动场景内则不发放层数奖励。	#H6. По окончании события происходит распределение мест согласно набранным очкам, игроки, которым достались первые места, получают ценные награды. #H7. По окончании события игрокам выдаются награды согласно уровню события. Чем выше уровень, тем лучше награда. Если событие завершено, а игрок находится вне события, награда за уровень не выдается.
syly0005	活动结算前退出活动场景将不会获得层数奖励，确定退出深渊炼狱吗？	Если выйти из события до того как будут подведены итоги, то награда за уровень события не выдается, вы действительно хотите выйти?
syly0006	确  定	Подтвердить
syly0007	取  消	Отмена
syly0008	战斗中，请勿打扰！	Идет сражение, не беспокоить!
syly0009	当前所在层数：{0}	Текущий уровень: {0}
syly0010	已达到最高层数：{0}	Достигнут максимальный уровень: {0}
syly0011	本层击杀人数：{0}/{1}	На этом уровне убито: {0}/{1}
syly0012	总共击杀人数：{0}	Общее количество убитых: {0}
syly0013	当前获得积分：{0}	Текущее количество очков: {0}
syly0014	拥有跨服币：{0}	Монетки кросс-сервера: {0}
syly0015	战斗冷却中，请稍后再试。	Сражение в режиме ожидания, попробуйте позже.
syly0016	活动尚未开始，请耐心等待！	Событие не началось, ждите открытия!
syly0017	活动将于{0}：{1}：{2}开启,敬请期待！	Событие будет открыто в {0}:{1}:{2} часов, просим вас подождать! 
syly0018	您已被击败，是否花费<font color='#FF0000'>{0}</font>个跨服币保证不掉层？	Вы были убиты, уверены, что хотите потратить <font color='#FF0000'>{0}</font> монеток кросс-сервера, чтобы не терять полученные уровни?
syly0019	否({0})	Нет ({0})
syly0020	排名	Место
syly0021	层数	Уровень
syly0022	第{0}名	{0} место
syly0023	第{0}-{1}名	{0}-{1} место
syly0024	第{0}层	{0} уровень
syly0025	#C(#00FF00)【深渊炼狱】活动玩法说明：#n#H1、等级≥100级可参与，活动共30分钟。#H2、活动分为3个战区，分别是：高级战区（100级-119级）、顶级战区（120级-139级）、超级战区（140级-179级）。#H3、深渊炼狱共分为10层。每一层都有击杀人数要求，达到击杀人数时，可进入下一层。当层数≥2时，被击杀有概率掉层。#H4、活动开启后，每隔一段时间会在每一层刷出不同数量的怪物。击杀怪物同样可累积击杀人数。	#C(#00FF00) Описание события 【Пекло】: #n#H1. В событии принимают участие игроки 100 уровня и выше, ивент длится 30 минут. #H2. Событие делится на 3 боевые зоны: высокого уровня (100 - 119 уровень), высшего уровеня (120 - 139 уровень), наивысшего уровеня (140 - 179 уровень). #H3. Событие также делится на 10 уровней. На каждом уровне необходимо убить определенное количество игроков, когда данное требование выполнено, игрок переходит на следующий уровень. Если игрок был убит, а его уровень 2 и выше, есть вероятность того, что он потеряет полученные уровни. #H4. Во время события на каждом уровне периодически появляются монстры, количество которых всегда разное. Убитые монстры также засчитываются в количество убитых игроков. 
syly0026	#H5、击杀一名玩家可获得一定量的积分，层数越高获得积分越多。#H6、活动结束后根据积分进行排名，积分排名靠前的玩家均可获得丰富的奖励。#H7、活动结束后，根据玩家当前所在层数发放层数奖励。层数越高，奖励越好。若活动结束时，不在活动场景内则不发放层数奖励。	#H5. За убитого игрока выдается определенное количество очков, чем больше уровень события, тем больше очков. #H6. По окончании события происходит распределение мест согласно набранным очкам, игроки, которым достались первые места, получают ценные награды. #H7. По окончании события игрокам выдаются награды согласно уровню события. Чем выше уровень, тем лучше награда. Если событие завершено, а игрок находится вне события, награда за уровень не выдается.
syly0027	跨服币不足！	Недостаточно монеток кросс-сервера!
djdfs001	点金{0}次	Прикоснулись {0} раз
djdfs002	等级不足	Недостаточный уровень
djdfs003	消耗{0}充值神石随机获得10个原石	Потратить {0} баленов, чтобы купить 10 природных камней 
djdfs004	您将消耗{0}充值神石购买10个原石	Вы хотите потратить {0} баленов, чтобы купить 10 природных камней 
yqkf0001	队友{0}邀请你进入跨服组队竞技，接受邀请立马进入跨服，是否接受邀请？	Игрок {0} приглашает вас принять участие в групповом межсерверном состязании, приняв приглашение, вы тут же будете перенесены в локацию состязания, вы уверены, что хотите принять приглашение? 
ssrll001	限购：{0}个	Ограниченное количество: {0} шт.
ssrll002	满{0}打{1}折	Купив {0} будет скидка {1}
ssrll003	原价：{0}	Старая цена: {0}
ssrll004	当前折扣价:{0}	Цена со скидкой: {0}
ssrll005	购买等级：{0}级	Уровень: {0} уровень
ssrll006	现参团人数：{0}人	Текущее количество игроков: {0} игроков
ssrll007	距下层折扣：{0}人	Следующие скидки: {0} игроков
ssrll008	可领取{0}次	Можно получить {0} раз
ssrll009	<font color='#00FF00'>当日已充值{0}神石</font>	<font color='#00FF00'>Сегодня куплено {0} баленов</font>
ssrll010	<font color='#00FF00'>红包个数：{0}/{1}个</font>	<font color='#00FF00'>Количество конвертов: {0}/{1} шт. </font>
ssrll011	恭喜发财，大吉大利！	Желаем вам огромного богатства!
ssrll012	[5个,10个,15个]	[5 шт.,10 шт., 15 шт.]
ssrll013	请选择发放频道	Выберите чат
ssrll014	[公会频道,世界频道]	[Чат гильдии, мировой чат]
ssrll015	是否花费<font color='#FF0000'>{0}</font>神石购买？	Вы уверены, что хотите потратить <font color='#FF0000'>{0}</font> баленов, чтобы совершить покупку? 
ssrll016	{0}人	{0} игроков
ssrll017	请选择可领取红包个数	Выберите количество красных конвертов
ssrll018	<font color='#00FF00'>剩余幸运红包数量：{0}个</font>	<font color='#00FF00'>Оставшееся количество красных конвертов: {0} шт.</font>
ssrll019	是否花费<font color='#FF0000'>{0}</font>充值神石购买？	Вы уверены, что хотите потратить <font color='#FF0000'>{0}</font> баленов, чтобы совершить покупку? 
ssrll020	抢红包	Кража красных конвертов
ssrll021	查看	Посмотреть
ssrll022	您当前无加入公会！	В данный момент вы не вступили в гильдию!
ssrll023	<font color='#00FF00'>折扣说明：当前购物车商品总价还差{0}神石即可享受{1}折优惠哦！</font>	<font color='#00FF00'>Описание: если к текущей стоимости товаров, находящихся в корзине, добавить еще {0} баленов, то можно получить {1} скидку!</font>
ssrll024	<font color='#00FF00'>折扣说明：当前购物车商品总价可享受{0}折优惠，购物车满{1}神石可享受{2}折优惠哦！</font>	<font color='#00FF00'>Описание:  к текущей стоимости товаров, находящихся в корзине, можно получить {0} скидку, если стоимость товаров в корзине будет на {1} баленов, можно получить {2} скидку! </font>
bydr0001	#C(#FFFFFF){0} #n#C(#00FF33){1}#n #C(#FFFFFF)获得了#n{2} #C(#FFFFFF){3}#n	#C(#FFFFFF){0} #n#C(#00FF33){1}#n #C(#FFFFFF) получил #n{2} #C(#FFFFFF){3}#n
bydr0002	捕鱼达人第{0}名奖励	Награда за {0} место
bydr0003	捕鱼达人第{0}名-第{1}名奖励	Награда за {0}-{1} место
bydr0004	将使用1个{0}进行{1}次捕鱼	Использовать 1 шт. {0}, чтобы порыбачить {1} раз
bydr0005	您将使用{0}充值神石进行{1}次捕鱼	Вы хотите использовать {0} баленов, чтобы порыбачить {1} раз 
bydr0006	我的捕鱼积分：{0}	Мои очки: {0}
bydr0007	1、消耗充值神石可进行捕鱼，每次捕鱼均可获得奖励和捕鱼积分。#H2、每次捕鱼均会使鱼池奖金增加6奖励神石，每次捕鱼均有机会获得鱼池奖金。#H3、捕鱼积分达到相应目标可以领取积分奖励，捕鱼积分和奖励领取状态每天重置。#H4、每天24:00根据当天捕鱼积分进行跨服排名，排名前十的龙骑士可以获得珍贵奖励。#H#C(#FF0000)5、每天23:55-24:00为排行榜统计排名时间，暂时不能捕鱼。#n	1. Чтобы порыбачить необходимо использовать балены, за рыбалку игроки получают награды и очки. #H2. С каждой рыбалкой призовой бонус будет увеличиваться на 6 призовых баленов, с каждой рыбалкой есть шанс получить призовой бонус. #H3. Набрав определенное количество очков за рыбалку, можно получить награду, очки и награды за рыбалку сбрасываются ежедневно. #H4. Ежедневно в 24:00 происходит распределение мест по межсерверу согласно текущим очкам. Игроки, занявшие первые 10 мест, получают ценные награды. #H#C(#FF0000)5. Ежедневно с 23:55 до 24:00 происходит распределение мест, в это время нельзя рыбачить. #n
bydr0008	今日捕鱼积分达到：{0}	Сегодня получено очков: {0}
bydr0009	剩余活动时间：	Оставшееся время до события:
bydr0010	活动已经结束	Событие завершено
bydr0011	等级不足	Недостаточный уровень
bydr0012	不在活动时间内	В данный момент событие не открыто
bydr0013	<font color='#FFFFFF'>消耗<font color='#FF0000'>{0}</font>或者<font color='#FF0000'>{1}充值神石</font>，可获得{2}捕鱼积分</font>	<font color='#FFFFFF'> потратить <font color='#FF0000'>{0}</font> или <font color='#FF0000'>{1} баленов</font>, можно получить {2} очков</font>
bydr0014	是否确认使用1个{0}进行{1}次捕鱼？	Вы уверены, что хотите использовать 1 шт. {0}, чтобы порыбачить {1} раз?
bydr0015	<font color='#FFFFFF'>是否确认消耗<font color='##FF0000'>{0}充值神石</font>进行{1}次捕鱼？</font>	<font color='#FFFFFF'> уверены, что хотите потратить <font color='##FF0000'>{0} баленов</font>, чтобы порыбачить {1} раз?</font>
bydr0016	是否确认使用1个小渔网进行{0}次捕鱼？	Вы уверены, что хотите потратить 1 малую сеть, чтобы порыбачить {0} раз?
bydr0017	是否确认使用1个中渔网进行{0}次捕鱼？	Вы уверены, что хотите потратить 1 среднюю сеть, чтобы порыбачить {0} раз?
bydr0018	是否确认使用1个大渔网进行{0}次捕鱼？	Вы уверены, что хотите потратить 1 большую сеть, чтобы порыбачить {0} раз?
bydr0019	<font color='#FFFFFF'>消耗<font color='#FF0000'>小渔网</font>或者<font color='#FF0000'>{0}充值神石</font>，可获得{1}捕鱼积分</font>	<font color='#FFFFFF'> потратить <font color='#FF0000'> малую сеть </font> или <font color='#FF0000'>{0} баленов</font>, можно получить {1} очков</font>
bydr0020	<font color='#FFFFFF'>消耗<font color='#FF0000'>中渔网</font>或者<font color='#FF0000'>{0}充值神石</font>，可获得{1}捕鱼积分</font>	<font color='#FFFFFF'> потратить <font color='#FF0000'> среднюю сеть </font> или <font color='#FF0000'>{0} баленов</font>, можно получить {1} очков</font>
bydr0021	<font color='#FFFFFF'>消耗<font color='#FF0000'>大渔网</font>或者<font color='#FF0000'>{0}充值神石</font>，可获得{1}捕鱼积分</font>	<font color='#FFFFFF'> потратить <font color='#FF0000'> большую сеть </font> или <font color='#FF0000'>{0} баленов</font>, можно получить {1} очков</font>
kptj001	#C(#ffffff)分解{0}个#C({1}){2}#n,将得到{3}个卡牌碎片	#C(#ffffff) расколов {0} шт. #C({1}){2}#n, вы получите {3} осколков карт 
kptj002	{0}#H分解后可获得{1}卡牌碎片	{0}#H расколов, можно получить {1} осколков карт
kptj003	{0} Lv.{1}	{0} ур. {1}
kptj004	已达当前品质强化上限,进阶后可继续强化	Вы достигли максимума, сначала необходимо улучшить, а затем можно продолжить усиление
kptj005	已经达到最高等级	Достигнут максимальный уровень
kptj006	碎片不足无法强化	Невозможно усилить, так как недостаточно осколков
kptj007	<font color='{0}'>[{1}]*1</font><font color='#00ff00'>(可进阶)</font>	<font color='{0}'>[{1}]*1</font><font color='#00ff00'>(можно улучшить)</font>
kptj008	<font color='{0}'>[{1}]*1</font><font color='#ff0000'>(道具不足)</font>	<font color='{0}'>[{1}]*1</font><font color='#ff0000'>(недостаточно предметов)</font>
kptj009	需要对应卡牌才可进阶	Для улучшения нужна соответствующая карта
kptj010	百分比	%
kptj011	（已激活）	(активировано)
kptj012	（未激活）	(не активировано)
kptj013	卡组内全部图鉴进阶至{0}可提升卡组附加属性，卡组附加属性对全体上阵英雄有效	Улучшив сборник до {0}, можно повысить дополнительные параметры, данные параметры эффективны для всех героев в группе
kptj014	卡牌已达到最高品质	Достигнут максимальный класс
kptj015	卡组内全部图鉴激活后可获得卡组附加属性，卡组附加属性对全体上阵英雄有效	Активировав сборник, активируются дополнительные параметры, данные параметры эффективны для всех героев в группе
kptj016	获得对应卡牌后可激活图鉴	Получив соответствующие карты, можно активировать сборник
kptj017	卡牌图鉴	Сборник карт
kptj018	品质已达上限,无法继续进阶	Вы достигли максимума, невозможно продолжить улучшение
sdddj001	每日限兑：{0}次	Лимит обмена на сегодня: {0} раз
sdddj002	活动限兑：{0}次	Лимит обмена в событии: {0} раз
ysjl001	您今日已无剩余的精炼次数	Сегодня у вас больше нет попыток очищения
ysjl002	今日剩余精炼次数：{0}	Попыток очищения: {0}
ysjl003	元素精华数量:{0}	Эссенция элементаля: {0}
ysjl004	您是否消耗{0}神石高级精炼	Вы уверены, что хотите потратить {0} баленов, чтобы применить высшее очищение?
ysjl005	神石不足	Не хватает баленов!
ysjl006	1.每日拥有10次精炼次数，普通精炼或高级精炼均会消耗1次精炼次数。#H2.普通精炼无任何消耗，高级精炼消耗40神石，可获得更多元素精华。#H3.精炼次数每日0:00重置。#H4.元素精华可用于元素之灵升级，增加全体上阵英雄属性。	1. Ежедневно у игрока есть 10 попыток очищения, при обычном и высшем очищении расходуется 1 попытка. #H2. При обычном очищении ничего не расходуется, при высшем очищении расходуется 40 баленов и игрок получает еще больше эссенции элементаля. #H3. Ежедневно в 0:00 часов происходит сброс попыток очищения. #H4. Эссенцию элементаля можно использовать для повышения уровня самого элементаля, увеличивая параметры всех героев в группе. 
ysjl007	消耗一次精炼次数，获得10到30个元素精华	Потратив 1 попытку очищения, можно получить от 10 до 30 эссенций элементаля
ysjl008	消耗一次精炼次数和40神石，获得70到130个元素精华	Потратив 1 попытку очищения и 40 баленов, можно получить от 70 до 130 эссенций элементаля
sdddj003	确认消耗{0}兑换{1}?	Вы уверены, что хотите потратить {0} для обмена {1}?
sdddj004	{0}个{1}、	{0} шт. {1}, 
sdddj005	{0}<font color='#ff0000'>充值神石</font>	{0}<font color='#ff0000'> балены</font>
yszl001	选择	Выбрать
yszl002	切换	Поменять
yszl003	选择元素之灵成功，请前往培养元素之灵	Элементаль выбран, сейчас необходимо вырастить его
yszl004	是否确认切换至{0}，消耗{1}神石？	Вы увререны, что хотите переключить на {0}, потратив{1} баленов?
yszl005	您已成功切换至{0}	Вы уже успешно переключили на {0}
yszl006	元素精华不足	Недостаточно эссенции элементаля
yszl007	培养成功，元素之灵经验增加10点	Выращивание прошло успешно, опыт лементаля увеличился на 10 очков 
yszl008	培养{0}次成功，元素之灵经验增加{1}点	Вырастив {0} раз, опыт элементаля увеличивается на {1} очков
yszl009	元素精魄不足	Недостаточно душ элементаля
yszl010	突破成功，元素之灵升级到{0}级	Улучшение прошло успешно, уровень элементаля увеличен до {0} уровня
yszl011	1.元素之灵分为5级，每级5星，满星时需要突破提升等级。#H2.每次星级提升增加所有上阵英雄属性，每次等级提升增强被动技能效果。#H3.培养消耗元素精华，突破消耗元素精魄。#H4.元素精华在元素精炼玩法中获得，元素精魄在贵族商城购买。	1. Элементали делятся на 5 уровней, каждый уровень на 5 звезд, когда набралось достаточное количество звезд необходимо улучшить, чтобы увеличить уровень. #H2. С каждым повышением звезды происходит увеличение параметров всех героев в группе, с каждым повышением уровня происходит увеличение эффекта пассивных умений. #H3. Чтобы вырастить элементаль необходимо использовать эссенцию элементаля, а для улучшения нужна душа элементаля. #H4. Эссенция элементаля можно получить в "Очищении", а душу элементаля можно купить в VIP магазине. 
yszl012	当前元素精魄数量:{0}	Количество душ элементаля: {0}
yszl013	当前元素精华数量:{0}	Количество эссенции элементаля: {0}
yszl014	本次突破消耗元素精魄数量:{0}	Количество душ элементаля для улучшения: {0}
yszl015	1.未选择元素之灵类型时，在此界面翻页或点击元素之灵球进行选择，选择后方可打开升级界面。#H2.选择元素之灵后，可消耗100神石切换为其他类型的元素之灵，切换无次数限制。#H3.切换元素之灵类型只改变相应的元素之灵技能，元素之灵等级及其附加属性保持不变。	1. Если не выбран тип элементаля, то в данном окне необходимо пролистнуть страницу или нажать на сам элементаль, выбрав элементаль, можно открыть окно повышения уровня. #H2. Выбрав элементаль, можно потратить 100 баленов, чтобы переключить тип элементаля, количество переключений неограничено. #H3. При переключении типа элементаля меняется только умение самого элементаля, а уровень и дополнительные параметры остаются прежними. 
yszl016	消耗{0}个元素精华进行培养，提升{1}经验	Потратив {0} эссенций элементалей для того, чтобы вырастить, повышается опыт элементаля на {1}
yszl017	当前突破需要：{0}/{1}	Для улучшения необходимо: {0}/{1}
yszl018	突破0级5星后可获得技能	Улучшив до 0 уровня 5 звезд, можно получить умение 
yszl019	当前尚未激活元素之灵技能	В данный момент не активировано умение элементаля
yszl020	元素之灵	Элементаль
fb_031	，{0}*{1}	, {0}*{1}
fb_032	{0}*{1}	{0}*{1}
yd2015zd001	今日在线{0}分钟	Сегодня онлайн {0} минут
yd2015zd002	锤子*{0}	молот *{0}
yd2015zd003	今日已充值{0}神石	Сегодня куплено {0} баленов
yd2015zd004	当前拥有锤子数量：{0}	Текущее количество молотов: {0}
yd2015zd005	未达到在线要求，不可领取！	Невозможно получить, так как не выполнены требования!
yd2015zd006	未达到充值要求，不可领取！	Невозможно получить, так как не выполнены требования!
yd2015zd007	拥有元旦金猪:{0}	Золотых свинок: {0}
yd2015zd008	活动说明：活动期间，每日参与活动魔兽入侵、魔龙降临、城主轮值、荣誉之战、混乱时空、神树秘境和野外夺宝（一次有效）等活动即可获得金猪，参与超级大转盘也有机会获得金猪，兑换各种珍稀道具。	Описание: ежедневно участвуя в "Захватчики", "Пришествие дракона", "Битва гильдий", "Битва славы", "Пространственно-временной хаос", "Волшебное дерево" и "Дикий грабеж" (один раз), можно получить золотых свинок, в "Супер рулетке" тоже есть возможность получить золотых свинок, которые можно обменять на редкие предметы. 
yd2015zd009	该道具今日剩余数量为0，每日00:00重置。	Оставшееся количеств 0, ежедневно в 00:00 происходит сброс.
yd2015zd010	活动剩余时间：{0}	Оставшееся время: {0}
yd2015zd011	本次开启消耗{0}神石，是否确认开启。	Для открытия требуется {0} баленов, вы действительно хотите открыть?
yd2015zd012	{0}神石开启	{0} баленов чтобы открыть 
yd2015zd013	全部开启	Полностью открыто
yd2015zd014	今日已转转：{0}次	Количество вращений за сегодня: {0} раз
yd2015zd015	今日本服总转转次数：{0}次	Общее количество вращений по серверу: {0} раз
yd2015zd016	本服总转转达{0}次可领取：	Если общее количество вращений по серверу достигнут {0} раз, то можно получить:
yd2015zd017	提示：只能使用充值神石进行抽奖，本服累计抽奖次数达标全服玩家即可领取福利奖励！	Напоминание: вращать можно только за балены, при определенном количестве вращений по серверу, игроки могут получить хорошую награду! 
yd2015zd018	本次抽奖消耗{0}充值神石抽奖{1}次，是否确认抽奖？	Необходимо потратить {0} баленов, чтобы вращать {1} раз, вы действительно хотите вращать? 
yd2015zd019	#U#C(#00FF00)#A(#K(dlg,OPEN_YUANDAN_AWARD_SCAN_VIEW))福利预览	#U#C(#00FF00)#A(#K(dlg,OPEN_YUANDAN_AWARD_SCAN_VIEW)) Просмотр наград
yd2015zd020	#C(#ffffff){0}区#C(#00FF00){1}#n新年行大运，惊喜地抽到{2}真是喜大普奔啊！	#C(#ffffff){0} #C(#00FF00){1}#n в Новый год случаются чудеса, вы получили {2}, это действительно радостная новость! 
yd2015zd021	#C(#ffffff)#C(#00FF00){0}#n 好运连连，惊喜地抽到大奖{1}可喜可贺啊！	#C(#ffffff)#C(#00FF00){0}#n пусть удача всегда сопутствует вам, вы получили большой приз {1}, это событие стоит отметить!
yd2015zd022	元旦活动已全部结束!	Событие "Новый год" полностью завершено!
yd2015zd023	#C(#FF0000)至尊#n开启	#C(#FF0000)супер#n открытие
hang009	魔龙降临	Пришествие дракона
hang010	神树秘境	Волшебное дерево
yd2015zd023	活动说明：每个惊喜礼包每日均可开启10次，开启第10次必得至尊奖励，开启次数越多越高机率获得高倍惊喜奖励，所有礼包在每日00:00重置，点击礼包可预览奖励！	#C(#FF0000)супер#n открытие
yszl021	物攻百分比:+{0}%	% физ. атаки: +{0}%
yszl022	生命百分比:+{0}%	% ХП: +{0}%
yszl023	暴击百分比:+{0}%	% крита: +{0}%
yszl024	材料不足	Недостаточно материалов
yszl025	当前印记已满级	Максимальный уровень печати
yszl026	消耗数量：{0}	Потрачено: {0}
yszl027	全部印记	Все печати
yszl028	绿色及以下印记	Зеленая и ниже
yszl029	蓝色及以下印记	Синяя и ниже
yszl030	紫色及以下印记	Фиолетовая и ниже
yszl031	橙色及以下印记	Оранжевая и ниже
yszl032	分解栏位已满	Ячейки заполнены
yszl033	您当前分解的印记中含有紫色或者更高品阶印记，是否确认分解	Данная печать содержит фиолетовую или выше печать, вы действительно хотите расколоть ее?
yszl034	印记背包空间不足，请清理后再分解	Инвентарь печатей заполнен, необходимо его почистить
yszl035	分解后将无法找回，是否确认分解？	Расколов печать, нельзя будет вернуться, вы действительно хотите расколоть?
yszl036	元素之灵达到{0}级{1}星后解锁。	Станет доступно после того, как элементаль будет {0} уровня с {1} звездами.
yszl037	印记栏位已满	Ячейки печатей заполнены
yszl038	已经装备了同类印记	Такая печать уже экипирована
yszl039	是否确认消耗{0}个{1}进行雕刻？	Вы действительно хотите потратить {0} шт. {1}, чтобы высечь? 
yszl040	雕刻成功，获得了{0}	Высечка завершена, получено {0}
yszl041	品质值：{0}	Значение: {0}
yszl042	印记背包空间不足，请先清理	Инвентарь печатей заполнен, необходимо его почистить
yszl043	印记背包空间不足，请先清理	Инвентарь печатей заполнен, необходимо его почистить
yszl044	法攻百分比:+{0}%	% маг. атаки: +{0}%
yszl045	1.在右侧点击已装备或背包中的印记即可将印记放入升级栏位，点击另一个印记会相应更换。#H2.升级印记需要消耗印记灵石，升级红色印记需要消耗一级材料印记。#H3.印记灵石通过分解印记获得。#H4.升级后印记的品质值不发生变化。	1. Нажмите слева по уже экипированной печати или выберите печать в инвентаре, чтобы поместить ее в ячейку повышения уровня, при нажатии на другую печать произойдет замена. #H2. Для повышения уровня печати необходим камень печати, чтобы повысить уровень печати до красной, необходимы материалы для печати 1 уровня. #H3. Расколов печать, можно получить камни печати. #H4. После повышения уровня значение печати не меняется. 
yszl046	1.通过点击印记可以选中或取消放入分解栏位的印记，也可通过筛选一键添加#H2.分解红色以下印记获得印记灵石，分解红色印记可获得材料印记和印记灵石。#H3.印记灵石100%返还。#H4.材料印记作为红色印记的升级材料，无法镶嵌。	1. Нажав по печати, можно ее выбрать или убрать из ячейки раскола, также их можно добавить через фильтр. #H2. Расколов печати ниже красной, можно получить камни печати, расколов красную печать, можно получить материалы для печати и камни печати. #H3. Камни печати 100% возвращаются. #H4. Материалы для печати необходимы для повышения уровня печати до красной, они не используются для инкрустации. 
yszl047	消耗一个绿色雕刻石或20充值神石雕刻，必定获得绿色印记,优先消耗雕刻石	Потратив 1 зеленый камень высечки или 20 баленов, для того, чтобы высечь, можно получить зеленую печать, в первую очередь расходуются камни высечки 
yszl048	消耗一个蓝色雕刻石或40充值神石雕刻，可获得绿色或蓝色印记,优先消耗雕刻石	Потратив 1 синий камень высечки или 40 баленов, для того, чтобы высечь, можно получить зеленую или синюю печать, в первую очередь расходуются камни высечки 
yszl049	消耗一个紫色雕刻石或88充值神石雕刻，可获得绿色、蓝色或紫色印记,优先消耗雕刻石	Потратив 1 фиолетовый камень высечки или 88 баленов, для того, чтобы высечь, можно получить зеленую, синюю или фиолетовую печать, в первую очередь расходуются камни высечки 
yszl050	消耗一个橙色雕刻石或288充值神石雕刻，可获得橙色或红色印记,优先消耗雕刻石	Потратив 1 оранжевый камень высечки или 288 баленов, для того, чтобы высечь, можно получить оранжевую или красную печать, в первую очередь расходуются камни высечки 
yszl051	消耗一个红色雕刻石雕刻，必定获得红色印记,优先消耗雕刻石	Потратив 1 красный камень высечки для того, чтобы высечь, можно получить красную печать, в первую очередь расходуются камни высечки 
yszl052	是否确认消耗{0}个{1}或{2}充值神石进行雕刻？（优先消耗雕刻石）	Вы уверены, что хотите потратить {0} шт. {1} или {2} баленов, чтобы высечь?  (В первую очередь расходуются камни высечки)
yszl053	免暴百分比:+{0}%	% а. крит: +{0}%
yszl054	破防百分比:+{0}%	% пробой: +{0}%
yszl055	免破百分比:+{0}%	% а. пробой: +{0}%
yszl056	格挡百分比:+{0}%	% блок: +{0}%
yszl057	破挡百分比:+{0}%	% а. блок: +{0}%
yszl058	1.玩家可以消耗雕刻石获得印记，橙色及以下雕刻石可用充值神石代替。#H2.雕刻等级越高，获得的印记也越高级。#H3.印记属性与印记颜色以及印记品质有关，品质值上限为500.	1. Для получения печати игрок может использовать камни высечки, вместо камней высечки оранжевого цвета и ниже можно использовать балены. #H2. Чем выше уровень высечки, тем лучше печать. #H3. Параметры печати зависят от цвета и значения печати, максимальное значение печати: 500.
yszl059	材料印记，作为红色印记升级材料，无法镶嵌，通过分解任意红色印记获得。	Материалы для печати необходимы для повышения уровня печати до красной, они не используются для инкрустации. 
yszl060	1.共有8个印记栏位，随元素之灵等级提升解锁#H2.同类印记不可重复镶嵌#H3.印记通过雕刻获得#H4.已镶嵌的印记提升所有上阵英雄百分比属性	1. Всего есть 8 ячеек печати, которые становятся доступными при повышении уровня элементаля. #H2. Нельзя инкрустировать одинаковые печати. #H3. Печати можно получить после высечки. #H4. Инкрустированные печати повышают параметры всех героев в группе.  
yszl062	雕刻石及充值神石不足	Недостаточно камней высечки или настоящих баленов
yszl063	雕刻石不足	Недостаточно камней высечки
yszl064	新属性中有高级属性，确定要继续洗练吗？	Среди новых параметров есть наилучшие, вы уверены, что хотите продолжить очистку?
yszl065	原属性中有高级属性,确认要覆盖吗?	Среди начальных параметров есть наилучшие, вы уверены, что хотите поменять?
yszl066	请选择背包中的印记	Выберите печать
yszl067	#H1. 只有未装备的印记才可以继承。#H2. 只有同种类的印记才可以继承。#H3. 继承只允许将低品质的洗练属性继承至高品质上，同时印记自身属性保持不变。同品质印记之间可以相互继承。高品质印记不能继承到低品质印记上。#H4. 印记继承后，保留高品质印记的印记百分比属性和低品质印记的洗练属性，多出的条数在低品质印记所没有的属性中，随机生成属性类型、星级和属性值。	#H1. Инкрустировать можно только те печати, которые не экипированы. #H2. Печати одного вида можно инкрустировать. #H3. При инкрустации повышаются только параметры очистки, а параметры самой печати не меняются. Печати одного уровня могут быть инкрустированы. Печать высшего уровня не может быть инкрустирована в печать низшего уровня. #H4. После инкрустации сохраняются параметры печати высшего уровня и параметры очистки печати низшего уровня.
yszl068	请在相应的位置放入印记！	Поместите печать в соответствующее место!
yszl069	额外生成	Дополнительный прирост
yszl070	洗练后生成	Прирост после очистки
yszl071	洗练锁不足	Недостаточно замков очистки
yszl072	洗练说明	Описание
yszl073	攻击:+{0}%	Атака: +{0}%
yszl074	生命:+{0}%	ХП: +{0}%
yszl075	暴击:+{0}%	Крит: +{0}%
yszl076	免暴:+{0}%	А. крит: +{0}%
