messageId	desc	EnglishTranslate1
yjxg	永久限购：	Limited Amount Purchase:
yk1	原价	Usually
yk10	请选择好友	Please choose a friend.
yk11	请输入赠送数量	Please enter the amount you want to send.
yk12	请选择需要赠送的好友	Please choose a friend.
yk13	#C(#E87D22)您确定要花费#C(#00FF00){0}#C(#E87D22)神石赠送#C(#00FF00){2}#C(#E87D22)个#C(#00FF00){3}#C(#E87D22)给#C(#00FF00){1}	#C(#E87D22)Do you want to consume #C(#00FF00){0}#C(#E87D22) Balens to buy #C(#00FF00){2}#C(#E87D22)#C(#00FF00){3}#C(#E87D22) and send to #C(#00FF00){1} ?
yk2	现价	Price
yk3	天	Days
yk4	小时	Hour
yk5	分钟	Minute
yk6	是否花费{0}神石，购买{1}	Are you sure you want to spend {0} Balens to buy {1}
yk7	魔晶+{0}	Bound Balens +{0}
yk8	月卡到期信息	Expiration
yk9	秒	second(s)
ylsd1	#C(#ffffff)前往#U#C(#00FF00)#A(#K(CHQS))地狱斧王	#C(#ffffff) Go to #U#C(#00FF00)#A(#K(CHQS)) Infernal King
ylsd10	1、挑战副本，胜利需消耗1点行动力，失败则不消耗行动力。#H2、需通关前置副本开启下一个副本，通关前置章节开启下一章节。#H3、玩家每日可额外购买行动力，贵族等级越高购买的数量越多。#H4、每日0点重置行动力和额外购买次数。	1. If you win a dungeon challenge, you will consume one attempt. If not, you will lose no attempt.#H2. You must clear the previous dungeon to unlock the next and clear the previous chapter to unlock the next chapter.#H3. You can buy extra attempts every day. The higher the VIP Lvl, the more attempts you can buy.#H4. Free attempts and the attempts you can buy are reset every day at 24:00.
ylsd11	{0}[少将]	{0}[Brigadier General]
ylsd12	{0}[中将]	{0}[Major General]
ylsd13	{0}[上将]	{0}[Lieutenant General]
ylsd14	{0}[大将]	{0}[General]
ylsd15	{0}[元帅]	{0}[Army General]
ylsd16	级开启	Unlocked at Lvl ***
ylsd17	等级不足80,无法开启	You can't unlock it with level lower than 80.
ylsd2	需先通关地狱斧王副本	Clear the Infernal King Dungeon first.
ylsd3	{0}等级开启	Unlocked at Lvl {0}.
ylsd4	请先通关前置副本	You have to clear the previous dungeon.
ylsd5	贵族{0}用户每天可购买{1}次行动力。#H今日剩余购买次数：{2}次	VIP {0} players can buy {1} attempts every day. #H Remaining Buy Attempts:{2}
ylsd6	没有足够的行动力	Not enough attempts!
ylsd7	是否使用{0}神石或魔晶，购买1点行动力。	Are you sure you want to spend {0} Balens or Bound Balens to buy one attempt?
ylsd8	购买成功	Successfully bought!
ylsd9	挑战胜利消耗1点行动力。	Win a challenge and one attempt will be consumed.
ymtg1	超值价：	Special Price:
ymtg2	每日剩余购买数量：{0}	Today's Remaining Buy Chances: {0}
ymtg4	{0}人	{0} players
ymtg5	1、活动期间每天购买七夕大礼包的玩家可获得当日相对应的福利宝箱领取资格。#H2、本次活动为全服务器活动，每日跨服团购人数越多当日解锁的福利宝箱越多，奖励越丰富。#H3、团购奖励在每日00:00结算后通过玩法奖励统一发放给玩家，可通过玩法奖励领取团购奖励。#H4、七夕大礼包和跨服团购人数会在每日00:00奖励结算后重置。	1. During the event, the players who buy Gift Packs can receive a Bonus Chest. #H2. This is a Cross-server Event. When many players buy Gift Packs, there will be more Bonus Chests and rewards. #H3. Players can claim the rewards in Event Rewards everyday at 00:00. #H4. The Gift Packs and the group purchase records will be reset at 00:00, after sending the rewards.
ymtg6	等级不足，无法参与活动	Required Lvl not reached! You cannot join.
yqzd	#C(#4169e1)组队副本{0}，队伍尚缺{1}人，等待你的加入！#C(#00ff00)#U#T(#K(YQZD,{2},立即加入,))	#C(#4169e1)Team Hall{0}. We still need {1} more player(s). It will be amazing!#C(#00ff00)#U#T(#K(YQZD,{2}, join now))
yuyi1	使用#C(#00FF00)50#n神石进行一次培养#H有几率出现暴击（获得3倍经验）#H优先使用道具羽翼培养石	Spend #C(#00FF00)50#n Balens to tailor the wings once. #HThere is a chance to receive a Blessing(EXP×3).#H Use the Wings Tailoring Feathers.
yuyi10	是否花费2500神石进行50次培养？	Are you sure you want to spend 2500 Balens to tailor 50 times?
yuyi11	收集任意4个翅膀，将会解锁破防属性，同时翅膀等级越高，破防属性也将会提高	Collect four pairs of wings to unlock Defense Break. The higher the Lvl of your wings, the higher the stat will be.
yuyi12	收集任意8个翅膀，将会解锁免破属性，同时翅膀等级越高，免破属性也将会提高	Collect eight pairs of wings to unlock Anti-break. The higher the Lvl of your wings, the higher the stat will be.
yuyi2	是否消耗1个羽翼培养石进行培养？	Are you sure you want to use one Wings Tailoring Feather to tailor the wings?
yuyi3	培养成功，获得{0}经验。	Successfull! You receive {0} EXP.
yuyi4	是否花费50神石进行培养？	Are you sure you want to spend 50 Balens to tailor the wings?
yuyi5	没有足够的神石，无法培养。	Not enough Balens. You can't tailor!
yuyi6	使用#C(#00FF00)2500#n神石进行50次培养#H有几率出现暴击（3倍经验）#H会优先使用道具羽翼培养石。	Spend #C(#00FF00)2500#n Balens to tailor 50 times#H There is a chance to receive EXP×3#H Use Wings Tailoring Feather first.
yuyi7	是否消耗50个羽翼培养石进行50次培养？	Are you sure you want to use 50 Wings Tailoring Feathers to tailor the wings?
yuyi8	培养成功，共{0}次暴击，共获得{1}经验。	Successfully tailored! You receive {0} times Blessing and {1} EXP.
yuyi9	是否消耗{0}个羽翼培养石和{1}神石进行50次培养？	Are you sure you want to use {0} Wings Tailoring Feathers and {1} Balens to tailor 50 times?
yuyijinjie1	已达最高品质，不能再进阶	The Wings have reached their highest Quality. You cannot Groom them!
yuyijinjie10	<font color='{0}'>物攻&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;{1}</font>	<font color='{0}'>PATK &nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;{1}</font>
yuyijinjie11	<font color='{0}'>法攻&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;{1}</font>	<font color='{0}'>MATK &nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;{1}</font>
yuyijinjie12	<font color='{0}'>生命&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;{1}</font>	<font color='{0}'>HP &nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;{1}</font>
yuyijinjie13	<font color='{0}'>暴击&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;{1}</font>	<font color='{0}'>Crit &nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;{1}</font>
yuyijinjie14	<font color='{0}'>免暴&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;{1}</font>	<font color='{0}'>Anti-crit &nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;{1}</font>
yuyijinjie15	<font color='{0}'>格挡&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;{1}</font>	<font color='{0}'>Block &nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;{1}</font>
yuyijinjie16	<font color='{0}'>破挡&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;{1}</font>	<font color='{0}'>Break-block &nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;{1}</font>
yuyijinjie17	需要羽翼达到{0}级	Requirement: Lvl {0} Wings
yuyijinjie18	{0}个	{0}
yuyijinjie19	{0}级开启	Unlocked at Lvl {0}.
yuyijinjie2	1、进阶可以提升羽翼的品质；#H2、羽翼需达到一定等级，且消耗一定数量的灵羽精魄才能进阶；#H3、品质达到上限后将无法继续进阶；#H4、在众神秘宝中使用黄金探宝器探宝有几率获得羽灵精魄	1. Groom the Wings to increase their quality. #H2. You can consume Wings Grooming Feathers to Groom the Wings. #H3. When the Wings have reached the highest Level, they cannot be Groomed anymore. #H4. You will have a chance to receive the Wings Grooming Feathers by using Golden Treasure Trackers in the Treasure of the Gods.
yuyijinjie20	<font color='{0}'>+{1}</font>	<font color='{0}'>+{1}</font>
yuyijinjie3	#C(#fefb00)您尚未获得该羽翼	#C(#fefb00) You haven't received the Wings.
yuyijinjie4	#C(#fefb00)需要羽翼达到{0}级才能进阶	#C(#fefb00) You must Tailor your Wings to Lvl {0} first.
yuyijinjie5	#C(#fefb00)羽灵精魄不足，无法进阶	#C(#fefb00) You don't have enough Wings Grooming Feathers!
yuyijinjie6	#C(#fefb00)进阶成功	#C(#fefb00) Successflly Groomed!
yuyijinjie7	#C(#fefb00)已达最高品质，无法进阶	The #C(#fefb00) has reached the highest Quality. You cannot Groom it!
yuyijinjie8	{0}阶	Stage {0}
yuyijinjie9	未激活	Not activated
yuyiTips	羽翼（Y）	Wings (Y)
ywdb1	是否确定离开活动场景?	Are you sure you want to leave the event?
ywdb10	报名	Sign up
ywdb11	进入	Enter
ywdb12	活动开启倒计时：{0}	Event Begins In : {0}
ywdb13	1.野外夺宝为跨服活动，每次活动时间为15分钟。#H2.战力≥100000的玩家才可参与活动，活动将根据玩家等级自动匹配合适的战区。#H3.击杀场景BOSS后根据伤害排名获得奖励宝箱和金币，必须守护宝箱至活动结束才能正式获得。	1. The Wild Loot is a 15 minutes Cross-server Event. #H2. The players whose Battle Rating has reached 100,000 can join this event. Players will be divided and matched according to their levels. #H3. After killing the Boss, Chests and Gold will be given to the players according to their damage rankings. Rewards will be distributed if the players successfully guard the Chest until the end of the event.
ywdb14	#H4.BOSS死亡或时间结束时不在场景内的玩家无法获得宝箱奖励。#H5.击杀boss后，玩家点击宝箱按钮打开抢夺界面，相互抢夺宝箱，拥有多个宝箱可能会被多人同时抢夺(最多支持3v1)。#H6.多人抢夺时，抢夺胜利的玩家每人可夺得一个宝箱。#H7.活动结束前退出或下线，宝箱将全部丢失，由地图中的其他玩家拾取。	#H4. Players won’t receive Chests if they leave when the Boss dies or before the event ends. #H5. After killing the Boss, players can click on the Chest to start fighting. The players who have many Chests can fight against several players at the same time (3v1 at most). #H6. The players who win the battle will obtain a Chest. #H7. If a player leaves or logs out before the event ends, he will lose his Chests.
ywdb15	刷新冷却中，请稍后。	In cooldown, please wait.
ywdb16	最多只能夺取10个宝箱，你获得的宝箱已达到上限。	You've obtained 10 Chests, you can't get more.
ywdb17	开服天数不足10天，无法参与活动	You can't join the Event until the server is opened since at least 10 days.
ywdb18	活动将在14:10、17:10开启(周末每小时开启一次)	The Event will be unlocked between 14:10 and 17:10 (Every hour during the weekend).
ywdb19	刷新({0})	Refresh({0})
ywdb2	离开场景将丢失全部宝箱，是否确认离开？	If you leave you will lose all your Chests. Are you sure?
ywdb20	刷新	Refresh
ywdb21	10连杀或终结10连杀,额外获得10积分#H20连杀或终结20连杀,额外获得20积分#H30连杀或终结30连杀,额外获得30积分#H50连杀或终结50连杀,额外获得50积分#H100连杀或终结100连杀,额外获得100积分#H200连杀或终结200连杀,额外获得200积分	When you perform 10 Kill Streaks or complete 10 Kill Streak you will receive 10 extra Points. #H For 20 Kill Streaks you receive 20 Points. #H For 30 Kill Streaks, 30 Points. #H For 50 Kill Streaks, 50 Points. #H For 100 Kill Streaks, 100 Points. #H For 200 Kill Streaks, 200 Points.#H
ywdb22	夺宝积分+{0}	Gem Looting Points +{0}
ywdb23	未上榜	Not on the list!
ywdb24	{0}的英魂#H下一场战斗你的属性将替换为此玩家的属性	This is the Soul of {0} #H You can use his/her Stats in next challenge.
ywdb25	战斗冷却中,请稍侯	During CD. Please wait.
ywdb26	#C(#00ff00)排行榜说明#n：#H1.排行榜显示地图内宝箱数量≥1且排名前10的玩家，同一战区不同地图也将分为不同的排行榜。#H2.点击追杀按钮可以直接向排行榜玩家发起战斗。#H3.排名高于自己的目标的追杀按钮才可以点击。#H#C(#00ff00)夺取宝箱说明#n：#H1.点击玩家直接进入战斗，战斗胜利则获得对方一半数量的宝箱。#H2.战斗失败的玩家不会损失宝箱。#H3.战斗死亡后将会随机传送到地图其他位置。#H#C(#00ff00)积分说明#n：#H1.击杀玩家获得基础分10分，	#C(#00ff00)Ranking Introduction#n:#H1. It shows those players whose Chest amount is ≥1 and rank Top 10 in the Map. Different Maps of the same Zone will also have different Rankings. #H2. Click the "Chase" button to challenge the Ranking players. #H3. You can only click the Chase button and chase your targets whose rank is higher than yours. #H#C(#00ff00)Gem Chest Looting Introduction#n:#H1. Click to enter the Challenge Zone directly. You will get half the amount of your targets's Gem Chests. #H2. You will not lose any Gem Chest if you fail challenging. #H3. You will be randomly transfered to another place on the Map if you fail. #H#C(#00ff00)Points Introduction#n:#H1.Kill targets to receive the basic 10 points.
ywdb27	并获得被击杀玩家的部分积分，积分越高损失的积分越多。#H2.抢夺其他玩家时被击杀同样损失积分。#H3.连杀或终结连杀将获得额外的积分奖励。#H4.积分将在活动结束后结算为夺宝徽章，10积分以下的玩家没有徽章奖励。#H#C(#00ff00)连杀说明#n：#H1.当玩家达到10、20、30、50、100连杀时将获得额外的积分奖励，与连杀数目相同。#H2.终结其他玩家的连杀同样会获得积分奖励。#H3.连续死亡5次的玩家将获得增伤、减伤大幅提高的隐藏BUFF，战斗胜利后消失。	Gather points from the chased players. The higher the amount of points you obtain, the more points you may lose.#H2. You will lose points if you are killed while looting other players. #H3. You will receiveextra reward Points if you deal Kill Streak or end Kill Streak.#H4. Your points will be exchanged into Loot Medal. You can't obtain any Medals under 10 Points.#H#C(#00ff00) Kill Streak Introduction#n:#H1. You will receive extra reward Points if you deal Kill Streak 10, 20, 30, 50 and 100. The reward points are the same as your Kill Streak amount. #H2. You will also obtain reward Points if you end other players' Kill Streak. #H3. Your damage will increase and your BUFF will be reduce if you fail 5 times in a row. This effect will disappear if you win.
ywdb28	我的积分：{0}	My Points: {0}
ywdb29	追杀	Chase
ywdb3	抢夺	Wrestle
ywdb30	不能挑战自己	You can't challenge yourself.
ywdb31	无法追杀排名低于自己的玩家	You can't chase players of a lower rank than yours.
ywdb4	助攻({0})	Assist({0)}
ywdb6	活动结束倒计时：{0}	Event ends in: {0}
ywdb7	正处于抢夺冷却时间，剩余{0}秒	{0} second(s) Cooldown left
ywdb8	我的排名：{0}	My Rank: {0}
ywdb9	我的宝箱：{0}	My Chests: {0}
ywjbcs	已无劫宝次数	No more Loot attempts.
yxhzsd1	剩余：{0}天{1}小时{2}分钟	Remaining Time: {0} Day(s) {1} Hour(s) {2} Minute(s)
yxhzsd2	说明：#H1、兑换稀有道具需消耗英雄徽章#H2、英雄徽章可通过勇者英雄坛跨服排名奖励获得#H3、玩家可兑换的道具与个人等级有关	Instruction: #H1. Hero Medals can be exchanged for rare items. #H2. You can obtain Hero Medals as rewards in the Cross-server Hero Altar Rankings. #H3. You can exchange items according to your level.
yxhzsd3	剩余购买数量:{0}	Purchases left: {0}
yxhzsd4	我的英雄徽章：{0}	My Hero Medal: {0}
yxhzsd5	英雄徽章不足	Not enough Hero Medals
yxhzsd6	剩余购买数量为0，无法购买	Cannot buy anymore.
yxhzsd7	#C(#66FF00)#U#A()获取英雄徽章#n#n	#C(#66FF00)#U#A()obtain Hero Medal#n#n
yxhzsd8	售价:{0}	Price: {0}
yxhzsd9	功能未开启	Locked
yxjj1	每天22:00发放英雄竞技奖励，可以获得大量声望和金币	Arena rewards, including lots of Prestige and Gold, will be distributed daily at 22:00.
yxjt1	{0}级开启英雄祭坛	Divine Altar will be unlocked at Lvl {0}
yxjt10	是否确定消耗#C(#fefb00){0}#n个#C(#fefb00){1}#n进入祭坛?	Are you sure you want to consume #C(#fefb00){0}#n #C(#fefb00){1}#nto enter the Divine Altar?
yxjt11	是否消耗#C(#fefb00){0}神石#n进入祭坛?	Are you sure you want to spend #C(#fefb00){0} Balens#n to enter the Divine Altar?
yxjt12	是否消耗#C(#fefb00){0}#n个#C(#fefb00){1}#n和#C(#fefb00){2}神石#n进入祭坛?	Are you sure you want to consume #C(#fefb00){0}#n #C(#fefb00){1}#n and #C(#fefb00){2} Balens #n to enter Divine Altar?
yxjt13	{0}级开放	Unlock at Lvl {0}.
yxjt14	<font color='#00ff00'><textformat leading='4'>花费 <font color='#fbfe00'>{0}神石 </font>召唤1次<br>有几率获得<font color='#fbfe00'>{1}星紫色英雄</font></textformat></font>	<font color='#00ff00'><textformat leading='4'> If you spend<font color='#fbfe00'>{0}Balens </font> to summon once you can obtain <font color='#fbfe00'>{1} Stars Purple Hero</font></textformat></font>
yxjt15	<font color='#00ff00'><textformat leading='4'>花费 <font color='#fbfe00'>{0}神石 </font>召唤12次<br>100%获得至少一个<font color='#fbfe00'>{1}星紫色英雄</font></textformat></font>	<font color='#00ff00'><textformat leading='4'>Spend <font color='#fbfe00'>{0} Balens </font> to summon 12 times and you will receive at least 1 <font color='#fbfe00’>{1} Stars Purple Hero from the drop list</font></textformat></font>
yxjt16	当前：{0}/{1}页	Current page: {0}/{1}
yxjt17	是否确定消耗{0}个#C({1}){2}#n进行兑换?	Are you sure you want to use {0} #C({1}){2}#n to exchange?
yxjt18	需要#C(#fbfe00){0}#n个#C({1}){2}#n	Need #C(#fbfe00){0}#n #C({1}){2}#n
yxjt19	是否消耗#C(#fbfe00){0}#n神石或#C(#fbfe00){1}#n个#C({2}){3}#n进入祭坛?	Confirm to consume #C(#fbfe00){0}#n Balens or #C(#fbfe00){1}#n #C({2}){3}#n to enter the Altar?
yxjt2	在[#C(#0099cc){0}星祭坛#n]幸运召唤到{1}前来效力，这是要称霸全服的节奏啊	summoned {1} from [#C(#0099cc)Lvl {0} Divine Altar#n] to fight by his/her side. Looks like he/she is going to rule the game.
yxjt20	VIP{0}用户专享优惠，仅需#C(#fefb00){1}#n个#C(#fefb00){2}#n和#C(#fefb00){3}神石#n	Special offer for VIP{0} players! Only #C(#fefb00){1}#n #C(#fefb00){2}#n and #C(#fefb00){3}Balens#n
yxjt21	{0}享受{1}优惠，仅需{2}神石即可召唤。	{0} enjoys {1} and will only spend {2} Balens to summon.
yxjt22	折扣CD时间:{0}	Discount CD: {0}
yxjt3	和	and
yxjt4	英雄列表已满，请先解雇多余英雄	The list is full. Please eliminate some heroes.
yxjt5	1、普通召唤和高级召唤需要消耗神石才能开启；#H2、召唤胜利后随机获得一种奖励；#H3、高级召唤胜利后至少获得一个对应星级的高阶英雄；#H4、不同阶段的奖励是不同的，根据主角的等级开启；#H5、战斗失败也会获得奖励；#H6、玩家获得相应数量的道具，可以在英雄兑换界面兑换相应的高品质英雄。	1. Summoning and Advanced Summoning cost Balens #H2. You will receive rewards for successfully Summoning #H3. For a succesful Advanced Summoning you will obtain at least a hero with the corresponding Stars #H4. The rewards depend on the Level. New Levels will be unlocked. #H5. You can receive rewards even if you lose the battle #H6. You can exchange Items for Heroes in the Exchange Panel.
yxjt6	是否确定消耗#C(#fefb00){0}#n个#C(#fefb00){1}#n进入祭坛?	Are you sure you want to consume #C(#fefb00){0}#n #C(#fefb00){1}#nto enter the Divine Altar?
yxjt7	VIP{0}用户专享优惠，仅需{1}神石	Special offer for VIP {0} players. Only {1} Balens!
yxjt9	神石不足，请前往购买	Not enough Balens! You must buy some first.
yxsd1	贵族{0}用户每天可购买{1}次行动力。#H今日剩余购买次数：{2}次。#H今日剩余免费次数：{3}次。	VIP {0} users can buy {1} attempt(s) every day. #H Remaining Attempt Purchases Today: {2} #H Today's Remaining Free Challenging Attempts: {3}
yxsd2	是否使用#C(#FFff37){0}#n神石，购买1点行动力。#H#C(#FF0000)提示：消耗神石数量与今日购买次数有关#n	Are you sure you want to spend #C(#FFff37){0}#n Balen(s) to buy 1 attempt? #H#C(#FF0000)Tips: Be careful with the Balens that you spend!#n
yxsd3	1、挑战副本，胜利需消耗1点行动力，失败则不消耗行动力，行动力为0时不可挑战。#H2、需通关前置副本开启下一个副本，通关前置章节开启下一章节。#H3、玩家每日可额外购买行动力，贵族等级越高购买的数量越多。#H4、玩家每日可获得2次免费行动力，每日0点重置免费行动力和额外购买次数。#H5、每日也可通过精彩活动中的英雄宝珠活动，额外获得道具行动力。#H6、道具行动力及购买后未消耗的行动力不会被重置。#H7、挑战副本时优先消耗免费行动力和道具行动力，其次消耗购买的行动力。	1. If you win a Dungeon challenge, one attempt will be consumed. If not, no attempt will be consumed. You can't challenge without Stamina.#H2. You need to clear the previous dungeon to unlock the next one and clear the previous chapter to unlock the next chapter.#H3. You can buy extra attempts every day. The higher the VIP level is, the more attempts you can buy. #H4. You will also enjoy 2 free attempts every day. The free and the extra attempts you buy will be reset at 24:00 every day. #H5. You can also obtain extra attempts from Hero Pearls in Hot Events. #H6. The attempts you get from Hero Pearls won’t be reset. #H7. The free and Hero Pearls attempts will be first used, and then the attempts you bought.
yxsd4	请先通过前置章节	You must clear the dungeon first.
yxsd5	行动力不足	Not enough attempts.
yxsd91	{0}[左神卫]	{0}[Left]
yxsd92	{0}[右神卫]	{0}[Right]
yxsd93	{0}[神卫]	{0}
yxxt1	26级开放	Unlocked at Lvl 26.
yxxt10	英雄进化成功	Successfully upgraded!
yxxt11	已达最高品质，无法继续进化	Top Quality reached. You can't continue upgrading.
yxxt12	等级不足	Not enough level.
yxxt13	英雄转生成功	The hero has been 1 star upgraded.
yxxt14	#C(#FFFFFF)解雇英雄可获得{0}+{1}#n	#C(#FFFFFF)Sacrifice the hero to receive {0}+{1}#n
yxxt15	#C(#FFFFFF)解雇英雄可获得{0}+{1}，是否确认解雇#n	#C(#FFFFFF)Sacrifice the hero to receive {0}+{1}. Are you sure?#n
yxxt16	#U#C(#00FF00)#A(#K(dlg,EMSY))[点击获取经验]#n#n#n	#U#C(#00FF00)#A(#K(dlg,EMSY))[Click to receive EXP]#n#n#n
yxxt17	#U#C(#00FF00)#A(#K(OPEN_EXCHANGE_SHOP,{0}))[前往获取]#n#n#n	#U#C(#00FF00)#A(#K(OPEN_EXCHANGE_SHOP,{0}))[Go claim]#n#n#n
yxxt18	#U#C(#00FF00)#A(#K(dlg,YXJT))[点击获取]#n#n#n	#U#C(#00FF00)#A(#K(dlg,YXJT))[Click to claim]#n#n#n
yxxt19	#U#C(#FF0000)#A(#K(dlg,YXSHENGJI))[需要英雄达到{0}级]#n#n#n	#U#C(#FF0000)#A(#K(dlg,YXSHENGJI))[Lvl {0} hero required]#n#n#n
yxxt2	主角无法使用经验道具	The character can't use EXP items.
yxxt20	#U#C(#00FF00)#A(#K(dlg,YXSHENGJI))[需要英雄达到{0}级]#n#n#n	#U#C(#00FF00)#A(#K(dlg,YXSHENGJI))[Lvl {0} hero required]#n#n#n
yxxt21	#C(#FFFFFF)另一个未出阵和未助阵{0}级的{1}#n	#C(#FFFFFF)Heros Lvl {0} {1} aren’t in formation. You need backup!#n
yxxt22	[4,6,5,7,1,2,8,9,10,11,12,13,14,15]	[4,6,5,7,1,2,8,9,10,11,12,13,14,15]
yxxt23	[6,5,7,1,2,8,9,10,11,12,13,14,15]	[6,5,7,1,2,8,9,10,11,12,13,14,15]
yxxt24	#U#C(#00FF00)#A(#K(dlg,OPEN_YLSD))[前往获取]#n#n#n	#U#C(#00FF00)#A(#K(dlg,OPEN_YLSD))[Go to obtain]#n#n#n
yxxt25	#C(#FFFFFF)当前英雄已达等级上限,是否前往进化#n	#C(#FFFFFF)This hero is ready to be upgraded. Do you want to upgrade the hero?#n
yxxt26	#U#C(#00FF00)#A(#K(HJST))[前往获取]#n#n#n	#U#C(#00FF00)#A(#K(HJST))[Go claim]#n#n#n
yxxt27	玩法暂未开放，敬请期待	This feature hasn't been unlocked yet.
yxxt28	同时拥有两个名字相同的英雄，且该英雄不在出阵位或助阵位方可解雇（#C(#FF0000)解雇需谨慎，紫色英雄用于进化更高阶英雄#n）	You can only sacrifice a hero when you have 2 heroes of the same kind and one of these heros isn’t in formation or in backup. (#C(#FFOOOO) Think twice before sacrificing because the purples can be used for upgrading another heros.#n)
yxxt29	攻击类型为物攻,法攻无效	The attack type is PATK and MATK doesn't work.
yxxt3	英雄等级已达上限，无法继续升级	Hero's Lvl has reached the limit. Can't continue leveling up
yxxt30	攻击类型为法攻,物攻无效	The attack type is MATK and PATK doesn't work.
yxxt31	可升阶	Ready for upgrade
yxxt4	经验值已达上限	EXP limit reached!
yxxt5	道具列表已满	You can't add more items now because the list is full.
yxxt6	当前英雄已达到等级上限，进化后可提升更高等级	This hero has reached the level limit. You have to upgrade the hero before leveling up.
yxxt7	英雄位置已满，请先解雇多余英雄	There is no space for more heroes! You have to sacrifice some heroes first.
yxxt8	当前英雄必须达到{0}级才可进化	Lvl {0} hero required to upgrade.
yxxt9	材料不足	Not enough materials!
yyjhdzk001	说明：#H1、每天零时自动重置出售列表，使用神石可以立即重置出售列表，每天有1次免费手动重置机会#H2、极品道具有购买次数限制，当购买次数用完时，该道具将不再出现在出售列表中	Instructions:#H1, the sale list will be reset automatically every day at midnight. Use Balens to reset the list. You have one free chance to reset the list. #H2, The attempts to buy special items are limited. When the buy attempts have been used up, the item will not appear in the sale list.
yyjhdzk002	手动刷新商品需要消耗{0}神石	Refreshing the items manually will cost you {0} Balens.
yyjhdzk003	是否免费手动进行商品刷新	Do you want to refresh the items for free?
yyjhdzk004	是否消耗{0}神石，手动进行商品刷新	Do you want to spend {0} Balens to refresh the items?
yyjhdzk005	页游节充值返利说明：#H1、该活动只能在24号当日累计充值神石才能获得后续三天的返利资格.#H2、玩家在24号当天累计充值神石数量达到对应的奖励档次可获得该档次奖励返利资格.#H3、返利按照玩家24号累计充值达到的最高档奖励进行返利,三天总共返利额度高达500%.#H4、在24号当日没有获得返利资格的玩家活动将在次日自动关闭，获得返利资格玩家可连续三天领取奖励.	no need to translate
yyjhdzk006	{0}星奖励	{0} Stars Rewards
yyjhdzk007	累计充值{0}神石	You’ve recharged {0} Balens
yyjyr001	1.玩家在活动期间累计登录对应的天数可以领取对应的奖励，无需连续登陆。#H2.满足条件且尚未领取的奖励均可在活动结束前领取。	1.The event requirement will be met when the players log in several days. Then they will receive the corresponding rewards. The players don’t have to log in successively.#H2.They can receive the rewards before the event's end.
yyjyr002	#C(#E87D22)页游节七日登录超级礼包，打开后可获得：紫色命魂礼盒*1，魔晶*30，对应等级玄铁*20，对应等级天灵石*20，体力*100#n	no need to translate
yyysbz	羽翼礼盒钥匙不足	Not enough keys for the Wings Pack
yzslc01	玩法说明：#H1.越高等级的试炼场每次击杀怪物获得经验越高。#H2.每天只能进入一个试炼场，进入试炼场后，达到开启更高等级的试炼场的条件也必须到次日才能进入。#H3.使用一键通关功能可以获得通关奖励并得到击杀通关目标的全部经验值。#H4.试炼过程中可随时退出试炼场景，未达到当日击杀上限可重复进入试炼场。#H5.每日00:00重置试炼场，重置期间在试炼场中的玩家会被自动传出试炼场。	Description:#H1. The higher the Challenge Zone is, the more EXP you can obtain killing Monsters. #H2.You can only enter one Challenge Zone per day. You will have to wait to enter a higher level challenge Zone even if you meet all requirements. #H3.You can claim rewards and all the EXP of the Monsters you've killed through One-click Clear.#H4. While challenging, you can leave the Zone any time. You can enter several times until you reach the day limit. #H5. The Challenge Zone will reset every day at 00:00. At this moment the players will automatically leave.
yzslc02	贵族等级达到8及以上可开启一键通关功能。	VIP players can use One-click Clear at Lvl 8 or higher.
yzslc04	一键通关可获得通关奖励并得到通关目标数量怪物的全部经验值，是否确定一键通关。	You can claim rewards and all the EXP from the Monsters you've killed through One-click Clear. Are you sure you want to use One-click Clear?
yzslc05	贵族8及以上玩家可开启一键通关	Playes who have reached VIP Lvl 8 or higher can use One-click Clear.
yzslc06	今日击杀怪物数量已达到最大上限	You have reached the killing Monsters Limit today.
yzslc07	今日试炼已通关	You've cleared Today's Challenge.
yzslc08	初级试炼场	Initial Challenge Zone
