messageId	desc	FTdesc
gbtm04	已领取全部奖励	已領取全部獎勵
gbtm05	#C(#ffffff)#C(#00FF00){0}  {1}#n在探索古堡时意外获得#C({2}){3}#n	#C(#ffffff)#C(#00FF00){0}  {1}#n在探索古堡時意外獲得#C({2}){3}#n
gbtm06	#C(#ffffff)#C(#00FF00){0}  {1}#n集齐#C({2}){3}#n开启宝箱获得#C({4}){5}#n#n	#C(#ffffff)#C(#00FF00){0}  {1}#n集齊#C({2}){3}#n開啟寶箱獲得#C({4}){5}#n#n
zbxt32	材料不足无法转生	材料不足無法轉生
newKF040	邀请队友进入跨服，若该玩家60秒内没有接受或拒绝，将自动默认接受邀请进入跨服，是否确认邀请该队友？	邀請隊友進入跨服，若該玩家60秒內沒有接受或拒絕，將自動默認接受邀請進入跨服，是否確認邀請該隊友？
zbxt42	当前英雄未{0}转，不能进行装备转生	當前英雄未{0}轉，不能進行裝備轉生
zbxt43	点此选择装备进行转生	點此選擇裝備進行轉生
zbxt40	转生等级：{0}	轉生等級：{0}
zbxt41	穿戴该装备需要{0}转	穿戴該裝備需要{0}轉
zbxt44	点此选择装备进行进化	點此選擇裝備進行進化
zsxt8	需要光环{0}级	需要光環{0}級
zsxt9	需要主角{0}转	需要主角{0}轉
zsxt6	光环等级不足	光環等級不足
zsxt7	需要179级并经验达到上限	需要179級並經驗達到上限
zsxt4	等级不足	等級不足
zsxt5	道具不足	道具不足
zsxt2	主角一转后开启转生光环系统	主角一轉後開啟轉生光環系統
zsxt3	前往获取	前往獲取
zsxt1	179级100%经验开启转生系统	179級100%經驗開啟轉生系統
xkhj004	幻境点不足，无法兑换该物品	幻境點不足，無法兌換該物品
xkhj005	#U#C(#00FF00)#A(#K(dlg,kfxkhj_entershenjie))[前往挑战]#n#n#n	#U#C(#00FF00)#A(#K(dlg,kfxkhj_entershenjie))[前往挑戰]#n#n#n
xkhj006	本次刷新需要幻境点{0}，今日已刷新{1}次	本次刷新需要幻境點{0}，今日已刷新{1}次
xkhj007	幻境点不足	幻境點不足
xkhj001	神界将会在10:00-23:00开启！敬请期待！	神界將會在10:00-23:00開啟！敬請期待！
zbxt36	该装备不能进行进化	該裝備不能進行進化
xkhj016	【虚空幻境】{0}邀请你加入TA的队伍	【虛空幻境】{0}邀請你加入TA的隊伍
zbxt38	转生成功	轉生成功
xkhj008	战力：{0}	戰力：{0}
xkhj009	[(28777,1),(28778,1),(28762,10),(28752, 45),(28747, 45),(28757, 45)]	[(28777,1),(28778,1),(28762,10),(28752, 45),(28747, 45),(28757, 45)]
xkhj020	是否确定进入神界场景？	是否確定進入神界場景？
zbxt39	进化成功	進化成功
zbxt29	主角一转后开启装备转生	主角一轉後開啟裝備轉生
xkhj017	您的队伍当中人数已满，无法发出邀请	您的隊伍當中人數已滿，無法發出邀請
newKF038	当前不在活动时间内不能进行邀请	當前不在活動時間內不能進行邀請
newKF039	不能频繁邀请	不能頻繁邀請
zbxt37	{0}转	{0}轉
newKF037	当前没有战队或战队成员不足，不能进入跨服	當前沒有戰隊或戰隊成員不足，不能進入跨服
zbxt35	材料不足无法进化	材料不足無法進化
zbxt34	请放入需要进化的装备	請放入需要進化的裝備
zbxt33	该装备不能进行转生	該裝備不能進行轉生
xkhj015	选择无奖励模式，击杀怪物可以获得幻境点。每日可以获得的上限为1000.今日已获得：{0}	選擇無獎勵模式，擊殺怪物可以獲得幻境點。每日可以獲得的上限為1000.今日已獲得：{0}
zbxt31	请放入需要转生的装备	請放入需要轉生的裝備
zbxt30	主角一转后开启装备进化	主角一轉後開啟裝備進化
xhxt003	（结婚后双方可额外获得{0}点亲密值）	（結婚後雙方可額外獲得{0}點親密值）
xhxt002	魅力值增加{0}点	魅力值增加{0}點
xhxt001	您赠送给<font color='#ffff00'>{0}</font>{1}朵玫瑰	您贈送給<font color='#ffff00'>{0}</font>{1}朵玫瑰
xkhj014	队长或队员点此可发送组队到好友	隊長或隊員點此可發送組隊到好友
xkhj013	队长或队员点此可发送组队要求到世界频道	隊長或隊員點此可發送組隊要求到世界頻道
xkhj012	1、需三人组队前往，战斗中可以出阵一个英雄。#H2、每次击杀小怪可获得奖励。#H3、首次通关每五层可获得奖励。#H4、无奖励模式下，击杀怪物不会掉落道具，但可以获得幻境点。每天最多可获得1000幻境点。#H5、一定回合内成功击杀boss，下一层的前两个怪可直接点击获得奖励，不消耗回合数。#H6、虚空幻境排行榜会按照层数，回合数，战斗力进行排行。#H7、每周日24:00点进行排行榜结算.排行前120名的玩家可以获得对应的奖励。#H#C(#00FF00)8、每日在24:00强制将神界中的玩家踢出。#n	1、需三人組隊前往，戰鬥中可以出陣一個英雄。#H2、每次擊殺小怪可獲得獎勵。#H3、首次通關每五層可獲得獎勵。#H4、無獎勵模式下，擊殺怪物不會掉落道具，但可以獲得幻境點。每天最多可獲得1000幻境點。#H5、一定回合內成功擊殺boss，下一層的前兩個怪可直接點擊獲得獎勵，不消耗回合數。#H6、虛空幻境排行榜會按照層數，回合數，戰鬥力進行排行。#H7、每週日24:00點進行排行榜結算.排行前120名的玩家可以獲得對應的獎勵。#H#C(#00FF00)8、每日在24:00強制將神界中的玩家踢出。#n
xkhj011	虚空幻境需要组成3人队伍才可开始！	虛空幻境需要組成3人隊伍才可開始！
xkhj010	当前无队伍，无法快速组队	當前無隊伍，無法快速組隊
xkhj003	兑换该物品需要幻境点{0}	兌換該物品需要幻境點{0}
xkhj019	剩余次数: {0}/{1}	剩餘次數: {0}/{1}
xkhj018	当前队伍人数: {0}/3	當前隊伍人數: {0}/3
zsxt18	当前拥有经验值：	當前擁有經驗值：
xkhj002	当前不是跨服，无法开启	當前不是跨服，無法開啟
zsxt10	需要{0}级已觉醒英雄	需要{0}級已覺醒英雄
zsxt11	需要英雄{0}转	需要英雄{0}轉
zsxt12	该英雄不可转生	該英雄不可轉生
zsxt13	经验不足	經驗不足
zsxt14	是否消耗{0}经验，提升转生光环等级为{1}	是否消耗{0}經驗，提升轉生光環等級為{1}
zsxt15	当前光环不可再升级	當前光環不可再升級
zsxt16	1.拥有经验值达到要求即可提升光环等级#H2.光环固定属性对上阵的所有英雄生效#H3.光环百分比加成只对上阵的转生英雄生效#H4.光环百分比加成只对英雄的转生属性和转生装备的基础属性生效	1.擁有經驗值達到要求即可提升光環等級#H2.光環固定屬性對上陣的所有英雄生效#H3.光環百分比加成隻對上陣的轉生英雄生效#H4.光環百分比加成隻對英雄的轉生屬性和轉生裝備的基礎屬性生效
zsxt17	龙灵珠获取途径：神界	龍靈珠獲取途徑：神界
sstm7	#C(#ffffff)#C(#00ff00){0}#n兑换了#C({3}){1}*{2}#n#n	#C(#ffffff)#C(#00ff00){0}#n兌換了#C({3}){1}*{2}#n#n
jqqy001	登陆第{0}天	登陸第{0}天
jqqy002	充值{0}神石	儲值{0}神石
hqzq016	没有可以拾取的奖励	沒有可以拾取的獎勵
hqzq014	礼盒正在打开，请等待！	禮盒正在打開，請等待！
hqzq015	您是否消耗{0}神石来获取10次奖励	您是否消耗{0}神石來獲取10次獎勵
hqzq012	您是否消耗88神石来获取奖励	您是否消耗88神石來獲取獎勵
hqzq013	请先领取当前奖励！	請先領取當前獎勵！
hqzq010	礼盒正在打开，请等待！	禮盒正在打開，請等待！
hqzq011	您是否消耗1个月饼礼盒来获取奖励	您是否消耗1個月餅禮盒來獲取獎勵
xhxt010	玩家等级不足30级	玩家等級不足30級
xhxt011	该玩家不是你的好友	該玩家不是你的好友
xhxt012	请选择一个在线好友	請選擇一個線上好友
xhxt013	不在同一服务器不能送花	不在同一伺服器不能送花
xhxt014	第{0}名	第{0}名
xhxt015	选择对方名称	選擇對方名稱
xhxt016	写下对TA的寄语	寫下對TA的寄語
xhxt017	请选择送花数量	請選擇送花數量
zh001	当前最多可找回收益天数：{0}天	當前最多可找回收益天數：{0}天
xl001	Lv.{0}	Lv.{0}
hqzq001	1.玩家每日充值100神石可以获得奖励#H2.可领取的奖励与活动期间累计完成首充的天数有关，无需连续充值	1.玩家每日儲值100神石可以獲得獎勵#H2.可領取的獎勵與活動期間累計完成首充的天數有關，無需連續儲值
hqzq003	1.活动期间，玩家可以通过以下途径获取步数：#H(1)每日在线2小时、4小时分别获得1个步数；#H(2)完成每日必做达到指定积分可以在每日必做面板领取步数；#H(3)完成首充送好礼活动可以获得步数；#H2.每一个步数可以使得玩家前进一格，玩家可以获得所有已走过格子上的奖励。#H3.走到终点后就无法再前进。#H4.点击前进按钮每次消耗1步数，前进1格，点击一键前进按钮将消耗所有步数，前进对应的格数。	1.活動期間，玩家可以通過以下途徑獲取步數：#H(1)每日線上2小時、4小時分別獲得1個步數；#H(2)完成每日必做達到指定積分可以在每日必做面板領取步數；#H(3)完成首充送好禮活動可以獲得步數；#H2.每一個步數可以使得玩家前進一格，玩家可以獲得所有已走過格子上的獎勵。#H3.走到終點後就無法再前進。#H4.點擊前進按鈕每次消耗1步數，前進1格，點擊一鍵前進按鈕將消耗所有步數，前進對應的格數。
hqzq002	活动期间完成首充{0}天：	活動期間完成首充{0}天：
mzbz017	获得{0}次前进步数#H	獲得{0}次前進步數#H
hqzq004	大于4小时	大於4小時
hqzq007	您已经到达终点	您已經到達終點
hqzq006	您当前没有剩余的步数可供前进，请通过在线、完成每日必做或首充送好礼获取	您當前沒有剩餘的步數可供前進，請通過線上、完成每日必做或首充送好禮獲取
hqzq009	1.玩家可以使用月饼礼盒道具或88神石来开启月饼礼盒，月饼礼盒道具只能用于开启一次礼盒。#H2.当获得一项稀有奖励后，下次开启可获得的稀有奖励将会更换；当获取完所有类型的稀有奖励后将会重置。#H3.只有拾取了当前奖励后，才可以开启下一个礼盒。	1.玩家可以使用月餅禮盒道具或88神石來開啟月餅禮盒，月餅禮盒道具只能用於開啟一次禮盒。#H2.當獲得一項稀有獎勵後，下次開啟可獲得的稀有獎勵將會更換；當獲取完所有類型的稀有獎勵後將會重置。#H3.只有拾取了當前獎勵後，才可以開啟下一個禮盒。
hqzq008	1.活动期间，玩家可以领取炼金加成buff，提高炼金收益50%，持续2小时，每日限领一次#H2.炼金buff可以与其他提高炼金收益的buff叠加（如城主buff、半年卡）#H3.每日0:00将清除炼金buff	1.活動期間，玩家可以領取煉金加成buff，提高煉金收益50%，持續2小時，每日限領一次#H2.煉金buff可以與其他提高煉金收益的buff疊加（如城主buff、半年卡）#H3.每日0:00將清除煉金buff
lzxb006	已经达到本次活动开通/续费最大上限120次，继续开通不增加骰子。	已經達到本次活動開通/續費最大上限120次，繼續開通不增加骰子。
xhxt007	魅力值增加{0}点和亲密值增加{1}点	魅力值增加{0}點和親密值增加{1}點
xhxt006	[1朵,9朵,99朵,999朵]	[1朵,9朵,99朵,999朵]
xhxt005	['默契，相知，使我们情谊长存','茫茫人海，你永远是我的至交好友','仰首春，俯首秋，愿幸福追随你','因为有你，世界才如此缤纷多彩','这份真挚的友谊，我会珍藏一辈子']	['默契，相知，使我們情誼長存','茫茫人海，你永遠是我的至交好友','仰首春，俯首秋，願幸福追隨你','因為有你，世界才如此繽紛多彩','這份真摯的友誼，我會珍藏一輩子']
xhxt004	<font color='#ffff00'>{0}</font>被你的魅力所倾倒，送上{1}朵玫瑰花！此刻无比幸福的您想怎么感谢他（她）呢？	<font color='#ffff00'>{0}</font>被你的魅力所傾倒，送上{1}朵玫瑰花！此刻無比幸福的您想怎麼感謝他（她）呢？
sstm4	规则说明：#H1、使用华表徽章可在神树兑换里兑换各种不同的道具。#H2、神树探秘中可获得限时兑换道具华表徽章。	規則說明：#H1、使用華表徽章可在神樹兌換裡兌換各種不同的道具。#H2、神樹探秘中可獲得限時兌換道具華表徽章。
sstm5	华表徽章	華表徽章
xhxt009	玩家已离线，无法送花	玩家已離線，無法送花
xhxt008	赠送鲜花	贈送鮮花
sstm1	您将使用{0}#C(#FF0000)充值神石#n+{1}个神树精华探索神树{2}次	您將使用{0}#C(#FF0000)儲值神石#n+{1}個神樹精華探索神樹{2}次
sstm2	#C(#ffffff)#C(#00ff00){0}#n获得了#C({3}){1}*{2}#n#n	#C(#ffffff)#C(#00ff00){0}#n獲得了#C({3}){1}*{2}#n#n
sstm3	规则说明：#H1、使用充值神石或神树精华可进行神树探秘获得极品珍稀道具和限时兑换道具#C(#00FF00)华表徽章#n。#H2、使用华表徽章可在神树兑换里兑换各种不同的道具。	規則說明：#H1、使用儲值神石或神樹精華可進行神樹探秘獲得極品珍稀道具和限時兌換道具#C(#00FF00)華表徽章#n。#H2、使用華表徽章可在神樹兌換裡兌換各種不同的道具。
hqzq005	{0}小时{1}分钟	{0}小時{1}分鐘
sstm6	新春徽章不足	新春徽章不足
sqcl2	淬炼强化石：{0}	淬煉強化石：{0}
dtbb008	25794,25600,26450,27865	25794,25600,26450,27865
sqcl3	是否消耗{0}个强化石，提升光环等级。	是否消耗{0}個強化石，提升光環等級。
pack9	#C(#ffffff)出售{0}个#C({1}){2}#n,将得到{3}{4},{5}{6}	#C(#ffffff)出售{0}個#C({1}){2}#n,將得到{3}{4},{5}{6}
sqcl1	120级开放	120級開放
comma	，	，
zbxl020	请选择期望洗炼星级！	請選擇期望洗煉星級！
zbxl021	1、选择“期望洗练星级属性”后，会根据选择的期望属性自动洗练。#H2、当有满足期望的星级属性时，会自动停止。#H3、自动洗练洗出的期望星级属性最高不会超过当前洗练度星级。	1、選擇“期望洗練星級屬性”後，會根據選擇的期望屬性自動洗練。#H2、當有滿足期望的星級屬性時，會自動停止。#H3、自動洗練洗出的期望星級屬性最高不會超過當前洗練度星級。
kfzb006	第六场	第六場
kfzb007	第七场	第七場
kfzb004	第四场	第四場
xhxt018	鲜花榜奖励：#H本周鲜花榜排名第一的玩家可获得#C(#00FF00)至尊宝贝#n称号。#H鲜花榜结算：#H每周周一0点进行鲜花榜排名结算，称号会通过邮件发放。	鮮花榜獎勵：#H本周鮮花榜排名第一的玩家可獲得#C(#00FF00)至尊寶貝#n稱號。#H鮮花榜結算：#H每週週一0點進行鮮花榜排名結算，稱號會通過郵件發放。
xhxt019	护花榜奖励：#H本周护花榜排名第一的玩家可获得#C(#00FF00)至尊情圣#n称号。#H护花榜结算：#H每周周一0点进行护花榜排名结算，称号会通过邮件发放。 	護花榜獎勵：#H本周護花榜排名第一的玩家可獲得#C(#00FF00)至尊情聖#n稱號。#H護花榜結算：#H每週週一0點進行護花榜排名結算，稱號會通過郵件發放。
dtbb009	25955,26344,26450,27865	25955,26344,26450,27865
sqcl5	1.消耗神器淬炼石可提升神器的淬炼等级。#H2.不同部件的神器淬炼至一定等级，可激活相应的淬炼组合。#H3.淬炼等级增加玩家属性，增加的属性类别与神器的部件有关。#H4.淬炼组合#C(#00FF00)百分比加成#n玩家属性。#H5.淬炼与淬炼组合的属性在所有玩法中生效。#H6.神器淬炼石可以在贵族商城购买获得。	1.消耗神器淬煉石可提升神器的淬煉等級。#H2.不同部件的神器淬煉至一定等級，可啟動相應的淬煉組合。#H3.淬煉等級增加玩家屬性，增加的屬性類別與神器的部件有關。#H4.淬煉組合#C(#00FF00)百分比加成#n玩家屬性。#H5.淬煉與淬煉組合的屬性在所有玩法中生效。#H6.神器淬煉石可以在貴族商城購買獲得。
yxsd93	{0}[神卫]	{0}[神衛]
sqcl21	当前未激活此组合	當前未啟動此組合
sqcl20	淬炼等级{0}	淬煉等級{0}
kfzb008	第八场	第八場
kfzb002	第二场	第二場
kfzb003	第三场	第三場
kfzb001	第一场	第一場
sqcl6	淬炼等级：{0}	淬煉等級：{0}
sqcl7	材料不足，无法淬炼	材料不足，無法淬煉
sqcl4	强化石不足，无法强化。	強化石不足，無法強化。
kfzb005	第五场	第五場
sqcl8	请先放入淬炼的神器	請先放入淬煉的神器
sqcl9	当前组合{0}级:	當前組合{0}級:
zbxl018	洗练星级属性{0}星以上	洗練星級屬性{0}星以上
zbxl019	选择期望洗炼星级属性	選擇期望洗煉星級屬性
sqcl14	6个神器淬炼等级均达到{0}	6個神器淬煉等級均達到{0}
dtbb010	25956,26323,26450,27865	25956,26323,26450,27865
sqcl15	下级组合{0}级:	下級組合{0}級:
sqcl16	下级激活需要:	下級啟動需要:
sqcl17	{0}淬炼等级{1}+{2}淬炼等级{3}	{0}淬煉等級{1}+{2}淬煉等級{3}
sqcl10	{0}+{1}%{2}	{0}+{1}%{2}
sqcl11	{0}+{1}%{2} {3}	{0}+{1}%{2} {3}
sqcl12	本级激活需要:	本級啟動需要:
sqcl13	{0}淬炼等级{1}+{2}淬炼等级{3}	{0}淬煉等級{1}+{2}淬煉等級{3}
sqcl18	6个神器淬炼等级均达到{0}	6個神器淬煉等級均達到{0}
sqcl19	此组合已满级	此組合已滿級
jqqy008	达标条件： 消费≥{0}	達標條件： 消費≥{0}
jqqy003	是否花费{0}充值神石砸碎一个陶罐？	是否花費{0}儲值神石砸碎一個陶罐？
jqqy004	是否花费{0}充值神石砸碎一堆陶罐，获得10次奖励？	是否花費{0}儲值神石砸碎一堆陶罐，獲得10次獎勵？
jqqy005	#C(#ffffff)#C(#ffff00){2}#n的#C(#00ff00){0}#n运气爆棚，在陶瓷堆中翻出{1}#n	#C(#ffffff)#C(#ffff00){2}#n的#C(#00ff00){0}#n運氣爆棚，在陶瓷堆中翻出{1}#n
jqqy006	新春徽章	新春徽章
jqqy007	#C({2}){0}*{1}#n	#C({2}){0}*{1}#n
kfzhengba32	32强	32強
bs18	[全部,等级10,等级11,等级12]	[全部,等級10,等級11,等級12]
bs19	[全部,生命宝石,物攻宝石,法攻宝石,物防宝石,法防宝石,暴击宝石,免暴宝石,破挡宝石,格挡宝石]	[全部,生命寶石,物攻寶石,法攻寶石,物防寶石,法防寶石,暴擊寶石,免暴寶石,破擋寶石,格擋寶石]
kfzhengba16	16强	16強
kfzhengba1	总决赛	總決賽
pack10	您将出售#C(#ffffff){0}个#C({1}){2}#n，该道具较为珍贵，是否继续出售	您將出售#C(#ffffff){0}個#C({1}){2}#n，該道具較為珍貴，是否繼續出售
kfzhengba100	选拔赛	選拔賽
kfzbdfhc3	你为{0}战队热情无限地喝彩{1}次，需要消耗{2}充值神石，是否确认喝彩？	你為{0}戰隊熱情無限地喝彩{1}次，需要消耗{2}儲值神石，是否確認喝彩？
kfzbdfhc2	你实在太热情了，喝彩次数已经不足!	你實在太熱情了，喝彩次數已經不足!
kfzbdfhc1	请选择您要喝彩的战队!	請選擇您要喝彩的戰隊!
kfzbdfhc7	战神殿堂	戰神殿堂
kfzbdfhc6	你代表战队热情地回应{0}次粉丝的喝彩，需要消耗{1}神石，消耗神石全部进入奖池，是否确认回应？	你代表戰隊熱情地回應{0}次粉絲的喝彩，需要消耗{1}神石，消耗神石全部進入獎池，是否確認回應？
kfzbdfhc5	当前回应次数不足，无法回应!	當前回應次數不足，無法回應!
kfzbdfhc4	不是巅峰战队参赛人员，不能回应喝彩!	不是巔峰戰隊參賽人員，不能回應喝彩!
kfzhengba8	8强	8強
bs21	1.10级及更高等级的宝石可以锻造成为双属性宝石,双属性宝石的两条属性值分别与锻造前的两个单属性宝石的属性值相同。#H2.只有背包中的宝石可以参与锻造。#H3.双属性宝石共12种，物攻、生命、法攻三种宝石可以和同等级的暴击、免暴、格挡、破挡四种宝石自由组合。#H4.根据锻造生成宝石的不同，锻造需要消耗锻造石和一颗指定的同等级防御宝石。#H5.在锻造栏点击已经放入的宝石可以取消放入。	1.10級及更高等級的寶石可以鍛造成為雙屬性寶石,雙屬性寶石的兩條屬性值分別與鍛造前的兩個單屬性寶石的屬性值相同。#H2.只有背包中的寶石可以參與鍛造。#H3.雙屬性寶石共12種，物攻、生命、法攻三種寶石可以和同等級的暴擊、免暴、格擋、破擋四種寶石自由組合。#H4.根據鍛造生成寶石的不同，鍛造需要消耗鍛造石和一顆指定的同等級防禦寶石。#H5.在鍛造欄點擊已經放入的寶石可以取消放入。
bs20	您是否花费{0}神石来完成转化	您是否花費{0}神石來完成轉化
kfzb015	周四：21:55开启【总决赛】	週四：21:55開啟【總決賽】
kfzb014	周三：21:55开启【8强淘汰赛】	週三：21:55開啟【8強淘汰賽】
kfzb017	比赛已经结束，稍后会自动退出，现在可手动退出场景！	比賽已經結束，稍後會自動退出，現在可手動退出場景！
kfzb016	下一场争霸赛剩余开启天数：{0}天	下一場爭霸賽剩餘開啟天數：{0}天
kfzb011	周日：巅峰喝彩活动开启，为人气战队喝彩吧！	周日：巔峰喝彩活動開啟，為人氣戰隊喝彩吧！
kfzb010	4、“总决赛”最多进行三场比赛，匹配规则和淘汰赛相同，第一场和第二场均获胜的战队获得冠军，获得任意两场胜利的战队获得亚军，只获得一场胜利的战队获得季军。#H5、选拔赛过程中不会遭遇相同的匹配对手，保证选拔的公平，玩家可在比赛中途进入比赛，最终积分满足晋级排名也能晋级。#H6、每场比赛都有一定的战斗时间，战斗结束较快的战队请耐心等待下一场战斗，一场战斗中战斗回合过多会加快战斗进行。#H	4、“總決賽”最多進行三場比賽，匹配規則和淘汰賽相同，第一場和第二場均獲勝的戰隊獲得冠軍，獲得任意兩場勝利的戰隊獲得亞軍，只獲得一場勝利的戰隊獲得季軍。#H5、選拔賽過程中不會遭遇相同的匹配對手，保證選拔的公平，玩家可在比賽中途進入比賽，最終積分滿足晉級排名也能晉級。#H6、每場比賽都有一定的戰鬥時間，戰鬥結束較快的戰隊請耐心等待下一場戰鬥，一場戰鬥中戰鬥回合過多會加快戰鬥進行。#H
kfzb013	周二：21:55开启【32强淘汰赛】；22:25开启【16强淘汰赛】	週二：21:55開啟【32強淘汰賽】；22:25開啟【16強淘汰賽】
kfzb012	周一：21:55开启【32强选拔赛】	週一：21:55開啟【32強選拔賽】
mszj019	{0}的房间	{0}的房間
kfzbdfhc19	暂没有数据	暫沒有資料
kfzbdfhc18	{0}秒	{0}秒
xl63	已选魂炼幸运石已过期，升星失败	已選魂煉幸運石已過期，升星失敗
kfzbdfhc13	亚军队	亞軍隊
kfzbdfhc12	冠军队	冠軍隊
kfzbdfhc11	喝彩已结束，请等待周四23:59:59分发奖	喝彩已結束，請等待週四23:59:59分發獎
kfzbdfhc10	剩余喝彩时间：	剩餘喝彩時間：
kfzbdfhc17	{0}比赛倒计时：	{0}比賽倒計時：
kfzbdfhc16	我的积分排名：{0}	我的積分排名：{0}
xl64	现有{0}个	現有{0}個
kfzbdfhc14	季军队	季軍隊
hzhdurl	http://qzs.qzone.qq.com/qzone/mall/app/meteor/act/index.html?rid=863	http://qzs.qzone.qq.com/qzone/mall/app/meteor/act/index.html?rid=863
mszj028	现在是准备阶段，暂时无法使用技能	現在是準備階段，暫時無法使用技能
mszj029	你已经被捉到了，不能再变身了	你已經被捉到了，不能再變身了
sz_041	时装升星石不足	時裝升星石不足
sz_042	已选升星石已过期，升星失败	已選升星石已過期，升星失敗
kfzbdfhc15	活动未开放	活動未開放
mszj009	<font color='#E87D22'>大显身手的时候到了，去找出所有隐匿者！</font>	<font color='#E87D22'>大顯身手的時候到了，去找出所有隱匿者！</font>
mszj008	<font color='#E87D22'>您是追捕者，倒计时结束才可移动，请耐心等待。</font>	<font color='#E87D22'>您是追捕者，倒計時結束才可移動，請耐心等待。</font>
mszj007	1、活动共#C(#E87D22)4#n轮，每轮#C(#E87D22)随机产生#n一位追捕者，其他玩家扮演隐匿者；#H2、追捕时间中，隐匿者每成功躲避15秒都会获得一次冒险点奖励，若最终存活还会获得大量额外冒险点奖励；追捕者每抓到一名隐匿者都会获得大量冒险点奖励；#H3、追捕时间结束或追捕者抓到所有隐匿者时当轮结束，每轮结束后都会有额外的翻牌奖励，领取后开始下一轮。	1、活動共#C(#E87D22)4#n輪，每輪#C(#E87D22)隨機產生#n一位追捕者，其他玩家扮演隱匿者；#H2、追捕時間中，隱匿者每成功躲避15秒都會獲得一次冒險點獎勵，若最終存活還會獲得大量額外冒險點獎勵；追捕者每抓到一名隱匿者都會獲得大量冒險點獎勵；#H3、追捕時間結束或追捕者抓到所有隱匿者時當輪結束，每輪結束後都會有額外的翻牌獎勵，領取後開始下一輪。
mszj006	跨服币不足，无法继续翻牌	跨服幣不足，無法繼續翻牌
mszj005	本轮翻牌次数已达上限无法继续翻牌	本輪翻牌次數已達上限無法繼續翻牌
mszj004	本次翻牌需要{0}跨服币	本次翻牌需要{0}跨服幣
mszj003	勇士，请慢点翻	勇士，請慢點翻
mszj002	【迷失之境】{0}邀请你加入TA的队伍	【迷失之境】{0}邀請你加入TA的隊伍
mszj001	冒险点	冒險點
mszj026	当前活动尚未结束，退出后将无法参与后续活动。真的要退出吗？	當前活動尚未結束，退出後將無法參與後續活動。真的要退出嗎？
nlqsl105	是否确认一键收益所有关卡的所有宝箱，共需要{0}神石。	是否確認一鍵收益所有關卡的所有寶箱，共需要{0}神石。
nlqsl104	奖励已经全部领取	獎勵已經全部領取
nlqsl103	是否确认一键收益所有关卡的免费宝箱，收益后将无法看到每关卡的奖励预览。	是否確認一鍵收益所有關卡的免費寶箱，收益後將無法看到每關卡的獎勵預覽。
nlqsl102	免费奖励已经全部领取	免費獎勵已經全部領取
nlqsl101	贵族8，开启一键全部收益。	貴族8，開啟一鍵全部收益。
nlqsl100	贵族5，开启一键免费收益。	貴族5，開啟一鍵免費收益。
kfzbdfhc9	#C(##00FF00)回应说明：#n#H1、所有战区参赛战队均可参与回应，回应消耗任意神石，回应为喝彩奖池增加神石福利。#H2、回应消耗的神石也全部累计到喝彩奖池中，成为全服喝彩奖池的福利。#H3、战队中3个成员均可回应喝彩，战队累计收到喝彩次数和回应次数达到要求可获得专属巅峰人气战队称号。#H4、巅峰人气战队称号有隐藏属性，该属性在跨服争霸和跨服组队竞技战斗中生效，让你实力大增。	#C(##00FF00)回應說明：#n#H1、所有戰區參賽戰隊均可參與回應，回應消耗任意神石，回應為喝彩獎池增加神石福利。#H2、回應消耗的神石也全部累計到喝彩獎池中，成為全服喝彩獎池的福利。#H3、戰隊中3個成員均可回應喝彩，戰隊累計收到喝彩次數和回應次數達到要求可獲得專屬巔峰人氣戰隊稱號。#H4、巔峰人氣戰隊稱號有隱藏屬性，該屬性在跨服爭霸和跨服組隊競技戰鬥中生效，讓你實力大增。
kfzb009	比赛说明：#H1、周一进行“32强选拔赛”采用积分晋级制，100名参赛战队总共有8场比赛，胜利获得100分，失败0分，平局各50分，比赛积分相同根据战队积分进行排序。#H2、周二、周三分别举行“32强淘汰赛”“16强淘汰赛”“8强淘汰赛”，淘汰赛采用三局两胜晋级制，获得2场胜利的玩家获得晋级资格。#H3、淘汰赛第一场比赛完全随机匹配；第二场比赛是第一场胜利的队伍进行匹配，第一场失败的队伍进行匹配；第三场比赛是前两场胜一负一的队伍进行匹配。#H	比賽說明：#H1、週一進行“32強選拔賽”採用積分晉級制，100名參賽戰隊總共有8場比賽，勝利獲得100分，失敗0分，平局各50分，比賽積分相同根據戰隊積分進行排序。#H2、週二、週三分別舉行“32強淘汰賽”“16強淘汰賽”“8強淘汰賽”，淘汰賽採用三局兩勝晉級制，獲得2場勝利的玩家獲得晉級資格。#H3、淘汰賽第一場比賽完全隨機匹配；第二場比賽是第一場勝利的隊伍進行匹配，第一場失敗的隊伍進行匹配；第三場比賽是前兩場勝一負一的隊伍進行匹配。#H
mszj021	<font color='#E87D22'>20秒后追捕者将出现，赶紧找个地方躲起来吧！</font>	<font color='#E87D22'>20秒後追捕者將出現，趕緊找個地方躲起來吧！</font>
mszj020	用鼠标点击目标即可施放捕捉技能	用滑鼠點擊目標即可施放捕捉技能
