messageId	desc	Turkishdesc
syly0012	总共击杀人数：{0}	Toplam öldürme sayısı: {0}
syly0013	当前获得积分：{0}	Mevcut puan: {0}
syly0010	已达到最高层数：{0}	En yüksek seviye: {0}
syly0011	本层击杀人数：{0}/{1}	Öldürme: {0}/{1}
syly0016	活动尚未开始，请耐心等待！	Etkinlik henüz başlamadı.
syly0017	活动将于{0}：{1}：{2}开启,敬请期待！	Etkinlik açılacak: {0}:{1}:{2}.
syly0014	拥有跨服币：{0}	Sunucular arası parası: {0}
syly0015	战斗冷却中，请稍后再试。	Beklemede. Lütfen daha sonra deneyin.
syly0018	您已被击败，是否花费<font color='#FF0000'>{0}</font>个跨服币保证不掉层？	Yenildin. <font color='#FF0000'>{0}</font> bu katta kalmak için sunucular arası parasını kullanmak istiyor musunuz?
syly0019	否({0})	Hayır ({0})
ssrll022	您当前无加入公会！	Birlik üyesi değilsiniz.
ssrll023	<font color='#00FF00'>折扣说明：当前购物车商品总价还差{0}神石即可享受{1}折优惠哦！</font>	<font color='#00FF00'>İndirim: {0} Kristal daha harcayarak %{1} indirim kazanırsınız.</font>
ssrll020	抢红包	Yağma Paketi
ssrll021	查看	Kontrol et
ssrll024	<font color='#00FF00'>折扣说明：当前购物车商品总价可享受{0}折优惠，购物车满{1}神石可享受{2}折优惠哦！</font>	<font color='#00FF00'>Açıklama: %{0} indirim kazandınız. Sepetiniz {1} Kristala ulaşınca %{2} indirim kazanabilirsiniz!</font>
syly0005	活动结算前退出活动场景将不会获得层数奖励，确定退出深渊炼狱吗？	Çıkarsanız ödül kazanma şansını kaybedersiniz.
syly0004	#H6、活动结束后根据积分进行排名，积分排名靠前的玩家均可获得丰富的奖励。#H7、活动结束后，根据玩家当前所在层数发放层数奖励。层数越高，奖励越好。若活动结束时，不在活动场景内则不发放层数奖励。	#H6. Etkinlik sona erince, puanlarınıza göre ödül alırsınız. Sıralamada ilk olanlar ödül kazanırlar. #H7. Etkinlik sona erince, ulaştığınız seviyeye göre ödül alırsınız. Etkiinlik bitmeden çıkarsanız ödülleri kazanamazsınız.
syly0007	取  消	İptal
syly0006	确  定	Tamam
syly0001	#C(#00FF00)【深渊炼狱】活动玩法说明：#n#H1、等级≥100级可参与，活动共30分钟。#H2、活动分为3个战区，分别是：高级战区（100级-119级）、顶级战区（120级-139级）、超级战区（140级-179级）。#H3、深渊炼狱共分为10层。每一层都有击杀人数要求，达到击杀人数时，可进入下一层。当层数≥2时，被击杀有概率掉层。	#C(#00FF00)[Abyss] Kurallar: #n#H1. Gereksinim: Seviye 100. Etkinlik 30 dakika sürecek. #H2. Etkinlik 3 savaş alanına bölünüyor. Gelişmiş Savaş Alanı (Seviye 100-119), Efsane Savaş Alanı (Seviye 120-139), ve Süper Savaş Alanı (Seviye 140-179). #H3. 10 seviye var. Her seviyede yenme gereksinimi var. Belirli miktarda yenginiz olursa bir sonraki seviyeye geçebilirsiniz. Seviye 1 geçerseniz ve yenilirseniz tekrar geri dönme şansınız olacak.
syly0003	#H5、击杀一名玩家可获得一定量的积分，层数越高获得积分越多。	#H5. Belirli miktarda puan kazanmak için oyuncuyu yenin. Seviyeniz ne kadar yüksekse kazanabileceğiniz puan da o kadar artar.
syly0002	#H4、活动开启后，每隔一段时间会在每一层刷出不同数量的怪物。击杀怪物同样可累积击杀人数。	#H4. Etkinlik başlayınca her seviyede ara sıra canavarlar çıkacak. Onları yenerseniz toplam öldürme sayınız artabilir.
syly0009	当前所在层数：{0}	Mevcut Seviye: {0}
syly0008	战斗中，请勿打扰！	Savaşta.
djdfs004	您将消耗{0}充值神石购买10个原石	10 taş almak için {0} Ödeme Kristali harcanacak.
djdfs001	点金{0}次	Midas {0} kez.
djdfs003	消耗{0}充值神石随机获得10个原石	{0} Ödeme Kristali harcayarak 10 taş kazanın.
djdfs002	等级不足	Seviye yetersiz.
bydr0021	<font color='#FFFFFF'>消耗<font color='#FF0000'>大渔网</font>或者<font color='#FF0000'>{0}充值神石</font>，可获得{1}捕鱼积分</font>	<font color='#FFFFFF'> <font color='#FF0000'>Balık Ağı L</font> veya <font color='#FF0000'>{0} Ödeme Kristali harcayarak</font> {1} puan kazanılır</font>.
bydr0020	<font color='#FFFFFF'>消耗<font color='#FF0000'>中渔网</font>或者<font color='#FF0000'>{0}充值神石</font>，可获得{1}捕鱼积分</font>	<font color='#FFFFFF'> <font color='#FF0000'>Balık Ağı M</font> veya <font color='#FF0000'>{0} Ödeme Kristali harcayarak</font> {1} puan kazanılır</font>.
bydr0012	不在活动时间内	Etkinlik sırasında mevcut değil.
bydr0013	<font color='#FFFFFF'>消耗<font color='#FF0000'>{0}</font>或者<font color='#FF0000'>{1}充值神石</font>，可获得{2}捕鱼积分</font>	<font color='#FFFFFF'><font color='#FF0000'>{0}</font> veya <font color='#FF0000'>{0} Ödeme Kristali harcayarak</font> {1} puan kazanılır</font>.
bydr0011	等级不足	Seviye yetersiz.
bydr0018	是否确认使用1个大渔网进行{0}次捕鱼？	{0} kez balık avını yapmak için 1 Balık Ağı L kullanmak istiyor musunuz?
bydr0019	<font color='#FFFFFF'>消耗<font color='#FF0000'>小渔网</font>或者<font color='#FF0000'>{0}充值神石</font>，可获得{1}捕鱼积分</font>	<font color='#FFFFFF'> <font color='#FF0000'>Balık Ağı M</font> veya <font color='#FF0000'>{0} Ödeme Kristali harcayarak</font> {1} puan kazanılır</font>.
bydr0016	是否确认使用1个小渔网进行{0}次捕鱼？	{0} kez balık avını yapmak için 1 Balık Ağı S kullanmak istiyor musunuz?
bydr0017	是否确认使用1个中渔网进行{0}次捕鱼？	{0} kez balık avını yapmak için 1 Balık Ağı M kullanmak istiyor musunuz?
bydr0014	是否确认使用1个{0}进行{1}次捕鱼？	{1} kez balık avı yapmak için 1 {0} kullansın mı?
bydr0015	<font color='#FFFFFF'>是否确认消耗<font color='##FF0000'>{0}充值神石</font>进行{1}次捕鱼？</font>	<font color='#FFFFFF'><font color='##FF0000'>{0} Ödeme Kristali harcayarak</font>{1} kez balık avı yapılsın mı?</font>
xkhj022	当前进度：未开始	İşlem: Başlamadı.
xkhj023	玩家{0}战斗力{1}请求加入队伍，是否确认加入？	{0}: Savaş Değeri {1} takıma katılmak istiyor. Kabul ediyor musunuz?
bydr0010	活动已经结束	Etkinlik sona erdi.
xkhj021	当前进度：{0}层	İşlem: Seviye {0}.
bydr0001	#C(#FFFFFF){0} #n#C(#00FF33){1}#n #C(#FFFFFF)获得了#n{2} #C(#FFFFFF){3}#n	#C(#FFFFFF){0} #n#C(#00FF33){1}#n #C(#FFFFFF)kazandı #n{2} #C(#FFFFFF){3}#n
bydr0003	捕鱼达人第{0}名-第{1}名奖励	Balık Avcısı No.{0}-No.{1} ödülü.
bydr0002	捕鱼达人第{0}名奖励	Balık Avcısı No.{0} ödülü.
bydr0005	您将使用{0}充值神石进行{1}次捕鱼	{1} Balık avı için {0} Ödeme Kristali harcanacak.
bydr0004	将使用1个{0}进行{1}次捕鱼	{1} Balik avı için 1 {0} kullanın.
bydr0007	1、消耗充值神石可进行捕鱼，每次捕鱼均可获得奖励和捕鱼积分。#H2、每次捕鱼均会使鱼池奖金增加6奖励神石，每次捕鱼均有机会获得鱼池奖金。#H3、捕鱼积分达到相应目标可以领取积分奖励，捕鱼积分和奖励领取状态每天重置。#H4、每天24:00根据当天捕鱼积分进行跨服排名，排名前十的龙骑士可以获得珍贵奖励。#H#C(#FF0000)5、每天23:55-24:00为排行榜统计排名时间，暂时不能捕鱼。#n	1. Balık avına Ödeme Kristalleri harcayarak ödül ve puan kazanırsınız. #H2. Her av sırasında çatkıfeleğe 6 hediye krşstali eklenecek. Direk hediye kristali kazanma şansınız olacak. #H3. Puanınız belirli miktara ulaşınca ödülü alabilirsiniz. Puanlarınız her gün sıfırlanacak. Ödülleri kaçırmayın. #H4. Her gün sıralama puanlara göre saat 24:00'da oluşturulacak. İlk 10 oyuncu büyük ödülü alacak. #H#C(#FF0000)5. 23:55-24:00 arasında balık avını yapamazsınız..#n
bydr0006	我的捕鱼积分：{0}	Balık avı puanı: {0}
bydr0009	剩余活动时间：	Kalan zaman:
bydr0008	今日捕鱼积分达到：{0}	Bugünkü puan: {0}
mljl001	1、每周二、四、六的16:00-16:30开启魔龙降临；#H2、每次活动均有10次挑战机会，每进入一次战斗则消耗一次挑战次数；#H3、系统自动统计活动期间造成的总伤害，并根据伤害量发放奖励；#H4、每次活动都会对玩家造成的总伤害量进行排名，并根据排名发放奖励。	1. Ejderha İnişi her Salı, Perşembe ve Cumartesi (16:00-16:30) açılacak. #H2. Her seferinde 10 hakkınız olacak. #H3. Sıstem etkinlik sırasında tüm hasarını hesaplayacak. #H4. Oyuncular hasar sıralamasına göre ödül kazanacaklar.
mljl002	等级不足30级	Seviye 30 gerekli.
mljl003	个人造成{0}伤害	{0 } hasar veriyor.
mljl004	是否退出魔龙降临	Ejderha İnişinden çikmak istiyor musunuz?
yqkf0001	队友{0}邀请你进入跨服组队竞技，接受邀请立马进入跨服，是否接受邀请？	{0} sizi sunucular arası savaşına davet etti. Kabul edip sunucular arası servera girmek istiyor musunuz?
ssrll004	当前折扣价:{0}	Mevcut fiyat: {0}
ssrll005	购买等级：{0}级	Seviye: {0}
ssrll006	现参团人数：{0}人	Üyeler: {0}
ssrll007	距下层折扣：{0}人	Sonraki indirim için: {0} üye
ssrll001	限购：{0}个	Sınırlı Miktar: {0}
ssrll002	满{0}打{1}折	{0}'a ulaşarak %{1} indirim kazanın.
ssrll003	原价：{0}	Orijinal Fiyat: {0}
ssrll008	可领取{0}次	{0} kez alınabilir.
ssrll009	<font color='#00FF00'>当日已充值{0}神石</font>	<font color='#00FF00'>Bugün artık {0} Kristal satın aldınız.</font>
ssmj019	#C(#00FF00)【神树秘境】#n#H神树秘境活动分为：【神树培养】和【守卫神树】#H#H#C(#00FF00)【神树培养】#n#H1、活动开启后，场景内每隔15秒会获得一次经验奖励。#H2、进入场景后，可对神树进行培养。每人每天只能培养一次。#H3、每培养一次，神树经验值+1。经验值达到升级标准时，神树升级。	#C(#00FF00)[Mistik Ağaç]#n#H Mistik Ağaç: [Ağaç Yetiştirmesi] ve [Ağaç Muhafızı'na] bölünüyor#H#H#C(#00FF00)[Ağaç Yetiştirmesi]#n #H1. Etkinlik başladığında, her 15 saniyede bir sahneden TEC kazanırsınız. #H2. Sahneye girip günde bir ağacı yetiştirebilirsiniz. #H3. Yetiştirince 1 ağaç TEC kazanılıyor. TEC belirli seviyeye ulaşınca geliştirilecek.
yszl029	蓝色及以下印记	Mavi veya daha düşük damga
yszl028	绿色及以下印记	Yeşil veya daha düşük damga
yszl027	全部印记	Bütün damgalar
yszl026	消耗数量：{0}	Maliyet: {0}
yszl025	当前印记已满级	En yüksek seviyeye ulaşıldı
yszl024	材料不足	Yetersiz materyal
yszl023	暴击百分比:+{0}%	Kritik: +{0}%
yszl022	生命百分比:+{0}%	HP: +{0}%
yszl021	物攻百分比:+{0}%	P-atk: +{0}%
yszl020	元素之灵	Element ruhu
hzhdurl	http://act.qzone.qq.com/meteor/pc/index.html?rid=928	tbd
sdddj003	确认消耗{0}兑换{1}?	{1} almak için {0} harcamak istiyor musunuz?
yd2015zd021	#C(#ffffff)#C(#00FF00){0}#n 好运连连，惊喜地抽到#C(#FF0000){1}#n真是可喜可贺啊！#n	#C(#ffffff)#C(#00FF00){0}#n #C(#FF0000){1}#n! aldı. Tebrikler!#n
yszl038	已经装备了同类印记	Zaten aynı damga giyili.
yszl039	是否确认消耗{0}个{1}进行雕刻？	{0} harcayarak {1} işlemek istiyor musunuz?
yszl034	印记背包空间不足，请清理后在分解	Damga envanterinde yeterli yer yok.
yszl035	是否确认分解，消耗{0}神石，分解后将无法找回	{0} kristal harcayarak ayrıştırmak istediğinize emin misiniz? Bu işlem geri alınamaz.
yszl036	达到{0}级{1}星后，开放。	Sv{0} Yıldız {1}
yszl037	印记栏位已满	Slotlar dolu.
yszl030	紫色及以下印记	Mor veya daha düşük damga
yszl031	橙色及以下印记	Turuncu veya daha düşük damga
yszl032	左侧分解栏位已满	Kalan slotlar dolu
yszl033	您当前分解的印记中含有紫色或者更高品阶印记，是否确认分解	Ayrıştırmak istediğiniz mühür mor veya daha fazlasını içeriyor. Emin misiniz?
hang010	神树秘境	Mistik Ağaç
yd2015zd019	#U#C(#00FF00)#A(#K(dlg,OPEN_YUANDAN_AWARD_SCAN_VIEW))福利预览	#U#C(#00FF00)#A(#K(dlg,OPEN_YUANDAN_AWARD_SCAN_VIEW))Ödül
sdddj004	{0}个{1}、	{0} {1}
yd2015zd013	已全部开启	Hepsi açık
yd2015zd012	{0}神石开启	{0} kristal ile açılır
yd2015zd011	本次开启消耗{0}神石，是否确认开启。	Açmak için {0} kristal harcamak ister misin?
yd2015zd010	活动剩余时间：{0}	Kalan süre {0}
yd2015zd017	提示：每转转100次，第100次为超级转转，超级转转必定抽出转盘上光效围绕的珍稀道具！	İpucu: Her 100. çevirmede bir süper çevire kazanırsınız ve kesinlikle ender eşya gelir.
yd2015zd016	本服总转转达{0}次可领取：	Sunucu çevirmesi{0}olduğunda alabilirsiniz.
yd2015zd015	今日本服总转转次数：{0}次	Toplam çevirme: {0}
yd2015zd014	今日已转转：{0}次	Bu günün çevirmesi: {0}
yszl009	元素精魄不足	Yetersiz elemnt ruhu.
yszl008	培养{0}次成功，元素之灵经验增加{1}点	{0} kere eğitildi ve Element Ruhu {1}exp kazandı.
sdddj001	每日限兑：{0}次	Denemeler: {0}
yszl001	选择	Seç
yszl003	选择元素之灵成功，请前往培养元素之灵	Bir element ruhu seçtiniz, onu eğitin.
yszl002	切换	Değiştir
yszl005	您已成功切换至{0}	Seçtiğiniz: {0}
yszl004	是否确认切换至{0}，消耗{1}神石？	{0} ile değiştirmek istediğinize emin misiniz maliyeti {1} kristal.
yszl007	培养成功，元素之灵经验增加10点	Element ruhu
yszl006	元素精华不足	Yetersiz element esansı
sdddj002	活动限兑：{0}次	Denemeler: {0}
yd2015zd008	活动说明：参与各种日常玩法活动，就能获取元旦金猪，用来兑换你想要的物品。	Açıklama: Eşyalarla değiştirilebilen altın domuzdan almak için günlük etkinliklere katılın.
yd2015zd009	该道具今日剩余数量为0，每日00:00重置。	Eşya tükendi. Her gece 00:00da yenilenir.
yd2015zd018	本次抽奖消耗{0}神石，抽奖{1}次，是否确认抽奖？	{0} balen harcayarak {1} kere çevirmek ister misiniz?
yd2015zd001	今日在线{0}分钟	Bu gün çevrimiçi dakika {0}
yd2015zd002	锤子*{0}	Çekiç* {0}
yd2015zd003	今日已充值{0}神石	Bu gün {0}  kristal aldınız.
yd2015zd004	当前拥有锤子数量：{0}	Sahip olunan çekiç: {0}
yd2015zd005	未达到在线要求，不可领取！	Biraz daha çevrimiçi kalmalısınız.
yd2015zd006	未达到充值要求，不可领取！	Biraz daha kristal almalısınız.
yd2015zd007	拥有元旦金猪:{0}	Sahip olunan altın domuz: {0}
kptj015	拥有元旦金猪:{0}	Sahip olunan altın domuz: {0}
kptj014	卡牌已达到最高品质	Kart en fazla sayıya ulaştı.
kptj017	卡牌图鉴	Ansiklopedi
kptj016	获得对应卡牌后可激活图鉴	Kart edinerek Ansiklopedide etkinleştirin.
kptj011	（已激活）	(Aktifleştirildi)
kptj010	百分比	Yüzde
kptj013	卡组内全部图鉴进阶至{0}可提升卡组附加属性，卡组附加属性对全体上阵英雄有效	Bütün kartları {0}  yaparak bonus dğer kazanabilirsiniz. Bu her hakramanınızı etkileyecek.
kptj012	（未激活）	(Kilitli)
kptj018	品质已达上限,无法继续进阶	En yüksek kalitele ulaştı.
hang009	魔龙降临	Ejder düşüşü
kptj002	{0}#H分解后可获得{1}卡牌碎片	{0}  #H Ayrıştırarak {1} parça elde et.
kptj003	{0} Lv.{1}	{0} Seviye {1}
sdddj005	{0}<font color='#ff0000'>充值神石</font>	{0}  <font color='#ff0000'>Alınan Kristal</font>
kptj001	#C(#ffffff)分解{0}个#C({1}){2}#n,将得到{3}个卡牌碎片	#C(#ffffff) Ayrıştır {0} #C({1}){2}#n, ve {3} kart parçası elde et.
kptj006	碎片不足无法强化	Yeterli parçanız yok.
kptj007	<font color='{0}'>[{1}]*1</font><font color='#00ff00'>(可进阶)</font>	<font color='{0}'>[{1}]*1</font><font color='#00ff00'>(Evrilebilir)</font>.
kptj004	已达当前品质强化上限,进阶后可继续强化	En yüksek kaliteye ulaştığınızda önce evrim yapmalısınız.
kptj005	已经达到最高等级	Zaten en yüksek seviyede.
kptj008	<font color='{0}'>[{1}]*1</font><font color='#ff0000'>(道具不足)</font>	<font color='{0}'>[{1}]*1</font><font color='#ff0000'>(Yetersiz eşya)</font>
kptj009	需要对应卡牌才可进阶	Evrilmek için kart gerekiyor.
yd2015zd022	元旦活动已全部结束!	Etkinlik sona erdi.
yd2015zd023	超值礼包活动说明	Süper Paket açıklaması
yd2015zd020	#C(#ffffff){0}区#C(#00FF00){1}#n新年行大运，惊喜地抽到#C(#FF0000){2}#n真是喜大普奔啊！#n	#C(#ffffff)Sunucu {0}#C(#00FF00){1}#n  #C(#FF0000){2}#n aldı! Tebrikler!#n
yszl016	消耗{0}个元素精华进行培养，提升{1}经验	Maliyet {0} Element Esansı ({1} TEC için)
yszl017	当前突破需要：{0}/{1}	Maliyet: {0}/{1}
yszl014	本次突破消耗元素精魄数量:{0}	Bu seferki Element Ruhu maliyeti {0}
yszl015	1.未选择元素之灵类型时，在此界面翻页或点击元素之灵球进行选择，选择后方可打开升级界面。#H2.选择元素之灵后，可消耗100神石切换为其他类型的元素之灵，切换无次数限制。#H3.切换元素之灵类型只改变相应的元素之灵技能，元素之灵等级及其附加属性保持不变。	1. Bir Element Ruhu sçemediyseniz bu sayfada seçebilirsiniz. Sonra geliştirme arayüzünü açabilirsiniz. #H2 Bir Element Ruhu seçtiğinizde 100 Kristal harcayarak başka tipe geçiş yapabilirsiniz. #H3 Bu sadece Element Ruhu yeteneğini değiştirir. Seviye ve diğer değerler aynı kalır.
yszl012	当前元素精魄数量:{0}	Sahip olunan Elemen ruhu: {0}
yszl013	当前元素精华数量:{0}	Sahip olunan Element Esansı: {1}
yszl010	突破成功，元素之灵升级到{0}级	Element ruhu {0} seviyesne erişti
yszl011	1.元素之灵分为5级，每级5星，满星时需要突破提升等级。#H2.每次星级提升增加所有上阵英雄属性，每次等级提升增强被动技能效果。#H3.培养消耗元素精华，突破消耗元素精魄。#H4.元素精华在元素精炼玩法中获得，元素精魄在贵族商城购买。	1. Element Ruhu 5 seviyeye sahiptir ve her seviye 5 yıldız içerir. Yıldızlar tamamlandığında evrimleştirmeniz gerekir. #H2 Her seferinde seviye atladığınızda pasif yetenek güçlenecektir. #H3 Element Esansı eğitim için gereklidir. Element Ruhu evrim için gereklidir. #H4 Element Esansı Element Rafinesiyle alınabilir. Element Ruhu VIP dükkanından alınabilir.
yszl018	突破0级5星后可获得技能	1. seviyeye ulaşıp yeteneği elde et
yszl019	当前尚未激活元素之灵技能	Element Yeteneğin yok
fb_032	{0}*{1}	{0}*{1}
fb_031	，{0}*{1}	, {0}*{1}
zzyk018	#H  g.魔龙降临：自动寻路，自动挑战，挑战次数为0后自动退出活动场景。#H  h.神树秘境：自动浇水。#H3、当您需要进行至尊特权时，不要关闭游戏哟！	#H  g. Ejder Düşüşü: Ototmatik yol bulma, Otomatik savaş, deneme hakkınız kalmadığında çıkış yaparsınız. #H  h. Mistik Ağaç: Otomatik Sulama. #H3 Hakkınızı kullanırken oyunun içinde olun.
ysjl008	消耗一次精炼次数和40神石，获得70到130个元素精华	70-130 Element Esansı almak için bir rafine denemesi ve 40 kristal gerekir.
ysjl001	您今日已无剩余的精炼次数	Bu gün daha fazla denemeniz yok.
ysjl003	元素精华数量:{0}	Element Esansı: {0}
ysjl002	今日剩余精炼次数：{0}	Kalan deneme: {0}
ysjl005	神石不足	Yetesiz kristal
ysjl004	您是否消耗{0}神石高级精炼	{0} Kristal harcayarak Gelişmiş Rafine yapmak ister misiniz?
ysjl007	消耗一次精炼次数，获得10到30个元素精华	70-130 Element Esansı almak için bir rafine denemesi harcayabilrisiniz..
ysjl006	1. Each day you will have 10 Re每日拥有10次精炼次数，普通精炼或高级精炼均会消耗1次精炼次数。#H2.普通精炼无任何消耗，高级精炼消耗40神石，可获得更多元素精华。#H3.精炼次数每日0:00重置。#H4.元素精华可用于元素之灵升级，增加全体上阵英雄属性。	1. Her gün 10 Rafine deneme şansınız olacak. Normal rafine ve gelişmiş rafine her ikiside bir hak tüketir. #2 Gelişmiş rafine 40 kristale mal olur ama daha fazla Element Esansı sağlar. #H3 Denemeler her gece 00:00da sıfırlanır. #H4 Element Esansı Element Ruhu eğitiminde kullanılır ve tüm kahramanların değerlerini etkiler.
yszl045	印记升级说明	Damga geliştirme açıklaması
yszl044	法攻百分比:+{0}%	M-atk: +{0}%
yszl046	印记分解说明	Damga ayrıştırma açıklaması
yszl041	品质值：{0}	Kalite: {0}
yszl040	雕刻成功，获得了{0}	Başarıyla işleyerek aldınız: {0}
yszl043	印记背包空间不足，请清理后再雕刻	Üzgünüm canım damga envanterinde yeterli yer yok.
yszl042	印记背包空间不足，请清理后再卸下	Üzgünüm canım damga envanterinde yeterli yer yok.
gh_redpocket10	红包个数不能大于红包金额，请重新输入红包个数！	Paketlerin miktarı kristal miktarını geçemez.
gh_redpocket11	#C(#00FF00)充值10000~49999神石，返还16%#H充值50000~99999神石，返还18%#H充值100000神石及以上，返还20%#n#H3、最高返利额度#C(#FF0000)不超过20000神石。#n#H4、返还的神石为#C(#FF0000)奖励神石。#n	#C(#00FF00)Alınan 10000~49999 Kristal, ve %16 daha fazla kazanma #H Alınan 50000~99999 Kristal, ve %18 daha fazla kazanacaksınız. #H Alınan 100000 Kristal ve ya daha fazlası %20 kazandıracak. #n#H3. Miktar maksimum bonusu geçemez #C(#FF0000)20000 Kristal.#n#H4. Bonus Kristal #C(#FF0000)Hediye Kristal olacaktır.#n.
yxzthd011	目前花灯高度未满足领奖要求，是否放弃当前花灯？	Fenerleriniz gerekliliği karşılamıyor. Pes etmek istiyormusunuz?
yxzthd010	您有未使用的提升高度次数，是否确认放弃使用并马上领取当前{0}米的奖励？	Yüksekliği arttırmak için hala hakkınız var. Pes etmek istediğinde ve şuan ki {0} metreyi kabul etmek istediğinden emin misin?
yxzthd013	花灯已使用完！	Feneriniz yok
yxzthd012	是否花费{0}充值神石提升{1}米	{1} metre daha arttırmak için {0} satın alınan kristal harcamak istiyormusun
yxzthd014	花灯高度{0}米可获得	Fener yüksekliği için al {0}
mmhy008	请等待本次探秘完成后再进行探秘操作	Keşif bitene kadar lütfen bekleyiniz.
mmhy009	每次探秘后，7个果实其中一个会获得一点培养进度，培养进度满后可领取奖励	Her keşiften sonra 7 meyveden bir tanesi tarım puanına eklenecektir. Tamamlandığında ise ödül kazanacaksınız
mmhy006	{0}/{1}	{0}/{1}
mmhy007	是否消耗#C(#fbfe00){0}充值神石#n探秘{1}次	Harcamak için #C(#fbfe00){0} Satın alınan kristal istermisin#n keşif için {1} time.
mmhy004	#C(#ffffff)#C(#00FF00){0}  {1}#n在辛勤培育果实后获得了#C({2}){3}#n	#C(#ffffff)#C(#00FF00){0}  {1}#n alındı #C({2}){3}#n tarım meyvelerinden sonra.
mmhy005	1、每次探秘需要20充值神石；#H2、探秘可直接获得一份奖励，并获得一点培养进度，培养进度会随机被分配到某个“果实”上，培养进度达到上限后可领取对应“果实”中的奖励；#H3、本服累计领奖次数和个人累计领奖次数同时达到条件可领取对应奖励；#H4、本服累计领奖次数、个人累计领奖次数、“果实”培养进度在活动结束后会被清空，请及时领奖。	1. Her keşif 20 satın alınan kristal gerektirir. #H2. Keşiften sonra ödül kazanacaksınız ve 1 tarım puanıda alacaksınız.Rastgele bir meyve eklenecektir. Miktar tamamlandığında o meyveyi ödül olarak alabileceksiniz. #H3. birden fazla ödül aldığında  ve ya bütün sunucu gerekli koşulları yerine getirirse, tekrar ödül kazanabilirsiniz. #H4. Puanlar ve aldığınız ödül etkinlik sonunda temizlenecektir. ödülünüzü almayı unutmayın.
mmhy002	个人{0}次	Bireysel {0} kez
mmhy003	#C(#ffffff)#C(#00FF00){0}  {1}#n意外获得#C({2}){3}#n	#C(#ffffff)#C(#00FF00){0}  {1}#nalındı#C({2}){3}#n
mmhy001	本服累计{0}次	Sunucu {0} kere
lanzuantequan5	现价：{0}	Fiyat:{0}
lanzuantequan4	原价：{0}	Şimdi {0}
yszl058	1.玩家可以消耗雕刻石获得印记，橙色及以下雕刻石可用充值神石代替。#H2.雕刻等级越高，获得的印记也越高级。#H3.印记属性与印记颜色以及印记品质有关，品质值上限为500.	1. Oyuncular Kabartma taşını Mühür almak için kullanabilirler.Satın alınan kristali Kabartma taşı yerine kullanabilirsin.(turuncudan daha zayıflar). #H2. Kabartma seviyeniz yükseldikçe daha iyi mühür kazanacaksınız. #H3. Mühürlerin  değerleri renkleri ve kaliteleriyle bağlantılıdır.Maks. kalite 500 olacaktır.
yszl059	材料印记，作为红色印记升级材料，无法镶嵌。	MaddeMühürü,Kırmızı  Mührü gelitirmek için gereklidir. Gömülebilir.
lanzuantequan1	成为蓝钻用户，即可立即享受一下强力BUFF加成：#H1、勇者试炼场获得经验额外加成10%，可与其他特权效果相加。#H2、勇斗领主每日互动次数+3。#H3、英灵神殿可享受扫荡功能。	TBD
lanzuantequan3	该物品今日的限购次数已用完，请明天再次购买。	Bu eşya satılmış. Lütfen yarın tekrar deneyin.
lanzuantequan2	成为蓝钻用户即可购买该物品。	TBD
yszl052	是否确认消耗{0}个{1}或{2}充值神石进行雕刻？（优先消耗雕刻石）	Almak istermisin {0} {1} or {2} Satın alınan kristal gelişmek için (Taşlar bir kez kullanılacaktır.)
yszl053	免暴百分比:+{0}%	Anti-Kritik:+ %{0}
mofazhentouzi	#C(#FFFFFF)投资#C(#00FF00){0}充值神石#n累计收益#C(#00FF00)价值4700神石#n的魔法阵道具#n	#C(#FFFFFF)Davet et#C(#00FF00) {0} Alınan Kristal#n Toplam ödül: Büyülü Daire ödülleri ederi #C(#00FF00)4700 Kristal#n.#n
yszl051	消耗一个红色雕刻石雕刻，必定获得红色印记,优先消耗雕刻石	Eğer Kırmızı Kabartma taşı kullanırsanız, Kırmızı mühür kazanacaksınız.İlk taşlar kullanılır.
yszl056	格挡百分比:+{0}%	Blok:+%{0}
yszl057	破挡百分比:+{0}%	Blok Kırma:+%{0}
yszl054	破防百分比:+{0}%	Savunma- Kırma: +{0}
yszl055	免破百分比:+{0}%	Anti-Kırma:+ %{0}
gh_redpocket09	红包个数不能低于{0}个！	Paket miktarı daha az olamaz {0}
gh_redpocket08	红包金额不能低于{0}神石！	Kristal daha az olamaz {0}
gh_redpocket01	请输入红包金额（充值神石）	Lütfen Kristal miktarını girin (Satın alınan kristal)
gh_redpocket03	1、2月5日至2月14日期间进行充值的玩家可根据每日累计购买的神石数在10天后领取额外神石返利；#H2、返利额度：#H#C(#00FF00)充值500~1999神石，返还10%#H充值2000~4999神石，返还12%#H充值5000~9999神石，返还14%#n#H	1.  Feb 5 - Feb 14 oyunca, eğer yeterli kristal alırsanız, 10 gün sonra bonus kristal kazanacaksınız #H2. Bonus Kristaller: #H#C(#00FF00)Alınan 500~1999 Kristaller 10% bonus. #H2000~4999 Kristaller, 12% bonus. #HAlınan 5000~9999 Kristaller, 14% bonus.#n#H
gh_redpocket02	请输入红包数量	Miktarı girin
gh_redpocket05	<font color='#00FF00'>{0}</font>领取了<font color='#00FF00'>{1}</font>的红包，获得了<font color='#FF0000'>{2}</font>神石。	<font color='#00FF00'>{0}</font>alındı<font color='#00FF00'>{1}</font> paketleri, ve alındı <font color='#FF0000'>{2}</font> Kristaller!
