messageId	desc	FrDesc
passion22	原价：{0}	prix original ：{0}
passion23	现价：{0}	prix actuel ：{0}
passion24	剩余购买数量：{0}	nombre restant pour l'achat ：{0}
passion25	剩余购买数量为0，无法购买	nombre restant pour l'achat est 0，impossible de l'acheter 
passion26	是否花费#C(#FF0000){0}#n充值神石购买{1}个{2}	dépensez#C(#FF0000){0}#npierres divines  pour acheter  {1}{2}
passion27	是否花费#C(#FF0000){0}#n神石购买{1}个{2}	dépensez#C(#FF0000){0}#n pierres divines pour acheter {1}{2}
passion28	背包空间不足，请先整理背包	pas assez d'espace au sac ,arranger le sac d'aborde 
passion29	剩余购买次数：{0}	nombre restant pour l'achat ：{0}
passion30	当前没翻牌次数	aucun nombre restant pour tourner les cartes
passion31	已在线：{0}	connexion dure ：{0}
passion32	当前剩余翻牌次数：{0}次	nombre restant pour tourner les cartes：{0}fois 
passion33	当前持有：{0}个	vous avez ：{0}
passion34	本次转动需消耗{0}个	la tour consomme {0}
passion35	#U#C(#00FF00)#A(#K(dlg,OPEN_PASSION_ACT|3))【获取途径】#n#n#n	#U#C(#00FF00)#A(#K(dlg,OPEN_PASSION_ACT|3))【manière d'acquérir 】#n#n#n
passion36	是否花费#C(#FF0000){0}#n神石重置奖励？	dépensez #C(#FF0000){0}#n pierres divines pour reinitialiser lesrécompenses？
passion37	您已转过奖励，是否花费#C(#FF0000){0}#n神石重置奖励？（消耗{1}个{2}可将转盘奖励全部领取）	vous avez reçu la récompense ，dépensez #C(#FF0000){0}#n pierres divines pour reinitialiser lesrécompenses？（consommer {1}{2}pour recevoir toutes les récompenses）
passion38	神石不足,无法重置奖励	pas assez de pierres divines pour la réinitialisation 
passion39	材料不足，无法开启转盘	pas assez de matériaux pour démarrer la roue 
passion40	所有奖励一开枪，无法开启转盘	toutes les récompenses ont commencé ,on ne peut pas démarrer la roue 
passion41	今天在线时长已满。	votre connexion a atteint le temps imparti  
smbx1	本次领取需要{0}神石	dépensez {0}pierres divines pour le recevoir 
smbx2	这个宝箱的领取次数已经用完了，换个宝箱吧	aucune chance pour recevoir ce coffret au trésor ,essayez d'autres coffrets au trésor 
smbx3	您是否花费#C(#FF0000){0}#n神石领取一次奖励	dépensez #C(#FF0000){0}#n pierres divines pour recevoir une récompense 
smbx4	当前宝箱还有奖励可领取，是否确定丢弃该宝箱	il y a encore les récompenses dans le coffret au trésor ,êtes sûr de l'abandonner 
smbx5	当前是您最后一个宝箱，是否确定丢弃该宝箱	c'est le dernier coffret au trésor ,êtes sûr de l'abandonner 
zhanzhen001	战阵（P）	formation du combat （P）
zhanzhen002	当前突破进度#C(#FF0000){0}/{1}#n#H当前突破进度剩余时间还有#C(#00FF00){2}#n，当倒计时结束时会清空当前进度值，确定退出？	l'avancement de percée actuel #C(#FF0000){0}/{1}#n#H le temps restant de l'avancement de percée actuel#C(#00FF00){2}#n，quand le compte à rebours finit la valeur de l'avancement actuelle sera vidée，vous êtes sûr de quitter ？
zhanzhen003	  <font color='#FF0000'>(已满级)</font>	  <font color='#FF0000'>(atteindre le plus haut niveau )</font>
zhanzhen004	  <font color='#FF0000'>(未激活)</font>	  <font color='#FF0000'>(pas encore activer )</font>
zhanzhen005	玩法说明：#H1、战魂共分为#C(#00FF00)10#n个等级，每个等级有#C(#00FF00)10#n个星级。#H2、消耗战魂珠可进行战魂升星，成功升星后#C(#00FF00)上阵英雄#n可获得属性加成，只对自己队伍有效。#H3、当战魂#C(#00FF00)10个星级培养满后#n需要对战魂进行突破操作。#H4、每次消耗战魂精华会#C(#00FF00)增加固定进度值#n，进度值满时则可成功突破。	l'explication du jeu：#H1、l'âme de guerre se divise en #C(#00FF00)10#n niveaux，pour chaque niveau il y a #C(#00FF00)10#n niveaux d'étoile．#H2、consommant la boule de l'âme de guerre on peut améliorer l'étoile de l'âme de guerre．après la réussite de l'amélioration d'étoile，#C(#00FF00)le héros au combat #n peut obtenir le bonus de l'attribut qui est valable seulement pour sa  propre équipe．#H3、quand les dix niveaux d'étoile de l'âme de guerre #C(#00FF00)sont pleins #n ，il faut exécuter l'opération de percée de l'âme de guerre．#H4、chaque fois quand on consomme l'essence de l'âme de guerre #C(#00FF00)la valeur de l'avancement fixe va augmenter #n，quand la valeur de l'avancement est pleine on peut réussir à la percée．
zhanzhen006	#C(#FFFF00)自动突破#n#H点击本按钮后在材料足够的情况下会为您自动进阶至下一阶#H#H#C(#FFFF00)自动进阶过程#n#H材料不足时，将自动停止突破#H成功进阶后，将自动停止突破#H关闭界面后，将自动停止突破	#C(#FFFF00)la percée automatique #n#H cliquez ce bouton．Si le matériel suffit votre niveau sera automatiquement amélioré au prochain niveau #H#H#C(#FFFF00)la période de l'amélioration de niveau automatique #n#H quand le matériel ne suffit pas，la percée s'arrête automatiquement ．#H après la réussite à l'amélioration du niveau，la percée s'arrête automatiquement．#H après la fermeture de la page，la percée s'arrête automatiquement．
zhanzhen007	{0}/{1}	{0}/{1}
zhanzhen008	当前战魂进度值增加 <font color='#00FF00'>{0}</font>，进度值将在 <font color='#FF0000'>{1}</font>后清零	la valeur de l'avancement actuelle de l'âme de guerre augmente de  <font color='#00FF00'>{0}</font>，la valeur de l'avancement sera vidée après  <font color='#FF0000'>{1}</font>
zhanzhen009	{0}不足	pas assez de {0}
zhanzhen010	{0}级战魂	âme de combat au niveau {0}
zhanzhen011	+{0}%	+{0}%
zhanzhen012	+0%	+0%
zhanzhen013	#C(#00FF00)#A(#K(dlg,{0})){1}#n#C({2})×{3}	#C(#00FF00)#A(#K(dlg,{0})){1}#n#C({2})×{3}
zhanzhen014	Lv.{0}	Lv.{0}
zhanzhen015	是否花费#C(#FF0000){0}充值神石#n升星？	dépensez #C(#FF0000){0}pierres divines  #n pour augmenter des étoiles ？
zhanzhen016	是否花费#C(#FF0000){0}充值神石#n突破？	dépensez#C(#FF0000){0}pierres divines  #n pour la percée ？
zhanzhen017	现有：<font color='{0}'>{1}</font><font color='{2}'>(+{3})</font>个	il y a actuellement：<font color='{0}'>{1}</font><font color='{2}'>(+{3})</font>
zhanzhen018	现有：<font color='{0}'>{1}</font>个	il y a actuellement：<font color='{0}'>{1}</font>
zhanzhen019	材料不足	pas assez de matériaux 
zhanzhen020	您已勾选自动购买功能，材料不足时会自动使用#C(#FF0000)充值神石#n购买，确定开启自动突破？	vous avez choisi la fonction de l'achat automatique，quand le matériel ne suffit pas，on va utiliser automatiquement #C(#FF0000)pierres divines  #n pour l'achat，vous êtes sûr d'ouvrir la percée automatique？
zhanzhen021	战阵系统:#H	le système de formation de combat:#H
zhanzhen022	未激活	pas encore activer 
zhanzhen023	战魂技能等级:{0}#H	le niveau de compétence de l'âme de guerre:{0}#H
zhanzhen024	战阵属性:#H	l'attribut de formation de combat:#H
zhanzhen025	已使用战魂强化石:{0}个#H	avoir utilisé la pierre de renforcement d'âme de guerre :{0}#H
zhanzhen026	已使用阵灵强化石:{0}个#H	avoir utilisé la pierre de renforcement de fantôme de combat :{0}#H
zhanzhen027	阵灵技能等级:{0}#H	le niveau de compétence du fantôme de combat :{0}#H
zhanzhen028	#H5、当成功突破时，可获得#C(#00FF00)英雄属性百分比加成#n和#C(#00FF00)上阵英雄输出伤害加成#n。	#H5、quand on réussit à la percée，on peut obtenir #C(#00FF00)le bonus de pourcentage de l'attribut du héros #n et #C(#00FF00)le bonus de dégât du héros au combat  #n
roleInfo001	魔法阵:#H	combat magique :#H
roleInfo002	未携带技能#H	compétence pas encore portée #H
roleInfo003	已携带技能：{0}Lv{1}#H	compétence déjà portée：{0}Lv{1}#H
zhenling001	当前突破进度#C(#FF0000){0}/{1}#n#H当前突破进度剩余时间还有#C(#00FF00){2}#n，当倒计时结束时会清空当前进度值，确定退出？	l'avancement de percée actuel #C(#FF0000){0}/{1}#n#H le temps restant de l'avancement de percée actuel#C(#00FF00){2}#n，quand le compte à rebours finit la valeur de l'avancement actuelle sera vidée，vous êtes sûr de quitter ？
zhenling002	  <font color='#FF0000'>(已满级)</font>	  <font color='#FF0000'>(atteindre le plus haut niveau )</font>
zhenling003	  <font color='#FF0000'>(未激活)</font>	  <font color='#FF0000'>(pas encore activer)</font>
zhenling004	玩法说明：#H1、阵灵共分为#C(#00FF00)10#n个等级，每个等级有#C(#00FF00)10#n个星级。#H2、消耗阵灵珠可进行阵灵升星，成功升星后#C(#00FF00)上阵英雄#n可获得属性加成，只对自己队伍有效。#H3、当阵灵#C(#00FF00)10个星级培养满后#n需要对阵灵进行突破操作。#H4、每次消耗阵灵精华会#C(#00FF00)增加固定进度值#n，进度值满时则可成功突破。	l'explication du jeu：#H1、le fantôme de combat se divise en #C(#00FF00)10#n niveaux，pour chaque niveau il y a #C(#00FF00)10#n niveaux d'étoile．#H2、consommant la boule du fantôme de combat on peut améliorer l'étoile du fantôme de combat．après la réussite de l'amélioration d'étoile，#C(#00FF00)le héros au combat #n peut obtenir le bonus de l'attribut qui est valable seulement pour sa  propre équipe．#H3、quand les dix niveaux d'étoile du fantôme de combat #C(#00FF00)sont pleins #n ，il faut exécuter l'opération de percée du fantôme de combat．#H4、chaque fois quand on consomme l'essence du fantôme de combat #C(#00FF00)la valeur de l'avancement fixe va augmenter #n，quand la valeur de l'avancement est pleine on peut réussir à la percée．
zhenling005	#C(#FFFF00)一键突破#n#H点击本按钮后在材料足够的情况下会为您自动进阶至下一阶#H	#C(#FFFF00)percée en un bouton #n#H cliquez ce bouton．Si le matériel suffit votre niveau sera automatiquement amélioré au prochain niveau #H
zhenling006	{0}/{1}	{0}/{1}
zhenling007	当前阵灵突破值增加 <font color='#00FF00'>{0}</font>，突破值将在 <font color='#FF0000'>{1}</font>后清零	la valeur de percée actuelle de fantôme de combat augmente de  <font color='#00FF00'>{0}</font>，la valeur de percée va être vidée après  <font color='#FF0000'>{1}</font>
zhenling008	{0}不足	{0}ne suffit pas
zhenling009	{0}级阵灵	fantôme de combat de niveau {0}
zhenling010	+{0}%	+{0}%
zhenling011	+0%	+0%
zhenling012	#C(#00FF00)#A(#K(dlg,{0})){1}#n#C({2})×{3}	#C(#00FF00)#A(#K(dlg,{0})){1}#n#C({2})×{3}
zhenling013	Lv.{0}	Lv.{0}
zhenling014	是否花费#C(#FF0000){0}充值神石#n升星？	dépensez #C(#FF0000){0}pierres divines  #n pour augmenter des étoiles ？
zhenling015	是否花费#C(#FF0000){0}充值神石#n突破？	dépensez#C(#FF0000){0}pierres divines  #n pour la percée ？
zhenling016	现有：<font color='{0}'>{1}</font><font color='{2}'>(+{3})</font>个	il y a pour ce moment ：<font color='{0}'>{1}</font><font color='{2}'>(+{3})</font>
zhenling017	现有：<font color='{0}'>{1}</font>个	il y a pour ce moment：<font color='{0}'>{1}</font>
zhenling018	材料不足	pas assez de matériaux 
zhenling019	是否消耗#C(#fbfe00){0}神石#n进行一键突破?	dépensez#C(#fbfe00){0}}pierres divines#npour la percée en un bouton?
zhenling020	是否消耗#C(#fbfe00){0}神石#n和#C(#fbfe00){1}#n个#C(#fbfe00){2}#n进行一键突破?	dépensez#C(#fbfe00){0}}pierres divines#net #C(#fbfe00){1}#n#C(#fbfe00){2}#npour la percée en un bouton?
zhenling021	突破需要：{0}级战魂	il faut une âme de combat pour la percée au niveau ：{0}
zhenling022	#H5、当成功突破时，可获得#C(#00FF00)英雄属性百分比加成#n和#C(#00FF00)上阵英雄获得伤害减免加成#n。#H6、技能压制：当守护技能等级高于敌人时，#C(#00FF00)敌人的减伤效果最多只能发挥出2级守护的效果#n。	#H5、lors de la réussite de la percée ，on peut acquérir #C(#00FF00)le bonus de pourcentage de l'attribut du héros#net #C(#00FF00)le bonus de la réduction de dégâts reçue par le héros au combat #n。#H6、pression de la compétence ：lorsque la compétence défensive du héros est au dessus celle de l'adversaire ，#C(#00FF00)l'effet de la réduction de dégâts de l'adversaire ne peut être que l'effet de la garde  au niveau 2#n。
zhenling023	#C(#FFFFFF)当前星级已使用:#C(#33FF00){0}#C(#FFFFFF)个#H	#C(#FFFFFF)les étoiles actuelles ont utilisé:#C(#33FF00){0}#C(#FFFFFF)#H
zhenling024	#C(#FFFFFF)当前星级可使用:#C(#33FF00){0}#C(#FFFFFF)个#H	#C(#FFFFFF)les étoiles actuelles peuvent utiliser :#C(#33FF00){0}#C(#FFFFFF)#H
zhenling025	#C(#FFFFFF)下一星级可使用:#C(#33FF00){0}#C(#FFFFFF)个#H	#C(#FFFFFF)les prochaines étoiles peuvent utiliser:#C(#33FF00){0}#C(#FFFFFF)#H
zhenling026	-------------------------------#H	-------------------------------#H
zhenling027	#C(#FFFFFF)-------------------------------#H	#C(#FFFFFF)-------------------------------#H
zhenling028	#C(#33FF00)阵灵升星#C(#FFFFFF)后可使用的#H	#C(#33FF00)après l'amélioration d'étoile de fantôme de combat #C(#FFFFFF)on peut utiliser #H
zhenling029	阵灵强化石#C(#33FF00)数量上限增加。#H	la limite de la quantité des pierres de renforcement de fantôme de combat augmente #C(#33FF00)#H
zhenling030	#C(#FFFFFF)该道具通过活动获得。#H	#C(#FFFFFF)obtenir cet objet dans l'activité #H
zhenling031	阵灵强化属性加成:#H	bonus de l'attribut de renforcement de fantôme de combat:#H
zxhd20	#C(#FF0000)活动规则：#n#H1、活动期间，根据玩家#C(#00FF00)装备洗练次数#n返还奖励。#H2、洗练升星石：消耗1个洗练升星石可将当前某个部位一条#C(#00FF00)低于洗练度星级的属性转化为与洗练度星级一致的洗练属性#n。#H3、使用洗练升星石时，#C(#00FF00)不消耗装备洗练石和洗练锁#n。	#C(#FF0000)la règle de l'activité ：#n#H1、pendant l'activité，la récompense est remboursée selon la fois de purification de l'équipement #n du joueur #C(#00FF00)． #H2、la pierre de l'amélioration d'étoile de purification：consommez une  pierre de l'amélioration d'étoile de purification pour augmenter l'attribut de certain partie #C(#00FF00) inférieur au niveau d'étoile de purification à l'attribut de niveau d’étoile de purification#n．#H3、quand on utilise la pierre de l'amélioration de l'étoile de purification，#C(#00FF00)ne consomme pas la pierre de purification de l'équipement et la serrure de purification #n．
nlqsl001	1.达到100级即可开启龙骑试炼玩法。#H2.后续关卡挑战需成功通关前置关卡。#H3.通关后的关卡可以直接领奖,已通关的每个关卡每天可领奖一次。#H4.挑战成功或点击领奖后弹出奖励结算界面，玩家可以挑选一个宝箱获得奖励，花费神石可以开启剩余宝箱获得额外奖励。#H5.领奖每天0:00重置。	1.activer l'essai quand on atteint le niveau 100．#H2.il faut passer les essais par ordre．#H3.recevoir la récompense une fois par jour après réussite．#H4.joueurs peuvent choisir une des coffres comme récompenses．consommer des pierres divines peut ouvrir les autres coffrets．#H5.récompense sera initialisée à 0:00．
nlqsl002	是否花费{0}神石开启宝箱获得额外奖励？	si tu consommes {0}pierres divines pour ouvrir le coffret au trésor et obtenir la récompense supplémentaire ？
nlqsl003	您未通关本关卡，不能领取奖励	vous ne franchissez pas ce niveau et ne pouvez pas recevoir la récompense．
nlqsl004	倒计时:{0}秒	compte à rebours:{0}secondes
zzqhs001	战魂强化属性加成:#H	bonus de l'attribut de renforcement de l'âme de guerre :#H
zbxlsx001	当前附加属性星数不能超过洗练度星数	la quantité de l'étoile de l'attribut supplémentaire à présent ne peut pas dépasser la quantité de l'étoile de purification 
zbxlsx002	是否消耗#C(#00FF00)1#n个洗练升星石对该部件的#C(#FF0000)其中一条属性#n进行升星操作？#H（此操作不消耗装备洗练石和洗练锁）	si tu consommes #C(#00FF00)1#n pierres de l'amélioration de l'étoile de purification pour améliorer l'étoile de l'attribut #n de #C(#FF0000)de cette partie？#H（cette opération ne consomme pas la pierre de purification de l'équipement et la serrure de purification ）
zbxlsx003	洗练升星石不足，无法洗练。	la pierre de l'amélioration de l'étoile de purification ne suffit pas pour purifier 
zbxlsx004	洗练升星石不足	la pierre de l'amélioration de l'étoile de purification ne suffit
zbxlsx005	（现有{0}个）	（maintenant il y a {0}）
zbxlsx006	当前无洗练属性，无法升星	actuellement tu n'a pas l'attribut de purification et ne peux pas améliorer l’étoile 
zbxlsx007	#C(#FFFFFF)当前星级已使用:#C(#33FF00){0}#C(#FFFFFF)个#H	#C(#FFFFFF)disponible au niveau d'étoile actuel:#C(#33FF00){0}#C(#FFFFFF)#H
zbxlsx008	#C(#FFFFFF)当前星级可使用:#C(#33FF00){0}#C(#FFFFFF)个#H	#C(#FFFFFF)disponible au niveau d'étoile actuel:#C(#33FF00){0}#C(#FFFFFF)#H
zbxlsx009	#C(#FFFFFF)下一星级可使用:#C(#33FF00){0}#C(#FFFFFF)个#H	#C(#FFFFFF)disponible au prochain niveau d'étoile :#C(#33FF00){0}#C(#FFFFFF)#H
zbxlsx010	-------------------------------#H	
zbxlsx011	#C(#FFFFFF)-------------------------------#H	
zbxlsx012	#C(#33FF00)战魂升星#C(#FFFFFF)后可使用的#H	#C(#33FF00)pouvoir utiliser après l'amélioration de l'étoile de l'âme de guerre #C(#FFFFFF) #H
zbxlsx013	战魂强化石#C(#33FF00)数量上限增加。#H	la limite de la quantité de la pierre de renforcement de l'âme de guerre C(#33FF00)augmente #H
zbxlsx014	#C(#FFFFFF)该道具通过活动获得。#H	#C(#FFFFFF)obtenir cet objet dans l'activité #H
zbxlsx015	当前消耗战魂精华可增加{0}点进度值，进度满可进阶，进度值24小时后清空	actuellement consommer l'essence de l'âme de guerre pour augmenter de {0}point de valeur de l'avancement，quand l'avancement est plein，on peut améliorer le niveau．La valeur de l'avancement est vidée après 24 heures
zbxlsx016	#C(#00FF00)#A(#K(dlg,{0})){1}#n	#C(#00FF00)#A(#K(dlg,{0})){1}#n
hdsmbx001	当前宝箱未领取奖励	tu ne reçois pas encore la récompense du coffret au trésor actuel
qmzzl01	#C(#ffffff)#C(#00FF00){0}  {1}#n获得了#C(#E87D22){2}神石#n  {3}#n	#C(#ffffff)#C(#00FF00){0}  {1}#n a acquis #C(#E87D22){2}pierres divines#n  {3}#n
qmzzl02	#C(#ffffff)#C(#00FF00){0}  {1}#n获得了#C({2}){3}#n  {4}#n	#C(#ffffff)#C(#00FF00){0}  {1}#n  a acquis #C({2}){3}#n  {4}#n
qmzzl03	再转动{0}次可领取宝箱	tourner de plus{0}fois pour recevoir le coffret au trésor 
qmzzl04	已领取全部宝箱	avoir reçu tous les coffrets au trésor
qmzzl05	您将使用{0}充值神石转动{1}次	vous allez utiliser {0}pierres divines  pour tourner {1}fois 
fcm01	由于您未进行身份实名认证，将被纳入防沉迷系统，3小时内正常游戏，3小时后将被强制下线，离线5小时后可再次正常体验游戏！	comme vous ne faites pas l'authentification de votre identité vous êtes dans le système contre l'engouement．Dans trois heures，vous pouvez faire du jeu．Après trois heures，vous êtes obligatoire de quitter le jeu．si l'on est hors du jeu de cinq heures，on peut faire de nouveau du jeu！
fcm02	请输入验证信息	veuillez entrer l'information de vérification 
fcm03	输入信息姓名有误	parmi des informations que vous entrez，le nom est faux
fcm04	输入信息身份证号码有误	parmi des informations que vous entrez，le numéro de la carte d'identité est faux
fcm05	您已通过防沉迷认证，可正常进行游戏！	vous avez passé l'authentification contre l'engouement，vous pouvez faire du jeu！
fcm06	您未满18周岁，已被纳入防沉迷系统！	vous êtes mineur et vous êtes dans le système contre l'engouement ！
fcm07	您已累计在线{0}，累计在线3小时将被强制下线，请合理安排游戏时间!	vous êtes sur linge cumulativement {0}，si vous êtes sur ligne cumulativement de trois heures vous êtes obligatoire quitter le jeu．Veuillez arranger bien le temps du jeu．
fcm08	您的累计下线时间不满5小时，为了保证您能正常游戏，请稍后登陆	le temps cumulé hors du jeu n'atteint pas cinq heures．Pour faire du jeu，veuillez connecter plus tard 
fcm09	赵,钱,孙,李,周,吴,郑,王,冯,陈,褚,卫,蒋,沈,韩,杨,朱,秦,尤,许,何,吕,施,张,孔,曹,严,华,金,魏,陶,姜,戚,谢,邹,喻,柏,水,窦,章,云,苏,潘,葛,奚,范,彭,郎,鲁,韦,昌,马,苗,凤,花,方,俞,任,袁,柳,酆,鲍,史,唐,费,廉,岑,薛,雷,贺,倪,汤,滕,殷,罗,毕,郝,邬,安,常,乐,于,时,傅,皮,卞,齐,康,伍,余,元,卜,顾,孟,平,黄,和,穆,萧,尹,姚,邵,湛,汪,祁,毛,禹,狄,	Zhao Qian, Sun Li, Zhou,wu ,zheng,wang, feng,cheng,chu ,wei ,jiang,sheng,han ,yang zhu ,qin ,you ,xu ,he ,lv ,shi 
fcm10	米,贝,明,臧,计,伏,成,戴,谈,宋,茅,庞,熊,纪,舒,屈,项,祝,董,梁,杜,阮,蓝,闵,席,季,麻,强,贾,路,娄,危,江,童,颜,郭,梅,盛,林,刁,钟,徐,邱,骆,高,夏,蔡,田,干,解,应,宗,樊,胡,凌,霍,虞,万,支,柯,昝,管,卢,莫,柯,房,裘,缪,丁,宣,贲,邓,郁,单,杭,洪,包,诸,左,石,崔,吉,钮,龚,程,嵇,邢,滑,裴,陆,荣,翁,荀,羊,于,惠,甄,曲,家,封,芮,羿,储,靳,汲,邴,糜,松	mi,bei,ming,zang,ji,fu,cheng,song ,xiong,shen,liang,du ruan ,lan
fcm11	井,段,富,巫,乌,焦,巴,弓,牧,隗,山,谷,车,侯,宓,蓬,全,郗,班,仰,秋,仲,伊,宫,宁,仇,栾,暴,甘,钭,历,戎,祖,武,符,刘,景,詹,束,龙,叶,幸,司,韶,郜,黎,蓟,溥,印,宿,白,怀,蒲,邰,从,鄂,索,咸,籍,赖,卓,蔺,屠,蒙,池,乔,阳,郁,胥,能,苍,双,闻,莘,党,翟,谭,贡,劳,逄,姬,申,扶,堵,冉,宰,郦,雍,却,璩,桑,桂,濮,牛,寿,通,边,扈,燕,冀,浦,尚,农,温,别	gong ,ning ,duan ,fu jing,wu ,wu ,jiao ,ba gong 
fcm12	庄,晏,柴,瞿,阎,充,慕,连,茹,习,宦,艾,鱼,容,向,古,易,慎,游,戈,廖,庾,终,暨,居,衡,步,都,耿,满,弘,匡,国,文,寇,广,禄,阙,东,欧,殳,沃,利,蔚,越,夔,隆,师,巩,厍,聂,晁,勾,敖,融,冷,訾,辛,阚,那,简,饶,空,曾,毋,沙,乜,养,鞠,须,丰,巢,关,蒯,相,查,后,荆,红,竺,权,逮,盍,益,桓,公	qu ,chan ,yan zhang,yu ,huan ,xi 
fcm13	欧阳,太史,端木,上官,司马,东方,独孤,南宫,万俟,闻人,夏侯,诸葛,尉迟,公羊,赫连,澹台,皇甫,宗政,濮阳,公冶,太叔,申屠,公孙,慕容,仲孙,钟离,长孙,宇文,司徒,鲜于,司空,闾丘,子车,亓官,司寇,巫马,公西,颛孙,壤驷,公良,漆雕,乐正,宰父,谷梁,拓跋,夹谷,轩辕,令狐,段干,百里,呼延,东郭,南门,羊舌,微生,公户,公玉,公仪,梁丘,公仲,公上,公门,公山,公坚,左丘,公伯,西门,公祖,第五,公乘,贯丘,公皙,南荣,东里,东宫,仲长,子书,子桑,即墨,达奚,褚师,吴铭	ouyang,taishi ,duanmu schi hangguan ,sima ,dongfang, dugu , nangong ,moqi ,wenren,xiahou zhuge ,yu
fcm14	#C(#ffffff)由于您未通过防沉迷认证，每天连续在线3小时后将强制下线。#n#U#C(#FFFF00)#A(#K(dlg,FCM))参与防沉迷认证#n#n#n	#C(#ffffff)comme vous ne passez pas l'authentification de contre l'engouement，quand vous êtes sur ligne cumulativement trois heures vous êtes obligatoire de quitter le jeu．#n#U#C(#FFFF00)#A(#K(dlg,FCM))participer à l'authentification de contre l'engouement #n#n#n
zxhd21	#C(#FF0000)活动规则：#n#H活动期间，根据玩家#C(#00FF00)当前战魂等级#n返还奖励。	#C(#FF0000)la règle de l'activité：#n#Hpendant l'activité，la récompense est remboursée selon le niveau de l'âme de guerre #n du joueur #C(#00FF00)
zxhd22	#C(#FF0000)活动规则：#n#H活动期间，根据玩家#C(#00FF00)当前阵灵等级#n返还奖励。	#C(#FF0000)la règle de l'activité：#n#Hpendant l'activité，la récompense est remboursée selon le niveau de fantôme de combat #n du joueur #C(#00FF01)
newKF001	{0}段：可领取{1}荣誉,{2}功勋	{0}niveau ：pouvoir recevoir {1}gloire ,{2}exploits
newKF002	服务器：{0}	serveur：{0}
newKF003	名称：{0}	nom ：{0}
newKF004	段位：{0}	phase：{0}
newKF005	段位：无	phase：aucun
newKF006	战队积分：{0}（+{1}）	points de l'équipe de combat：{0}（+{1}）
newKF007	战队积分：{0}（{1}）	points de l'équipe de combat：{0}（{1}）
newKF008	等级：{0}	niveau ：{0}
newKF009	战力：{0}	force de combat ：{0}
newKF010	无	aucun 
newKF011	{0} {1}级 战力：{2}#H	niveau {0} {1} force de combat ：{2}#H
newKF012	是否确定转让队长权限，转让队长权限不影响战队队长身份。	êtes vous sûr de céder le mandat du capitaine ,il n'influence pas de statut ducapitaine .
newKF013	是否确认申请队长权限，对方在60秒后没有确认或取消默认申请成功，是否确认申请？	êtes vous sûr de faire une demande pour le mandat du capitaine ,si le capitaine ne vous répond pas de 60 secondes,votre demande sera approuvée par défaut .
newKF014	周结时间：每周日00:00	temps du règlement hebdomadaire ：le dimanche 00:00
newKF015	{0}次	{0}fois 
newKF016	胜率：{0}%	taux de victoire ：{0}%
newKF017	领取尚需挑战：{0}次（次日领取)	avant de recevoir il faut défier ：{0}fois （recevoir au lendemain)
newKF018	到达{0}，每日可获得：	atteint {0}，acquérir tous les jours ：
newKF019	已达最高段位	on a atteint la plus haute phase
newKF020	战队人数不满三人，无法进入跨服竞技	on ne peut pas entrer le match sur l'inter-serveur avec une équipe de combat contenant moins de 3 jouteurs
newKF021	胜利：{0}次（{1}%）	gagné ：{0}fois（{1}%）
newKF022	战败：{0}次（{1}%）	perdu ：{0}fois（{1}%）
newKF023	0分	0 points
newKF024	总次数：0次	nombre total:0 fois 
newKF025	胜率：0%	taux de victoire：0%
newKF026	无权限进行该操作	vous n'etes pas autorisé à procéder à cet opération 
newKF027	战队人数不满三人，无法进行匹配	le nombre de joueurs est moins de 3 personnes dans cette équipe ,et on  ne peut pas assortir 
newKF028	#C(#00FF00)活动时间：#n每日10:00~13:00，15:00~18:00，22:00~23:30 #H#C(#00FF00)规则说明:#n#H1、参加跨服组队竞技必须加入/创建战队，战队必须满3人才能进行匹配。#H2、同一战队玩家共享战队积分和段位称号，离开战队的玩家失去战队积分和段位称号。#H3、每日00:00-06:00之间不能进行战队操作，活动期间不能进行退出战队。#H4、排行榜上的战队积分和全服排名在每场活动结束后更新一次，每个等级段的排名只作展示，结算奖励只跟全服排名有关。	#C(#00FF00)temps d'activité ：#ntous les jours 10:00~13:00，15:00~18:00，22:00~23:30 #H#C(#00FF00)règles :#n#H1、il faut participer à ou créer une équipe de combat pour participer au groupe d'inter-serveur.il faut au moins 3 personnes pour procéder à l'assortiment .#H2、tous les membres dans la même équipe partagent les points de l'équipe et le titre de l'étage, et les joueurs vont perdre les points de l'équipe et le titre de l'étage .#H3、aucune opération de l'équipe de combat ne peut être effectuée du 00:00-au 06:00 tous les jours，on ne peut pas sortir de l'équipe dans la période d'activité . #H4、les points de l'équipe dans le classement et le classement du tous serveur seront renouvelés à la fin de chaque round d'activité,et le classement à chaque étage est pour la montre seulement,le règlement de la récompense ne concerne que le classement du tous serveur.
newKF029	尚未开启，敬请期待！	pas ouvert encore ,patientez!
newKF030	当前战队段位	étage de l'équipe actuelle 
newKF031	{0}分	{0}points
newKF032	队员已满	l'équipe a été pleine
newKF033	总次数：{0}次	nombre total：{0}fois 
