heroNumber	name	career	grade	star	heroType	colorCode	returnItems	needLevel	needReputation	needMoney	needItems	recuritRes	coolCD	color	floorShadow	gradeOrder	nextGradeHeroNumber	maxLevel	upgradeNeedLv	upgradeNeedItem	upgradeNeedHeroNumber	NpcType	canFollow	temple_level	CompareHero	bigIcon	smallIcon	normal_skill	learn_activeSkill	learn_passiveSkill	learned_skill	nolearned_skill	lightskill	attack_Plus	attack_Coe	maxhp_Plus	maxhp_Coe	speedGrow	attackPassive	hpPassive	maxhp	attackspeed	anger	attack_p	defense_p	attack_m	defense_m	crit	critpress	antibroken	notbroken	parry	puncture	damageupgrade	damagereduce	heroDesc	heroTalk	upgradeNeedRoleLv	canAwaken	needHeroActID	awakenRoleLevel	awakenHeroLevel	awakenHeroStar	awakenNeedItem	awakenHeroSkill	awakenHeroNumber	orAwaken	CuiLianShiCnt	zhuanshengLevel	canZhuanSheng	zhuanshengNeedLevel	zhuanshengHeroNumber	zhuanshengNeedRoleZSLv	zhuanshengNeedItem	zhuanshengNeedRes	zhuanshengNeedMoney	maxhp_z	attackspeed_z	anger_z	attack_p_z	defense_p_z	attack_m_z	defense_m_z	crit_z	critpress_z	antibroken_z	notbroken_z	parry_z	puncture_z	damageupgrade_z	damagereduce_z
147	灵魂剑士	2	20	4	26	2		1	0	0			0	绿色	icoBg1	2	148	90	80	[(25679,5)]	0	9147	0	0	148	30048	30048	("HeroNormalSkill",(307,1))	(306,1)	[]	(307,1):(306,1)	(502,2):(504,1)	(502,2)	81400	10	37000	30	慢	0	0	1500000	35000	0	500000	0	500000	0	5000000	0	0	0	0	0	0	0	剑士之魂，无坚不摧		0	0	0	0	0	0					72	0	0	0		0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
148	灵魂剑士	2	21	4	26	3		1	0	0			0	蓝色	icoBg2	3	149	100	90	[(25679,25)]	0	9148	0	0	149	30048	30048	("HeroNormalSkill",(307,1))	(306,1)	[(502,1)]	(307,1):(306,1):(502,2)	(504,1)	(307,2):(306,2)	84700	10	38500	30	慢	0	0	1500000	35000	0	500000	0	500000	0	20000000	0	0	0	0	0	0	0	剑士之魂，无坚不摧		0	0	0	0	0	0					78	0	0	0		0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
149	灵魂剑士	2	22	4	26	4	25987,1	1	0	0	27874,50	slinghunjianshi	0	紫色	icoBg3	4	150	110	110	[(25679,50)]	149	9149	0	14	150	30048	30048	("HeroNormalSkill",(307,2))	(306,2)	[(502,1)]	(307,2):(306,2):(502,2)	(504,1)	(504,1)	88000	10	40000	30	慢	0	0	1500000	35000	0	500000	0	500000	0	20000000	0	0	0	0	0	0	0	剑士之魂，无坚不摧		0	0	0	0	0	0					84	0	0	0		0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
150	灵魂剑士	2	23	4	26	5	25987,3	1	0	0			0	橙色	icoBg5	5	151	110	110	[(25679,50),(27875,50)]	149	9150	0	0	151	30048	30048	("HeroNormalSkill",(307,2))	(306,2)	[(502,1), (504, 1)]	(307,2):(306,2):(502,2):(504,1)			121000	10	55000	30	慢	0	0	1500000	35000	0	500000	0	500000	0	20000000	0	0	0	0	0	0	0	剑士之魂，无坚不摧		0	0	0	0	0	0					90	0	0	0		0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
151	灵魂剑士	2	24	4	26	6	25987,5	1	0	0			0	红色	icoBg6	6	152	110	110	[(27876,100)]	0	9151	0	0	152	30048	30048	("HeroNormalSkill",(307,2))	(306,2)	[(502,1), (504, 1)]	(307,2):(306,2):(502,2):(504,1)			137500	10	68750	30	慢	0	0	1500000	35000	0	500000	0	500000	0	20000000	0	0	0	0	0	0	0	剑士之魂，无坚不摧		0	0	0	0	0	0					96	0	0	0		0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
152	灵魂剑士	2	30	5	26	6	25988,5	1	0	0			0	红色	icoBg6	6	153	130	130	[(27877,100)]	0	9152	0	0	153	30048	30048	("HeroNormalSkill",(307,2))	(306,2)	[(502,1), (507, 1)]	(307,2):(306,2):(502,2):(504,2)			152500	10	75000	30	慢	0	0	1500000	35000	0	500000	0	500000	0	20000000	0	0	0	0	0	0	0	剑士之魂，无坚不摧		0	0	0	0	0	0					144	0	0	0		0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
153	灵魂剑士	2	36	6	26	6	26511,5	1	0	0			0	红色	icoBg6	6	154	150	150	[(27878,100)]	0	9153	0	0	154	30048	30048	("HeroNormalSkill",(307,2))	(306,2)	[(502,1), (507, 1)]	(307,2):(306,2):(502,2):(504,2)			170000	10	82500	30	慢	0	0	1500000	35000	0	500000	0	500000	0	20000000	0	0	0	0	0	0	0	剑士之魂，无坚不摧		0	0	0	0	0	0					204	0	0	0		0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
154	灵魂剑士	2	42	7	26	6	27065,5	1	0	0			0	红色	icoBg6	6	0	170	170	[(25678,0)]	0	9154	0	0	0	30048	30048	("HeroNormalSkill",(307,2))	(306,2)	[(502,1), (507, 1)]	(307,2):(306,2):(502,2):(504,2)			185000	10	92500	30	慢	0	0	1500000	35000	0	500000	0	500000	0	20000000	0	0	0	0	0	0	0	剑士之魂，无坚不摧		0	0	0	0	0	0					276	0	0	0		0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
155	战神熊猫	1	43	8	27	1		160	6400000	1000000			172800	白色	0	1	156	160	150	[(27926,1)]	0	9155	0	27	156	5020	5020	("HeroNormalSkill",(277,1))	(9999,1)	[]	(277,1)	(231,1):(501,2):(506,1)	(231,1)	102000	10	185000	30	快	0	0	1500000	70300	0	500000	0	500000	0	5000000	0	0	0	0	0	0	0	战神附体，桀骜不屈		0	0	0	0	0	0					290	0	0	0		0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
156	战神熊猫	1	44	8	27	2		160	0	0			0	绿色	icoBg1	2	157	170	160	[(27926,5)]	0	9156	0	0	157	5020	5020	("HeroNormalSkill",(277,1))	(231,1)	[]	(277,1):(231,1)	(501,2):(506,1)	(501,2)	103200	10	187000	30	快	0	0	1500000	70300	0	500000	0	500000	0	5000000	0	0	0	0	0	0	0	战神附体，桀骜不屈		0	0	0	0	0	0					304	0	0	0		0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
157	战神熊猫	1	45	8	27	3		160	0	0			0	蓝色	icoBg2	3	158	180	170	[(27926,25)]	0	9157	0	0	158	5020	5020	("HeroNormalSkill",(277,1))	(231,1)	[(501,1)]	(277,1):(231,1):(501,2)	(506,1)	(277,2):(231,2)	105000	10	190000	30	快	0	5000	1500000	70300	0	500000	0	500000	0	5000000	0	0	0	20000000	0	0	0	战神附体，桀骜不屈		0	0	0	0	0	0					318	0	0	0		0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
158	战神熊猫	1	46	8	27	4	28036,1	160	0	0			0	紫色	icoBg3	4	159	190	190	[(27926,50)]	158	9158	0	0	159	5020	5020	("HeroNormalSkill",(277,2))	(231,2)	[(501,1)]	(277,2):(231,2):(501,2)	(506,1)	(506,1)	108000	10	195000	30	快	0	5000	1500000	70300	0	500000	0	500000	0	5000000	0	0	0	20000000	0	0	0	战神附体，桀骜不屈		0	0	0	0	0	0					332	0	0	0		0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
159	战神熊猫	1	47	8	27	5	28036,3	160	0	0			0	橙色	icoBg5	5	160	190	190	[(27926,50),(27936,100)]	158	9159	0	0	160	5020	5020	("HeroNormalSkill",(277,2))	(231,2)	[(501,1), (506, 1)]	(277,2):(231,2):(501,2):(506,1)	(506,2)	(506,2)	114000	10	205000	30	快	0	5000	1500000	70300	0	500000	0	500000	0	5000000	0	0	0	20000000	0	0	0	战神附体，桀骜不屈		0	0	0	0	0	0					346	0	0	0		0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
160	神·战神熊猫	1	48	8	27	6	28036,5	160	0	0			0	红色	icoBg6	6	0	190	190	[(27926,0)]	0	9160	0	0	0	5020	5020	("HeroNormalSkill",(277,2))	(231,2)	[(501,1), (506, 2)]	(277,2):(231,2):(501,2):(506,2)			117000	10	215000	30	快	0	5000	1500000	70300	0	500000	0	500000	0	5000000	0	0	0	20000000	0	0	0	战神附体，桀骜不屈		160	1	9	160	190	8	[(28829,100)]	(408,2)	416		360	0	0	190	400	1	28762,1200	Pub_IcomLLZ	1000000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
161	死亡骑士	2	43	8	28	1		160	7400000	1000000			172800	白色	0	1	162	160	150	[(27926,1)]	0	9161	0	28	162	5021	5021	("HeroNormalSkill",(275,1))	(9999,1)	[]	(275,1)	(232,1):(502,2):(504,1)	(232,1)	187000	10	92500	30	中等	0	0	1500000	51000	0	500000	0	500000	0	5000000	0	0	0	0	0	0	0	黑暗王者，柱石之坚		0	0	0	0	0	0					290	0	0	0		0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
162	死亡骑士	2	44	8	28	2		160	0	0			0	绿色	icoBg1	2	163	170	160	[(27926,5)]	0	9162	0	0	163	5021	5021	("HeroNormalSkill",(275,1))	(232,1)	[]	(275,1):(232,1)	(502,2):(504,1)	(502,2)	189200	10	93500	30	中等	0	0	1500000	51000	0	500000	0	500000	0	5000000	0	0	0	0	0	0	0	黑暗王者，柱石之坚		0	0	0	0	0	0					304	0	0	0		0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
163	死亡骑士	2	45	8	28	3		160	0	0			0	蓝色	icoBg2	3	164	180	170	[(27926,25)]	0	9163	0	0	164	5021	5021	("HeroNormalSkill",(275,1))	(232,1)	[(502,1)]	(275,1):(232,1):(502,2)	(504,1)	(275,2):(232,2)	192500	10	95000	30	中等	0	0	1500000	51000	0	500000	0	500000	0	20000000	0	0	0	0	0	0	0	黑暗王者，柱石之坚		0	0	0	0	0	0					318	0	0	0		0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
164	死亡骑士	2	46	8	28	4	28036,1	160	0	0			0	紫色	icoBg3	4	165	190	190	[(27926,50)]	164	9164	0	0	165	5021	5021	("HeroNormalSkill",(275,2))	(232,2)	[(502,1)]	(275,2):(232,2):(502,2)	(504,1)	(504,1)	198000	10	97500	30	中等	0	0	1500000	51000	0	500000	0	500000	0	20000000	0	0	0	0	0	0	0	黑暗王者，柱石之坚		0	0	0	0	0	0					332	0	0	0		0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
165	死亡骑士	2	47	8	28	5	28036,3	160	0	0			0	橙色	icoBg5	5	166	190	190	[(27926,50),(27937,100)]	164	9165	0	0	166	5021	5021	("HeroNormalSkill",(275,2))	(232,2)	[(502,1), (504, 1)]	(275,2):(232,2):(502,2):(504,1)	(504,2)	(504,2)	209000	10	102500	30	中等	1000	0	1500000	51000	0	500000	0	500000	0	20000000	0	0	0	0	0	0	0	黑暗王者，柱石之坚		0	0	0	0	0	0					346	0	0	0		0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
166	神·死亡骑士	2	48	8	28	6	28036,5	160	0	0			0	红色	icoBg6	6	0	190	190	[(27926,0)]	0	9166	0	0	0	5021	5021	("HeroNormalSkill",(275,2))	(232,2)	[(502,1), (507, 1)]	(275,2):(232,2):(502,2):(504,2)			214500	10	107500	30	中等	1500	0	1500000	51000	0	500000	0	500000	0	20000000	0	0	0	0	0	0	0	黑暗王者，柱石之坚		160	1	10	160	190	8	[(28830,100)]	(409,2)	417		360	0	0	190	401	1	28762,1200	Pub_IcomLLZ	1000000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
167	堕落天使	3	43	8	29	1		160	0	0			0	白色	0	1	168	160	150	[(27926,1)]	0	9167	0	0	168	5022	5022	("HeroNormalSkill",(276,1))	(9999,1)	[]	(276,1)	(230,1):(229,1):(503,2):(505,1)	(230,1):(229,1)	157300	10	138800	30	慢	0	0	1500000	30600	0	500000	0	500000	0	5000000	0	0	0	0	0	0	0	恶魔天使，九死不悔		0	0	0	0	0	0					290	0	0	0		0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
168	堕落天使	3	44	8	29	2		160	0	0			0	绿色	icoBg1	2	169	170	160	[(27926,5)]	0	9168	0	0	169	5022	5022	("HeroNormalSkill",(276,1))	[(230,1),(229,1)]	[]	(276,1):(230,1):(229,1)	(503,2):(505,1)	(503,2)	159000	10	140000	30	慢	0	0	1500000	30600	0	500000	0	500000	0	5000000	0	0	0	0	0	0	0	恶魔天使，九死不悔		0	0	0	0	0	0					304	0	0	0		0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
169	堕落天使	3	45	8	29	3		160	0	0			0	蓝色	icoBg2	3	170	180	170	[(27926,25)]	0	9169	0	0	170	5022	5022	("HeroNormalSkill",(276,1))	[(230,1),(229,1)]	[(503,1)]	(276,1):(230,1):(229,1):(503,2)	(505,1)	(276,2):(230,2):(229,2)	161500	10	142500	30	慢	2000	0	1500000	30600	0	500000	0	500000	0	5000000	0	0	0	0	0	0	0	恶魔天使，九死不悔		0	0	0	0	0	0					318	0	0	0		0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
170	堕落天使	3	46	8	29	4	28036,1	160	8400000	0	27935,100	small27935	0	紫色	icoBg3	4	171	190	190	[(27926,50)]	170	9170	0	29	171	5022	5022	("HeroNormalSkill",(276,2))	[(230,2),(229,2)]	[(503,1)]	(276,2):(230,2):(229,2):(503,2)	(505,1)	(505,1)	165800	10	146300	30	慢	2000	0	1500000	30600	0	500000	0	500000	0	5000000	0	0	0	0	0	0	0	恶魔天使，九死不悔		0	0	0	0	0	0					332	0	0	0		0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
171	堕落天使	3	47	8	29	5	28036,3	160	0	0			0	橙色	icoBg5	5	172	190	190	[(27926,50),(27938,100)]	170	9171	0	0	172	5022	5022	("HeroNormalSkill",(276,2))	[(230,2),(229,2)]	[(503,1), (505, 1)]	(276,2):(230,2):(229,2):(503,2):(505,1)	(505,2)	(505,2)	174300	10	153800	30	慢	2000	0	1500000	30600	0	500000	0	500000	0	5000000	0	0	0	0	0	0	0	恶魔天使，九死不悔		0	0	0	0	0	0					346	0	0	0		0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
172	神·堕落天使	3	48	8	29	6	28036,5	160	0	0			0	红色	icoBg6	6	0	190	190	[(27926,0)]	0	9172	0	0	0	5022	5022	("HeroNormalSkill",(276,2))	[(230,2),(229,2)]	[(503,1), (505, 2)]	(276,2):(230,2):(229,2):(503,2):(505,2)			182800	10	161300	30	慢	2000	0	1500000	30600	0	500000	0	500000	0	5000000	0	0	0	0	0	0	0	恶魔天使，九死不悔		160	1	11	160	190	8	[(28831,100)]	(410,2)	418		360	0	0	190	402	1	28762,1200	Pub_IcomLLZ	1000000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
300	神·烈焰女神	2	36	6	16	6	26511,5	160	0	0			0	红色	icoBg6	6	301	150	150	[(28217,50)]	0	9173	0	0	301	5011	5011	("HeroNormalSkill",(265,2))	(215,2)	[(502,1), (507, 1)]	(265,2):(215,2):(502,2):(504,2)			165000	10	75000	30	快	1500	0	1500000	70200	0	500000	0	500000	0	20000000	0	0	0	0	0	0	0	圣勇战士，浴火重生		160	1	2	160	190	8	[(28225,100)]	(400,2)	303		204	0	0	0		0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
301	神·烈焰女神	2	42	7	16	6	27065,5	160	0	0			0	红色	icoBg6	6	302	170	170	[(28217,100)]	0	9174	0	0	302	5011	5011	("HeroNormalSkill",(265,2))	(215,2)	[(502,1), (507, 1)]	(265,2):(215,2):(502,2):(504,2)			182000	10	83000	30	快	1500	0	1500000	70200	0	500000	0	500000	0	20000000	0	0	0	0	0	0	0	圣勇战士，浴火重生		160	1	2	160	190	8	[(28225,100)]	(400,2)	303		276	0	0	0		0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
302	神·烈焰女神	2	48	8	16	6	28036,5	160	0	0			0	红色	icoBg6	6	0	190	190	[(28217,0)]	0	9175	0	0	0	5011	5011	("HeroNormalSkill",(265,2))	(215,2)	[(502,1), (507, 1)]	(265,2):(215,2):(502,2):(504,2)			205000	10	95000	30	快	1500	0	1500000	70200	0	500000	0	500000	0	20000000	0	0	0	0	0	0	0	圣勇战士，浴火重生		160	1	2	160	190	8	[(28225,100)]	(400,2)	303		360	0	0	0		0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
303	火女·烈焰女神	2	48	8	16	6	28036,5	160	0	0			0	红色	icoBg6	6	0	190	190	[(28217,0)]	0	9176	0	0	0	5011	5011	("HeroNormalSkill",(265,2))	[(215,2),(400,2)]	[(502,1), (507, 1)]	(265,2):(215,2):(400,2):(502,2):(504,2)			215000	10	105000	30	快	1500	0	1500000	70200	0	500000	0	500000	0	20000000	0	0	0	0	0	0	0	圣勇战士，浴火重生		160	0	0	160	190	8		(400,2)	0	1	360	0	1	190	403	1	28762,1200	Pub_IcomLLZ	1000000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
305	神·寒冰女巫	3	36	6	15	6	26511,5	160	0	0			0	红色	icoBg6	6	306	150	150	[(28218,50)]	0	9177	0	0	306	5010	5010	("HeroNormalSkill",(267,2))	(217,2)	[(503,1), (505, 2)]	(267,2):(217,2):(503,2):(505,2)			127500	10	112500	30	快	2000	0	1500000	71000	0	500000	0	500000	0	5000000	0	0	0	0	0	0	0	冰山美人，倾国倾城		160	1	4	160	190	8	[(28226,100)]	(401,2)	308		204	0	0	0		0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
306	神·寒冰女巫	3	42	7	15	6	27065,5	160	0	0			0	红色	icoBg6	6	307	170	170	[(28218,100)]	0	9178	0	0	307	5010	5010	("HeroNormalSkill",(267,2))	(217,2)	[(503,1), (505, 2)]	(267,2):(217,2):(503,2):(505,2)			140000	10	124000	30	快	2000	0	1500000	71000	0	500000	0	500000	0	5000000	0	0	0	0	0	0	0	冰山美人，倾国倾城		160	1	4	160	190	8	[(28226,100)]	(401,2)	308		276	0	0	0		0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
307	神·寒冰女巫	3	48	8	15	6	28036,5	160	0	0			0	红色	icoBg6	6	0	190	190	[(28218,0)]	0	9179	0	0	0	5010	5010	("HeroNormalSkill",(267,2))	(217,2)	[(503,1), (505, 2)]	(267,2):(217,2):(503,2):(505,2)			160000	10	144000	30	快	2000	0	1500000	71000	0	500000	0	500000	0	5000000	0	0	0	0	0	0	0	冰山美人，倾国倾城		160	1	4	160	190	8	[(28226,100)]	(401,2)	308		360	0	0	0		0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
308	冷月·寒冰女巫	3	48	8	15	6	28036,5	160	0	0			0	红色	icoBg6	6	0	190	190	[(28218,0)]	0	9180	0	0	0	5010	5010	("HeroNormalSkill",(267,2))	[(217,2),(401,2)]	[(503,1), (505, 2)]	(267,2):(217,2):(401,2):(503,2):(505,2)			183000	10	162000	30	快	2000	0	1500000	71000	0	500000	0	500000	0	5000000	0	0	0	0	0	0	0	冰山美人，倾国倾城		160	0	0	160	190	8		(401,2)	0	1	360	0	1	190	404	1	28762,1200	Pub_IcomLLZ	1000000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
310	神·深渊蛮王	1	42	7	18	6	27065,5	160	0	0			0	红色	icoBg6	6	311	170	170	[(28219,100)]	0	9181	0	0	311	5012	5012	("HeroNormalSkill",(270,2))	(220,2)	[(501,1), (506, 2)]	(270,2):(220,2):(501,2):(506,2)			99000	10	165000	30	快	0	5000	1500000	70400	0	500000	0	500000	0	5000000	0	0	0	20000000	0	0	0	天生神力，力破三界		160	1	6	160	190	8	[(28227,100)]	(402,2)	312		276	0	0	0		0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
311	神·深渊蛮王	1	48	8	18	6	28036,5	160	0	0			0	红色	icoBg6	6	0	190	190	[(28219,0)]	0	9182	0	0	0	5012	5012	("HeroNormalSkill",(270,2))	(220,2)	[(501,1), (506, 2)]	(270,2):(220,2):(501,2):(506,2)			108000	10	185000	30	快	0	5000	1500000	70400	0	500000	0	500000	0	5000000	0	0	0	20000000	0	0	0	天生神力，力破三界		160	1	6	160	190	8	[(28227,100)]	(402,2)	312		360	0	0	0		0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
312	泰坦·深渊蛮王	1	48	8	18	6	28036,5	160	0	0			0	红色	icoBg6	6	0	190	190	[(28219,0)]	0	9183	0	0	0	5012	5012	("HeroNormalSkill",(270,2))	(402,2)	[(501,1), (506, 2)]	(270,2):(402,2):(501,2):(506,2)			122000	10	215000	30	快	0	5000	1500000	70400	0	500000	0	500000	0	5000000	0	0	0	20000000	0	0	0	天生神力，力破三界		160	0	0	160	190	8		(402,2)	0	1	360	0	1	190	405	1	28762,1200	Pub_IcomLLZ	1000000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
315	神·屠龙剑圣	2	42	7	20	6	27065,5	160	0	0			0	红色	icoBg6	6	316	170	170	[(28220,100)]	0	9184	0	0	316	5014	5014	("HeroNormalSkill",(268,2))	(218,2)	[(502,1), (507, 1)]	(268,2):(218,2):(502,2):(504,2)			182000	10	83000	30	快	1500	0	1500000	70500	0	500000	0	500000	0	20000000	0	0	0	0	0	0	0	天神血脉，战神之名		160	1	8	160	190	8	[(28228,100)]	(403,2)	317		276	0	0	0		0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
316	神·屠龙剑圣	2	48	8	20	6	28036,5	160	0	0			0	红色	icoBg6	6	0	190	190	[(28220,0)]	0	9185	0	0	0	5014	5014	("HeroNormalSkill",(268,2))	(218,2)	[(502,1), (507, 1)]	(268,2):(218,2):(502,2):(504,2)			205000	10	95000	30	快	1500	0	1500000	70500	0	500000	0	500000	0	20000000	0	0	0	0	0	0	0	天神血脉，战神之名		160	1	8	160	190	8	[(28228,100)]	(403,2)	317		360	0	0	0		0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
317	剑神·屠龙剑圣	2	48	8	20	6	28036,5	160	0	0			0	红色	icoBg6	6	0	190	190	[(28220,0)]	0	9186	0	0	0	5014	5014	("HeroNormalSkill",(268,2))	(403,2)	[(502,1), (507, 1)]	(268,2):(403,2):(502,2):(504,2)			215000	10	105000	30	快	1500	0	1500000	70500	0	500000	0	500000	0	20000000	0	0	0	0	0	0	0	天神血脉，战神之名		160	0	0	160	190	8		(403,2)	0	1	360	0	1	190	406	1	28762,1200	Pub_IcomLLZ	1000000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
320	神·天堂圣使	2	42	7	21	6	27065,5	160	0	0			0	红色	icoBg6	6	321	170	170	[(28221,100)]	0	9187	0	0	321	5015	5015	("HeroNormalSkill",(269,2))	(219,2)	[(502,1), (507, 1)]	(269,2):(219,2):(502,2):(504,2)			182000	10	83000	30	中等	1500	0	1500000	50500	0	500000	0	500000	0	20000000	0	0	0	0	0	0	0	天纵奇才，移天换海		160	1	10	160	190	8	[(28229,100)]	(404,2)	322		276	0	0	0		0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
321	神·天堂圣使	2	48	8	21	6	28036,5	160	0	0			0	红色	icoBg6	6	0	190	190	[(28221,0)]	0	9188	0	0	0	5015	5015	("HeroNormalSkill",(269,2))	(219,2)	[(502,1), (507, 1)]	(269,2):(219,2):(502,2):(504,2)			205000	10	95000	30	中等	1500	0	1500000	50500	0	500000	0	500000	0	20000000	0	0	0	0	0	0	0	天纵奇才，移天换海		160	1	10	160	190	8	[(28229,100)]	(404,2)	322		360	0	0	0		0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
322	光神·天堂圣使	2	48	8	21	6	28036,5	160	0	0			0	红色	icoBg6	6	0	190	190	[(28221,0)]	0	9189	0	0	0	5015	5015	("HeroNormalSkill",(269,2))	[(219,2),(404,2)]	[(502,1), (507, 1)]	(269,2):(219,2):(404,2):(502,2):(504,2)			215000	10	105000	30	中等	1500	0	1500000	50500	0	500000	0	500000	0	20000000	0	0	0	0	0	0	0	天纵奇才，移天换海		160	0	0	160	190	8		(404,2)	0	1	360	0	1	190	407	1	28762,1200	Pub_IcomLLZ	1000000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
325	神·卡牌女王	3	42	7	19	6	27065,5	160	0	0			0	红色	icoBg6	6	326	170	170	[(28222,100)]	0	9190	0	0	326	5013	5013	("HeroNormalSkill",(271,2))	(221,2)	[(503,1), (505, 2)]	(271,2):(221,2):(503,2):(505,2)			140000	10	124000	30	慢	2000	0	1500000	30500	0	500000	0	500000	0	5000000	0	0	0	0	0	0	0	卡牌王者，我见犹怜		160	1	12	160	190	8	[(28230,100)]	(405,2)	327		276	0	0	0		0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
326	神·卡牌女王	3	48	8	19	6	28036,5	160	0	0			0	红色	icoBg6	6	0	190	190	[(28222,0)]	0	9191	0	0	0	5013	5013	("HeroNormalSkill",(271,2))	(221,2)	[(503,1), (505, 2)]	(271,2):(221,2):(503,2):(505,2)			160000	10	144000	30	慢	2000	0	1500000	30500	0	500000	0	500000	0	5000000	0	0	0	0	0	0	0	卡牌王者，我见犹怜		160	1	12	160	190	8	[(28230,100)]	(405,2)	327		360	0	0	0		0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
327	赌圣·卡牌女王	3	48	8	19	6	28036,5	160	0	0			0	红色	icoBg6	6	0	190	190	[(28222,0)]	0	9192	0	0	0	5013	5013	("HeroNormalSkill",(271,2))	(405,2)	[(503,1), (505, 2)]	(271,2):(405,2):(503,2):(505,2)			183000	10	162000	30	慢	2000	0	1500000	30500	0	500000	0	500000	0	5000000	0	0	0	0	0	0	0	卡牌王者，我见犹怜		160	0	0	160	190	8		(405,2)	0	1	360	0	1	190	408	1	28762,1200	Pub_IcomLLZ	1000000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
330	神·骷髅王	2	48	8	24	6	28036,5	160	0	0			0	红色	icoBg6	6	0	190	190	[(28223,0)]	0	9193	0	0	0	5018	5018	("HeroNormalSkill",(272,2))	(222,2)	[(502,1), (507, 1)]	(272,2):(222,2):(502,2):(504,2)			205000	10	95000	30	快	1500	0	1500000	70500	0	500000	0	500000	0	20000000	0	0	0	0	0	0	0	岁月轮回，不改本心		160	1	14	160	190	8	[(28231,100)]	(406,2)	331		360	0	0	0		0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
331	地狱·骷髅王	2	48	8	24	6	28036,5	160	0	0			0	红色	icoBg6	6	0	190	190	[(28223,0)]	0	9194	0	0	0	5018	5018	("HeroNormalSkill",(272,2))	(406,2)	[(502,1), (507, 1)]	(272,2):(406,2):(502,2):(504,2)			215000	10	105000	30	快	1500	0	1500000	70500	0	500000	0	500000	0	20000000	0	0	0	0	0	0	0	岁月轮回，不改本心		160	0	0	160	190	8		(406,2)	0	1	360	0	1	190	411	1	28762,1200	Pub_IcomLLZ	1000000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
335	神·月之祭司	3	48	8	23	6	28036,5	160	0	0			0	红色	icoBg6	6	0	190	190	[(28224,0)]	0	9195	0	0	0	5017	5017	("HeroNormalSkill",(273,2))	(223,2)	[(503,1), (505, 2)]	(273,2):(223,2):(503,2):(505,2)			160000	10	144000	30	快	2000	0	1500000	71500	0	500000	0	500000	0	5000000	0	0	0	0	0	0	0	月神宠儿，夺命之箭		160	1	16	160	190	8	[(28232,100)]	(407,2)	336		360	0	0	0		0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
