stepIndex	nextStep	needLv	needReward	Exp	AwardNMoney	awardBindRMB	awardItems	taskType	taskParam	taskWhat	YuJiaZai	TaskName	TaskNo	Answer	AnswerType	talkType	Talk	npc	scene	desc	descNo	ChuFa	SpeialAc	trapIndex	loadingText	AnswerIcon	TaskGuide	Auto	Pos	FangKuiBiaoTi	FangKuiMiaoShu
460	470	6	0	1100	500	0		0		无条件		#C(#ffffff)#I(ChatIcon_Zhu,16,16,#C(#FFFF00)完成任务可获得丰富的经验奖励) #C(#EE7600)【6级】时光箴言#n（未完成）	#C(#ffffff)#I(ChatIcon_Zhu,16,16,#C(#FFFF00)完成任务可获得丰富的经验奖励) #C(#EE7600)【6级】时光箴言#C(#EE0000)（未满足）#n 	#U[主]#C(#EE9A00)时光箴言#n	2	0	10046001	49	15	#S(12)#C(#FFFFFF)     #C(#FFFF00)#U诉说过去的事#n	     #C(#EE0000)6级可接取#C(#4876FF)时光箴言#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	#K(npc,15,49)					[(1,1,catchTask,-81,54,点击进行任务,0,0),(1,1,npcDlg,530,282,点击进行对话,0,1)]	1	173,2273,60		
470	480	6	1	1100	500	0		0		无条件		#C(#ffffff)#I(ChatIcon_Zhu,16,16,#C(#FFFF00)完成任务可获得丰富的经验奖励) #C(#EE7600)【6级】时光箴言#C(#00EE00)（已完成）#n	#C(#ffffff)#I(ChatIcon_Zhu,16,16,#C(#FFFF00)完成任务可获得丰富的经验奖励) #C(#EE7600)【6级】时光箴言#C(#EE0000)（未满足）#n	#U[主]#C(#EE9A00)时光箴言#n	3	1	10047001,10047002	49	15	#S(12)#C(#FFFFFF)     #C(#FFFF00)#U诉说过去的事#n	     #C(#EE0000)6级可接取#C(#4876FF)时光箴言#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	#K(npc,15,49)					[(1,1,catchTask,-81,54,点击进行任务,0,0),(1,1,npcDlg,530,282,点击进行对话,0,1)]	1	173,2273,61		
480	490	6	0	1100	1000	0		0		无条件		#C(#ffffff)#I(ChatIcon_Zhu,16,16,#C(#FFFF00)完成任务可获得丰富的经验奖励) #C(#EE7600)【6级】出发#C(#00EE00)（可接）#n	#C(#ffffff)#I(ChatIcon_Zhu,16,16,#C(#FFFF00)完成任务可获得丰富的经验奖励) #C(#EE7600)【6级】出发#C(#EE0000)（未满足）#n	#U[主]#C(#EE9A00)出发#n	1	0	10048001	49	15	#S(12)#C(#FFFFFF)     #C(#FFFF00)#U继续前行#n	     #C(#EE0000)6级可接取#C(#4876FF)出发#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	#K(npc,15,49)					[(1,1,catchTask,-81,54,点击进行任务,0,0),(1,1,npcDlg,530,282,点击进行对话,0,1)]	1	173,2273,62		
490	500	6	0	1100	1000	0		0		无条件		#C(#ffffff)#I(ChatIcon_Zhu,16,16,#C(#FFFF00)完成任务可获得丰富的经验奖励) #C(#EE7600)【6级】出发#n（未完成）	#C(#ffffff)#I(ChatIcon_Zhu,16,16,#C(#FFFF00)完成任务可获得丰富的经验奖励) #C(#EE7600)【6级】出发#C(#EE0000)（未满足）#n 	#U[主]#C(#EE9A00)出发#n	2	0	10049001	52	15	#S(12)#C(#FFFFFF)     #C(#FFFF00)#U继续前行#n	     #C(#EE0000)6级可接取#C(#4876FF)出发#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	#K(npc,15,52)					[(1,1,catchTask,-81,54,点击进行任务,0,0),(1,1,npcDlg,530,282,点击进行对话,0,1)]	1	173,2273,63		
500	510	6	1	1100	1000	0		0		无条件		#C(#ffffff)#I(ChatIcon_Zhu,16,16,#C(#FFFF00)完成任务可获得丰富的经验奖励) #C(#EE7600)【6级】出发#C(#00EE00)（已完成）#n	#C(#ffffff)#I(ChatIcon_Zhu,16,16,#C(#FFFF00)完成任务可获得丰富的经验奖励) #C(#EE7600)【6级】出发#C(#EE0000)（未满足）#n	#U[主]#C(#EE9A00)出发#n	3	0	10050001	52	15	#S(12)#C(#FFFFFF)     #C(#FFFF00)#U继续前行#n	     #C(#EE0000)6级可接取#C(#4876FF)出发#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	#K(npc,15,52)					[(1,1,catchTask,-81,54,点击进行任务,0,0),(1,1,npcDlg,530,282,点击进行对话,0,1)]	1	173,2273,64		
510	520	6	0	1100	1000	0		0		无条件		#C(#ffffff)#I(ChatIcon_Zhu,16,16,#C(#FFFF00)完成任务可获得丰富的经验奖励) #C(#EE7600)【6级】故人相遇#C(#00EE00)（可接）#n	#C(#ffffff)#I(ChatIcon_Zhu,16,16,#C(#FFFF00)完成任务可获得丰富的经验奖励) #C(#EE7600)【6级】故人相遇#C(#EE0000)（未满足）#n	#U[主]#C(#EE9A00)故人相遇#n	1	0	10051001	52	15	#S(12)#C(#FFFFFF)     #C(#FFFF00)#U遇见众神之王#n	     #C(#EE0000)6级可接取#C(#4876FF)故人相遇#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	#K(npc,15,52)					[(1,1,catchTask,-81,54,点击进行任务,0,0),(1,1,npcDlg,530,282,点击进行对话,0,1)]	1	173,2273,64		
520	530	6	0	1100	1000	0		0		无条件		#C(#ffffff)#I(ChatIcon_Zhu,16,16,#C(#FFFF00)完成任务可获得丰富的经验奖励) #C(#EE7600)【6级】故人相遇#n（未完成）	#C(#ffffff)#I(ChatIcon_Zhu,16,16,#C(#FFFF00)完成任务可获得丰富的经验奖励) #C(#EE7600)【6级】故人相遇#C(#EE0000)（未满足）#n 	#U[主]#C(#EE9A00)故人相遇#n	2	0	10052001	52	15	#S(12)#C(#FFFFFF)     #C(#FFFF00)#U遇见众神之王#n	     #C(#EE0000)6级可接取#C(#4876FF)故人相遇#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	#K(npc,15,52)					[(1,1,catchTask,-81,54,点击进行任务,0,0),(1,1,npcDlg,530,282,点击进行对话,0,1)]	1	173,2273,61		
530	540	6	1	1100	1000	0		0		无条件		#C(#ffffff)#I(ChatIcon_Zhu,16,16,#C(#FFFF00)完成任务可获得丰富的经验奖励) #C(#EE7600)【6级】故人相遇#C(#00EE00)(已完成)#n	#C(#ffffff)#I(ChatIcon_Zhu,16,16,#C(#FFFF00)完成任务可获得丰富的经验奖励) #C(#EE7600)【6级】故人相遇#C(#EE0000)（未满足）#n	#U[主]#C(#EE9A00)故人相遇#n	3	0	10053001	53	15	#S(12)#C(#FFFFFF)     #C(#FFFF00)#U遇见众神之王#n	     #C(#EE0000)6级可接取#C(#4876FF)故人相遇#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	#K(npc,15,53)					[(1,1,catchTask,-81,54,点击进行任务,0,0),(1,1,npcDlg,530,282,点击进行对话,0,1)]	1	173,2273,61		
540	550	6	0	1500	1000	0		0		无条件		#C(#ffffff)#I(ChatIcon_Zhu,16,16,#C(#FFFF00)完成任务可获得丰富的经验奖励) #C(#EE7600)【7级】爱丽丝#C(#00EE00)（可接）#n	#C(#ffffff)#I(ChatIcon_Zhu,16,16,#C(#FFFF00)完成任务可获得丰富的经验奖励) #C(#EE7600)【7级】爱丽丝#C(#EE0000)（未满足）#n	#U[主]#C(#EE9A00)爱丽丝#n	1	0	10054001	53	15	#S(12)#C(#FFFFFF)     #C(#FFFF00)#U女神爱丽丝#n	     #C(#EE0000)7级可接取#C(#4876FF)爱丽丝#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	#K(npc,15,53)					[(1,1,catchTask,-81,54,点击进行任务,0,0),(1,1,npcDlg,530,282,点击进行对话,0,1)]	1	173,2273,50		
550	560	7	0	1500	1000	0		0		无条件		#C(#ffffff)#I(ChatIcon_Zhu,16,16,#C(#FFFF00)完成任务可获得丰富的经验奖励) #C(#EE7600)【7级】爱丽丝#n（未完成）	#C(#ffffff)#I(ChatIcon_Zhu,16,16,#C(#FFFF00)完成任务可获得丰富的经验奖励) #C(#EE7600)【7级】爱丽丝#C(#EE0000)（未满足）#n 	#U[主]#C(#EE9A00)爱丽丝#n	2	0	10055001	53	15	#S(12)#C(#FFFFFF)     #C(#FFFF00)#U女神爱丽丝#n	     #C(#EE0000)7级可接取#C(#4876FF)爱丽丝#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	#K(npc,15,53)					[(1,1,catchTask,-81,54,点击进行任务,0,0),(1,1,npcDlg,530,282,点击进行对话,0,1)]	1	173,2273,51		
560	570	7	1	1500	1000	0		0		无条件		#C(#ffffff)#I(ChatIcon_Zhu,16,16,#C(#FFFF00)完成任务可获得丰富的经验奖励) #C(#EE7600)【7级】爱丽丝#C(#00EE00)(已完成)#n	#C(#ffffff)#I(ChatIcon_Zhu,16,16,#C(#FFFF00)完成任务可获得丰富的经验奖励) #C(#EE7600)【7级】爱丽丝#C(#EE0000)（未满足）#n	#U[主]#C(#EE9A00)爱丽丝#n	3	0	10056001	53	15	#S(12)#C(#FFFFFF)     #C(#FFFF00)#U女神爱丽丝#n	     #C(#EE0000)7级可接取#C(#4876FF)爱丽丝#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	#K(npc,15,53)					[(1,1,catchTask,-81,54,点击进行任务,0,0),(1,1,npcDlg,530,282,点击进行对话,0,1)]	1	173,2273,52		
570	580	7	0	1500	1000	0		0		无条件		#C(#ffffff)#I(ChatIcon_Zhu,16,16,#C(#FFFF00)完成任务可获得丰富的经验奖励) #C(#EE7600)【7级】勇猛的重甲兵#C(#00EE00)（可接）#n	#C(#ffffff)#I(ChatIcon_Zhu,16,16,#C(#FFFF00)完成任务可获得丰富的经验奖励) #C(#EE7600)【7级】勇猛的重甲兵#C(#EE0000)（未满足）#n	#U[主]#C(#EE9A00)勇猛的重甲兵#n	1	0	10057001	53	15	#S(12)#C(#FFFFFF)     #C(#FFFF00)#U重甲兵带来的决斗#n	     #C(#EE0000)7级可接取#C(#4876FF)勇猛的重甲兵#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	#K(npc,15,53)					[(1,1,catchTask,-81,54,点击进行任务,0,0),(1,1,npcDlg,530,282,点击进行对话,0,1)]	1	173,2273,53		
580	590	7	0	1500	1000	0		0		战斗		#C(#ffffff)#I(ChatIcon_Zhu,16,16,#C(#FFFF00)完成任务可获得丰富的经验奖励) #C(#EE7600)【7级】勇猛的重甲兵#n（未完成）	#C(#ffffff)#I(ChatIcon_Zhu,16,16,#C(#FFFF00)完成任务可获得丰富的经验奖励) #C(#EE7600)【7级】勇猛的重甲兵#C(#EE0000)（未满足）#n 	#U[主]#C(#EE9A00)勇猛的重甲兵#n	2	0	10058001	54	15	#S(12)#C(#FFFFFF)     #C(#FFFF00)#U重甲兵带来的决斗#n	     #C(#EE0000)7级可接取#C(#4876FF)勇猛的重甲兵#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	#K(npc,15,54)					[(1,1,catchTask,-81,54,点击进行任务,0,0),(1,1,npcDlg,530,282,点击进行对话,0,1)]	1	173,2273,54		
590	600	7	1	1500	1000	0		0		无条件		#C(#ffffff)#I(ChatIcon_Zhu,16,16,#C(#FFFF00)完成任务可获得丰富的经验奖励) #C(#EE7600)【7级】勇猛的重甲兵#C(#00EE00)(已完成)#n	#C(#ffffff)#I(ChatIcon_Zhu,16,16,#C(#FFFF00)完成任务可获得丰富的经验奖励) #C(#EE7600)【7级】勇猛的重甲兵#C(#EE0000)（未满足）#n	#U[主]#C(#EE9A00)勇猛的重甲兵#n	3	0	10059001	54	15	#S(12)#C(#FFFFFF)     #C(#FFFF00)#U重甲兵带来的决斗#n	     #C(#EE0000)7级可接取#C(#4876FF)勇猛的重甲兵#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	#K(npc,15,54)					[(1,1,catchTask,-81,54,点击进行任务,0,0),(1,1,npcDlg,530,282,点击进行对话,0,1)]	1	173,2273,55		
600	610	7	0	1500	1000	0		0		无条件		#C(#ffffff)#I(ChatIcon_Zhu,16,16,#C(#FFFF00)完成任务可获得丰富的经验奖励) #C(#EE7600)【8级】森林死神#C(#00EE00)（可接）#n	#C(#ffffff)#I(ChatIcon_Zhu,16,16,#C(#FFFF00)完成任务可获得丰富的经验奖励) #C(#EE7600)【8级】森林死神#C(#EE0000)（未满足）#n	#U[主]#C(#EE9A00)森林死神#n	1	0	10060001	54	15	#S(12)#C(#FFFFFF)     #C(#FFFF00)#U击杀凶猛的死神#n	     #C(#EE0000)8级可接取#C(#4876FF)森林死神#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	#K(npc,15,54)					[(1,1,catchTask,-81,54,点击进行任务,0,0),(1,1,npcDlg,530,282,点击进行对话,0,1)]	1	173,2273,56		
610	620	8	0	1500	1000	0		0		战斗		#C(#ffffff)#I(ChatIcon_Zhu,16,16,#C(#FFFF00)完成任务可获得丰富的经验奖励) #C(#EE7600)【8级】森林死神#n（未完成）	#C(#ffffff)#I(ChatIcon_Zhu,16,16,#C(#FFFF00)完成任务可获得丰富的经验奖励) #C(#EE7600)【8级】森林死神#C(#EE0000)（未满足）#n 	#U[主]#C(#EE9A00)森林死神#n	2	0	10061001	55	15	#S(12)#C(#FFFFFF)     #C(#FFFF00)#U击杀凶猛的死神#n	     #C(#EE0000)8级可接取#C(#4876FF)森林死神#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	#K(npc,15,55)					[(1,1,catchTask,-81,54,点击进行任务,0,0),(1,1,npcDlg,530,282,点击进行对话,0,1)]	1	173,2273,57		
620	630	8	1	1500	1000	0		0		无条件		#C(#ffffff)#I(ChatIcon_Zhu,16,16,#C(#FFFF00)完成任务可获得丰富的经验奖励) #C(#EE7600)【8级】森林死神#C(#00EE00)(已完成)#n	#C(#ffffff)#I(ChatIcon_Zhu,16,16,#C(#FFFF00)完成任务可获得丰富的经验奖励) #C(#EE7600)【8级】森林死神#C(#EE0000)（未满足）#n	#U[主]#C(#EE9A00)森林死神#n	3	0	10062001	56	15	#S(12)#C(#FFFFFF)     #C(#FFFF00)#U击杀凶猛的死神#n	     #C(#EE0000)8级可接取#C(#4876FF)森林死神#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	#K(npc,15,56)					[(1,1,catchTask,-81,54,点击进行任务,0,0),(1,1,npcDlg,530,282,点击进行对话,0,1)]	1	173,2273,58		
630	640	8	0	1500	1000	0		0		无条件		#C(#ffffff)#I(ChatIcon_Zhu,16,16,#C(#FFFF00)完成任务可获得丰富的经验奖励) #C(#EE7600)【9级】驯马#C(#00EE00)（可接）#n	#C(#ffffff)#I(ChatIcon_Zhu,16,16,#C(#FFFF00)完成任务可获得丰富的经验奖励) #C(#EE7600)【9级】驯马#C(#EE0000)（未满足）#n	#U[主]#C(#EE9A00)驯马#n	1	0	10063001	56	15	#S(12)#C(#FFFFFF)     #C(#FFFF00)#U性感驯马师#n	     #C(#EE0000)9级可接取#C(#4876FF)驯马#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	#K(npc,15,56)					[(1,1,catchTask,-81,54,点击进行任务,0,0),(1,1,npcDlg,530,282,点击进行对话,0,1)]	1	173,2273,59		
640	650	9	0	1500	1000	0		0		无条件		#C(#ffffff)#I(ChatIcon_Zhu,16,16,#C(#FFFF00)完成任务可获得丰富的经验奖励) #C(#EE7600)【9级】驯马#n（未完成）	#C(#ffffff)#I(ChatIcon_Zhu,16,16,#C(#FFFF00)完成任务可获得丰富的经验奖励) #C(#EE7600)【9级】驯马#C(#EE0000)（未满足）#n 	#U[主]#C(#EE9A00)驯马#n	2	0	10064001	56	15	#S(12)#C(#FFFFFF)     #C(#FFFF00)#U性感驯马师#n	     #C(#EE0000)9级可接取#C(#4876FF)驯马#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	#K(npc,15,56)					[(1,1,catchTask,-81,54,点击进行任务,0,0),(1,1,npcDlg,530,282,点击进行对话,0,1)]	1	173,2273,60		
650	660	9	1	1500	1000	0		0		无条件		#C(#ffffff)#I(ChatIcon_Zhu,16,16,#C(#FFFF00)完成任务可获得丰富的经验奖励) #C(#EE7600)【9级】驯马#C(#00EE00)(已完成)#n	#C(#ffffff)#I(ChatIcon_Zhu,16,16,#C(#FFFF00)完成任务可获得丰富的经验奖励) #C(#EE7600)【9级】驯马#C(#EE0000)（未满足）#n	#U[主]#C(#EE9A00)驯马#n	3	0	10065001	56	15	#S(12)#C(#FFFFFF)     #C(#FFFF00)#U性感驯马师#n	     #C(#EE0000)9级可接取#C(#4876FF)驯马#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	#K(npc,15,56)					[(1,1,catchTask,-81,54,点击进行任务,0,0),(1,1,npcDlg,530,282,点击进行对话,0,1)]	1	173,2273,61		
660	670	9	0	2000	1000	0		0		无条件		#C(#ffffff)#I(ChatIcon_Zhu,16,16,#C(#FFFF00)完成任务可获得丰富的经验奖励) #C(#EE7600)【9级】铠甲战马#C(#00EE00)（可接）#n	#C(#ffffff)#I(ChatIcon_Zhu,16,16,#C(#FFFF00)完成任务可获得丰富的经验奖励) #C(#EE7600)【9级】铠甲战马#C(#EE0000)（未满足）#n	#U[主]#C(#EE9A00)铠甲战马#n	1	0	10066001	56	15	#S(12)#C(#FFFFFF)     #C(#FFFF00)#U骑上铠甲战马#n	     #C(#EE0000)9级可接取#C(#4876FF)铠甲战马#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	#K(npc,15,56)					[(1,1,catchTask,-81,54,点击进行任务,0,0),(1,1,npcDlg,530,282,点击进行对话,0,1)]	1	173,2273,62		
670	680	9	0	2000	1000	0		-1		骑上坐骑		#C(#ffffff)#I(ChatIcon_Zhu,16,16,#C(#FFFF00)完成任务可获得丰富的经验奖励) #C(#EE7600)【9级】铠甲战马#n（未完成）	#C(#ffffff)#I(ChatIcon_Zhu,16,16,#C(#FFFF00)完成任务可获得丰富的经验奖励) #C(#EE7600)【9级】铠甲战马#C(#EE0000)（未满足）#n 	#U[主]#C(#EE9A00)铠甲战马#n	2	0	10067001	0	15	#S(12)#C(#FFFFFF)     #C(#FFFF00)#U骑上铠甲战马#n	     #C(#EE0000)9级可接取#C(#4876FF)铠甲战马#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	#K(dlg,ZQPY)					[(1,1,catchTask,-81,54,点击进行任务,0,0),(1,1,upmount,167,251,点击进行上马,1,0),(1,1,upmount,795,0,点击关闭,1,0)]	0	173,2273,63		
680	690	9	1	2000	1000	0		0		无条件		#C(#ffffff)#I(ChatIcon_Zhu,16,16,#C(#FFFF00)完成任务可获得丰富的经验奖励) #C(#EE7600)【9级】铠甲战马#C(#00EE00)(已完成)#n	#C(#ffffff)#I(ChatIcon_Zhu,16,16,#C(#FFFF00)完成任务可获得丰富的经验奖励) #C(#EE7600)【9级】铠甲战马#C(#EE0000)（未满足）#n	#U[主]#C(#EE9A00)铠甲战马#n	3	0	10068001	56	15	#S(12)#C(#FFFFFF)     #C(#FFFF00)#U骑上铠甲战马#n	     #C(#EE0000)9级可接取#C(#4876FF)铠甲战马#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	#K(npc,15,56)					[(1,1,catchTask,-81,54,点击进行任务,0,0),(1,1,npcDlg,530,282,点击进行对话,0,1)]	1	173,2273,64		
690	700	9	0	2000	1000	0		0		无条件		#C(#ffffff)#I(ChatIcon_Zhu,16,16,#C(#FFFF00)完成任务可获得丰富的经验奖励) #C(#EE7600)【9级】为民除害#C(#00EE00)（可接）#n	#C(#ffffff)#I(ChatIcon_Zhu,16,16,#C(#FFFF00)完成任务可获得丰富的经验奖励) #C(#EE7600)【9级】为民除害#C(#EE0000)（未满足）#n	#U[主]#C(#EE9A00)为民除害#n	1	0	10069001	56	15	#S(12)#C(#FFFFFF)     #C(#FFFF00)#U杀！千里击杀#n	     #C(#EE0000)9级可接取#C(#4876FF)为民除害#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	#K(npc,15,56)					[(1,1,catchTask,-81,54,点击进行任务,0,0),(1,1,npcDlg,530,282,点击进行对话,0,1)]	1	173,2273,64		
700	710	9	0	2000	1000	0		0		战斗		#C(#ffffff)#I(ChatIcon_Zhu,16,16,#C(#FFFF00)完成任务可获得丰富的经验奖励) #C(#EE7600)【9级】为民除害#n（未完成）	#C(#ffffff)#I(ChatIcon_Zhu,16,16,#C(#FFFF00)完成任务可获得丰富的经验奖励) #C(#EE7600)【9级】为民除害#C(#EE0000)（未满足）#n 	#U[主]#C(#EE9A00)为民除害#n	2	1	10070001	57	15	#S(12)#C(#FFFFFF)     #C(#FFFF00)#U杀！千里击杀#n	     #C(#EE0000)9级可接取#C(#4876FF)为民除害#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	#K(npc,15,57)					[(1,1,catchTask,-81,54,点击进行任务,0,0),(1,1,npcDlg,530,282,点击进行对话,0,1)]	1	173,2273,61		
710	720	9	1	2000	1000	0		0		无条件		#C(#ffffff)#I(ChatIcon_Zhu,16,16,#C(#FFFF00)完成任务可获得丰富的经验奖励) #C(#EE7600)【9级】为民除害#C(#00EE00)(已完成)#n	#C(#ffffff)#I(ChatIcon_Zhu,16,16,#C(#FFFF00)完成任务可获得丰富的经验奖励) #C(#EE7600)【9级】为民除害#C(#EE0000)（未满足）#n	#U[主]#C(#EE9A00)为民除害#n	3	0	10071001	58	15	#S(12)#C(#FFFFFF)     #C(#FFFF00)#U杀！千里击杀#n	     #C(#EE0000)9级可接取#C(#4876FF)为民除害#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	#K(npc,15,58)					[(1,1,catchTask,-81,54,点击进行任务,0,0),(1,1,npcDlg,530,282,点击进行对话,0,1)]	1	173,2273,61		
720	730	9	0	2000	1000	0		0		无条件		#C(#ffffff)#I(ChatIcon_Zhu,16,16,#C(#FFFF00)完成任务可获得丰富的经验奖励) #C(#EE7600)【10级】好友指点#C(#00EE00)（可接）#n	#C(#ffffff)#I(ChatIcon_Zhu,16,16,#C(#FFFF00)完成任务可获得丰富的经验奖励) #C(#EE7600)【10级】好友指点#C(#EE0000)（未满足）#n	#U[主]#C(#EE9A00)好友指点#n	1	0	10072001	58	15	#S(12)#C(#FFFFFF)     #C(#FFFF00)#U获得好友的点拨#n	     #C(#EE0000)10级可接取#C(#4876FF)好友指点#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	#K(npc,15,58)					[(1,1,catchTask,-81,54,点击进行任务,0,0),(1,1,npcDlg,530,282,点击进行对话,0,1)]	1	173,2273,50		
730	740	10	0	2000	1000	0		0		战斗		#C(#ffffff)#I(ChatIcon_Zhu,16,16,#C(#FFFF00)完成任务可获得丰富的经验奖励) #C(#EE7600)【10级】好友指点#n（未完成）	#C(#ffffff)#I(ChatIcon_Zhu,16,16,#C(#FFFF00)完成任务可获得丰富的经验奖励) #C(#EE7600)【10级】好友指点#C(#EE0000)（未满足）#n 	#U[主]#C(#EE9A00)好友指点#n	2	0	10073001	58	15	#S(12)#C(#FFFFFF)     #C(#FFFF00)#U获得好友的点拨#n	     #C(#EE0000)10级可接取#C(#4876FF)好友指点#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	#K(npc,15,58)					[(1,1,catchTask,-81,54,点击进行任务,0,0),(1,1,npcDlg,530,282,点击进行对话,0,1)]	1	173,2273,51		
740	750	10	1	2000	1000	0		0		无条件		#C(#ffffff)#I(ChatIcon_Zhu,16,16,#C(#FFFF00)完成任务可获得丰富的经验奖励) #C(#EE7600)【10级】好友指点#C(#00EE00)(已完成)#n	#C(#ffffff)#I(ChatIcon_Zhu,16,16,#C(#FFFF00)完成任务可获得丰富的经验奖励) #C(#EE7600)【10级】好友指点#C(#EE0000)（未满足）#n	#U[主]#C(#EE9A00)好友指点#n	3	0	10074001	58	15	#S(12)#C(#FFFFFF)     #C(#FFFF00)#U获得好友的点拨#n	     #C(#EE0000)10级可接取#C(#4876FF)好友指点#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	#K(npc,15,58)					[(1,1,catchTask,-81,54,点击进行任务,0,0),(1,1,npcDlg,530,282,点击进行对话,0,1)]	1	173,2273,52		
750	760	10	0	2000	1000	0		0		无条件		#C(#ffffff)#I(ChatIcon_Zhu,16,16,#C(#FFFF00)完成任务可获得丰富的经验奖励) #C(#EE7600)【11级】升级技能#C(#00EE00)（可接）#n	#C(#ffffff)#I(ChatIcon_Zhu,16,16,#C(#FFFF00)完成任务可获得丰富的经验奖励) #C(#EE7600)【11级】升级技能#C(#EE0000)（未满足）#n	#U[主]#C(#EE9A00)升级技能#n	1	0	10075001	58	15	#S(12)#C(#FFFFFF)     #C(#FFFF00)#U升级英勇打击到2级#n	     #C(#EE0000)11级可接取#C(#4876FF)升级技能#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	#K(npc,15,58)					[(1,1,catchTask,-81,54,点击进行任务,0,0),(1,1,npcDlg,530,282,点击进行对话,0,1)]	1	173,2273,53		
760	770	11	0	2000	1000	0		2	(1,11,2)	升级1技能2级		#C(#ffffff)#I(ChatIcon_Zhu,16,16,#C(#FFFF00)完成任务可获得丰富的经验奖励) #C(#EE7600)【11级】升级技能#n（未完成）	#C(#ffffff)#I(ChatIcon_Zhu,16,16,#C(#FFFF00)完成任务可获得丰富的经验奖励) #C(#EE7600)【11级】升级技能#C(#EE0000)（未满足）#n 	#U[主]#C(#EE9A00)升级技能#n	2	0	10076001	0	15	#S(12)#C(#FFFFFF)     #C(#FFFF00)#U升级英勇打击到2级#n	     #C(#EE0000)11级可接取#C(#4876FF)升级技能#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	#K(dlg,OPEN_SKILL_PANEL)					[(1,1,catchTask,-81,54,点击进行任务,0,0),(1,1,skillPanel,15,118,点击升级技能,1,0),(1,1,skillPanel,481,0,点击关闭,1,0)]	0	173,2273,54		
770	780	11	1	2000	1000	0		0		无条件		#C(#ffffff)#I(ChatIcon_Zhu,16,16,#C(#FFFF00)完成任务可获得丰富的经验奖励) #C(#EE7600)【11级】升级技能#C(#00EE00)(已完成)#n	#C(#ffffff)#I(ChatIcon_Zhu,16,16,#C(#FFFF00)完成任务可获得丰富的经验奖励) #C(#EE7600)【11级】升级技能#C(#EE0000)（未满足）#n	#U[主]#C(#EE9A00)升级技能#n	3	0	10077001	58	15	#S(12)#C(#FFFFFF)     #C(#FFFF00)#U升级英勇打击到2级#n	     #C(#EE0000)11级可接取#C(#4876FF)升级技能#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	#K(npc,15,58)					[(1,1,catchTask,-81,54,点击进行任务,0,0),(1,1,npcDlg,530,282,点击进行对话,0,1)]	1	173,2273,55		
780	790	11	0	3000	1000	0		0		无条件		#C(#ffffff)#I(ChatIcon_Zhu,16,16,#C(#FFFF00)完成任务可获得丰富的经验奖励) #C(#EE7600)【11级】再遇故人#C(#00EE00)（可接）#n	#C(#ffffff)#I(ChatIcon_Zhu,16,16,#C(#FFFF00)完成任务可获得丰富的经验奖励) #C(#EE7600)【11级】再遇故人#C(#EE0000)（未满足）#n	#U[主]#C(#EE9A00)再遇故人#n	1	0	10078001	58	15	#S(12)#C(#FFFFFF)     #C(#FFFF00)#U与故人相见#n	     #C(#EE0000)11级可接取#C(#4876FF)再遇故人#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	#K(npc,15,58)					[(1,1,catchTask,-81,54,点击进行任务,0,0),(1,1,npcDlg,530,282,点击进行对话,0,1)]	1	173,2273,56		
