worldLevel	wave	startDate	endDate	itemData	specialItemPreview
154	4	(2015,8,29,18,30,0)	(2015,8,29,19,00,0)	(57,63,67,73)	(55,68,72,73,74,82)
154	5	(2015,8,29,19,00,0)	(2015,8,29,19,30,0)	(56,62,68,74)	(55,68,72,73,74,82)
154	6	(2015,8,29,19,30,0)	(2015,8,29,19,50,0)	(58,69,64,76)	(55,68,72,73,74,82)
154	7	(2015,8,29,19,50,0)	(2015,8,29,20,30,0)	(57,63,80,74)	(55,68,72,73,74,82)
154	8	(2015,8,29,20,30,0)	(2015,8,29,21,00,0)	(55,60,79,84)	(55,68,72,73,74,82)
154	9	(2015,8,29,21,00,0)	(2015,8,29,22,00,0)	(61,59,78,74)	(55,68,72,73,74,82)
154	10	(2015,8,29,22,00,0)	(2015,8,29,22,30,0)	(57,71,82,74)	(55,68,72,73,74,82)
154	11	(2015,8,29,22,30,0)	(2015,8,29,23,30,0)	(57,62,79,83)	(55,68,72,73,74,82)
154	12	(2015,8,30,10,30,0)	(2015,8,30,13,30,0)	(61,63,79,75)	(55,68,72,73,74,82)
154	13	(2015,8,30,13,30,0)	(2015,8,30,16,30,0)	(55,63,79,84)	(55,68,72,73,74,82)
154	14	(2015,8,30,16,30,0)	(2015,8,30,18,30,0)	(57,70,66,73)	(55,68,72,73,74,82)
154	15	(2015,8,30,18,30,0)	(2015,8,30,19,00,0)	(56,59,64,76)	(55,68,72,73,74,82)
154	16	(2015,8,30,19,00,0)	(2015,8,30,19,30,0)	(61,71,67,85)	(55,68,72,73,74,82)
154	17	(2015,8,30,19,30,0)	(2015,8,30,19,50,0)	(57,69,81,73)	(55,68,72,73,74,82)
154	18	(2015,8,30,19,50,0)	(2015,8,30,20,30,0)	(56,60,64,72)	(55,68,72,73,74,82)
154	19	(2015,8,30,20,30,0)	(2015,8,30,21,00,0)	(58,71,78,85)	(55,68,72,73,74,82)
154	20	(2015,8,30,21,00,0)	(2015,8,30,22,00,0)	(55,60,68,83)	(55,68,72,73,74,82)
154	21	(2015,8,30,22,00,0)	(2015,8,30,22,30,0)	(57,69,81,73)	(55,68,72,73,74,82)
154	22	(2015,8,30,22,30,0)	(2015,8,30,23,30,0)	(61,69,65,75)	(55,68,72,73,74,82)
154	23	(2015,8,31,10,30,0)	(2015,8,31,13,30,0)	(58,59,66,76)	(55,68,72,73,74,82)
154	24	(2015,8,31,13,30,0)	(2015,8,31,16,30,0)	(61,60,67,72)	(55,68,72,73,74,82)
154	25	(2015,8,31,16,30,0)	(2015,8,31,18,30,0)	(61,62,80,85)	(55,68,72,73,74,82)
154	26	(2015,8,31,18,30,0)	(2015,8,31,19,00,0)	(57,69,64,75)	(55,68,72,73,74,82)
154	27	(2015,8,31,19,00,0)	(2015,8,31,19,30,0)	(56,60,82,73)	(55,68,72,73,74,82)
154	28	(2015,8,31,19,30,0)	(2015,8,31,19,50,0)	(55,63,65,84)	(55,68,72,73,74,82)
154	29	(2015,8,31,19,50,0)	(2015,8,31,20,30,0)	(58,63,78,76)	(55,68,72,73,74,82)
154	30	(2015,8,31,20,30,0)	(2015,8,31,21,00,0)	(57,60,81,76)	(55,68,72,73,74,82)
154	31	(2015,8,31,21,00,0)	(2015,8,31,22,00,0)	(61,60,66,84)	(55,68,72,73,74,82)
154	32	(2015,8,31,22,00,0)	(2015,8,31,22,30,0)	(57,60,65,85)	(55,68,72,73,74,82)
154	33	(2015,8,31,22,30,0)	(2015,8,31,23,30,0)	(61,63,81,84)	(55,68,72,73,74,82)
154	34	(2015,9,1,10,30,0)	(2015,9,1,11,30,0)	(57,59,78,72)	(55,68,72,73,74,82)
154	35	(2015,9,1,11,30,0)	(2015,9,1,12,30,0)	(56,60,68,74)	(55,68,72,73,74,82)
154	36	(2015,9,1,12,30,0)	(2015,9,1,13,30,0)	(58,59,67,73)	(55,68,72,73,74,82)
154	37	(2015,9,1,13,30,0)	(2015,9,1,14,30,0)	(58,71,81,73)	(55,68,72,73,74,82)
154	38	(2015,9,1,14,30,0)	(2015,9,1,15,30,0)	(58,63,78,84)	(55,68,72,73,74,82)
154	39	(2015,9,1,15,30,0)	(2015,9,1,16,30,0)	(58,59,68,77)	(55,68,72,73,74,82)
154	40	(2015,9,1,16,30,0)	(2015,9,1,17,30,0)	(61,69,67,75)	(55,68,72,73,74,82)
154	41	(2015,9,1,17,30,0)	(2015,9,1,18,00,0)	(58,63,68,77)	(55,68,72,73,74,82)
154	42	(2015,9,1,18,00,0)	(2015,9,1,18,30,0)	(56,62,67,83)	(55,68,72,73,74,82)
154	43	(2015,9,1,18,30,0)	(2015,9,1,19,00,0)	(55,63,64,83)	(55,68,72,73,74,82)
154	44	(2015,9,1,19,00,0)	(2015,9,1,19,30,0)	(57,59,67,72)	(55,68,72,73,74,82)
154	45	(2015,9,1,19,30,0)	(2015,9,1,19,50,0)	(56,71,81,83)	(55,68,72,73,74,82)
154	46	(2015,9,1,19,50,0)	(2015,9,1,20,30,0)	(57,63,78,75)	(55,68,72,73,74,82)
154	47	(2015,9,1,20,30,0)	(2015,9,1,21,00,0)	(61,71,65,76)	(55,68,72,73,74,82)
154	48	(2015,9,1,21,00,0)	(2015,9,1,22,00,0)	(61,70,80,74)	(55,68,72,73,74,82)
154	49	(2015,9,1,22,00,0)	(2015,9,1,22,30,0)	(58,60,81,84)	(55,68,72,73,74,82)
154	50	(2015,9,1,22,30,0)	(2015,9,1,23,30,0)	(58,60,68,73)	(55,68,72,73,74,82)
154	51	(2015,9,2,10,30,0)	(2015,9,2,11,30,0)	(58,60,80,77)	(55,68,72,73,74,82)
154	52	(2015,9,2,11,30,0)	(2015,9,2,12,30,0)	(55,59,64,83)	(55,68,72,73,74,82)
154	53	(2015,9,2,12,30,0)	(2015,9,2,13,30,0)	(56,70,64,77)	(55,68,72,73,74,82)
154	54	(2015,9,2,13,30,0)	(2015,9,2,14,30,0)	(57,70,64,83)	(55,68,72,73,74,82)
154	55	(2015,9,2,14,30,0)	(2015,9,2,15,30,0)	(58,63,82,84)	(55,68,72,73,74,82)
154	56	(2015,9,2,15,30,0)	(2015,9,2,16,30,0)	(57,62,68,85)	(55,68,72,73,74,82)
154	57	(2015,9,2,16,30,0)	(2015,9,2,17,30,0)	(56,69,67,74)	(55,68,72,73,74,82)
154	58	(2015,9,2,17,30,0)	(2015,9,2,18,00,0)	(61,69,82,77)	(55,68,72,73,74,82)
154	59	(2015,9,2,18,00,0)	(2015,9,2,18,30,0)	(55,63,66,83)	(55,68,72,73,74,82)
154	60	(2015,9,2,18,30,0)	(2015,9,2,19,00,0)	(57,63,66,77)	(55,68,72,73,74,82)
154	61	(2015,9,2,19,00,0)	(2015,9,2,19,30,0)	(55,69,79,84)	(55,68,72,73,74,82)
154	62	(2015,9,2,19,30,0)	(2015,9,2,19,50,0)	(58,62,64,83)	(55,68,72,73,74,82)
154	63	(2015,9,2,19,50,0)	(2015,9,2,20,30,0)	(55,63,65,77)	(55,68,72,73,74,82)
154	64	(2015,9,2,20,30,0)	(2015,9,2,21,00,0)	(55,70,66,73)	(55,68,72,73,74,82)
154	65	(2015,9,2,21,00,0)	(2015,9,2,22,00,0)	(61,62,65,84)	(55,68,72,73,74,82)
154	66	(2015,9,2,22,00,0)	(2015,9,2,22,30,0)	(57,59,68,72)	(55,68,72,73,74,82)
154	67	(2015,9,2,22,30,0)	(2015,9,2,23,30,0)	(55,71,80,72)	(55,68,72,73,74,82)
154	68	(2015,9,3,10,30,0)	(2015,9,3,13,30,0)	(55,62,80,74)	(55,68,72,73,74,82)
154	69	(2015,9,3,13,30,0)	(2015,9,3,16,30,0)	(56,59,67,77)	(55,68,72,73,74,82)
154	70	(2015,9,3,16,30,0)	(2015,9,3,18,30,0)	(57,63,65,77)	(55,68,72,73,74,82)
154	71	(2015,9,3,18,30,0)	(2015,9,3,19,00,0)	(57,69,65,74)	(55,68,72,73,74,82)
154	72	(2015,9,3,19,00,0)	(2015,9,3,19,30,0)	(58,60,80,76)	(55,68,72,73,74,82)
154	73	(2015,9,3,19,30,0)	(2015,9,3,19,50,0)	(56,69,68,73)	(55,68,72,73,74,82)
154	74	(2015,9,3,19,50,0)	(2015,9,3,20,30,0)	(61,60,68,77)	(55,68,72,73,74,82)
154	75	(2015,9,3,20,30,0)	(2015,9,3,21,00,0)	(56,62,82,76)	(55,68,72,73,74,82)
154	76	(2015,9,3,21,00,0)	(2015,9,3,22,00,0)	(55,62,78,83)	(55,68,72,73,74,82)
154	77	(2015,9,3,22,00,0)	(2015,9,3,22,30,0)	(55,60,64,83)	(55,68,72,73,74,82)
154	78	(2015,9,3,22,30,0)	(2015,9,3,23,30,0)	(61,69,64,72)	(55,68,72,73,74,82)
154	79	(2015,9,4,10,30,0)	(2015,9,4,13,30,0)	(56,71,80,73)	(55,68,72,73,74,82)
154	80	(2015,9,4,13,30,0)	(2015,9,4,16,30,0)	(55,71,68,73)	(55,68,72,73,74,82)
154	81	(2015,9,4,16,30,0)	(2015,9,4,18,30,0)	(55,60,65,85)	(55,68,72,73,74,82)
154	82	(2015,9,4,18,30,0)	(2015,9,4,19,00,0)	(61,70,78,73)	(55,68,72,73,74,82)
154	83	(2015,9,4,19,00,0)	(2015,9,4,19,30,0)	(58,71,82,76)	(55,68,72,73,74,82)
154	84	(2015,9,4,19,30,0)	(2015,9,4,19,50,0)	(55,69,79,77)	(55,68,72,73,74,82)
154	85	(2015,9,4,19,50,0)	(2015,9,4,20,30,0)	(61,69,81,74)	(55,68,72,73,74,82)
154	86	(2015,9,4,20,30,0)	(2015,9,4,21,00,0)	(61,70,79,74)	(55,68,72,73,74,82)
154	87	(2015,9,4,21,00,0)	(2015,9,4,22,00,0)	(58,69,78,85)	(55,68,72,73,74,82)
154	88	(2015,9,4,22,00,0)	(2015,9,4,22,30,0)	(58,63,67,84)	(55,68,72,73,74,82)
154	89	(2015,9,4,22,30,0)	(2015,9,4,23,30,0)	(61,69,64,76)	(55,68,72,73,74,82)
155	1	(2015,8,29,10,30,0)	(2015,8,29,13,30,0)	(58,71,64,74)	(55,68,72,73,74,82)
155	2	(2015,8,29,13,30,0)	(2015,8,29,16,30,0)	(58,60,64,74)	(55,68,72,73,74,82)
155	3	(2015,8,29,16,30,0)	(2015,8,29,18,30,0)	(58,69,80,83)	(55,68,72,73,74,82)
155	4	(2015,8,29,18,30,0)	(2015,8,29,19,00,0)	(57,63,67,73)	(55,68,72,73,74,82)
155	5	(2015,8,29,19,00,0)	(2015,8,29,19,30,0)	(56,62,68,74)	(55,68,72,73,74,82)
155	6	(2015,8,29,19,30,0)	(2015,8,29,19,50,0)	(58,69,64,76)	(55,68,72,73,74,82)
155	7	(2015,8,29,19,50,0)	(2015,8,29,20,30,0)	(57,63,80,74)	(55,68,72,73,74,82)
155	8	(2015,8,29,20,30,0)	(2015,8,29,21,00,0)	(55,60,79,84)	(55,68,72,73,74,82)
155	9	(2015,8,29,21,00,0)	(2015,8,29,22,00,0)	(61,59,78,74)	(55,68,72,73,74,82)
155	10	(2015,8,29,22,00,0)	(2015,8,29,22,30,0)	(57,71,82,74)	(55,68,72,73,74,82)
155	11	(2015,8,29,22,30,0)	(2015,8,29,23,30,0)	(57,62,79,83)	(55,68,72,73,74,82)
155	12	(2015,8,30,10,30,0)	(2015,8,30,13,30,0)	(61,63,79,75)	(55,68,72,73,74,82)
155	13	(2015,8,30,13,30,0)	(2015,8,30,16,30,0)	(55,63,79,84)	(55,68,72,73,74,82)
155	14	(2015,8,30,16,30,0)	(2015,8,30,18,30,0)	(57,70,66,73)	(55,68,72,73,74,82)
155	15	(2015,8,30,18,30,0)	(2015,8,30,19,00,0)	(56,59,64,76)	(55,68,72,73,74,82)
155	16	(2015,8,30,19,00,0)	(2015,8,30,19,30,0)	(61,71,67,85)	(55,68,72,73,74,82)
155	17	(2015,8,30,19,30,0)	(2015,8,30,19,50,0)	(57,69,81,73)	(55,68,72,73,74,82)
155	18	(2015,8,30,19,50,0)	(2015,8,30,20,30,0)	(56,60,64,72)	(55,68,72,73,74,82)
155	19	(2015,8,30,20,30,0)	(2015,8,30,21,00,0)	(58,71,78,85)	(55,68,72,73,74,82)
155	20	(2015,8,30,21,00,0)	(2015,8,30,22,00,0)	(55,60,68,83)	(55,68,72,73,74,82)
155	21	(2015,8,30,22,00,0)	(2015,8,30,22,30,0)	(57,69,81,73)	(55,68,72,73,74,82)
155	22	(2015,8,30,22,30,0)	(2015,8,30,23,30,0)	(61,69,65,75)	(55,68,72,73,74,82)
155	23	(2015,8,31,10,30,0)	(2015,8,31,13,30,0)	(58,59,66,76)	(55,68,72,73,74,82)
155	24	(2015,8,31,13,30,0)	(2015,8,31,16,30,0)	(61,60,67,72)	(55,68,72,73,74,82)
155	25	(2015,8,31,16,30,0)	(2015,8,31,18,30,0)	(61,62,80,85)	(55,68,72,73,74,82)
155	26	(2015,8,31,18,30,0)	(2015,8,31,19,00,0)	(57,69,64,75)	(55,68,72,73,74,82)
155	27	(2015,8,31,19,00,0)	(2015,8,31,19,30,0)	(56,60,82,73)	(55,68,72,73,74,82)
155	28	(2015,8,31,19,30,0)	(2015,8,31,19,50,0)	(55,63,65,84)	(55,68,72,73,74,82)
155	29	(2015,8,31,19,50,0)	(2015,8,31,20,30,0)	(58,63,78,76)	(55,68,72,73,74,82)
155	30	(2015,8,31,20,30,0)	(2015,8,31,21,00,0)	(57,60,81,76)	(55,68,72,73,74,82)
155	31	(2015,8,31,21,00,0)	(2015,8,31,22,00,0)	(61,60,66,84)	(55,68,72,73,74,82)
155	32	(2015,8,31,22,00,0)	(2015,8,31,22,30,0)	(57,60,65,85)	(55,68,72,73,74,82)
155	33	(2015,8,31,22,30,0)	(2015,8,31,23,30,0)	(61,63,81,84)	(55,68,72,73,74,82)
155	34	(2015,9,1,10,30,0)	(2015,9,1,11,30,0)	(57,59,78,72)	(55,68,72,73,74,82)
155	35	(2015,9,1,11,30,0)	(2015,9,1,12,30,0)	(56,60,68,74)	(55,68,72,73,74,82)
155	36	(2015,9,1,12,30,0)	(2015,9,1,13,30,0)	(58,59,67,73)	(55,68,72,73,74,82)
155	37	(2015,9,1,13,30,0)	(2015,9,1,14,30,0)	(58,71,81,73)	(55,68,72,73,74,82)
155	38	(2015,9,1,14,30,0)	(2015,9,1,15,30,0)	(58,63,78,84)	(55,68,72,73,74,82)
155	39	(2015,9,1,15,30,0)	(2015,9,1,16,30,0)	(58,59,68,77)	(55,68,72,73,74,82)
155	40	(2015,9,1,16,30,0)	(2015,9,1,17,30,0)	(61,69,67,75)	(55,68,72,73,74,82)
155	41	(2015,9,1,17,30,0)	(2015,9,1,18,00,0)	(58,63,68,77)	(55,68,72,73,74,82)
155	42	(2015,9,1,18,00,0)	(2015,9,1,18,30,0)	(56,62,67,83)	(55,68,72,73,74,82)
155	43	(2015,9,1,18,30,0)	(2015,9,1,19,00,0)	(55,63,64,83)	(55,68,72,73,74,82)
155	44	(2015,9,1,19,00,0)	(2015,9,1,19,30,0)	(57,59,67,72)	(55,68,72,73,74,82)
155	45	(2015,9,1,19,30,0)	(2015,9,1,19,50,0)	(56,71,81,83)	(55,68,72,73,74,82)
155	46	(2015,9,1,19,50,0)	(2015,9,1,20,30,0)	(57,63,78,75)	(55,68,72,73,74,82)
155	47	(2015,9,1,20,30,0)	(2015,9,1,21,00,0)	(61,71,65,76)	(55,68,72,73,74,82)
155	48	(2015,9,1,21,00,0)	(2015,9,1,22,00,0)	(61,70,80,74)	(55,68,72,73,74,82)
155	49	(2015,9,1,22,00,0)	(2015,9,1,22,30,0)	(58,60,81,84)	(55,68,72,73,74,82)
155	50	(2015,9,1,22,30,0)	(2015,9,1,23,30,0)	(58,60,68,73)	(55,68,72,73,74,82)
155	51	(2015,9,2,10,30,0)	(2015,9,2,11,30,0)	(58,60,80,77)	(55,68,72,73,74,82)
155	52	(2015,9,2,11,30,0)	(2015,9,2,12,30,0)	(55,59,64,83)	(55,68,72,73,74,82)
155	53	(2015,9,2,12,30,0)	(2015,9,2,13,30,0)	(56,70,64,77)	(55,68,72,73,74,82)
155	54	(2015,9,2,13,30,0)	(2015,9,2,14,30,0)	(57,70,64,83)	(55,68,72,73,74,82)
155	55	(2015,9,2,14,30,0)	(2015,9,2,15,30,0)	(58,63,82,84)	(55,68,72,73,74,82)
155	56	(2015,9,2,15,30,0)	(2015,9,2,16,30,0)	(57,62,68,85)	(55,68,72,73,74,82)
155	57	(2015,9,2,16,30,0)	(2015,9,2,17,30,0)	(56,69,67,74)	(55,68,72,73,74,82)
155	58	(2015,9,2,17,30,0)	(2015,9,2,18,00,0)	(61,69,82,77)	(55,68,72,73,74,82)
155	59	(2015,9,2,18,00,0)	(2015,9,2,18,30,0)	(55,63,66,83)	(55,68,72,73,74,82)
155	60	(2015,9,2,18,30,0)	(2015,9,2,19,00,0)	(57,63,66,77)	(55,68,72,73,74,82)
155	61	(2015,9,2,19,00,0)	(2015,9,2,19,30,0)	(55,69,79,84)	(55,68,72,73,74,82)
155	62	(2015,9,2,19,30,0)	(2015,9,2,19,50,0)	(58,62,64,83)	(55,68,72,73,74,82)
155	63	(2015,9,2,19,50,0)	(2015,9,2,20,30,0)	(55,63,65,77)	(55,68,72,73,74,82)
155	64	(2015,9,2,20,30,0)	(2015,9,2,21,00,0)	(55,70,66,73)	(55,68,72,73,74,82)
155	65	(2015,9,2,21,00,0)	(2015,9,2,22,00,0)	(61,62,65,84)	(55,68,72,73,74,82)
155	66	(2015,9,2,22,00,0)	(2015,9,2,22,30,0)	(57,59,68,72)	(55,68,72,73,74,82)
155	67	(2015,9,2,22,30,0)	(2015,9,2,23,30,0)	(55,71,80,72)	(55,68,72,73,74,82)
155	68	(2015,9,3,10,30,0)	(2015,9,3,13,30,0)	(55,62,80,74)	(55,68,72,73,74,82)
155	69	(2015,9,3,13,30,0)	(2015,9,3,16,30,0)	(56,59,67,77)	(55,68,72,73,74,82)
155	70	(2015,9,3,16,30,0)	(2015,9,3,18,30,0)	(57,63,65,77)	(55,68,72,73,74,82)
155	71	(2015,9,3,18,30,0)	(2015,9,3,19,00,0)	(57,69,65,74)	(55,68,72,73,74,82)
155	72	(2015,9,3,19,00,0)	(2015,9,3,19,30,0)	(58,60,80,76)	(55,68,72,73,74,82)
155	73	(2015,9,3,19,30,0)	(2015,9,3,19,50,0)	(56,69,68,73)	(55,68,72,73,74,82)
155	74	(2015,9,3,19,50,0)	(2015,9,3,20,30,0)	(61,60,68,77)	(55,68,72,73,74,82)
155	75	(2015,9,3,20,30,0)	(2015,9,3,21,00,0)	(56,62,82,76)	(55,68,72,73,74,82)
155	76	(2015,9,3,21,00,0)	(2015,9,3,22,00,0)	(55,62,78,83)	(55,68,72,73,74,82)
155	77	(2015,9,3,22,00,0)	(2015,9,3,22,30,0)	(55,60,64,83)	(55,68,72,73,74,82)
155	78	(2015,9,3,22,30,0)	(2015,9,3,23,30,0)	(61,69,64,72)	(55,68,72,73,74,82)
155	79	(2015,9,4,10,30,0)	(2015,9,4,13,30,0)	(56,71,80,73)	(55,68,72,73,74,82)
155	80	(2015,9,4,13,30,0)	(2015,9,4,16,30,0)	(55,71,68,73)	(55,68,72,73,74,82)
155	81	(2015,9,4,16,30,0)	(2015,9,4,18,30,0)	(55,60,65,85)	(55,68,72,73,74,82)
155	82	(2015,9,4,18,30,0)	(2015,9,4,19,00,0)	(61,70,78,73)	(55,68,72,73,74,82)
155	83	(2015,9,4,19,00,0)	(2015,9,4,19,30,0)	(58,71,82,76)	(55,68,72,73,74,82)
155	84	(2015,9,4,19,30,0)	(2015,9,4,19,50,0)	(55,69,79,77)	(55,68,72,73,74,82)
155	85	(2015,9,4,19,50,0)	(2015,9,4,20,30,0)	(61,69,81,74)	(55,68,72,73,74,82)
155	86	(2015,9,4,20,30,0)	(2015,9,4,21,00,0)	(61,70,79,74)	(55,68,72,73,74,82)
155	87	(2015,9,4,21,00,0)	(2015,9,4,22,00,0)	(58,69,78,85)	(55,68,72,73,74,82)
155	88	(2015,9,4,22,00,0)	(2015,9,4,22,30,0)	(58,63,67,84)	(55,68,72,73,74,82)
155	89	(2015,9,4,22,30,0)	(2015,9,4,23,30,0)	(61,69,64,76)	(55,68,72,73,74,82)
156	1	(2015,8,29,10,30,0)	(2015,8,29,13,30,0)	(58,71,64,74)	(55,68,72,73,74,82)
156	2	(2015,8,29,13,30,0)	(2015,8,29,16,30,0)	(58,60,64,74)	(55,68,72,73,74,82)
156	3	(2015,8,29,16,30,0)	(2015,8,29,18,30,0)	(58,69,80,83)	(55,68,72,73,74,82)
156	4	(2015,8,29,18,30,0)	(2015,8,29,19,00,0)	(57,63,67,73)	(55,68,72,73,74,82)
156	5	(2015,8,29,19,00,0)	(2015,8,29,19,30,0)	(56,62,68,74)	(55,68,72,73,74,82)
156	6	(2015,8,29,19,30,0)	(2015,8,29,19,50,0)	(58,69,64,76)	(55,68,72,73,74,82)
156	7	(2015,8,29,19,50,0)	(2015,8,29,20,30,0)	(57,63,80,74)	(55,68,72,73,74,82)
156	8	(2015,8,29,20,30,0)	(2015,8,29,21,00,0)	(55,60,79,84)	(55,68,72,73,74,82)
156	9	(2015,8,29,21,00,0)	(2015,8,29,22,00,0)	(61,59,78,74)	(55,68,72,73,74,82)
156	10	(2015,8,29,22,00,0)	(2015,8,29,22,30,0)	(57,71,82,74)	(55,68,72,73,74,82)
156	11	(2015,8,29,22,30,0)	(2015,8,29,23,30,0)	(57,62,79,83)	(55,68,72,73,74,82)
156	12	(2015,8,30,10,30,0)	(2015,8,30,13,30,0)	(61,63,79,75)	(55,68,72,73,74,82)
156	13	(2015,8,30,13,30,0)	(2015,8,30,16,30,0)	(55,63,79,84)	(55,68,72,73,74,82)
156	14	(2015,8,30,16,30,0)	(2015,8,30,18,30,0)	(57,70,66,73)	(55,68,72,73,74,82)
156	15	(2015,8,30,18,30,0)	(2015,8,30,19,00,0)	(56,59,64,76)	(55,68,72,73,74,82)
156	16	(2015,8,30,19,00,0)	(2015,8,30,19,30,0)	(61,71,67,85)	(55,68,72,73,74,82)
156	17	(2015,8,30,19,30,0)	(2015,8,30,19,50,0)	(57,69,81,73)	(55,68,72,73,74,82)
156	18	(2015,8,30,19,50,0)	(2015,8,30,20,30,0)	(56,60,64,72)	(55,68,72,73,74,82)
156	19	(2015,8,30,20,30,0)	(2015,8,30,21,00,0)	(58,71,78,85)	(55,68,72,73,74,82)
156	20	(2015,8,30,21,00,0)	(2015,8,30,22,00,0)	(55,60,68,83)	(55,68,72,73,74,82)
156	21	(2015,8,30,22,00,0)	(2015,8,30,22,30,0)	(57,69,81,73)	(55,68,72,73,74,82)
156	22	(2015,8,30,22,30,0)	(2015,8,30,23,30,0)	(61,69,65,75)	(55,68,72,73,74,82)
156	23	(2015,8,31,10,30,0)	(2015,8,31,13,30,0)	(58,59,66,76)	(55,68,72,73,74,82)
156	24	(2015,8,31,13,30,0)	(2015,8,31,16,30,0)	(61,60,67,72)	(55,68,72,73,74,82)
156	25	(2015,8,31,16,30,0)	(2015,8,31,18,30,0)	(61,62,80,85)	(55,68,72,73,74,82)
156	26	(2015,8,31,18,30,0)	(2015,8,31,19,00,0)	(57,69,64,75)	(55,68,72,73,74,82)
156	27	(2015,8,31,19,00,0)	(2015,8,31,19,30,0)	(56,60,82,73)	(55,68,72,73,74,82)
156	28	(2015,8,31,19,30,0)	(2015,8,31,19,50,0)	(55,63,65,84)	(55,68,72,73,74,82)
156	29	(2015,8,31,19,50,0)	(2015,8,31,20,30,0)	(58,63,78,76)	(55,68,72,73,74,82)
156	30	(2015,8,31,20,30,0)	(2015,8,31,21,00,0)	(57,60,81,76)	(55,68,72,73,74,82)
156	31	(2015,8,31,21,00,0)	(2015,8,31,22,00,0)	(61,60,66,84)	(55,68,72,73,74,82)
156	32	(2015,8,31,22,00,0)	(2015,8,31,22,30,0)	(57,60,65,85)	(55,68,72,73,74,82)
156	33	(2015,8,31,22,30,0)	(2015,8,31,23,30,0)	(61,63,81,84)	(55,68,72,73,74,82)
156	34	(2015,9,1,10,30,0)	(2015,9,1,11,30,0)	(57,59,78,72)	(55,68,72,73,74,82)
156	35	(2015,9,1,11,30,0)	(2015,9,1,12,30,0)	(56,60,68,74)	(55,68,72,73,74,82)
156	36	(2015,9,1,12,30,0)	(2015,9,1,13,30,0)	(58,59,67,73)	(55,68,72,73,74,82)
156	37	(2015,9,1,13,30,0)	(2015,9,1,14,30,0)	(58,71,81,73)	(55,68,72,73,74,82)
156	38	(2015,9,1,14,30,0)	(2015,9,1,15,30,0)	(58,63,78,84)	(55,68,72,73,74,82)
156	39	(2015,9,1,15,30,0)	(2015,9,1,16,30,0)	(58,59,68,77)	(55,68,72,73,74,82)
156	40	(2015,9,1,16,30,0)	(2015,9,1,17,30,0)	(61,69,67,75)	(55,68,72,73,74,82)
156	41	(2015,9,1,17,30,0)	(2015,9,1,18,00,0)	(58,63,68,77)	(55,68,72,73,74,82)
156	42	(2015,9,1,18,00,0)	(2015,9,1,18,30,0)	(56,62,67,83)	(55,68,72,73,74,82)
156	43	(2015,9,1,18,30,0)	(2015,9,1,19,00,0)	(55,63,64,83)	(55,68,72,73,74,82)
156	44	(2015,9,1,19,00,0)	(2015,9,1,19,30,0)	(57,59,67,72)	(55,68,72,73,74,82)
156	45	(2015,9,1,19,30,0)	(2015,9,1,19,50,0)	(56,71,81,83)	(55,68,72,73,74,82)
156	46	(2015,9,1,19,50,0)	(2015,9,1,20,30,0)	(57,63,78,75)	(55,68,72,73,74,82)
156	47	(2015,9,1,20,30,0)	(2015,9,1,21,00,0)	(61,71,65,76)	(55,68,72,73,74,82)
156	48	(2015,9,1,21,00,0)	(2015,9,1,22,00,0)	(61,70,80,74)	(55,68,72,73,74,82)
156	49	(2015,9,1,22,00,0)	(2015,9,1,22,30,0)	(58,60,81,84)	(55,68,72,73,74,82)
156	50	(2015,9,1,22,30,0)	(2015,9,1,23,30,0)	(58,60,68,73)	(55,68,72,73,74,82)
156	51	(2015,9,2,10,30,0)	(2015,9,2,11,30,0)	(58,60,80,77)	(55,68,72,73,74,82)
156	52	(2015,9,2,11,30,0)	(2015,9,2,12,30,0)	(55,59,64,83)	(55,68,72,73,74,82)
156	53	(2015,9,2,12,30,0)	(2015,9,2,13,30,0)	(56,70,64,77)	(55,68,72,73,74,82)
156	54	(2015,9,2,13,30,0)	(2015,9,2,14,30,0)	(57,70,64,83)	(55,68,72,73,74,82)
156	55	(2015,9,2,14,30,0)	(2015,9,2,15,30,0)	(58,63,82,84)	(55,68,72,73,74,82)
156	56	(2015,9,2,15,30,0)	(2015,9,2,16,30,0)	(57,62,68,85)	(55,68,72,73,74,82)
156	57	(2015,9,2,16,30,0)	(2015,9,2,17,30,0)	(56,69,67,74)	(55,68,72,73,74,82)
156	58	(2015,9,2,17,30,0)	(2015,9,2,18,00,0)	(61,69,82,77)	(55,68,72,73,74,82)
156	59	(2015,9,2,18,00,0)	(2015,9,2,18,30,0)	(55,63,66,83)	(55,68,72,73,74,82)
156	60	(2015,9,2,18,30,0)	(2015,9,2,19,00,0)	(57,63,66,77)	(55,68,72,73,74,82)
156	61	(2015,9,2,19,00,0)	(2015,9,2,19,30,0)	(55,69,79,84)	(55,68,72,73,74,82)
156	62	(2015,9,2,19,30,0)	(2015,9,2,19,50,0)	(58,62,64,83)	(55,68,72,73,74,82)
156	63	(2015,9,2,19,50,0)	(2015,9,2,20,30,0)	(55,63,65,77)	(55,68,72,73,74,82)
156	64	(2015,9,2,20,30,0)	(2015,9,2,21,00,0)	(55,70,66,73)	(55,68,72,73,74,82)
156	65	(2015,9,2,21,00,0)	(2015,9,2,22,00,0)	(61,62,65,84)	(55,68,72,73,74,82)
